Type,39197_s_at,35082_at,31581_at,1054_at,32592_at,31862_at,40119_at,40902_at,34748_at,41539_at,35780_at,33556_at,32433_at,37238_s_at,33276_at,32075_at,34554_at,40690_at,1721_g_at,32926_at,32392_s_at,40020_at,31603_at,39491_s_at,35458_r_at,32108_at,34919_at,35359_at,36439_at,39526_at,2052_g_at,32534_f_at,33371_s_at,519_g_at,530_at,135_g_at,35817_at,37181_at,40659_at,32141_at,592_at,40463_at,34799_at,33935_at
1,0.028146468351897543,0.09586623316302834,0.043454127349139636,0.05004691898654991,0.42832647982641153,0.19600427981109797,0.2507140196200174,0.0623846437799926,0.09114460184633096,0.42311751194984165,0.2223308031453116,0.07722513089005237,0.5118647469021221,0.41992682240360263,0.10278985891587993,0.3317367563942906,0.28030721118469465,0.007310104271030467,0.08828345012770974,0.21702284450994844,0.022548411698364013,0.1889612725310739,0.0644460535843592,0.09433430423752703,0.26815591932712307,0.19432445005648968,0.3005217391304348,0.3180095983834301,0.10015225850109964,0.09706763698630137,0.19810371517027864,0.2738912732474964,0.21057199357770295,0.24409359197411426,0.22625457678225283,0.0,0.06088351897300361,0.2182715473692391,0.2421585947135096,0.08120125872212342,0.11273085216086998,0.2892862231087049,0.34804753820033957,0.42314036603566096
2,0.09130927766290933,0.18597306084533208,0.0919567573282584,0.22904285267438224,0.5083835333748083,0.12053571428571429,0.4665342108530982,0.4274640088593577,0.17437341941320395,0.4447824197653486,0.1526748784146175,0.2175229057591623,0.29719560527768024,0.3269068392907402,0.181606025246632,0.3709167544783982,0.22162435614422368,0.09911313963412371,0.10039950225948,0.3244288872512896,0.03686561328470995,0.2859997602014308,0.2571506154960174,0.24297660434088134,0.31310482047571675,0.2508141157705855,0.2617739130434783,0.28583364097382785,0.24412113009643038,0.2665881849315069,0.24984520123839013,0.4226752503576538,0.45376380080960615,0.6985252272320776,0.2104242946370881,0.23452497921547877,0.24296771757598642,0.24345224216989195,0.45628479050698306,0.29251607607059793,0.1996812599606263,0.32326542242484674,0.5820882852292021,0.3526038802922001
1,0.2806643100113386,0.21876451463074775,0.08333994132106891,0.4600406631216766,0.26960836380741393,0.17831316410861864,0.3920278157208494,0.3708010335917313,0.11240413676830394,0.43255323111304245,0.5989500477251034,0.24443717277486912,0.5604775999598656,0.5052068674359695,0.2430253527103002,0.17693265638471115,0.2692696835908756,0.28212549630784073,0.20178138712423865,0.2575534266764923,0.3885964522564869,0.18440509971623836,0.16708906589427958,0.2738889410880391,0.24744505742968256,0.324317139629162,0.3338434782608696,0.15576971651738009,0.20537980037218745,0.10878638698630139,0.35828173374613004,0.3244635193133047,0.5481517298667807,0.33297019560657554,0.25748438509584315,0.40979517799108156,0.19935812724183502,0.2602393720369938,0.31738942035265494,0.23081132849911068,0.35914502671791515,0.26228807522439085,0.32920203735144316,0.5687691461786191
3,0.28026412325752015,0.15903390617742683,0.10924325324452198,1.0,0.061393259790904826,0.15809474616292798,0.39500807152613937,0.27177925433739386,0.2607274297345642,0.5227512570612701,0.08340529975910185,0.27675065445026176,0.4376661817087242,0.1927948212777934,0.21459637212262653,0.21122712903534818,0.23086828550404712,0.2993060967011763,0.20318946885847142,0.1637803979366249,0.2500590769065457,0.1563087006914192,0.15360246198406954,0.23188950483886123,0.21244460522745776,0.42263131078177263,0.3979826086956522,0.34070375191870517,0.14481475215699544,0.18889126712328766,0.2753869969040248,0.2564377682403433,0.1752989529672128,0.06601518674493098,0.39026491492569454,0.27307081853223486,0.16669813101755715,0.36651900209839117,0.4057198093396887,0.15993980024627172,0.28700665604199876,0.304601795127511,0.2061969439728353,0.16275233681564683
1,0.2118988861468685,0.33831862517417555,0.2770332778262363,0.37511729746637473,0.4795532828551052,0.08831722255017709,0.24015894697628212,0.35308231819859726,0.16793798959639783,0.5387050716990502,0.27704422526248806,0.4126717931937173,0.18529574073145036,0.4343747068205272,0.3371698313355256,0.3582718651211802,0.37548289183222955,0.32131062377082636,0.32256532844325103,0.3166912306558585,0.03944123357008868,0.5404859917669158,0.27928131788559024,0.3280090200131542,0.4264719182418378,0.3381404931215525,0.33617391304347827,0.2839489381545456,0.5203434275080359,0.2279537671232877,0.27865712074303406,0.3760014306151645,0.12573072226045018,0.23084990487959545,0.5870665517984062,0.4831834328471014,0.37308854068340574,0.3937786585839745,0.12957901403286556,0.36673963606512516,0.4621261835567639,0.3859524148739135,0.4477928692699491,0.2964024821302333
4,0.24744880944440734,0.2215513237343242,0.07932228477783945,0.3955270566155771,0.6185150903600747,0.11064787485242031,0.34148764435614054,0.49344776670358065,0.05610954623023622,0.4602396176050655,0.7189445934275714,0.506217277486911,0.3359755179852506,0.4893986302655034,0.2048371698313355,0.30644697767985435,0.23096026490066224,0.07658911276856284,0.0,0.11763080324244658,0.03885821350549005,0.7453339195076136,0.29435191889934836,0.23921826552663725,0.28172198607217147,0.38572472918189676,0.09558260869565224,0.7480327199953368,0.425562510573507,0.41850385273972607,0.2101780185758514,0.6948497854077252,0.13148351341801343,0.46272418334661225,0.268576351496877,0.5419847328244274,0.4662072871436662,0.40899199502603556,0.3675877470750975,0.3546312765084143,0.7794600168744729,0.47734720045590523,0.6136672325976231,0.5999528709449375
4,1.0,0.8183929400836042,0.23075093172627073,0.732718173287457,0.8792012503224436,0.6642008559622196,0.8187011051781945,0.8575119970468807,0.2162756748977116,0.8444968651064622,0.5686105177037408,1.0,0.7402297697285908,1.0,0.9817545348467169,1.0,0.5007818248712288,0.3112916991354039,0.4046761412011265,1.0,0.1065918610103782,1.0,0.8426864590876177,1.0,0.9603870851044588,0.7974568574023615,0.5791304347826087,1.0,0.8685501607173067,0.48796018835616445,0.49682662538699696,1.0,0.1499445178007972,0.5134713256695014,0.9166487185009693,0.7492253042098103,1.0,0.3445247532447345,0.7122429252358256,1.0,0.8904096746976657,1.0,0.9886247877758914,1.0
2,0.4758887480824384,0.19489084997677655,0.04815901461686887,0.22700969659055367,0.2424775806867669,0.08587293388429751,0.2247609586489507,0.3020487264673311,0.19476941423196328,0.3529083121236576,0.17658288259624563,0.10642997382198954,0.08322881653539356,0.21235575569940895,0.20123050811498885,0.131526008238337,0.26834988962472406,0.06612490259378827,0.12705481694937454,0.1576086956521739,0.027537292251131978,0.15171256144838335,0.1641926140477915,0.20031945879921076,0.1790720810346387,0.17465275470193395,0.5153391304347827,0.3303281714496667,0.22035188631365252,0.2511237157534247,0.20321207430340557,0.25858369098712447,0.29990143385839946,0.594201720297231,0.2820374757699763,0.35817398533746503,0.25561638663394376,0.2830885210227714,0.22399253358221394,0.0744287864276919,0.4819068154120185,0.15557771762359307,0.16069609507640067,0.2867803000549839
1,0.5396184886280264,0.4406409660938226,0.14233605582428038,0.4980841413825462,0.19431588850279954,0.1332552390791027,0.5000620886626101,0.5632152085640458,0.2589386680921932,0.6428083679930474,0.10840416344711604,0.4276423429319372,0.5521246174685195,0.3920513181349094,0.47554895512888506,0.370868857170227,0.1600211552612215,0.17965416156443653,0.5407361320322221,0.4206890198968313,0.05207579496999807,0.3176531713360776,0.32992396813902974,0.5014093770553415,0.6182508817943385,0.2815179105469529,0.4868521739130436,0.3067985310975965,0.5628066317036035,0.3211151541095891,0.3769736842105264,0.4396280400572245,0.3750038744552515,0.45975675192273296,0.7501615334912771,0.44134986017685734,0.47253162167264495,0.2577329602860029,0.35857138095396823,0.33212477767136406,0.35900440611230905,0.31785154580424557,0.32758913412563667,0.4751001492420076
1,0.10384846261588736,0.34825824431026475,0.12113763116855655,0.4279793556459181,0.4089646905300214,0.21079914403778038,0.276046193964982,0.35944998154300484,0.13337582498920575,0.6182258364889193,0.15419753647561474,0.30153795811518325,0.47719861536146096,0.35760859367670517,0.3498461864856264,0.37695181530797967,0.2725349521707138,0.3786411369624105,0.26226340952256205,0.35252394988946206,0.04733045444421435,0.4266815874665281,0.32847574221578574,0.38447806069717183,0.3912453649271955,0.11878336767018899,0.274504347826087,0.13591233217401444,0.3512096092031805,0.14169520547945205,0.30832043343653254,0.40994277539341917,0.3171350108174791,0.6802165818441978,0.31412879603704497,0.2944599803491799,0.3398149896167642,0.20249475402191652,0.14836172127595748,0.26953071555616365,0.6375269522827411,0.270551360592677,0.3084040747028862,0.4844081376168407
1,0.1691456012805976,0.02740362285183461,0.015674146908783337,0.054660619330622474,0.005978483528822661,0.0350870720188902,0.09636160437104187,0.0,0.2258157369903571,0.2594822769880191,0.06783782555338394,0.25008180628272253,0.23383334169467715,0.07158270006567219,0.0,0.1128460580515375,0.2062178072111847,0.14178633715536754,0.1511886829523872,0.005526897568165083,0.007507970031883069,0.05035769953239279,0.0,0.0,0.0,0.1559114773709045,0.4104347826086957,0.14127499174228145,0.013195736761969199,0.04575128424657535,0.13370743034055727,0.031759656652360524,0.18010947660758897,0.37627030454789356,0.22334697393926337,0.21472299901745898,0.053143288653955095,0.36407087899277213,0.5055164827839073,0.05445341359967164,0.21313396456360742,0.0,0.0,0.0
1,0.4802241045821383,0.37677659080353,0.09338408267914254,0.3558023146700031,0.18323900277680838,0.07897358323494687,0.4783310567490376,0.4738833517903285,0.281000061681436,0.5063629027251846,0.232012181264488,0.418684554973822,0.49535945417147437,0.26705131813490945,0.4683356316961918,0.3145895200689721,0.3993285504047093,0.2200452706965008,0.19709869670574365,0.3562085482682388,0.04086557372790556,0.2820031173813996,0.39201665459811735,0.43690688715587706,0.38003074975128875,0.2718149797301788,0.6216347826086958,0.17018672158859072,0.41668076467602777,0.1518621575342466,0.34024767801857586,0.33655221745350494,0.17409632205711875,0.4567405408042146,0.5119534783545121,0.4353412440480689,0.39248631300736264,0.38987331934405844,0.3944201859938002,0.23313722807497603,0.38501921814943285,0.43474853967801674,0.29499151103565363,0.44874715261959
1,0.5796705129060228,0.5660938225731537,0.17965797055480665,0.593837973099781,0.4937256270579488,0.11439270956316411,0.7893952564261767,0.7830380214101144,0.26697781524353886,0.7007263020671674,0.2552156720149084,0.5984129581151834,0.20975267144935533,0.26128154611126747,0.6131324917789328,0.6670179135932559,0.3044977924944812,0.3579724665108167,0.3267404545156854,0.5533345615327929,0.317039964328028,0.5042164581751328,0.6321506154960175,0.6600582542516208,0.6096590395224745,0.8729093285483264,0.6371478260869565,0.8142887675597954,0.7696667230587042,0.48004066780821925,0.2764318885448917,0.5912017167381973,0.08531240507584634,0.3249215459911221,0.7771914710316606,0.566094777416673,0.7256937889371342,0.49005207118986555,0.3662544581847272,0.42310849637433307,0.4141745570450924,0.5931756660492946,0.7496604414261461,0.4452124734899065
1,0.3228506636430334,0.35884811890385504,0.08160864853434832,0.3962699405692837,0.12736901203283618,0.06190968122786305,0.28064075499813734,0.3879198966408268,0.20297304521249254,0.414271525234341,0.17390118630971318,0.4036321989528796,0.055586213816284584,0.30297166713575385,0.4289275485308157,0.3876808123383465,0.26000275938189843,0.1714163790864225,0.21353723230074004,0.3327652910832719,0.03311657286931626,0.4504016626034131,0.3045800144822593,0.4062294465846096,0.370353622139821,0.33335548614341737,0.42935652173913047,0.20245982862805292,0.40602266959905264,0.2727418664383562,0.18775154798761612,0.2608011444921316,0.4496475795503152,0.23337018910261623,0.5212147318544044,0.4959186758370493,0.31012837455163306,0.32334654542628427,0.2191426952434919,0.24076481050759338,0.49915627636636356,0.19977917082205437,0.25029711375212227,0.1263844159924593
1,0.4514440072033616,0.4468648397584765,0.15885602516321728,0.4957381920550516,0.41289470889033886,0.10210670011806373,0.5432137091767044,0.5369139904023624,0.23332031169685627,0.7172077720528897,0.1697081950820417,0.5017997382198953,0.3457833743039182,0.361021202739469,0.5278455500159117,0.4453491713765686,0.39613226637233256,0.15525622472076883,0.23133473049970527,0.37877671333824614,0.059411515782795944,0.3111985931817274,0.42455648081100655,0.49083904914028,0.4721895631726509,0.2065749540329191,0.5821913043478261,0.25946723142984823,0.6144053459651496,0.2475652825342466,0.28477167182662544,0.4180972818311874,0.4499327394568323,0.2655566576153233,0.43996338574197713,0.4962209961454161,0.5085425712667547,0.26292064972410034,0.4540348655044832,0.3678683814475305,0.3068341614324553,0.45686707508192037,0.4231748726655348,0.6614170135888776
1,0.4426065497232041,0.368973525313516,0.11614199244046203,0.4119487019080388,0.3234754108310699,0.081224173553719,0.40134111511238046,0.39553340716131413,0.20603655653103606,0.6352349618225838,0.08322348984137085,0.3917702879581152,0.7329052325289721,0.305539919317009,0.3551501007743715,0.2542389117731583,0.381990434142752,0.12946677056662584,0.20967319405331064,0.3631171702284451,0.04054085369192658,0.3473482274889093,0.27181390296886315,0.4075918444047731,0.3766844532875102,0.1885647194346603,0.5696000000000001,0.10385295432024406,0.3333615293520555,0.4155072773972603,0.22291021671826627,0.3221745350500715,0.17805136597794347,0.5598770751695095,0.5040921817790222,0.3797143073085934,0.33632244666792527,0.44676303722701477,0.35188827039098697,0.27199343275413873,0.20675916377613202,0.4427268841715343,0.4961799660441426,0.6757521011703715
4,0.2785966784499433,0.46660473757547605,0.12425660137974784,0.4619174225836722,0.4275677890232614,0.06526711924439196,0.4060598534707563,0.5239940937615356,0.06910376873573613,0.23868644856912286,0.6611063133493932,0.6013579842931936,0.6348266693422967,0.35026737967914434,0.4267529436724303,0.4456365552255963,0.2545989698307579,0.1706185758284166,0.2189075905429301,0.33216654384672073,0.03693941329288699,0.7666759921665801,0.48624185372918177,0.500892605468383,0.520936963009858,0.5630358210939058,0.2505739130434783,0.4132550954980861,0.38682118084926415,0.36499357876712335,0.14543343653250776,0.7918454935622317,0.044745308809581365,0.6836799401635746,0.6980400603058367,0.3762376237623762,0.5265244478006419,1.0,0.0,0.432617321110959,0.411502765538577,0.7384242769625301,0.6202886247877758,0.7542219778493442
1,0.037684252651237184,0.05722248026010218,0.06002696058996115,0.25735064122614953,0.17073577834089498,0.0848767709563164,0.16031292685955545,0.205703211517165,0.14324485474021834,0.4843876094108883,0.13619835462024454,0.15845876963350783,0.2735664475994582,0.4081527347781217,0.13429510979102577,0.3633489797873359,0.16551692420897718,0.008942817915321534,0.1406444429890628,0.13448784082535004,0.01987685140235513,0.2155789137124815,0.21741491672700947,0.09837451846283944,0.19227638599981914,0.10788418510888108,0.3057391304347826,0.4732158470476227,0.1712908137371003,0.21147260273972604,0.1361842105263158,0.3933476394849785,0.32263983683894043,0.252711338027024,0.1623950032306698,0.18335726702441235,0.23230130262412688,0.2366907593067537,0.3242225259158028,0.1953755643726912,0.2610387175400769,0.22474711497364294,0.2963497453310696,0.3241693504045243
1,0.28626692456479685,0.49196470041802126,0.12615970184759337,0.5332342821395057,0.29601080375703687,0.10288149350649349,0.6059853470756239,0.5257475083056479,0.10541357402800333,0.6868210317213979,0.23067133312122176,0.3862892670157068,0.015953444037525712,0.745707852518998,0.4757611117004349,0.5629849602452341,0.36681383370125087,0.1085383502170767,0.24369637828279522,0.4457442888725129,0.05152229490867027,0.48223492266496143,0.3664916727009414,0.41031664004510005,0.5788188477887312,0.6912562858598613,0.5093565217391304,0.48370800707249295,0.45119269159194725,0.2589362157534247,0.32724458204334367,0.6129470672389127,0.25639595072932747,1.0,0.4080335989661857,0.6931448870077846,0.5587124787615632,0.46619258568430866,0.31425619146028466,0.4587494869339171,0.45776694478297564,0.2890725174526285,0.533106960950764,0.311523053962768
1,0.03474954978990191,0.09521597770552717,0.07152485924986123,0.12324053800437912,0.35867866409723387,0.1836444805194805,0.13088290078231715,0.20902547065337762,0.07235232436211114,0.432180768514495,0.3634380255442935,0.12573625654450263,0.2587167009481764,0.30905807298996146,0.12177787206958735,0.2624772487786186,0.3011865342163355,0.18364317785446582,0.18285414892920296,0.1336588061901253,0.010519010365506343,0.24219655489388914,0.09666908037653878,0.14525979517053467,0.19969250248711223,0.5481934383376531,0.16389565217391305,0.3046418093147065,0.05312129927254273,0.21002782534246575,0.30654024767801863,0.20364806866952787,0.1961156261429643,0.4103673111006325,0.3354512168856343,0.12251530496561101,0.12261657542004911,0.33609232921426907,0.3278890703643212,0.095977561909974,0.38825349207837256,0.10058412879327538,0.4642614601018676,0.4060953577880763
1,0.23584339358367237,0.22963307013469575,0.05591679221843364,0.3096653112292775,0.11963036584070529,0.03583419421487603,0.34751024462933067,0.26836471022517533,0.1654090507227008,0.36650319697063755,0.29862278987318763,0.34399541884816753,0.19377414338032406,0.2563795853269537,0.234061737562321,0.18114761950378386,0.33333333333333337,0.09417789157297116,0.16476193594865413,0.24442704495210021,0.11891646237594403,0.16683985452220135,0.29249637943519197,0.2321244010147515,0.23686352536854485,0.23960479386810218,0.4493217391304348,0.14801717605455922,0.340297749957706,0.21794734589041098,0.19814241486068113,0.2042560801144492,0.22947313607706757,0.3587340043251329,0.2919987077320697,0.3269216234600559,0.24537474041910518,0.2453563379187067,0.3579214026199127,0.14906279928854838,0.45392331489640947,0.42281664054708634,0.1703310696095076,0.3645432409080198
1,0.3536316947909024,0.27552252670692057,0.12589538233817038,0.5484829527682202,0.31415868776838685,0.08428645218417945,0.7006084688935801,0.3943337024732374,0.21578222341016096,0.502452045440437,0.23630744057088315,0.3990510471204189,0.2107560327095771,0.4679378928604934,0.41593295852339024,0.3604751412970591,0.32128403237674763,0.20457159820401496,0.212849564477045,0.3459837877671334,0.05478425527009547,0.2959913672515087,0.3500181028240406,0.5561401860377713,0.4685719453739713,0.668660419574223,0.5675130434782609,0.22097654807935183,0.5225004229402808,0.426851455479452,0.2459752321981424,0.45286123032904146,0.49264473415037846,0.7453212142891985,0.5200301529183716,0.6133323255989721,0.49471398905040587,0.42811067070801273,0.29475684143861874,0.3735121083595567,0.4145495453267086,0.36985325544949416,0.40407470288624786,0.554159139109261
1,0.19182285066364302,0.1686019507663725,0.1696402611476753,0.08867688457929308,0.4127581445457718,0.13044200118063753,0.5647584751024464,0.23578811369509042,0.16253058371198878,0.1456328760320318,0.1742648061451752,0.2675883507853403,0.3965785381026438,0.2821793789286049,0.23931261270817863,0.2860427243988887,0.3050496688741722,0.03506623622397862,0.13779553343375467,0.18367722918201917,0.020378691457959005,0.14092162583429918,0.23334540188269373,0.18425256036831722,0.2867866509903229,0.1326953324029153,0.24194782608695653,0.26947364330541895,0.1492979191338183,0.30254708904109595,0.12252321981424148,0.32052932761087266,0.46535617092236825,0.39796100876408513,0.43086366573336204,0.2875066132567455,0.2304134415707004,0.40308541229501826,0.19906003133228892,0.1931180736078807,0.14404237367582268,0.34791280809232084,0.5133276740237691,0.4342156939753357
1,0.19802574534782896,0.08084811890385507,0.02074908148970475,0.12402252111354396,0.2707403304857139,0.06205726092089728,0.18026412517074383,0.1906607604282023,0.13725476489092664,0.5538934756968154,0.12108540520885415,0.1658761452879581,0.27160989314202577,0.16201566751102353,0.03115201018351545,0.24756490085257205,0.25685246504782927,0.11506920479424096,0.14842710721068833,0.09042649226234341,0.0,0.2763011070700611,0.06378258508327304,0.1070186977356009,0.2535950076874378,0.08714915487029531,0.5141099130434783,0.4638622806847105,0.052952123160209794,0.1754958797089041,0.1747418730650155,0.1275870529327611,0.1768822103612232,0.3621892326954033,0.2830422140857204,0.25498223868188347,0.03863790824995283,0.052641252817284524,0.21957034765507819,0.09214666849090164,0.0775133589575326,0.2687469725032055,0.27773089983022076,0.18566255596575287
