Type,34304_s_at,31736_at,37091_g_at,39958_at,34459_at,34069_s_at,31954_f_at,36283_at,36272_r_at,34421_g_at,36683_at,32060_at,38286_at,34587_at,40184_at,31665_s_at,36239_at,35359_at,AFFX-YEL018w/_at,39054_at,41548_at,33066_at,36646_at,32012_at,41497_at,34100_at,361_at,34885_at,37841_at,36046_at,616_s_at
1,0.7611162289078123,0.2567805307139715,0.07716712721318189,0.20949990345626568,0.08409159842280861,0.1816122970172987,0.002352283838524934,0.06457060147957541,0.2200744169162356,0.4264260699234285,0.44631783499557054,0.3571732652192422,0.62979339489748,0.2364680979739945,0.26224907778305834,0.18481119175344485,0.24550601556970986,0.3180095983834301,0.2690424906990405,0.09212101336394193,0.093598615916955,0.22240398847082649,0.12699626231736327,0.24164578111946533,0.19158427779117435,0.11930894308943091,0.2239047920291001,0.2363764984800107,0.1520380839036001,0.2819933876300298,0.14804555247768542
2,0.8860965690790213,0.5554903973024483,0.2924982089857742,0.4147518826028191,0.3052016985138004,0.10567146918517804,0.016410113144293897,0.47282084271469926,0.42535620292222526,0.2634296907461269,0.2992312748263939,0.807672295539473,0.2507825950853029,0.26297752242717465,0.3157263448525584,0.3919217418744083,0.1240268931351734,0.28583364097382785,0.4526140591345212,0.112721707523708,0.31574394463667815,0.41598504323440055,0.24906557934080872,0.2550125313283208,0.22914154810706533,0.3235772357723577,0.1145421477146924,0.34732998107183144,0.3234156501041357,0.23199741956293846,0.11480455524776853
1,0.5734940571146112,0.2222548013487758,0.29444273871661036,0.3709210272253331,0.18008795875037914,0.1648918228689828,0.07298226009219165,0.2520102926986169,0.31073600145203734,0.3684335489998219,0.18655159603349242,0.26124592024975163,0.12411958052903428,0.3932063300070557,0.3486545816642904,0.39286841274850115,0.0624203821656051,0.15576971651738009,0.2332093205404347,0.11049711677734961,0.2384948096885813,0.2633792942276233,0.31957186544342514,0.241436925647452,0.2639257294429708,0.32713414634146337,0.4007195951288945,0.10373018756094296,0.23792522066845184,0.2643335214902024,0.18709602954755306
3,0.5441166558069518,0.2585398035478668,0.19168969399242655,0.16576559181309136,0.12549287230815892,0.11694694742928732,0.011051822880290545,0.24702476680604696,0.43207187585080314,0.4112304861399656,0.06912811133655301,0.4592497989688283,0.0008608545938331515,0.21550246950912202,0.20951863670310275,0.334805932470811,0.21663128096249118,0.34070375191870517,0.30193851576267866,0.14866497226093847,0.12119377162629756,0.041910103606761694,0.2494903160040775,0.2760025062656642,0.23673740053050396,0.18424796747967478,0.28269808635141547,0.4141100892874214,0.45393236140037685,0.422465930166922,0.18909664512157584
1,0.2905554182488148,0.3211772467380149,0.36971650803397804,0.3770032824869666,0.31430087958750375,0.1833228930756999,0.03457466126553988,0.35131875201029267,0.3645975133859697,0.5477236303199382,0.1884233989655074,0.35670025069769634,0.14978869932696823,0.3593891744783792,0.07051847828546857,0.43478489534027565,0.34879688605803255,0.2839489381545456,0.3006168004699432,0.09524746522368888,0.3048010380622837,0.31787021889849654,0.3644240570846076,0.3559419381787803,0.4021280443694237,0.4852134146341463,0.478847066266013,0.08217693057759592,0.34930080333234154,0.412386097895331,0.26529316712834716
4,0.2590603725256701,0.2346430142207887,0.2342646607307338,0.19125313767136515,0.41257203518350016,0.10456319568255192,0.020002793686269036,0.5990672241878418,0.27098647790180597,0.24265447854217365,0.5222187294601778,0.665389527458493,0.3887541086241978,0.3334341296240298,0.2608459501663385,0.2662248869254234,0.12760084925690024,0.7480327199953368,0.48502056001566474,0.08068650761116121,0.17889273356401383,0.49809145438965485,0.37359836901121307,0.3554720133667503,0.2970219435736677,0.3458333333333333,0.45721967420528226,0.02376536718735064,0.28483586234255676,0.5231836142246593,0.3555324715297014
4,0.12639584784415933,0.7270194986072424,0.9073789786101728,1.0,1.0,0.64944827253891,0.03765330353401313,1.0,1.0,0.7394788389624265,0.6386134369731088,0.9321697176103306,0.3616371889184536,0.6518496119342808,0.3858148324167741,0.9631850215630587,0.3402335456475584,1.0,1.0,0.1290153316389276,1.0,1.0,0.9291539245667686,1.0,1.0,1.0,0.6258105329748538,0.06805345773664992,1.0,1.0,1.0
2,0.2549935965129081,0.3503152030494062,0.144816293112271,0.18787410697045762,0.34175007582650896,0.14460559919047847,0.015711691577035898,0.25353811514956576,0.23804337961702512,0.4973585801626402,0.21647186580173178,0.2735442978099427,0.22131789012365,0.23888720895071058,0.17991717020843234,0.27590196697170505,0.03683651804670913,0.3303281714496667,0.40855688271000584,0.1341641387226367,0.12448096885813147,0.45252005920386384,0.2703024125042474,0.3524436090225564,0.21069447793585727,0.27560975609756094,0.15558279297801675,0.228178115978051,0.45194882475453735,0.1353116684138376,0.21133425669436748
1,0.4423967016424382,0.3986219029467819,0.5245624808105619,0.5324386947287122,0.3666969972702457,0.26993687659615473,0.035806676910182994,0.5523480218719845,0.4559851166167529,0.39380898676322196,0.20895607692967166,0.45153966226763154,0.38742369697918294,0.5783187178711823,0.11060945526964944,0.6129693909750711,0.20479476291578205,0.3067985310975965,0.4916780888975915,0.10218086414692136,0.35095155709342557,0.3801121757419958,0.31579170914033305,0.4499791144527987,0.499638292741741,0.5726117886178861,0.474082713901629,0.24002256084737014,0.5105127442229495,0.3441657930812031,0.29105109264389045
1,0.7215606533803672,0.36644187069344664,0.3485825401698905,0.47489862907897273,0.2859417652411283,0.2668529851105864,0.02081296270428831,0.4456416854293985,0.3878754877938107,0.3490235650264142,0.28860057725830884,0.6773094934014474,0.1779229926436062,0.45519604878540465,0.08946070111118655,0.5754707057957296,0.17438075017692856,0.13591233217401444,0.43606814176620323,0.0,0.3351211072664359,0.4083508607930202,0.35694869181107713,0.5206766917293233,0.39697371593923314,0.44430894308943086,0.3605883283251621,0.23294648490526357,0.385500347118913,0.3726312394161761,0.1328100954139735
1,0.6268339811715011,0.12586131065826123,0.011974209395148927,0.0,0.03139217470427659,0.03141714450922758,0.0016371001536527447,0.10895786426503698,0.09574371540067154,0.2488870422033596,0.048152487640385204,0.5476089115935858,0.02641258412897167,0.14464267714948087,0.10355987055016182,0.14179025980856214,0.0,0.14127499174228145,0.1321715292735461,0.07586565002322976,0.007006920415224902,0.061151359351873484,0.12810057764186208,0.0,0.1422715215818664,0.06615853658536583,0.20053771943697613,0.4949123377244135,0.04939006248140435,0.3790016934118216,0.099222837796245
1,0.32464556137236844,0.4301422078874064,0.42083717122096,0.4215099440046341,0.4754322111010009,0.25577025008432513,0.022422125995250734,0.40720488903184304,0.4515836282784282,0.6292514987831661,0.20958477409767667,0.46539898774892385,0.16817968383158552,0.48422538050599734,0.2122343675741734,0.544230566950668,0.24585987261146497,0.17018672158859072,0.6390248678284707,0.045311688666612,0.35371972318339095,0.49271636675235647,0.47434590553856615,0.46261487050960737,0.21461297323366285,0.4377032520325203,0.298038905582793,0.11119821042770016,0.36249132202717443,0.5321345052818321,0.20325484764542934
1,0.2728222526793538,0.6415481600938278,0.45235902159451435,0.6207762116238656,0.59447983014862,0.36992242085481614,0.0444363737952228,0.367401093599228,0.6595879843905982,0.6722265091707722,0.22941731203383534,0.6365356416441985,1.0,0.6124382622719483,0.2610043678004843,0.8555800988745136,0.21652512384996464,0.8142887675597954,0.6103387507342863,0.11317537099286709,0.4025086505190311,0.3443951078912518,0.6612300373768264,0.6088137009189641,0.5347841813359056,0.458739837398374,0.5651984817333544,0.41542932527770865,0.6979073688386394,0.7013950487863881,0.5660972606955985
1,0.4565236929022401,0.507257000439818,0.36690205710776785,0.3681695307974513,0.43141492265696085,0.29646316195248884,0.020723564743679288,0.40205853972338373,0.41342227062346854,0.2794266041431709,0.24231989254993855,0.33304952462040577,0.424460009391141,0.45781675234351366,0.32707583678457464,0.4615546439465657,0.10672328379334749,0.20245982862805292,0.41820050910514983,0.13735344756907436,0.19805363321799307,0.23560800810158133,0.3417006455997282,0.360327903091061,0.39775741499879436,0.3177845528455285,0.30398940376403605,0.5727013746821406,0.3625904988594665,0.3789613740827352,0.24948060941828254
1,0.4324544453681444,0.2228412256267409,0.513048817930611,0.5057926240586986,0.42963299969669394,0.2496265600154194,0.0316943707221679,0.4548890318430363,0.5159270351211543,0.4152074553332937,0.282127854142257,0.5736720117307601,0.5376036938488026,0.5912710412256829,0.38226175119379,0.566792889449879,0.47515923566878987,0.25946723142984823,0.4307812805952614,0.03918176600803476,0.4616782006920415,0.44457427747916173,0.4926520557254503,0.5175438596491228,0.28867253436218954,0.5913617886178861,0.27603590068005696,0.28235474064585203,0.5289596350292571,0.3869849205709217,0.2096414281317328
1,0.2792482081470331,0.3355079900307872,0.39299969296898984,0.3694728712106584,0.3398544131028208,0.26343179299378405,0.019868696745355498,0.46871984560952074,0.4252654505853526,0.6675372469875942,0.2507930157460063,0.3769452722198571,0.14654092972296132,0.4762624735409737,0.2792223957272501,0.5028926054486169,0.1332271762208068,0.10385295432024406,0.41443117289994125,0.015156732529857062,0.39100346020761245,0.37812573031082025,0.5146109412164459,0.5107560568086884,0.3741861586689173,0.5185975609756097,0.17728926142653803,0.13653136531365315,0.35376376078548055,0.43012660269333114,0.15427823945829486
4,0.10570247376817131,0.4467819967746664,0.47855900112578037,0.37565167020660356,0.6208674552623598,0.16455452223774875,0.020131303254644503,0.4397716307494371,0.3938651420274072,0.5399774440553214,0.346126368130769,0.425287356321839,0.21067459696353105,0.5578066727144441,0.33233756534727404,0.7953087198906069,0.1308209483368719,0.4132550954980861,0.49559428235754843,0.16768604301604215,0.5380622837370242,0.46646412713250757,0.345905538566089,0.5399958228905598,0.4688328912466843,0.21097560975609755,0.2706784754072434,0.12912070053343022,0.4418327878607557,0.6706717200225788,0.40554786088027084
1,0.9830139079245961,0.187948981087817,0.15238972469552758,0.19820428654180344,0.21443736730360932,0.20931913458295184,0.010347813940494482,0.15294306851077516,0.20237771122606404,0.22828990324686885,0.30366073214642925,0.5795846932500827,0.25129128189074973,0.27547626247354096,0.40444021997420054,0.21542021668244454,0.5990445859872612,0.4732158470476227,0.25964362639514393,0.10867153125085402,0.1420415224913495,0.2017605359507673,0.3117567108392797,0.1371136173767753,0.1590909090909091,0.23211382113821136,0.3885813696030366,0.25960652352637514,0.29048894178319945,0.2854608499314571,0.07736995998768852
1,0.20924798346327544,0.6771001319454625,0.5189847507931634,0.6351612280363005,0.3598726114649682,0.30732906085867107,0.032663779857522,0.5420553232550659,0.5282693529358381,0.35846144714192435,0.24279141542594232,0.4518707724327136,0.509273751760839,0.5269630077613143,0.26353904994681693,0.5678973388029872,0.15000000000000002,0.48370800707249295,0.6320736244370472,0.1434287119783553,0.48044982698961936,0.7003193892654046,0.4372239211688754,0.4743107769423559,0.42542802025560644,0.6125,0.2690178712636407,0.6880905492992754,0.559555687791332,0.4502056285783404,0.37519236688211755
1,0.4047453209607477,0.16265943410057174,0.16907174291270083,0.19376327476346786,0.09197755535335153,0.15115886859731123,0.0074088559854728325,0.21204567385011255,0.16290044468645068,0.45289962604618034,0.02983453833623867,0.6815666240953596,0.6984661136328064,0.23798004233444206,0.09163328580804307,0.2317239928473756,0.5390658174097666,0.3046418093147065,0.26316820050910517,0.08693394550572545,0.13728373702422145,0.23284256446210172,0.2277437988447163,0.22232664995822893,0.2789365806607186,0.18333333333333332,0.36213031788707895,0.34679081505840964,0.10056530794406428,0.5294734295621321,0.15035395506309632
1,0.39704990226256537,0.3234862923325025,0.24030293726333024,0.3166151766750338,0.2589096148013345,0.19700766154290944,0.01122782511523956,0.39972660019298806,0.30647064161902166,0.36861162224728433,0.2447775269339582,0.22439808902133293,0.1943770543120989,0.22971474649732887,0.2955507275895625,0.4133270221941728,0.14909766454352444,0.14801717605455922,0.2835813589191306,0.08667431882156813,0.19416089965397923,0.2643530419880034,0.33711348963642546,0.21470342522974104,0.2846334699782975,0.3075711382113821,0.49657994622805635,0.16319713974341815,0.2523058613507884,0.1916377711474881,0.1600492459218221
1,0.31153526411575716,0.4176073889459023,0.4801964998464845,0.48513226491600697,0.4386563542614498,1.0,0.02828886716021791,0.4732229012544227,0.5020419275796352,0.7496883718169407,0.2855713999942846,0.4517761695284045,0.2899123493504461,0.5900614857373249,0.021182700794351278,0.4745976648785106,0.18903043170559097,0.22097654807935183,0.43616604660270214,0.1861495996283239,0.4057093425605536,0.3906676014645166,0.5225959904858988,0.42314118629908104,0.3966120086809742,0.3971544715447154,0.3442985924402973,0.1403590616217043,0.4746603193494,0.3057817917909846,0.5047322253000923
1,0.46764553890399263,0.2786981381029174,0.20049124961621123,0.3661903842440626,0.2672126175310889,0.025779405387172938,0.01143735158541696,0.04519137986490831,0.24439604319811237,0.45052531608001417,0.3895922041551167,0.6373870677829808,0.06303803412114573,0.2950307428686624,0.1683074207346052,0.1532554959503524,0.7306440198159945,0.26947364330541895,0.14254944194243196,0.12411795250198134,0.14896193771626295,0.21928799563761,0.2521236833163439,0.19538429406850463,0.21985772847841814,0.5224593495934958,0.36952396014550054,0.33749498116742827,0.2705543984925121,0.3340859608096121,0.1763619575253924
1,0.4567405127283349,0.30425648731857496,0.046907174291270094,0.14922446418227459,0.12066499848346982,0.05787115115886859,0.004006146109791871,0.1486544708909617,0.14599056175696526,0.3396052709681249,0.18925785157031408,0.43411664538101313,0.2404261230239474,0.13244632597520406,0.19308167560594747,0.19326075523298625,0.08841709129511678,0.4638622806847105,0.1697992950851772,0.07367932005137875,0.04907698961937714,0.1676404144270468,0.14242864424057086,0.14518901420217212,0.18400831926693995,0.0010843495934959712,0.5707338288786968,0.41846547999158745,0.055142318754338976,0.5295540682203048,0.1605237380732533
1,0.2890668883546409,0.5447148511948394,0.27335994268754477,0.42479243097123,0.3983166515013649,0.30289596684816655,0.022891465288448105,0.4548890318430363,0.40720573554769035,0.38653766249183824,0.16100362929728804,0.3913249136748498,0.12584128971670056,0.47676645499445613,0.3515287301695069,0.4719680235615862,0.20958952583156407,0.4055997046651252,0.41090659878598,0.08939356672405782,0.3185121107266436,0.2996806107345953,0.3351172273190622,0.4260651629072682,0.3805763202314926,0.45813008130081295,0.4060572513047604,0.25823375332198917,0.3590201328969553,0.3365051205547939,0.17463065558633425
1,0.7124946637607568,0.6227092801641987,0.4203254528707399,0.37941687584475764,0.3164998483469821,0.33310846624584395,0.019941332588350326,0.33314570601479576,0.4396950721481078,0.5192615896005223,0.11359414740090876,0.8793812970058181,0.44924870871810924,0.4847293619594798,0.20822866453934413,0.5096244872199432,0.32537154989384287,0.18405968873258594,0.45496377521049536,0.07514962695744855,0.4294117647058823,0.29165692918906283,0.3581379544682297,0.4667919799498747,0.39829997588618277,0.4709349593495935,0.48260319468606677,0.1847695160889433,0.45006446494098973,0.36182565922103055,0.05709449061249615
1,0.45200754937425575,0.16229291892684353,0.4161293623989356,0.46099633133809614,0.3535790112223233,0.34563677540596544,0.024416817991339573,0.5307172724348665,0.4299845721027316,0.4166320413129934,0.2835424227702683,0.26124592024975163,0.1670449209578964,0.3463360548331821,0.13589969900649512,0.40222993583675193,0.3199221514508139,0.3861309188411992,0.408361073037008,0.18175507638490335,0.37006920415224914,0.338942120433123,0.45361875637105,0.4274227234753551,0.29418857005063903,0.5238821138211381,0.4256681954768306,0.2793185859319733,0.4084101953783596,0.40158051770018544,0.21064173591874422
1,0.48459792841575483,0.3698871133264916,0.34438644969808613,0.24705541610349488,0.3497118592659994,0.13682359176986458,0.019491549099036175,0.4213975554840785,0.35869861148924587,0.474654241111177,0.5419798245363359,0.4793529161345253,0.26850837376741277,0.40993851426267514,0.22477199176228302,0.4400441779741244,0.28811040339702765,0.14366487263683522,0.4215782259643627,0.04774944658522587,0.3196799307958477,0.42303497701955284,0.37890757730207275,0.5115392648287385,0.3321979744393537,0.40696138211382116,0.23485687173809902,0.139686060073036,0.3278290191411286,0.3388033223127167,0.16951369652200676
1,0.3897813827038444,0.29673068465034447,0.11994678129157713,0.21606487738945743,0.181073703366697,0.24651857562762008,0.0057661684592820225,0.14240913477002248,0.2441237861874943,0.3198789101917255,0.1772640242334181,0.1602100184475663,0.2927296916575364,0.13436145549843764,0.07079005137257564,0.2167876301672452,0.11847133757961784,0.5511298501952707,0.2641472488740944,0.06404307070044545,0.10579584775086504,0.21352340889615953,0.20778117567108398,0.23548454469507105,0.2112370388232457,0.10965447154471543,0.38348094259054244,0.2740684090778732,0.15124466924526428,0.36529312152245785,0.2669282856263465
1,0.2788774799469746,0.34752968772907195,0.3085661651826834,0.37825835103301797,0.3156657567485593,0.1255240206235243,0.016845928202262887,0.2613380508201994,0.3778019784009438,0.44257137769335786,0.2821135655702569,0.6394683316777826,0.14904523399593048,0.31519000100796285,0.19150428859166724,0.33585778899758073,0.4075017692852088,0.21541958925136492,0.32112786371646757,0.08481320543302996,0.10596885813148788,0.37212744410687854,0.27370030581039756,0.2762113617376775,0.2909332047263082,0.2978658536585366,0.18875533765617586,0.29908800642410566,0.27273628880293566,0.2640916055156842,0.17882425361649737
3,0.6090614959444581,0.5272687289253775,0.2791935318800532,0.41977215678702456,0.22801031240521688,0.11097190767599865,0.014873585696326304,0.3160180122225796,0.34358834739994554,0.35650264141983734,0.18235075586545882,0.5991674944420793,0.4460009391141024,0.387662534018748,0.5034286102247267,0.4601872304617651,0.13128096249115356,0.2470903685856957,0.3268063442334051,0.025804159492771442,0.30700692041522487,0.33496922957077196,0.3788651036357458,0.23913951545530499,0.3686399807089462,0.3539634146341463,0.3492408666772102,0.16793300575492803,0.28027372805712586,0.3841625675348762,0.09806863650353954
1,0.3569550857168535,0.4603430582026095,0.43168560024562475,0.826028190770419,0.4545799211404307,0.4231677347853322,0.021986310937281744,0.47668060469604373,0.40820401125328976,0.4041669139906215,0.32492212728259934,0.3416583889125396,0.4356315542338394,0.42868662433222454,0.07918618598230248,0.4930051540969812,0.17006369426751594,0.17838615034876715,0.2757979244174662,0.20389166734989475,0.39117647058823524,0.34891329749941574,0.27395514780835883,0.52078111946533,0.4368820834338076,0.3939024390243902,0.3565949707417365,0.16791388639274993,0.4288406228305067,0.36964760906378513,0.3142890120036934
4,0.07355022805401397,0.5669256707227679,0.48531368334868485,0.5921992662676193,0.7233848953594177,0.48629113863055945,0.01621455510546166,0.5299935670633644,0.5982394046646702,0.626877188817,0.23161775212185293,0.2156473203727354,0.8722804820785724,0.5267614151799214,0.3539049946816937,0.548122436099716,0.14469214437367306,0.6895875026716147,0.4485020560015665,0.15780383154327565,0.3389273356401384,0.44247098231674065,0.38727488956846756,0.38878446115288223,0.5057873161321438,0.6109756097560975,0.6177842796141073,0.01278320555226278,0.43796489140136863,0.5226191436174502,0.6035318559556786
1,0.48079515581818594,0.21891951326784925,0.20842288404462184,0.2399111797644333,0.15938732180770396,0.12162097046210185,0.011923452996228526,0.28690897394660664,0.21630819493601958,0.43399418294058284,0.09984854113679878,0.48971193415637854,0.05626858663327595,0.2608608003225481,0.2590920406454387,0.31655622173135584,0.05944798301486199,0.053665455534614416,0.27638535343645976,0.07780875078571232,0.2013840830449827,0.13032640024927938,0.27153414882772686,0.21042188805346704,0.24728719556305762,0.26483739837398373,0.27382176182192,0.1189109611303367,0.16984032530000992,0.24187565518909765,0.11480455524776853
1,0.5202159210910644,0.2777818501685969,0.38941766451744964,0.39235373624251785,0.3473991507430998,0.2841516889124464,0.023464170973599666,0.35103731103248637,0.35171068155004986,0.3827387665459725,0.1499156974251993,0.3625183293127099,0.4194709657223353,0.44899707690756974,0.47977912055581967,0.45929315241401075,0.13202406227883937,0.0,0.47772664969649503,0.07229646634418298,0.3143598615916955,0.21110851445041673,0.4319147128780157,0.3785505430242272,0.3179406800096455,0.35050813008130083,0.2839040012652222,0.15862187637420416,0.37617772488346723,0.32811870010483024,0.25806017236072637
1,0.5914462893477431,0.3871866295264623,0.26138573329239584,0.4408186908669627,0.1515771913861086,0.39517178239290707,0.008710713786841738,0.3292859440334513,0.3244396043198112,0.5736926455748798,0.49469893978795754,0.2727874745754694,0.16587102832994208,0.3259752041124886,0.20433611695747617,0.36436310087304097,0.1291578202406228,0.2355878524102823,0.356177795183082,0.061408543084365,0.2501730103806228,0.22442938381241723,0.31574923547400613,0.23673767752715122,0.3196286472148541,0.3719512195121951,0.5817649849754863,0.22522226258532016,0.351482693642765,0.22699782275622932,0.1703985841797476
1,0.26780057069674434,0.6625861310658261,0.3783645481526967,0.4033597219540452,0.27699423718532,0.3151833469859779,0.02181310238860176,0.44942103570279834,0.3905980578999909,0.3039116756692586,0.061297973880490374,0.51326805732936,0.2599780873376115,0.4662836407620199,0.10720347613551498,0.510886715052067,0.2654281670205237,0.1624536110517419,0.3898570589387116,0.09430187751086332,0.3467993079584775,0.2942276232764664,0.3344376486578322,0.4037176274018379,0.2961779599710634,0.46575203252032515,0.4094970741736517,0.20322352446322392,0.5377367846870971,0.49100878961374084,0.22564635272391503
1,0.39111825106163073,0.4636416947661633,0.34182785794698595,0.25545472098860783,0.20283591143463756,0.061099600057822966,0.020203939097639338,0.292779028626568,0.3581994736364461,0.2584436398171781,0.28917212013831334,0.3947306182299796,0.3648849585224605,0.33988509222860597,0.44372779324235634,0.3208162406647733,0.12285916489738147,0.3216624244661628,0.3413941648717446,0.0915962941706977,0.22629757785467128,0.439510789125185,0.26308188922867826,0.1432748538011696,0.4122859898721968,0.42947154471544713,0.40392218883441405,0.36991377167657685,0.2897947039571556,0.277800177405048,0.02343028624192059
1,0.24987080683937357,0.43065532913062593,0.28574352676286974,0.3362618266074532,0.2211101000909918,0.15515829036765771,0.011627322251711134,0.3299292376970087,0.2887739359288502,0.38446014127144296,0.12445346212099562,0.4537628305188968,0.24487400219126623,0.28948694688035476,0.15583768981827234,0.45945093089302624,0.18259023354564757,0.3115200031087881,0.25259447816722147,0.036178295209204445,0.14385813148788926,0.32094726182129785,0.20446822969758752,0.3805346700083542,0.38280684832408973,0.29349593495934956,0.20990827139016288,0.5167084106074221,0.2766041852623227,0.3899685509233126,0.1152277623884272
