Type,40825_at,36148_at,40808_at,41675_at,38484_at,39266_at,35742_at,37545_at,37588_s_at,36823_at,39864_at,33157_at,34873_at,40093_at,41662_at,40175_at,37406_at,607_s_at,39117_at,32138_at,40862_i_at,35371_at,32822_at,41435_at,33446_at,36215_at,260_at,34265_at,40331_at,1817_at,40380_at,36146_at,34849_at,38313_at,37529_at,1566_at,37704_at,33244_at,31841_at,33341_at,37879_r_at,38239_at,41346_at,41101_at,32076_at,33811_at,37274_at,41476_at,36322_at,37247_at,33249_at,41424_at,34169_s_at,37052_at,32654_g_at,1162_g_at,36330_at,39597_at,33702_f_at,34210_at,38363_at,35367_at,39315_at,37759_at,829_s_at,39704_s_at,41830_at,40117_at,38712_at,38096_f_at,41485_at,41096_at,39341_at
1,0.04821801277591551,0.021617808376023544,0.004166121640565222,0.04107574968603546,0.0459101230395522,0.05988722963746091,0.034233948948779146,0.09709418440091527,0.07722837770795438,0.1069416876776997,0.22957149762574997,0.017527393373204695,0.08873520103153205,0.09887336638125281,0.05855651384475716,0.06991671363266329,0.05401152747609845,0.2498420859346309,0.18653341114677563,0.1269438068958403,0.13053556238559616,0.17316901147035899,0.16791104304265977,0.0,0.07403838432506223,0.1196293410507569,0.016298319751400208,0.004619629541957628,0.16153611082815528,0.19111711813181656,0.06623861007506726,0.04960133209516795,0.36203351640613995,0.0783022014676451,0.1219366852886406,0.054727850615812486,0.16235056806383674,0.08206971104683436,0.026162000543625982,0.3314346009659514,0.016537208719619147,0.05409539702405785,0.07084514711681093,0.12672392934914103,0.06801904367625751,0.28192930294020485,0.3361269081113439,0.12872373097003464,0.2546670232682535,0.2617994100294985,0.13095058563313727,0.09490479539049425,0.18598790322580644,0.03391705069124426,0.20717131474103584,0.31390466781921456,0.33627234042553195,0.07767022149302708,0.001647249304846715,0.21381491110954962,0.27864228967660526,0.7939160673891759,0.5766337142123507,0.5894110485844544,0.2488103942527535,0.11228436555069721,0.631439525967236,0.15468239195382524,0.24472573839662445,0.25148907483047145,0.3906800215956615,0.012316965423795108,0.2670961230652779
2,0.10261052431851245,0.040916125267314,0.010322119107785518,0.09247404049376665,0.05473939906004119,0.049876657415972865,0.06275658497415773,0.1205840729033026,0.24862649982544144,0.15605385977147146,0.2176007279137877,0.04528091849652944,0.229110942978016,0.11960342496620098,0.10225725250691207,0.15392322625086102,0.183618669722417,0.7990892398090342,0.2888824044353662,0.1895969260128427,0.10248879421076876,0.11028620216043655,0.15005902811014324,0.1640217128237043,0.05934313016943708,0.113813446126447,0.045099962416697996,0.008688158361936324,0.6757054089844149,0.4848228867488877,0.1830886171568859,0.1693938326555445,0.2545838614279679,0.09243662441627752,0.2746741154562384,0.14198450536352802,0.14131885734626679,0.08525433137581442,0.09214460451209569,0.26391236091928383,0.09283387622149837,0.7684513048718306,0.1024466267345138,0.4669126542463101,0.09895811771199889,0.3812355467459531,0.5895583016205584,0.4186373009257228,0.3406258357849692,0.8255162241887906,0.3565073141305987,0.05711731453771389,0.16683467741935482,0.10254992319508452,0.17330677290836652,0.5214867868609534,0.4131063829787234,0.41729286300246105,0.00607980477045276,0.506682594336308,0.645851016531264,0.7213669153808929,0.5910899987161381,1.0,0.3158026066873252,0.04792360068741977,0.49871035203903796,0.06497630257621498,0.2027234369006521,0.5222786215648173,0.16774107768797494,0.20233068974307936,0.18058457583952944
1,0.031386376573271785,0.050733336041869026,0.0028291195580831905,0.1591876742120256,0.04221365580609389,0.027388661292454076,0.019147035206568578,0.10532093589217931,0.0627308307149551,0.16662196234107612,0.0609741533737098,0.038634478543676604,0.09510768214319967,0.02532350479624026,0.08174802954648622,0.1815079215980963,0.03961073389317416,0.14022769004774147,0.03187919463087249,0.28703870851277824,0.21277959632347745,0.1684546568172538,0.11580677068376884,0.24461501227396878,0.04665542439572793,0.031222172751558322,0.01747165210695658,0.015005474020594154,0.01723540796577366,0.2172664301402264,0.1007978848968415,0.14829165199013736,0.23185466835656948,0.11845396931287525,0.32189944134078213,0.10940603893524038,0.19094657530183026,0.07759955590615596,0.12693666757270997,0.1981058428913347,0.06389376096216487,0.0765493904417559,0.05088532962803013,0.2657875635131865,0.022024425584765056,0.20885365047902213,0.4231838200709796,0.2091870311060413,0.35394490505482745,0.19026548672566373,0.17885688433117175,0.10010520749862357,0.08876008064516129,0.14795698924731185,0.10363424351374986,0.5191405285255619,0.4225702127659574,0.11616078753076292,0.004463060082362466,0.03371512894385497,0.07746924807674173,0.5775234365328562,0.572422647323148,0.22928856259083963,0.6428542413797106,0.21569318453740563,0.27979551527826185,0.604041857627755,0.17894131185270426,0.15503033667763808,0.42388738023674644,0.7712543608762611,0.2643758821071223
3,0.14538928594016826,0.01803515433113326,0.01029896755657371,0.0800992434220602,0.030099804615303375,0.02534029337914629,0.019271440042523836,0.12997473778882906,0.16623486393620346,0.16785580172737513,0.09131905939890245,0.03651722180992709,0.03306657004933877,0.06087040494431211,0.08880452275822226,0.35428016782516125,0.04511792573842549,0.09060594932060227,0.2671067989495185,0.06159579131959667,0.09517182210154553,0.10041204202086196,0.12209246673686222,0.018255367700446015,0.03980968441339436,0.0380120213713268,0.0,0.008314593443011008,0.07226240195579099,0.14261042593531184,0.08446248996742364,0.08344807710781646,0.15634417687649624,0.07296531020680454,0.22432029795158287,0.1681068732618196,0.22743318204740293,0.03196307009086393,0.06842892090241914,0.143074059140938,0.06267226259082936,0.06369999536457609,0.06470510918752466,0.11843697072344542,0.026012557786517624,0.09772051536174431,0.17826142728866465,0.09459044443469485,0.20807702594276545,0.22411504424778764,0.04378424571457297,0.024644720273430475,0.12016129032258065,0.19612903225806452,0.1234088038091536,0.31625092615460604,0.19094468085106384,0.03488105004101723,0.004500604226062676,0.11169981027334693,0.09797053024893455,0.346196698065431,0.0212350751059186,0.2658915017577858,0.8518273504868679,0.18445909199678043,0.09980248634832113,0.20030970890491312,0.09407364787111622,0.09316730776856881,0.3019887348004416,0.10298826972303418,0.3539388300598453
1,0.054819429511099874,0.07800398154748493,0.06458819757070774,0.16379759242809444,0.4768759571209801,0.0699748909739659,0.09649856934438653,0.3137936963508669,0.22024695441265643,0.36324499758596646,0.12047541869259859,0.24395381324485962,0.0439147067912746,0.09059904718985384,0.2417158420335906,0.09610808441355126,0.1382784039405497,0.12235769372016159,0.16514079369711118,0.22366351187559638,0.1968977208192474,0.2965032109580905,0.16018155132254872,0.16250043218200047,0.12033245001204529,0.17344723953695457,0.14376071353273875,0.053656497810391765,0.09744321075685036,0.49824482363762645,0.23235446862754355,0.13420218386755897,0.24143078439656385,0.13675783855903934,0.2748230912476723,0.2729439809296782,0.2389872741835009,0.35441318257515997,0.16550013590649634,0.7716631351388448,0.08990541217739914,0.11629351504195057,0.09712338284169218,0.34281998548270015,0.05756572138273649,0.22418235877106046,0.4352418010005558,0.15943491422805245,0.4990906659534634,0.2682890855457227,0.14547830895289798,0.034157004475407066,0.22406754032258064,0.10909370199692782,0.37010494606938094,0.35218572487033833,0.41777021276595744,0.10817063166529944,0.05173465676439878,0.08672616119738599,0.1339499436383152,0.10746761650742205,0.06878931826935421,0.21411135542056425,0.23246347039912726,0.5066327307533337,0.17278958986871154,0.581415901518825,0.43344840813195246,0.1656937780069001,0.44465305925108173,0.030870987906534947,0.05766122355649822
4,1.0,1.0,0.4951885288694056,0.6256930192667013,0.4899508897924697,0.9994934143870313,0.45263003132739965,1.0,0.6718850486007755,0.6900112654900489,0.6505956950723648,1.0,0.4147760573736427,1.0,0.611727809185821,0.3349927985471852,0.39769792539636395,0.11466764597869997,0.4240589436825213,0.2928926941228048,0.6181647123055286,0.6824677976168382,0.6390032226157429,1.0,0.15666907572472494,0.4312388691006233,0.3910863407613827,0.2635888862587289,0.07446266680248549,0.6537891160293592,0.3239695953920967,0.8439271190239841,0.8058864948598788,0.32079719813208807,0.48994413407821236,0.33089988081048866,0.5343359734211385,0.16378882169047826,0.41325767871704266,1.0,0.7036457028313705,0.06015853149770546,0.3081660626772068,0.7206024679409628,0.7628510315324639,0.5781962338949455,0.7158677897977508,0.44329399377001705,0.6380850494784701,0.09203539823008851,0.20243301663901872,0.07524244059592143,0.54375,0.40583717357910915,0.9889709454863472,0.8689182514201038,0.5582638297872341,0.025758818703855622,0.009698121619560499,0.033996205466938385,0.06992890793060554,0.09513600504180875,0.07692900243933752,0.0839140858892657,0.13829021737868924,0.12888250777698013,0.5136981526664343,0.07304750434061724,0.30983889528193326,0.11146845382083514,0.2285473694389157,0.019448023942476595,0.02924456148927279
4,0.5315365884510783,0.5621553542210682,0.4331053291398157,0.9935369252917572,0.4834979141363468,0.40143606008545885,0.4209067981588085,0.6472813363841972,0.708119728791136,1.0,0.9904631920156957,0.38884402147815084,1.0,0.3597469902787613,1.0,0.5318742563717203,0.5730729104311687,0.13933161953727508,0.7259264662970529,0.4433942801145009,0.4983291857492097,0.8104235495007239,0.3909575316677834,0.661100162500432,0.22494579619368826,0.44826914514692784,0.1879531767056861,0.6482386968872057,0.11977182438626874,0.7118507255354696,0.8660592040035882,0.3522687245829197,0.828784678214336,0.7753085390260173,0.8471880819366853,0.7748311481922924,0.49977752069057574,0.7049697607152249,0.34238244088067415,0.6957681716408307,0.6105299423703332,0.18677977101005885,0.3944082468032372,0.9573554318896684,0.15542675774511833,0.8893954410307237,0.921537606362509,1.0,0.9365605776945707,0.71047197640118,0.9564168300407179,0.42720240723478714,0.7780745967741935,0.6248847926267281,0.7481780196288018,0.7374042973573722,0.8465021276595744,0.5715176374077112,0.16607886616686027,0.16018551050523508,0.01696239710062919,0.03877015879446752,0.20362049043522915,0.025795351495049627,0.051231387022271736,0.06998194435380366,0.7014290693621471,0.09572820697314294,0.9614499424626007,0.037633342586350475,0.2208478714574654,0.03819062485812966,0.08131549275785126
2,0.14667794573398268,0.0,0.006685010412410158,0.11186326461849479,0.03023710196968897,0.03699176247742391,0.05628753350448424,0.06547012842726202,0.31334178564209986,0.1328791373853334,0.1708095197475049,0.019742873357488974,0.23742287486279987,0.10825661494881864,0.11930012792473074,0.07439413864362203,0.18683404881219112,0.7452662504590526,0.2394587102421944,0.15130102896046624,0.1665159562151609,0.08712275882549464,0.19268689575954817,0.07188051032050616,0.05568939211434995,0.028495102404274265,0.030735807720160237,0.007992809799976328,0.4212488540287257,0.7716393534943964,0.13672631131674612,0.3718338723622274,0.3045486551189973,0.06387591727818545,0.262756052141527,0.0936134286849424,0.28539645812939396,0.07803780641014403,0.07685512367491165,0.2499206478566343,0.04541468303683287,0.6556992536967505,0.049364402801509666,0.2677232034841519,0.06706685986338232,0.1912784935579782,0.3890195407705135,0.46558153819155007,0.2920566996523134,0.9949115044247788,0.24782586839591814,0.0358468658522625,0.15640120967741933,0.10353302611367128,0.15698182878243125,0.4272042479624598,0.42815319148936176,0.3411648892534865,0.005223328992291719,0.34554142365258944,0.5939668296889106,0.5217315461921965,0.45751701116959814,0.3994148995639697,0.5323543748476725,0.03150819030216015,0.44222144765888227,0.06966886174156514,0.04382431914077484,0.4613514692469366,0.10281307665654034,0.2583489608979127,0.18323385399008096
1,0.054032793624691676,0.03303059291077713,0.008614113417134231,0.2019481116182191,0.04748376194751017,0.0478503149640985,0.04723425430610376,0.14305553718571032,0.2055564742847693,0.1950002682259535,0.11956836987119339,0.08258392631073472,0.05831139906863737,0.1126746282109058,0.14410101927124172,0.19057235894545682,0.10701397321657631,0.15230260741828866,0.15011307265830173,0.09880212497098796,0.24523799658281317,0.2548721184899217,0.1912909607223764,0.32415378764305225,0.09225688589094996,0.0957813891362422,0.03478747101044083,0.023392191383595697,0.10751757155953959,0.3812111655497362,0.2346206505830697,0.19938198469371415,0.33198141106886353,0.20086307538358905,0.3128677839851024,0.23453019467620181,0.29420663878259323,0.15154702427907793,0.1411388964392498,0.18247561530080897,0.1041562265096467,0.14849116951745236,0.11210732861407892,0.3360754899588676,0.09609466639067135,0.3248430789560621,0.5272587334844144,0.16498486377396568,0.44370152447178385,0.4785766961651917,0.2982204795656763,0.1558951631806462,0.38870967741935486,0.30341013824884794,0.36349723058983574,0.5021301555939737,0.3123744680851063,0.15579983593109106,0.01188976100806026,0.12913358161759542,0.131190242018422,0.48092159312153243,0.5018230838361791,0.12052323631349457,0.42499970985225677,0.15398420674802582,0.2925177181364006,0.2651999812297634,0.4583812811660913,0.15969980568663997,0.23070492107108034,0.0256082527509752,0.11617005842604494
1,0.03699955727025489,0.02990592763038829,0.007893521385666643,0.13146690354397034,0.04355494534509162,0.04967842826307211,0.07981135703056966,0.15954871903395187,0.2456681917571615,0.16632691379217854,0.09396912053228694,0.06781769764700747,0.07345403395104484,0.10514710616107642,0.21388189658729834,0.11822906882084037,0.072243411038328,0.0997576202717591,0.10968047855266999,0.11481032570853857,0.04685835736169777,0.17205538438694828,0.12296991161737021,0.17449780451543753,0.07028426885087931,0.09324910952804985,0.03097414085488263,0.020172505621967096,0.15992665783844354,0.21801730772840752,0.17104952551815306,0.05104230042588619,0.3424588086185044,0.17853569046030687,0.3487895716945997,0.17724473579658326,0.18115748568716444,0.10348555234171854,0.1188842076651264,0.16651082191663305,0.10000626409421197,0.13210031057340194,0.07651576318606006,0.4320711347689329,0.05221831228869109,0.3429798480343575,0.7171933125240517,0.2453823542315623,0.35720780957475257,0.3398230088495575,0.32343035238526113,0.08184925346285303,0.15388104838709676,0.18537634408602152,0.20746283160042756,0.1736231168189676,0.3909446808510638,0.08794093519278097,0.006241713890159916,0.2337853980746258,0.44108070723809795,0.6722993123783157,0.15580947490050068,0.5903427371768593,0.3065584995879902,0.32544975962061384,0.30342744277913325,0.5729301903614835,0.3316072113540468,0.35726692310742747,0.47463315578691206,0.08373231640667289,0.18281596190085705
