Type,1553468_at,1557731_at,1557862_at,1558007_s_at,1558135_at,1560172_at,1565900_at,1568795_at,202826_at,203447_at,204879_at,206173_x_at,206681_x_at,206899_at,208607_s_at,208608_s_at,210613_s_at,212126_at,212576_at,214125_s_at,215360_at,216042_at,216568_x_at,217726_at,223519_at,223693_s_at,224271_x_at,228399_at,229856_s_at,230251_at,231455_at,232479_at,234608_at,235135_at,236389_x_at,237159_x_at,237455_at,237604_at,237688_at,238030_at,238372_s_at,239013_at,239447_at,239566_at,241076_at,241078_at,242254_at,242872_at,242934_at
3.0,0.7477304204824957,0.5386407360200377,0.4670587619779638,0.21575697250163872,0.6157296865811226,0.0,0.45679051261993003,0.5539429598327713,0.1026816356290471,0.2963545640783402,0.5726978011532539,0.7515308173076418,0.6815978469923882,0.025394618424886523,0.5077786065700459,0.963578519831562,0.6872975319368035,0.4186035803094721,0.6114267825751882,0.20025213139961537,0.5892356598438578,0.018725242778529376,0.5162972387383592,0.5202048898655259,0.6082747120630867,0.1102579088805727,0.7062738676652947,0.8096406862718765,0.6626258243620827,0.052818683369977824,0.5794447049279228,0.20438151021176099,0.5221961524793954,0.04962357833378195,0.024973312091161697,0.6755714746906737,0.25474883155753586,0.25581159573867784,0.4790761939191784,0.4391162286582206,0.1562229558405618,0.37000513027377296,0.5933847794651588,0.3604178138956342,0.5490647660898496,0.7634094464815472,0.18282934105029616,0.26710148834988795,0.4597599859537478
4.0,0.8006635866822832,0.42441828095818945,0.35622016504739756,0.3884097197112598,0.7512307298410692,0.8632766292578828,0.8090868829327283,0.6640969535947225,0.28794319111366784,0.572499505198619,0.619106322183672,0.4955672579697554,0.8293057588370449,0.17127071450252992,0.1458659691572754,0.7373573018176817,0.614935112662047,0.6109125080476898,0.39647743317721296,0.5212056243262091,0.47079712630442905,0.6645562138657116,0.7264382398382431,0.6422489149920679,0.5501275506922333,0.8541893066438113,0.4735739699618537,0.3070418537186201,0.2625177667163917,0.6811825080000541,0.7918224754705573,0.9096316700570124,0.2722463112375005,0.8210884028280714,0.9434902981470704,0.4370535786106108,0.8576287271726057,0.9556566381871033,0.35503022953611163,0.7238731029832776,0.6918734121207961,0.8567466772446504,0.7025701258024376,0.5201455849878798,0.34423246998881235,0.8342005222246661,0.4601834252666016,0.8677628792274487,0.6035897717397135
2.0,0.6760676879865186,0.7752755672613719,0.6822111566913908,0.2422990603352209,0.8005127569387228,0.6437870596055526,0.3222052059597275,0.5391171624436263,0.2402242835748678,0.2647767611851085,0.20400010959227327,0.18803284585825544,0.6889619186139162,0.6102359534679328,0.10824474479936445,0.8322616068496439,0.3688597352486004,0.8565755534297459,0.21780376294218376,0.5475157516951006,0.7977177912977452,0.1577484925046465,0.6074843080792666,0.4370008959182518,0.3798615017929401,0.5516937431849508,0.43322868092342265,0.45338941256093673,0.8963077499695403,0.6164898948207965,0.6837002391917565,0.40731157990124317,0.22731005914095506,0.4706009794919217,0.6388966924914685,0.7083433411930562,1.0,0.6109540151483325,0.7722842306870537,0.16776805126237418,0.8964882978576993,0.44118079004775057,0.8414229916508474,0.8701867501476152,0.6017545328730212,0.3873925789475291,0.6556289051761626,0.16234568805708646,0.7490260034628973
2.0,0.9530147616819918,0.20242016202768517,0.8157806744684484,0.6734043835075056,0.38033916454984257,0.8331382116226276,0.6523724630639505,0.7870782218737886,0.3119699110827617,0.48769719294990266,0.21383585983911846,0.7061491236830354,0.8696272549483507,0.36691296577392535,0.16379929780430152,0.6986972722183143,0.39115606429566685,0.6207764721401382,0.3309074955060462,0.6533627613251018,0.8904076658843096,0.8831258113704755,0.07697276950414586,0.44864075240211354,0.379499092383554,0.6200234165110323,0.6829911033862364,0.7122791434055841,0.2423756488460218,1.0,0.7215076695201434,1.0,0.33154291160360216,0.7191212304283084,0.7242586460286885,0.7716672071588,0.31175715560717704,0.8254994502592721,0.7004634815870165,0.33295051202794634,0.9130893582576171,0.5619547513208193,0.6265582487386769,0.5547472814070118,0.574239587469853,0.5236219125193493,0.8528611519872243,0.3846868789103134,0.4984258096496833
1.0,0.7865592386536084,0.5059055966207096,0.9418144886575748,1.0,0.8566129345316359,0.42780014187698256,0.5477392639524071,0.19121897612784797,0.3606302595608608,0.308809486571616,0.25536498484002995,0.26341885005990817,0.8364850393374714,0.6115830051448825,0.13113068417731324,0.32188613746658307,0.3342608148609747,0.5752294872333349,0.5026069157038882,0.9874612270229329,0.8030586508627106,0.8267582001329888,0.6948239879431077,0.17201973783447602,0.33829303796754123,0.0,0.3126062314543537,0.30958658399679934,0.40900046019503844,0.8808774518931966,0.7835961376074944,0.5897785408415747,0.3228597405325084,0.7505820850825702,0.25067343561637623,0.864918953880551,0.3681153824837585,0.6122207727265007,0.9489847420453293,0.2826972962980872,0.09882486664261984,0.5826594956850617,0.6714870872443105,0.9813591588698615,0.8656441686193551,0.6686401761552971,0.7321293265853568,0.6621905487342128,0.39223370571482885
2.0,0.9019523180224661,0.7277705308812799,0.8517027809113878,0.36632530644472355,0.7994872446879854,0.5727126338902105,0.07274399339535184,0.5778895094127586,0.8938014669343934,0.353251898965363,0.5250277828278471,0.7345137266653271,0.7000546715807089,0.5641005849693939,0.3560541986593327,0.6707853600935808,0.7910580603695477,0.5143302639584567,0.4073209817584761,0.17322507374029542,0.5713728073777213,0.6791463490369198,0.7322914014810553,0.6137955164054946,0.6552474296460769,0.02935606790823509,0.540651738793639,0.8848248180309247,0.28472906955675326,0.9336338853545889,0.28738055969865517,0.30437997726724064,0.7206299153216555,0.69953220326664,0.6606689834566996,0.4384148163487619,0.9163146165426534,0.35669118341620104,0.7971945734302469,0.251731712662744,0.9819318894959991,0.7968737773578933,0.6133731602560708,0.7034353790715351,0.9797007630575183,0.5359343954552053,0.6692282471496572,0.29279233366512575,0.09813561524703182
2.0,0.6456622569624754,0.8485654953373766,0.6318602104504676,0.4187600529079907,0.9217572767510281,0.651809529569503,0.7002465504212154,0.5843660882924954,0.3082310033807832,0.35572582557957405,0.45014427609817803,0.559569204581165,0.4251547208288845,0.6738368147564023,0.15689181853971906,0.6739497927747178,0.5071684728070371,0.560782515431683,0.33885962675721637,0.43661854082759877,0.7670269385970854,0.22978163939667198,0.6381737296160626,0.11064474707781172,0.2708930335591318,0.4288227965460938,0.8402065854315037,0.6884639802843465,0.20315400620872834,0.7047335349881563,0.7334868014763894,0.6390941262975826,0.7080262463506689,0.5945244792926008,0.6526106507834194,0.6667655182847234,0.32097419315186476,0.307016060334256,0.7951777725811694,0.43375391439491034,0.7144680769388927,1.0,0.2622694344860086,0.42932150774594374,0.587802702742536,0.4335721437946617,0.6121347875745314,0.41841012426499896,0.09169722201841105
3.0,0.6999596702839431,0.48669673888782444,0.5972962989145033,0.0870121112729107,0.7011104334702596,0.5553114113381447,0.7420297153873481,0.6621894639949445,0.07516734045153935,0.38420656313887463,0.5279723534842535,0.5695111611286275,0.6992763791774401,0.10650143061263144,0.214441026326119,0.6210026801348086,0.6334146336464029,0.5832446906581439,0.16398492450948815,0.680637192066214,0.5948862643433851,0.6849196410791534,0.5585857863829566,0.49632551552506055,0.689958108889042,0.4878346438688726,0.5449029735182702,0.8413684543605564,0.26771158009331086,0.7219602643091156,0.7828979736071704,0.39388810274769653,0.3661446152316339,0.5479635327687957,0.3069344843364013,0.6222907441655535,0.3668371189172003,0.2902927051141748,0.751634409189705,0.4990392642871392,0.9783266218485842,0.45150684271369695,0.392842925258029,0.04557340595484974,0.747048678103893,0.6680002534277397,0.40254826958904505,0.6257043739013267,0.6778686761255175
1.0,0.7158945687905358,0.4673593376504254,0.7596462973824967,0.3441359114832878,0.6324842806497949,0.2632446424528874,0.7266634411417026,0.12255062508337036,0.371050248903541,0.45719778491917684,0.0,0.07175178692747546,0.3185995555825493,0.7052808568434892,0.0663012545255634,0.174321947838737,0.588183766583825,0.6571711639277952,0.7043457753953338,0.1965103617917599,0.5004878348645236,0.7229986793809136,0.575678311051171,0.3687541011729171,0.17393651350324932,0.507570375040076,0.48414930384308735,0.4313847130312144,0.766398449245701,0.6411534796334261,0.6410608342992293,0.7594867467330052,0.0916711678839042,0.4004172559397109,0.5260551019166053,0.3821118588126979,0.5671300543986184,0.7917502329693027,0.7610113848174583,0.2035916625590553,0.5456942372595958,0.25162389720156514,0.9097616476300285,0.6665568418998784,0.8221316813149918,0.32024944227297275,0.4726659301823249,0.37962855184571737,0.818128989051501
3.0,0.6861912532789898,0.03564827088009007,0.712047691312909,0.4606067735844408,0.6911852773876574,0.7053013434072267,0.8628760648291123,0.2643354398454744,0.26539706725737255,0.6471410173565681,0.8363052951742158,0.9387452557613194,0.5531117694354005,0.05803346551612892,0.6654326887302253,0.8920944540979721,0.6758049350826292,0.29791488875185596,0.05628247175127742,0.36069345632116684,0.3791757181015841,0.37487581764712724,0.028087319565667703,0.8010379341664539,0.5908547700091346,0.28512264396004977,0.7237447707207346,0.7977919375883886,0.3021877583850706,0.2401813524826408,0.7244838791339934,0.18255487187835087,0.904131469131562,0.546444880043693,0.8015494828814645,0.49069614335070166,0.35237409362344985,0.7701793151585116,0.10965055548086501,0.8016317542673781,0.480969894283304,0.4495923942210805,0.7901807574519669,0.3648569981682069,0.7314166514277483,0.9353025024949292,0.8530536084002294,0.29279233366512575,0.635226019177619
4.0,0.7518719241165344,0.2674945914144956,0.49457676922259824,0.8824557395041611,0.3199959268248797,0.49276787363702784,0.8221798808324918,0.8056959655705181,0.40926143508783536,0.3917803023147586,0.29690534292149057,0.3646575701148082,0.964408887975155,0.2667993590129335,0.12240812369378123,0.9425878781122523,0.8119669954760331,0.8918320915049432,0.7319806291117339,0.621541122047433,0.7432423862325811,0.9020841502777629,0.6089119681831234,0.6963738336727572,0.312454886083503,0.587613615106936,0.4405516856123487,0.35763445870177735,0.43878156937252893,0.3038085923633922,0.36522206213701175,0.8617660348729406,0.9633203214494044,1.0,0.27688359151684794,0.8299853733622856,0.9277918191622805,0.9623666057741609,0.8840586912265551,0.4583327237105245,0.6889136914424728,0.578156908639332,0.9997589982848571,0.41553408109358664,0.5675032689126449,0.5107700279223278,0.43961754259430397,0.4712936945865068,0.4806674293648527
4.0,0.7951091382024406,0.14125818314824745,0.15135121175954297,0.6427792561035289,0.13285581643386782,0.4460924359857808,0.6423631165514715,0.8088225411831118,0.21560712211774616,0.08482935856010652,0.017507535001670196,0.5931344882373392,1.0,0.27972792387576595,0.09617602922559161,0.7689703888309644,0.3396658162008801,0.7892163781393331,0.2954371175843647,0.5044680803385493,0.5880881961622832,0.561397154066881,0.6805137287268396,0.7124420076359893,0.0745349162877172,0.6308210256236559,0.17456648585652354,0.22592129463119473,0.14354692997862678,0.03462398308016366,0.6625465292111198,0.5310988253685837,0.2408512766137187,0.3905020354706667,0.19461409085852385,0.0,0.3948454751118768,0.7661132292381112,0.8850218628278219,0.467628841627903,0.45257564293571073,0.46769893340758406,0.908426466795518,0.39986599379002824,0.35052080372867406,0.37548467698365345,0.8438374043112192,0.5689309707877596,0.6318076739902097
