Type,31740_s_at,34046_at,35900_at,39631_at,41038_at,41107_at,41641_at,32052_at,32626_at,33329_at,34224_at,35183_at,36894_at,37976_at,38671_at,38702_at,39026_r_at,40808_at,34847_s_at,34849_at,37363_at,39105_at,39182_at,39556_at,40165_at,40607_at,41337_at,41792_at,1955_s_at,1910_s_at,1814_at,1817_at,1555_f_at
1,0.047673052776540166,0.07021902395842257,0.600799147575919,0.18992793049810147,0.2695716395864106,0.004918480735950443,0.04642547123015873,0.6255894140944916,0.2595071788901824,0.1730852615396744,0.2844704646100728,0.0333446966393683,0.19696809583737618,0.39340815842121324,0.34038319969757863,0.23581028546040206,0.03640362263322632,0.004166121640565222,0.03573189697682358,0.36203351640613995,0.16019981412639406,0.2427233356833518,0.35356857038923245,0.5705234934157891,0.07405071645424813,0.6340640809443507,0.10182854641503426,0.057323782139711135,0.1268005157487567,0.0,0.38060597398885243,0.19111711813181656,0.03151078882831381
2,0.576491554943497,0.2396127816328279,0.22040490143846564,0.7827182632676488,0.5544066962087641,0.3146006011476455,0.08187624007936507,0.7752499985814342,0.1874757469926271,0.42721431668571885,0.8359228402011559,0.5930773682583221,0.3326160260536251,0.8335989510924237,0.3787031694554426,0.09735643674330777,0.06238299363232088,0.010322119107785518,0.20779122254675114,0.2545838614279679,0.13464219330855018,0.5693423305468828,0.5823935976718807,0.6659242761692651,0.08924511975125764,0.7669668140888989,0.2951391306943104,0.07383615603237655,0.4335236691840118,0.4276349541127515,0.6540374446191225,0.4848228867488877,0.4808129995236331
1,0.14941876949248653,0.3820211884976727,0.2945657964837507,0.07049361835089221,0.2294436238306253,0.06466891338008926,0.12247333829365079,0.14683101854916655,0.64081296080714,0.26934447554101465,0.36418224123695864,0.03026074823406296,0.053557876129999134,0.18012274931334984,0.6865959690416028,0.34927246473397755,0.03397854364403471,0.0028291195580831905,0.0978833971854493,0.23185466835656948,0.008983890954151178,0.08359351394903818,0.2490796653328483,0.05191688109498994,0.06791037844232922,0.12856491350875518,0.193927395365958,0.05482241095617199,0.10418124884877511,0.6610043892150715,0.1908246391310562,0.2172664301402264,0.1706452125125708
3,0.06687188626513833,0.5092663982409549,0.2944059669685669,0.11367418607652546,0.1406532086000328,0.053283541306129875,0.2445126488095238,0.045849938434243794,0.6924233604967016,0.1514052583862194,0.22865220545923087,0.02729571814772826,0.0784778995705763,0.19880641551659828,0.425837130180458,0.5985782516938798,0.020958254449671698,0.01029896755657371,0.08126920304972879,0.15634417687649624,1.0,0.20666733810051363,0.2508694070571117,0.0704694358552987,0.0146126356032051,0.055829541718370505,0.11286648029686523,0.04580584041085644,0.10373917848590902,0.17836173972524652,0.09093897384593397,0.14261042593531184,0.14682686709363257
1,0.27546680708007615,0.26829721008595336,0.5693393713372403,0.11703992011900638,0.2519694731659281,0.38507605428545405,0.12041170634920634,0.016427937802509156,0.7563542879317036,0.24780243604399077,0.20060546923865993,0.13848038244131378,0.0807931369064202,0.1730697500932488,0.6329659179085175,0.4379651227368655,0.13365477765888067,0.06458819757070774,0.1983177180138831,0.24143078439656385,0.33739931846344484,0.37073219861013185,0.20651145871225898,0.24101022769044472,0.0732342861612621,0.2941709885774285,0.27352338410418137,0.18578290424983793,0.14895929268741942,0.6372342244769993,0.1012290981849364,0.49824482363762645,0.665502214223963
4,0.7728948114544938,0.04854507553042634,0.5539158231220033,0.2720640678173334,0.339652059740686,0.6754713544038619,0.2009083581349206,0.05345155976039477,0.34521730694606123,0.5118845835468485,0.302484425429708,0.2754227546239406,0.5663301086528393,0.0720897901054559,0.4734485983167864,0.3509385760302121,0.9353312269548902,0.4951885288694056,0.3326632022152259,0.8058864948598788,0.35153345724907065,0.3350790613354819,0.06739905420152782,0.1532856185266071,0.5782624212291432,0.5734194533710905,1.0,0.6297388934133328,0.10528642475594034,0.8497406372912272,0.024424753465771047,0.6537891160293592,0.31281426983538874
4,0.5109968001944185,0.2512350438333476,0.8985082578582845,0.06116737649352325,0.8078943049400952,0.7299845158939794,0.28425719246031744,0.45274568141281596,0.5724679860302677,0.8978280578658994,0.4763441667292151,0.23907338845858073,0.8308243589866753,0.262351225797701,0.12894689719663358,1.0,0.5904909043708407,0.4331053291398157,0.6797595114364829,0.828784678214336,0.42340458488228,0.5614865545372142,0.13622408148417606,0.4007827534759011,0.6815432976939511,0.7199932122137729,0.9829730294378065,0.34356873369122604,0.3648185669552404,0.5879268084136122,0.08819494068886667,0.7118507255354696,0.5847668448631769
2,0.5316132690671959,0.1645106941945801,0.22226957911561002,0.7725769092304661,0.35417692433940584,0.14259039985426722,0.010029141865079364,0.8297380570944367,0.08862048894062866,0.5764515747565927,1.0,0.47900298881375003,0.4364846819670871,0.48813762390785886,0.8385825988340859,0.10229923358880372,0.015922363702751588,0.006685010412410158,0.09989379053977165,0.3045486551189973,0.20256350681536556,0.14210897371336487,0.5071516915241906,0.5581118775271909,0.057751443419425175,0.6347110418191267,0.41438761602514995,0.03995545731048581,1.0,0.16046286268027132,0.729741317707589,0.7716393534943964,0.33991425395649183
1,0.469277816031431,0.23934150032839316,0.649200852424081,0.17185281791073162,0.3353028064992614,0.2477229255852081,0.16455853174603174,0.14734170224114485,0.44836534730306554,0.40663802278371247,0.41236958642948285,0.09443303709458761,0.09786440971054729,0.1485933561651577,0.8803346531107618,0.27821281794957237,0.023196545370505216,0.008614113417134231,0.15313128247923227,0.33198141106886353,0.19094640644361835,0.43347769161043403,0.19020007275372863,0.23761541289164698,0.06306068472590919,0.24335804511756656,0.18754787747346222,0.07515747835192049,0.24324921716706577,0.4424271789317676,0.2233600114334715,0.3812111655497362,0.5261384286949312
1,0.5828911661063632,0.24386761472343588,0.45135855087906235,0.09343902621264918,0.5135401280157558,0.2298934329173877,0.14915054563492064,0.2979309744790553,0.5034439270469538,0.3128227364105799,0.2254497235357402,0.13655786961795507,0.08020712247701574,0.5393057769036881,0.26666799307614253,0.5444296345662557,0.020432715138698057,0.007893521385666643,0.10416113492394645,0.3424588086185044,0.09378872366790582,0.5272434283412226,0.41591851582393596,0.21270568901766596,0.0466929684329916,0.23057261340375662,0.2546335445745496,0.07579736400352352,0.18493276846564746,0.9027532349085106,0.2984707731885094,0.21801730772840752,0.09178002434764199
1,0.3220867592855118,0.33647448527941975,0.0,0.20090477451959327,0.35770556376169377,0.033108661991073866,0.0,0.37431412343035697,0.3231470702367093,0.06054633607946707,0.4762941279491606,0.3845580598872654,0.12195824887360339,0.8014422479174438,0.3658900539185452,0.2556370098855937,0.014618013123708576,0.0013370020824820313,0.026040283730986612,0.29004365582312347,0.011578376703841388,0.17463994359955684,0.4725209166969807,0.13153285618526606,0.003964820165339358,0.4510483947946164,0.17008068286956438,0.0,0.17045496408178304,0.23029128427292936,0.3167500357295984,0.4429239173283775,0.18098413874627287
1,0.5971080238162745,0.19426596990205316,0.36979222163026104,0.1453548794652864,0.3478581979320532,0.24014026778395114,0.06312003968253968,0.06975939232423498,0.2436457120682965,0.7487484725452325,0.43333583527233605,0.601798044982836,0.1510860480531832,0.17354447119460176,0.5710391755038697,0.1839386871042986,0.01329677774752585,0.0054475600001389094,0.11428896559572128,0.2939022672862977,0.29956629491945475,0.23184610736227212,0.34734085121862496,0.34724414556619887,0.06087050046688079,0.27051449298418656,0.22229075678740914,0.060772516495753486,0.19959476883403945,0.47546029755458014,0.24188938116335576,0.7069512492725873,0.3597452319201115
1,0.25732107416258254,0.3749678745823696,0.36318593500266383,0.124161962790129,0.7894304940095191,0.33377356772019307,0.17537822420634921,0.04231108959094236,0.6585176561893674,0.14785762150656317,0.31309264680127097,0.0232842068544519,0.15861777449011938,0.12692007731172222,0.5413342352917769,0.9783405531489503,0.022169738644446272,0.009156438504270881,0.20029966240564429,0.4156879312772849,0.302160780669145,0.6951354617786283,0.18440160058202984,0.5333751378467791,0.06339312340808315,0.1557160584173852,0.1353353164141389,0.08862831784865458,0.3668815619819488,0.5158752778886165,0.29048163498642277,0.3139982354376677,0.4761551897528185
1,0.0913767264773786,0.4160884091493189,0.4277570591369207,0.061775314327634334,0.5660183817495487,0.23579105565169867,0.051223028273809514,0.014876026805219567,0.6890279394644935,0.2955181520753676,0.5385673897270384,0.08275129422770479,0.088536212809699,0.42347382817356705,0.5079684049262848,0.38642674664000887,0.047678445923271265,0.002994074360467337,0.12539354398209615,0.39428249542317984,0.13357729244114003,0.7668445966361164,0.2971262277191706,0.0,0.031542564373328634,0.14443666677272582,0.06307888217913388,0.07118935629165489,0.164247559403205,0.49444222766915574,0.1778405030727455,0.2712075988811924,0.31226733005169466
1,0.5507108428854955,0.33974413889602784,0.4211507725093234,0.2464831305741786,0.4147382241916953,0.3284907550778759,0.13798983134920634,0.5790226270703969,0.3594053162592161,0.2809334226812252,0.32682829192624285,0.28970088078834916,0.23962226086288219,0.16302148678127792,0.3976940371262012,0.2827113184494058,0.009451265198955675,0.008988589757985261,0.15584341691006334,0.3221236445571046,0.21805297397769516,0.3941988115620908,0.409094216078574,0.34363310052543944,0.06916191230463117,0.2826847815711604,0.1446471741098521,0.08360064487177356,0.19449254006262665,0.4653423017727868,0.22591110475918252,0.6535356948433481,0.4947687856172481
1,0.6575802989185467,0.16365401639110197,0.4426744805540757,0.14936251434937067,0.32570162481536186,0.176291101193187,0.09105282738095237,0.0694794620041876,0.5025708187815289,0.44227206433048216,0.795791738597413,0.5903026074823405,0.15498640638659658,0.17330711064392523,0.4103380354549253,0.20276574475174944,0.026585113096481844,0.007935194177847901,0.12424610249212913,0.5021827911561753,0.16968711276332094,0.7396515258334172,0.14133139323390323,0.19791554046748977,0.05433905812299252,0.15335093915386003,0.19780236178954805,0.06704671996277028,0.20898876404494385,0.6130080373938323,0.15389452622552524,0.5573952056465994,0.1945694172444821
4,0.26606990967637406,0.18469973442988094,0.48582844965370275,0.030111602442619498,0.6592811422944362,0.5937699244011294,0.15352182539682538,0.013179422095202791,0.6799573147070237,1.0,0.5515274337611649,0.10466397647002859,0.4179051425167879,0.1157189198964656,0.0,0.3727646340108852,0.7027452569549535,0.5241592224783042,0.6544968326821682,0.9047176454020561,0.3468091697645601,0.18007855776009665,0.0,0.5069085562306743,0.9013537098690289,0.4983083564012006,0.729672592695763,0.11477221732843586,0.1925584822250875,0.26426494898250014,0.06135486637130199,0.8815302885247133,0.16182360309814922
1,0.1777309733079509,0.18498529369770697,0.008151305274373999,0.13191911370135648,0.14114557689151486,0.08406958739411603,0.07195560515873015,0.3247910452560322,0.30248350795498646,0.1822302810516773,0.34421676799519624,0.09683122319382892,0.29766650975569925,0.16104348219230727,0.44897634348699783,0.24119737865156055,0.0433875968501411,0.007899309273469596,0.06442741721351894,0.2621884241656105,0.155591697645601,0.09275858596031826,0.3289341578755911,0.24591865418297398,0.052931082527902844,0.1769172844612725,0.1192634081797109,0.04583908122392673,0.0,0.5688878755058997,0.2682864084607689,0.34619211203093614,0.07085516681663402
1,0.7521973348454777,0.18015934207144693,0.3700586041555674,0.3179073353303582,0.3372722796651895,0.25995081519264046,0.09371899801587301,0.05847328273151467,0.5266783081102057,0.7895857148488313,0.5526032675323376,0.26598064009767153,0.18492117625584814,0.197043165711573,0.35980183442430513,0.3980339886704432,0.010852703361552052,0.003919557620159445,0.15811933391495658,0.2802140543585411,0.6044764560099133,0.47033940980964845,0.17225172790105492,0.3509633057279391,0.07443204317791824,0.2522511056667409,0.23531342956912762,0.08626822012066414,0.24369128752993188,0.4585304679929316,0.3536944404744891,0.5635711738093896,0.5553379558566666
1,0.479970837214954,0.26893971843856196,0.3689397975492808,0.3591044634184446,0.09642212374856393,0.044812824483104106,0.05527653769841269,0.0182351906457879,0.4855937136204889,0.26059363790452916,0.2855963371613,0.17597532841275754,0.08825761578588376,0.27386886394719295,0.6788364736077674,0.31906031322892364,0.03443865436609195,0.006469700986140324,0.0823312976520123,0.24258555133079845,0.030049566294919453,0.065263369926478,0.24130956711531468,0.25071896555452244,0.03245677074930701,0.43028201130590643,0.08827859963986193,0.03553442917213755,0.15446675262479279,0.30490794048908393,0.20483064170358725,0.06130915507499389,0.03659203585102063
1,0.3394224148406173,0.09623347325737458,0.5354288758657433,0.1866980484855895,0.17204168718201215,0.14445760087439657,0.07972935267857142,0.1083131739369741,0.467452464105549,0.4709882139619221,0.31076584352873476,0.42761441924256954,0.09692294390593027,0.09542459281362675,0.5579176697638328,0.11693324447406418,0.021016295939839467,0.004676034556005339,0.1314057580700224,0.10014082523588229,0.07173559479553902,0.18148856883875514,0.24258275736631502,0.33933011871040275,0.10477196173044111,0.2090107862165516,0.18671468507814598,0.057764222912892446,0.1463068705102229,0.3263694921051131,0.11648563670144348,0.43197987648063674,1.0
1,0.5194216047632549,0.13546931665667208,0.43542887586574325,0.08410599175378178,0.3623010011488593,0.18899717642772565,0.09254092261904762,0.16753073086402007,0.5218277066356228,0.5565453900429659,0.2513698116039931,0.383559146007912,0.03653463729549537,0.11886112147208754,0.2100435725512823,0.2600244362990114,0.053759083493211256,0.008901771440940972,0.2066722300193453,0.10483030559076185,0.10753562577447336,0.010272937858797461,0.10617679156056747,0.25785456353925656,0.0489124855169177,0.17966421670007532,0.2843349881114637,0.1039523326740572,0.2463437097071284,0.795473978224933,0.19338287837644708,0.38818494114996904,0.7866758411404577
1,0.10923893231803637,0.3016648105314258,0.9519978689397975,0.05205849788410463,0.34900705727884457,0.09185718189270424,0.12844122023809523,0.20639943408681247,0.3867869615832363,0.23170010642910643,0.2500437839325477,0.05422675345061321,0.17790821669084375,0.3340567178687283,0.35070929746722107,0.3478285016105742,0.06727325300391095,0.0024112340587100186,0.08950043621742594,0.3195324602168708,0.25472428748451054,0.3464598650417967,0.7493634048744998,0.46988993880684143,0.08916689888486376,0.44203336621167283,0.07955370733308795,0.04589725264679973,0.10705470620740469,0.3758194151513424,0.3491210518793769,0.2197630981209288,0.2564265424584061
1,0.2953947101948236,0.1645963619749279,0.14407725093233886,0.304704555797825,0.08271787296898078,0.05077875944985881,0.04383680555555556,0.28543813823640113,0.3616768529297633,0.41536126768891174,0.4144044134204008,0.34157542988972306,0.09165842083521465,0.2757259276841522,0.40604703448001433,0.2763339997778518,0.019560340988478236,0.0016352750925193865,0.04158612449266017,0.270412617941135,0.1503125,0.10618722932823044,0.22379483448526735,0.21937985166605395,0.01314599435832001,0.45395759754791226,0.13945253041774028,0.024855817973307624,0.19960692576901826,0.47139428832012764,0.2923824496212663,0.1968557000994913,0.09587325111593357
1,0.5566446595649884,0.030326394243125162,0.5237080447522643,0.27895855833825794,0.2676021664204825,0.21368066308406958,0.09303695436507936,0.041781491688150055,0.36612339930151333,0.37293547242697783,0.23092896995171258,0.18786716030982184,0.137444400680161,0.28002893538141577,0.14619685243031377,0.3553815394868377,0.0,0.013015802091279621,0.16841785836209838,0.16586396282213775,0.4387004337050805,0.20898378487259542,0.1866860676609676,0.48775055679287294,0.10646348796620857,0.2722644691208756,0.20523394052747296,0.06578356906609936,0.29508196721311475,0.69720116285698,0.1990996141203373,0.35035948264534167,0.469697771661462
1,0.5162217991818219,0.20871526885405067,0.3853489611081513,0.07088079663630373,0.553175775480059,0.26400400765097004,0.17153397817460317,0.10883047760273729,0.4513969732246798,0.06279317276991604,0.41261978032975555,0.03586576500154594,0.06889031923376211,0.3502198410814598,0.2958755297347844,0.4218038431633899,0.0076023799121568425,0.007873842567136604,0.15813829988999734,0.24185326010421068,0.1193850681536555,0.6523315540336387,0.2997017097126228,0.02372045754319197,0.08034749619895477,0.13377241825490258,0.14575146492633087,0.06547609154519919,0.20302081414625162,0.4997434874308841,0.17801915106474206,0.4619774361284752,0.23454895111064064
1,0.5607355502450484,0.2580884662611725,0.7845498135322323,0.13370556789544827,0.35704907270638436,0.32379998178340463,0.16338045634920634,0.060877278925975456,0.29307334109429567,0.5254838582521977,0.556606369936701,0.5636411203691224,0.2738224472346844,0.24114701660393567,0.21481864666441175,0.20676441186271244,0.060485564553745375,0.011693848517085267,0.09864203618708038,0.4311787072243346,0.26471499380421315,0.2619599153993353,0.31742451800654786,0.454537591627565,0.06927924360422195,0.24412697402611178,0.2552802013589741,0.0661824588229428,0.25861116227666237,0.44576184233027416,0.3587251679291125,0.4172439038125809,0.6388609537924099
1,0.219004414921625,0.3289499985722037,0.29363345764517845,0.12498047127069196,0.5124322993599212,0.1486246470534657,0.11216517857142858,0.5693177455017279,0.2314464493597206,0.25312389136347513,0.32824188746278365,0.06647930424855514,0.21193548077200194,0.36112147208752954,0.6570004576112691,0.18777074308563813,0.08352698085052945,0.004123870059603669,0.09901187270037552,0.33093930432333474,0.16161322800495662,0.3354315641051465,0.5692906511458712,0.33411896987912726,0.07115654439767488,0.25268064526392825,0.18497119890167832,0.06421709575016205,0.13293424203352366,0.4870603659579319,0.2919679862798342,0.5475680952112781,0.40619982709645547
1,0.5280084248045689,0.09000828121876696,0.4587639850825786,0.1918909923311529,0.06269489578204496,0.03411057473358228,0.04134114583333333,0.40223906427616263,0.7062960807140085,0.29484804288698807,0.18654457204333355,0.24081752380348348,0.09381034267433928,0.2694155279011676,0.2605001890133503,0.5254359657891814,0.024352098674754484,0.0019447303017920455,0.05727724462314608,0.39721166032953104,0.09138785625774473,0.0614361969986907,0.20053837759185159,0.22481458256751788,0.038509110286532804,0.3208077465610318,0.18139220231403644,0.03292502534611996,0.0868668263031866,0.5155902639229322,0.3094040302986995,0.34114246025041767,0.36179184530425734
1,0.4365506905909514,0.32139695593820494,0.27874267448055406,0.14145592620517733,0.41416379451829965,0.19291374442116768,0.25610739087301587,0.4026230227556871,0.2849728366317424,0.3618589617249399,0.18439290450098825,0.26502929354590643,0.24142833812071893,0.3453369954675437,0.3683969678279381,0.42024880595357106,0.013332657941447746,0.007799757603258812,0.09860410423699884,0.2864385297845373,0.1217859355638166,0.24584550307180983,0.6085849399781739,0.22148463684130856,0.0699538985768691,0.3651828990210739,0.14876588039834057,0.0378280452739874,0.11928531958003318,0.5002565125691159,0.4172359582678291,0.36941300144543937,0.433141022248099
3,0.08323544898537812,0.39612781632827904,0.4187000532765051,0.18223870560185845,0.20375841129164615,0.0945896711904545,0.5149739583333333,0.07909733820311214,0.4795304617772604,0.347944341519177,0.22337311416347666,0.028239136811562027,0.07284831833072349,0.16329275598205104,0.1437496269473349,0.6479506831056314,0.041572481157621695,0.006051815486767153,0.1512726169252361,0.19487396141388535,0.2322645600991326,0.40497532480612347,0.14261185885776648,0.2719095292667632,0.01821079545732318,0.06690211800142119,0.2283792791269139,0.05667558628484052,0.18578006999447416,0.41480932565695716,0.19358296412748321,0.23205871862739577,0.0716667548827608
1,0.9891449633439994,0.60769867786059,0.5498135322322856,0.06830640066839198,0.4268012473330051,0.3054467620001821,0.15578497023809523,0.20966402687331073,0.34778812572759016,0.29047262406874536,0.3810953488953939,0.1153190578497982,0.12626209255185267,0.28170176211951664,0.39945484570541767,0.39259135843607684,0.03703258132668072,0.009468984445630319,0.15297955467890603,0.2792001126601887,0.027106567534076826,0.6551515761909558,0.17043288468534012,0.4401366575129197,0.013771761289470982,0.11166968935272094,0.2183809703831193,0.08291089800056509,0.18467489408730892,0.5163313002337114,0.1446619979991425,0.43395093014961234,0.27456377141445687
4,0.7852484912309126,0.10605671207059025,0.4215237080447523,0.00859943349703503,0.33636960446413916,0.9689407049822388,0.09714471726190477,0.26680764058460044,0.4353899883585564,0.9184831881430092,0.255422952788411,0.1415762226785162,0.7790245261448896,0.013427825438269305,0.41807763474662263,0.2626902143729868,0.8611900827144,0.5339847408125963,0.7833327011341653,0.8291226587804534,0.2924411400247831,0.4165575586665323,0.07343761367770098,0.6386792656820983,0.5753975819974676,0.7378217569760414,0.8459663539500781,0.45702793890338544,0.09685024866457913,0.951490623040529,0.07053022724024582,0.877588181186762,0.3351152984350465
1,0.15818785694033782,0.32959250692481223,0.15079914757591903,0.07674281172946426,0.25808304611849664,0.0739366062482922,0.05064949156746031,0.0925547991972809,0.3917103220799379,0.3019630257400765,0.26729465335635116,0.10900053116849137,0.0,0.4081301640048376,0.7330236167207178,0.41477840719760073,0.023756909575579518,0.005823772707330823,0.12186587262451162,0.7280523869877482,0.09785470879801735,0.1518783361869272,0.5026555110949436,0.23988583043224423,0.024067582828564305,0.2037873725964343,0.0823567157794204,0.03170758056742068,0.13186590532326398,0.33873909821581255,0.34701300557381737,0.6038557564153103,0.24409393249704478
1,0.21645267123010248,0.16341129101344984,0.3098827916888653,0.09144539767285473,0.3506893156080748,0.22900537389561887,0.11226593501984126,0.013035674093016304,0.37456344586728757,0.47053490480507715,0.4528259401035803,0.20166168531041642,0.03167359956961563,0.13241327862737784,0.33292214639581386,0.2966788848161724,0.030124588696894675,0.0052559809138611815,0.17990175624928875,0.22074355724545838,0.20750077447335807,0.5546882868365394,0.3942670061840669,0.12351071420848919,0.0489124855169177,0.18313235122551358,0.38396738860093316,0.07080708694134659,0.15888745625345368,0.6244941002109103,0.12011576389881379,0.27707383003885794,0.38306956721184215
1,0.44473247195107135,0.08903737970815843,0.354075652637187,0.11381003810649441,0.11324470704086656,0.24073230713179705,0.0880766369047619,0.02276703555682491,0.4727881257275902,0.36465765304111325,0.21686807275638617,0.22454156988036816,0.06022499111371561,0.17486690854837067,0.4472652752631265,0.07808508275019437,0.007019854410836662,0.00294256215902106,0.09577817395592307,0.1799464864103648,0.030359355638166045,0.3373955081075637,0.21182975627500908,0.22317123272860936,0.039662868065842405,0.3063730949123421,0.15960484296188707,0.05264513770006814,0.16640265242217722,0.6528529897965,0.2200657424610548,0.272718740027407,0.3967254185853667
