Type,38032_at,38174_at,36924_r_at,916_at,41288_at,37588_s_at,33942_s_at,39666_at,607_s_at,34382_at,40862_i_at,35531_at,32836_at,40831_at,34355_at,41084_at,41344_s_at,40859_at,36146_at,33890_at,38176_at,32321_at,40548_at,36544_at,35188_at,38408_at,37879_r_at,310_s_at,36553_at,39686_g_at,36998_s_at,33807_at,38763_at,36034_at,41680_at,37718_at,32717_at,41247_at,39556_at,35183_at,36225_s_at,41745_at,32219_at,635_s_at,39839_at,37741_at,32749_s_at,895_at,35668_at,39704_s_at,31481_s_at,38096_f_at,36105_at,40899_at,31719_at,38127_at
1,0.11073996434378858,0.13018227617814784,0.0025897109971923845,0.11701762250464287,0.19421803564233298,0.07722837770795438,0.12649938657018495,0.0676509014894173,0.2498420859346309,0.017307544707959175,0.13053556238559616,0.06443433255757408,0.1814231702499859,0.16849737568313403,0.36243508663684504,0.05368156950203854,0.17716507516308977,0.1842121568870438,0.04960133209516795,0.13661007622716018,0.06480731865284974,0.3499450473966204,0.11365689024100396,0.18883906327852518,0.18505086890911746,0.04406067872017519,0.016537208719619147,0.01192989864864865,0.18512898330804248,0.46540453652437924,0.2177885349207387,0.11938609519768018,0.06400472426637593,0.2639910551403519,0.18889305113317098,0.16994424733907754,0.17001461781487245,0.17995513866231647,0.5705234934157891,0.0333446966393683,0.12804621848739497,0.594462429446821,0.38745660907211665,0.24298291820302503,0.44010064390455067,0.2791247399396093,0.7350675565362371,0.08437764160421689,0.02690801805698821,0.11228436555069721,0.5167376022189277,0.25148907483047145,0.7802229005466033,0.23246055175296515,0.7721237787209043,0.3933639251676668
2,0.03594028564151794,0.14550607004163313,0.006970149879174757,0.09516268942591505,0.2577929927312992,0.24862649982544144,0.1934843594933148,0.03629474784426443,0.7990892398090342,0.06662061554992708,0.10248879421076876,0.09008649136823094,0.18469612324360932,0.170282993344516,0.3434109722864928,0.10574276056730668,0.3071877659071571,0.1798128756428527,0.1693938326555445,0.07617860784281992,0.21186852331606218,0.8356802674360031,0.16219042639159578,0.304298591294107,0.11894562624738354,0.1381833805725532,0.09283387622149837,0.06044130067567567,0.26579097116843703,0.11534202536167171,0.43431237870957895,0.18999457764575525,0.027936767511583537,0.47460719119637507,0.24836111631391647,0.793157627977699,0.12039656717121705,0.4030893148450244,0.6659242761692651,0.5930773682583221,0.48314075630252107,0.6688993178545528,0.1557003003237256,0.4154563925050794,0.6496131161733673,0.06913356377854592,0.7529572991238183,0.03938249432900053,0.019188322851850622,0.04792360068741977,0.3209196116876285,0.5222786215648173,0.1591572101261886,0.0741222111918073,0.48536912998112053,0.10309742322626192
1,0.08473248045765334,0.0584788160794878,0.006126468410833764,0.08638345685193487,0.04459892064076248,0.0627308307149551,0.08100399315459213,0.1744969950352757,0.14022769004774147,0.05292040831990177,0.21277959632347745,0.0868387231234152,0.31711367465557416,0.11514528434608517,0.1732222736387475,0.14959751890441508,0.2231729223787464,0.3104901171076275,0.14829165199013736,0.035783068183657285,0.09059261658031088,0.07980720794980996,0.17749679136759045,0.34420437559451017,0.14326047802171057,0.04072043852779953,0.06389376096216487,0.053983671171171164,0.25516881638846733,0.12227183425611714,0.22066679749678375,0.13376712167291416,0.15506041609884616,0.2974754310598482,0.2647499531747518,0.1301571211353269,0.08285000235771207,0.24520799347471453,0.05191688109498994,0.03026074823406296,0.24663865546218486,0.49678634868248184,0.3257927376262725,0.2759425088418993,0.27303717331313243,0.5686438002412387,0.2947849619298758,0.30985430440957573,0.05722113155647245,0.21569318453740563,0.554592479237403,0.15503033667763808,0.09458568690484641,0.1302379957155546,0.4861188033377294,0.21731380162372044
3,0.1204376701996356,0.07717874260924325,0.0054531994245086675,0.07973499292654672,0.02975059250540156,0.16623486393620346,0.04615180238964123,0.14222628690880584,0.09060594932060227,0.03073912042367028,0.09517182210154553,0.09512313730938901,0.17552218110877324,0.09420485904442401,0.02863900457607075,0.020350559291912033,0.39574075824903093,0.054154532498915664,0.08344807710781646,0.024486559096279274,0.06695272020725389,0.12513165727893025,0.1751675619147217,0.07999275263849255,0.17682422236284867,0.03520419123914595,0.06267226259082936,0.04821227477477477,0.014320940819423372,0.35663511341310944,0.0,0.14609708371643443,0.23991550831289177,0.2913552639322074,0.19554223637385276,0.10775468829194121,0.05407412646767576,0.12260399673735725,0.0704694358552987,0.02729571814772826,0.1760504201680672,0.40199283169190997,0.2678731619797964,0.21228083377229284,0.24811969049293867,0.28526095086983616,0.3419978528350987,0.2573253374849509,0.052363047504963456,0.18445909199678043,0.18359555576809655,0.09316730776856881,0.003380354058284064,0.22991013114582787,0.38582780767971503,0.2620484762913284
1,0.11693572086280195,0.14073925060350556,0.0632495704767359,0.16908464274694504,0.08765589951362207,0.22024695441265643,0.11410185279247316,0.33705252155735566,0.12235769372016159,0.08540563358661449,0.1968977208192474,0.0,0.3777519811039364,0.2813700557329149,0.15134454213584245,0.2614384778896749,0.07551763259903564,0.2454613049135634,0.13420218386755897,0.06888766608943339,0.16315171632124353,0.11017138343179009,0.2366069306460047,0.285659283417131,0.12938713917149394,0.06706121232701089,0.08990541217739914,0.06436514639639639,0.18377750379362673,0.296213609573138,0.2592834870587209,0.24500789777683474,0.17170891251022075,0.23135997175307482,0.3787226072298183,0.20446021287379626,0.12926156457773377,0.444076264274062,0.24101022769044472,0.13848038244131378,0.401313025210084,0.2256676932132309,0.2334334412418581,0.3834750545564,0.19701314863914288,0.4546381821272737,0.22810658645307155,0.6101483140694866,0.08682993378364888,0.5066327307533337,0.24140803086095036,0.1656937780069001,0.06594056661494725,0.03906127540623856,0.20927361241581477,0.05662430874220497
4,1.0,0.952751635587587,0.5488930172787083,0.6284312070280434,0.809700273171165,0.6718850486007755,0.5738421023841711,0.4200418082048602,0.11466764597869997,1.0,0.6181647123055286,0.2657959637361493,0.8951687666771466,0.37606190141226126,0.7914031569746517,0.8803185001916575,0.684586839368441,0.9598488134332981,0.8439271190239841,0.14756671899529045,0.32654630829015546,0.04475775060676833,0.3257593763369302,0.7387326176563844,1.0,0.17785739530564584,0.7036457028313705,0.2738597972972973,0.3691198786039454,0.6749419539203427,0.9766032140598765,0.2505363415611665,1.0,0.4385923615606427,0.294624461509646,0.2457678661936138,0.3360564907813458,0.3565966557911909,0.1532856185266071,0.2754227546239406,0.6623949579831933,0.2985884108848972,0.3927610281212216,0.5053803897960718,0.12456035928791731,0.03976394207028309,0.13996150934808313,1.0,0.02433478632194235,0.12888250777698013,0.11830296654073613,0.11146845382083514,0.02169511234606713,0.00734756256857725,0.18270610662497058,0.07074361689610542
4,0.4377779519228885,0.6205261868943076,0.3931835007193642,0.4148012738037714,0.7851116955965822,0.708119728791136,0.9962178340066735,0.9417559446041285,0.13933161953727508,0.6830531890398343,0.4983291857492097,0.28658515405189483,0.8382709779357825,0.7620258644012771,1.0,1.0,0.6525952538526993,0.9631947456471899,0.3522687245829197,0.36257262619560116,0.8035136010362695,0.0,0.5000237676474782,0.8752547900529964,0.6996543834882929,0.4079874706342991,0.6105299423703332,0.5320594031531531,0.7778831562974203,0.7840685836756562,0.9163341401190555,0.39048023198245985,0.4607522485690924,0.7782027893838641,0.9106574264843604,0.3622909275215408,0.4181991795161975,0.980526101141925,0.4007827534759011,0.23907338845858073,1.0,0.0,0.6367253012988027,1.0,0.24162653536064066,0.14764144451910075,0.07453729585854438,0.5105009548910059,0.07410241905966126,0.06998194435380366,0.027959765992380415,0.037633342586350475,0.022056810230303522,0.024900073149067347,0.052565871808915914,0.02667078479821156
2,0.05094724056187921,0.03638526396809292,0.0038887569666578204,0.05790334693687453,0.21216928363162188,0.31334178564209986,0.11429330540990396,0.06349621113143454,0.7452662504590526,0.03325274387903907,0.1665159562151609,0.04600715551078537,0.3008940159778149,0.10199664520318165,0.23687593192452053,0.1933303132731644,0.5116290063344994,0.17181981535411114,0.3718338723622274,0.061078832801955044,0.09209034974093265,1.0,0.12530303750534774,0.14829913484622007,0.1587158642846712,0.2018904927893777,0.04541468303683287,0.053807713963963964,0.22391881638846736,0.1145918914091802,0.2405093652558819,0.1149774854421576,0.04601617152720996,0.2769964102865886,0.19788349878254355,0.5370501773948302,0.052918847550337156,0.19351549755301795,0.5581118775271909,0.47900298881375003,0.22436974789915964,0.7962681703997225,0.053278208978509295,0.08917149522161186,0.22907310210486445,0.06800022666742221,0.7069070435914054,0.09941112682831033,0.03981854279661488,0.03150819030216015,0.34496596687548814,0.4613514692469366,0.11608473871553306,0.06967448665029521,0.3289750282274968,0.20372396752559124
1,0.06715906196736085,0.0817356470629395,0.012572809431353105,0.1547165087996088,0.06403182872390042,0.2055564742847693,0.1764646125233455,0.15333159132479748,0.15230260741828866,0.07610906439481158,0.24523799658281317,0.12035847024905345,0.39771215748869376,0.4029273307721444,0.24181191835055788,0.2012318360804265,0.06535997920015127,0.24657661565152733,0.19938198469371415,0.21174480894657627,0.17341321243523314,0.1328908503915373,0.17752055901506872,0.3181138741676859,0.12292508397020885,0.05263303788608533,0.1041562265096467,0.10260064752252251,0.34799411987860396,0.23261296660117875,0.2447613440614029,0.2337034679491713,0.1569455800854002,0.3996645677631966,0.4308859336954486,0.39183983781044096,0.09014712123355496,0.3956719004893964,0.23761541289164698,0.09443303709458761,0.43329831932773105,0.45535310749308916,0.2996411716525606,0.28786966664158326,0.2770683404577674,0.5010645273579483,0.37740875786015726,0.358663323362241,0.08615889705963908,0.15398420674802582,0.42153651188369756,0.15969980568663997,0.11896311019616193,0.19573580124353412,0.16555847605176116,0.3146164254618191
1,0.030689810551887624,0.09467165797851869,0.007386403318852929,0.0802880612916184,0.11156234235549055,0.2456681917571615,0.14823121224671598,0.12160961588711784,0.0997576202717591,0.0755430194182209,0.04685835736169777,0.06650109416791138,0.11747966496569849,0.373464639359342,0.1364080415445524,0.20106631355193919,0.12477545617850053,0.16388871677303424,0.05104230042588619,0.06941364967874541,0.1722393134715026,0.22624444749736683,0.22617293340305175,0.4966254472980931,0.04351847344594266,0.03824644319859183,0.10000626409421197,0.06308065878378379,0.3335546282245827,0.3691016252902303,0.21665467390593313,0.20656812127213145,0.12394385391114744,0.40281292296828103,0.4042891927327215,0.2023821591485048,0.09768001131701796,0.29588091353996737,0.21270568901766596,0.13655786961795507,0.3853991596638655,0.6867570237857497,0.4429579936815009,0.48062307171344715,0.36832422487960614,0.254693229929814,0.39542960613871475,0.23870852058779166,0.07223904435497287,0.32544975962061384,0.5567524269523217,0.35726692310742747,0.6907854928725236,0.2768202361669888,0.3973574779152349,0.09070184727615015
1,0.032933017259957294,0.03180212014134275,0.0,0.054322956994568294,0.08057121645245521,0.187439134189589,0.06868851049863638,0.0,0.10942343004039663,0.0,0.06519466021902168,0.070356733474591,0.011020016606608798,0.19538985985606838,0.1465885135482544,0.09063665191483429,0.0482769216223882,0.07150381064502137,0.17576611482916518,0.015811875900241145,0.0036431347150259084,0.2853986353436827,0.0,0.15454998414639673,0.121647276444531,0.07473267683522634,0.0,0.009484093468468468,0.0630690440060698,0.21014466869083764,0.1544667582477486,0.10229389160006601,0.07801853366039793,0.005825928323427264,0.10685521633264657,0.2183476938672073,0.0032064884236337045,0.0,0.13153285618526606,0.3845580598872654,0.0,0.589659032383515,0.3494676079410273,0.05591090375498532,0.5261349494074996,0.19747589634822588,0.40576469249531233,0.1912742031427441,0.051730831087301324,0.5813134938763079,0.526688505252419,0.49164055993972317,0.1607696390119901,0.29345511782224776,0.17184043279101863,0.1703994587598541
1,0.06717865329232216,0.07586677395654759,0.009635289352013523,0.08174350435759654,0.13167103973196864,0.2205133858846444,0.07492439575209621,0.1220276979357199,0.10886522218141756,0.08661447540102848,0.1545265538816269,0.10623849386918616,0.029706482220448718,0.17785834099886372,0.2988842614016145,0.23884029689514577,0.282511581733951,0.27709275667637395,0.5532677959588843,0.07684215637087509,0.18409974093264247,0.2221573476210102,0.20663592717592813,0.22738596729628122,0.17112885167697026,0.20563267059826335,0.1196128789776998,0.09607263513513513,0.285043626707132,0.22400428647972848,0.2607880334052899,0.21972322417898485,0.10064050149904606,0.42335079150238336,0.45832552912530433,0.2723770907247846,0.04525628330268308,0.27090130505709625,0.34724414556619887,0.601798044982836,0.6554096638655462,0.5421111823504062,0.24521237177737037,0.3109338550681014,0.1692549104485688,0.11007941455042945,0.23723698466805523,0.0779339061730644,0.0640867800219612,0.0,0.16906970812809843,0.6890748304715073,0.06784708630381947,0.019348581430586757,0.08883476281252967,0.08926932580303566
1,0.06337793624982858,0.12019382150229155,0.019284546940257854,0.1037498035151861,0.0675567202962051,0.1631479337779983,0.13627519164797722,0.3626861771622681,0.10085934630921779,0.1275232174380229,0.25780261724338804,0.146410087186078,0.3491499189823213,0.21557275039229476,0.36721682348706874,0.11034254451684844,0.24983454665784255,0.32052791374930295,0.31813378590412755,0.19623233908948196,0.25,0.22946718871639876,0.2897751580548557,0.42736784889251256,0.3735822421262717,0.049736315063651663,0.18569907291405663,0.11215512387387387,0.36802921092564495,0.1324879442757635,0.14482893962190097,0.3332626069736191,0.4154628872535659,0.5442829400341317,0.6917962165199476,0.29711099847947287,0.10127552223322488,0.48251427406199016,0.5333751378467791,0.0232842068544519,0.40042016806722686,0.6102442690322784,0.4306330200085807,0.46948604108661296,0.2927330772144365,0.33240777469258226,0.15572387657264986,0.10051828808392796,0.035193380583191915,0.23514977484826724,0.2548499195001036,0.028024745211563624,0.21066366491226288,0.09791198599717853,0.06882919381045198,0.13721614307565594
1,0.055791195658562394,0.0675226533254032,0.010108812560238021,0.056625467924945716,0.06828644582422498,0.17943700273781307,0.07696004501090108,0.12385680689835381,0.05360264414248989,0.06798296108680636,0.15253644471201305,0.11942929591163293,0.12126048997557379,0.42576159298739247,0.17394210499254462,0.10981113008328394,0.10246289117897325,0.19468368548237186,0.1412949502065388,0.08318632766349998,0.11449562823834197,0.127283967577964,0.22536483338879118,0.29458259727318026,0.1633889889500073,0.022945093935592957,0.0952455524931095,0.08123944256756756,0.29244119878603947,0.13916770851937843,0.5914175443187022,0.20790013438008345,0.15251658035795404,0.3641793679750486,0.24185240681775613,0.172909275215408,0.06615150657801669,0.2471451876019576,0.0,0.08275129422770479,0.34091386554621844,0.451380056968079,0.2567767853660439,0.3662427571675822,0.3689735403928359,1.0,0.43230493699505756,0.43817116314547644,0.08170010758770616,0.37662555200243636,0.47351473706023933,0.28602133481381603,0.05408059440145761,0.27132425936569304,0.7581584350492184,0.21364866454877043
1,0.04874321650373215,0.09761046776055697,0.011886969032420277,0.0786637868299868,0.06858150875511998,0.2488010583760543,0.19066727097969038,0.09638097726678861,0.1544619904517077,0.09462545091718474,0.1041498589983889,0.11918614748688736,0.19607084411553682,0.20799740273794706,0.267648722299347,0.07733386765167091,0.29554694147678934,0.26485531941260304,0.11948829613500271,0.09805952515819968,0.23411188471502592,0.35119865366121716,0.21956552740409757,0.4156135344476152,0.25884729591588373,0.04142729433614458,0.12023928839889751,0.1056007179054054,0.41094461305007596,0.18112162886229682,0.2331828786986764,0.2008039229554188,0.14583901153811207,0.3212205025598776,0.5028563401386027,0.31781550937658387,0.09085443485641533,0.4433880505709625,0.34363310052543944,0.28970088078834916,0.271297268907563,0.5189035221408227,0.27692187682826946,0.43547294755060567,0.21247497429792758,0.20531211294513835,0.47317775458004124,0.11215201978659396,0.11385441275968013,0.06540494681198197,0.2708363221908724,0.5798072728714756,0.43977392192058196,0.07286169601337583,0.2710574066197688,0.3017884456994941
1,0.06037066786826793,0.10327817234020222,0.009652051235490495,0.11969563774604267,0.033786291947320156,0.22266321224482297,0.2609772679320773,0.12665273059837992,0.05173705471905986,0.07510169621613325,0.101945261639031,0.11068463649310502,0.09364998750473612,0.17233915913641035,0.12247416319605119,0.0,0.5922993287321547,0.17504182415267364,0.17909635274904734,0.06457460065707489,0.17563957253886012,0.23310207446077755,0.19370632694775872,0.27915930606513567,0.1722484544613737,0.03835039258217198,0.1169819594086695,0.06417159346846846,0.2352522761760243,0.2607965708162171,0.2294760253810427,0.18171959355918615,0.06607159080585082,0.3881009827576061,0.41983517512642815,0.20091231626964012,0.0035837223558259058,0.3100530179445351,0.19791554046748977,0.5903026074823405,0.31029411764705883,0.4123774187784447,0.13405359023362842,0.29483031078335464,0.4347437909204048,0.2764856835237069,0.31302102143701727,0.47284893368132547,0.0985592120586963,0.028841175574843916,0.2164211818341224,0.44469603838680255,0.38152366078823097,0.029798448194785516,0.1551732051442892,0.07074361689610542
