Type,35309_at,35325_at,35754_at,35755_at,35303_at,35294_at,36128_at,36191_at,36169_at,36172_s_at,34842_at,35807_at,35791_at,35852_at,35826_at,33905_at,33907_at,33396_at,34786_at,34397_at,34831_at,34832_s_at,34829_at,34311_at,34316_at,33921_at,34356_at,34358_at,34368_at,34363_at,38098_at,38099_r_at,38074_at,38055_at,38058_at,38059_g_at,38382_at,38369_at,37729_at,38029_at,37763_at,38822_at
1,0.2517026564668668,0.29985347009457836,0.43345230420905334,0.2282979720232916,0.3619760872421495,0.4692328183271177,0.2541027388429448,0.1656747105291635,0.11001392512877368,0.3413137081259352,0.0866392604753455,0.4531372007729621,0.259898758754594,0.084532525850997,0.4300138364309488,0.3116815086432687,0.27487693389592127,0.18740171438701228,0.508807935693518,0.45766706654435113,0.23516913139554646,0.09705367644949364,0.31127891645690997,0.18373307372333836,0.11193097031754581,0.30468848729938086,0.20277510647066901,0.08942409138865648,0.13578805963575502,0.5816455108564454,0.5821083119296138,0.27736667517223784,0.48350996520088585,0.10132474042248481,0.6057801861886897,0.42845299287017075,0.04891458368758149,0.637431385211495,0.3541946600483725,0.23003456190802837,0.3805556602706676,0.24499185277484906
2,0.19286014008585908,0.41380045291061673,0.19793713935315482,0.5,0.40316646958349756,0.313487835198011,0.10803111512226866,0.2602532193485554,0.03676504387091542,0.37702181370303645,0.1509494076988092,0.36427022124068303,0.2378475833853409,0.05207698581593528,0.28746120189970464,0.5897393923520169,0.2829641350210971,0.29180605353599465,0.21292970754232937,0.21076847082069017,0.2781744008159102,0.6360271968327739,0.26171640896559994,0.3424828998773596,0.12406992657348966,0.07995282025359116,0.2444703942849292,0.1564375886782843,0.0902904710519941,0.7389147533590651,0.3201814306792721,0.3817300331717275,0.30884213856374576,0.19732366630862874,0.5303042934556065,0.396700381362958,0.4537777022048404,0.9928559896674202,0.18914304683918493,0.20572250217660867,0.29475628604817733,0.16812038723281897
1,0.32504868575363394,0.11602504329292655,0.32879986163739566,0.2421190014055284,0.1995138615162265,0.3135322322855621,0.5705462337072305,0.3289687263283194,0.028090905403761166,0.49609633452428215,0.012372612099140201,0.2752612690775723,0.32008875944802717,0.05135512660660548,0.1407576380838413,0.15891828182294396,0.35205696202531644,0.5554831220371355,0.2066016760731999,0.23078117281772637,0.36749957504674485,0.5288464296984823,0.26815893563466375,0.08268746918184923,0.3395041842028624,0.36606428240448213,0.1866327792279159,0.060464947065885684,0.25858310026646697,0.06325520936957012,0.1756926608011367,0.24895806753423494,0.13168301170515662,0.1786385606874329,0.36634708906488805,0.2479688277234289,0.17366660998696368,0.6779948337100421,0.17803000363584626,0.27231353718703005,0.29826214800015083,0.0984855746189974
3,0.058831757098436674,0.21329425869188756,0.2361598088080376,0.21504584699819287,0.02023387202732887,0.3596608062511099,0.2358929020929647,0.23016989503300508,0.2774723863344465,0.31173339033601044,0.24737258997358208,0.2826911700910991,0.40080438249774636,0.062098641592215176,0.3738454059309675,0.27897459402828706,0.18987341772151903,0.7401056766910844,0.33367538908842137,0.3204290452332228,0.2678905320414754,0.3428005852483002,0.5411722402013665,0.07044871227542261,0.3642975513328368,0.40873667804035557,0.38432476988597336,0.0969185433113836,0.10174194542932019,0.18243072964333557,0.3575605224329199,0.277877009441184,0.41537488136665623,0.4342776584317938,0.26544393497290536,0.3302934836677168,0.37232896899620244,0.7102034226670972,0.2997834300257671,0.29736432472363666,0.07320842914766089,0.027748490367104386
1,0.2455913839665171,0.1138537365125882,0.3039260388987594,0.3582758851482498,0.26067533832610695,0.28767092878707157,0.4268076302040165,0.5152039822530029,0.24591777414252305,0.7630419071467107,0.3220441360633322,0.5820838427258745,0.7549753831218362,0.051842615942776255,0.5248494820687335,0.2757988475641697,0.31986199015471173,0.18826805739022032,0.2924149136309218,0.26645261449439,0.3182474927757946,0.44075795392604067,0.5216199208917655,0.17426320913355164,0.36112750543160305,0.3472134462277266,0.34379722489352926,0.38503656273874926,0.28624281530093154,0.15453026143010623,0.48688452920924646,0.2772816194607468,0.29245096488453026,0.16957572502685286,0.32100875364735304,0.2926131653125518,0.4109278467380831,0.5968073942525025,0.31046175247790825,0.1373044350051447,0.3494364232668602,0.40165819994249014
4,0.26651818856718634,0.6930331690422272,0.5323658433043506,0.7174887892376682,0.16692944422546316,0.923237435624223,0.578110130833318,0.25495076290444757,0.41030459529249536,0.8566586252175773,0.8083130146957956,0.06792601648459992,0.6026627834408155,0.6005399881877584,0.5503533899255825,0.3361707700366684,0.995560829817159,0.20048835440576873,0.4878570206943731,0.5132735869028296,0.0713071562128166,0.7656137934991537,0.4158276399376722,0.029408417938376345,0.09925078671261085,0.10720754875942544,0.0482209094655859,0.3536217120820752,0.3539606685899271,0.16160651519371824,0.7086726050603859,0.29829038019903037,0.17462828218918067,0.3345640887934121,0.31285257746283174,0.2209418006964019,0.3461996259139602,0.6692767194058766,0.39915268973584783,0.2077144289370234,0.5077845214309948,0.04428256493817694
4,0.3172589651722023,0.9490342347142667,0.41287086681027024,0.5799143296968075,0.6865720667455,1.0,0.30178230465560324,0.8557515420409046,0.23209539389187075,0.6539123176677762,0.73829004836647,0.02404069882083843,0.6419111018653353,0.38306349548603624,0.5646011742268428,0.160751702462022,0.8541666666666666,0.020326179570316745,1.0,0.8049114388539975,0.5977392486826449,0.4976905643055915,0.701636102121539,0.14706737637970493,0.29893790575943213,0.46286701208981007,0.7442643220222557,0.5012187579583076,0.4587857032746812,0.09857679094876182,0.8101535603038418,0.9561112528706303,0.3233154065169251,0.3423290368779091,1.0,0.735864699054883,0.9891741767273138,0.8399660962221506,0.4656886767100333,0.1764240297601773,0.7165152486146191,0.44047733154413876
2,0.07723013029491192,0.4221659784201412,0.18877061681420101,0.3142025299511411,0.34515832347917486,0.19952051145444857,0.014022679412324488,0.20268369224109942,0.20727351386429085,0.28982807585427667,0.19869193700411095,0.27459478644950114,0.4512863185632065,0.09422606380485427,0.4108298118993306,0.5976623886851755,0.26560302390998597,0.46848284183378797,0.17436292115614843,0.1309293627831487,0.36350501444841066,0.5474366698224173,0.13133764832793957,0.19589597056629537,0.17058970585582217,0.4061670668520157,0.1910289874982827,0.2601957288900208,0.046686780153714025,0.7557863462125131,0.31728509754631407,0.17632048992089822,0.10637456501107244,0.2549453992123165,0.3060997637904682,0.291908472890068,0.2869126565776795,0.6663303196641912,0.1201093915490286,0.15362900034298074,0.3530742262600369,0.21187577877887473
1,0.32394585929010256,0.13303583322232582,0.2222999638370466,0.122063449568302,0.27486532650111684,0.5747202983484283,0.25768208301868256,0.5901417595498323,0.09016994064920845,0.1931881800877434,0.12860923166786883,0.3554343968135032,0.6220442410373761,0.14856237519804252,0.23970681724692422,0.3959370089051859,0.39976705344585095,0.37661331366191464,0.28617239610056433,0.1242467010091031,0.48155702872684003,0.4792294230714061,0.31880019177753804,0.183619283628134,0.1904347086521635,0.3401364842663971,0.35753537573842553,0.28615345436024303,0.20503644651941247,0.2266722374756277,0.32384283294169086,0.3311644126903122,0.22273410313192027,0.13046007876834945,0.3294984021119911,0.32544354170121037,0.4134784333730091,0.6034670649015176,0.21388260958914937,0.09742632509300055,0.27833905077845217,0.3078932234256685
1,0.4155342521760649,0.40807246569868116,0.24751183157497528,0.2952948263168463,0.3756405202995664,0.37471141893091814,0.19959601913076577,0.46639974028784764,0.1137723579434072,0.2786107633269205,0.049078913015580816,0.3099538588949797,0.2724498994521878,0.12695347289278047,0.6653079540780076,0.49122577265584083,0.27870077355836853,0.23272031703007323,0.32101932615016243,0.18585844329969659,0.31939486656467786,0.570072008491838,0.2607275560349994,0.2672044302277066,0.18569252616576504,0.1954168246345676,0.3205110592114301,0.2183213882926474,0.17538373450197098,0.26133725942726777,0.4202961910486913,0.38028408607638003,0.6049114204365708,0.0703544575725027,0.5152980408503544,0.34223180235450174,1.0,0.8509444623829513,0.27554972414992335,0.11823602353375723,0.20420703434236817,0.18647560624940096
1,0.13221006423291698,0.2803516717730118,0.3821323564094904,0.43942841844588715,0.3363552752594928,0.155167820990943,0.30296109381811037,0.1279082350394979,0.16286992848162024,0.6730692887898128,0.17972148347442066,0.3626651417754467,0.5686152139241384,0.0844387779017334,0.2624060431547062,0.383610529072813,0.13893284106891704,0.22804835509198101,0.17744142295194115,0.16203514219180018,0.2512323644399116,0.18561551481768368,0.11671461105118063,0.40478929867371327,0.47656356715213904,0.5449681957959477,0.09609836516004944,0.16524175064575986,0.1580303464070999,0.531309272744154,0.570140444833051,0.2895296419154546,0.4060819360961721,0.2655970282849982,0.10023620953174936,0.11349693251533742,0.2776738649889474,0.9072893122376493,0.15427053857949063,0.23701290135345487,0.09205714931956122,0.030959455573660505
1,0.07486308812928354,0.31288131077660847,0.2836276159179887,0.32481092296365704,0.2742083826041256,0.2880927011188066,0.11872617096126573,0.46629152689102915,0.2125245041707789,0.26136745350719154,0.22846851311824345,0.23908191032062154,0.8881492268219957,0.053511329439668506,0.253431060917692,0.24165138816134102,0.3590893108298172,0.39084078159578667,0.3097314862322558,0.22124056171053563,0.6149923508414075,0.171242505092234,0.12264772863478367,0.16863692109289066,0.23558853319656603,0.52049370234635,0.38878966891056455,0.4886309891948921,0.07324539188266645,1.0,0.3679436034755998,0.2325423152164668,0.11250395444479594,0.27938148943788044,0.3013755731554814,0.21032996186370417,0.4986113472765402,0.638763319341298,0.13512701749948625,0.008205155264754767,0.2898556188034832,0.13495638838301546
1,1.0,0.4908218995604102,0.15369255200389928,0.5714142293019209,0.312311128629615,0.3286272420529213,0.17954432431436834,0.6140028135483172,0.3995538550975435,0.2731344347064871,0.1468827301168672,0.14824308869345743,0.8001525553012967,0.09709475105232074,0.2199618563254927,0.28784704033525405,0.3184335443037975,0.38379852807465986,0.5905592611595689,0.1536941641380284,0.7596464388917219,0.4119402128697249,1.0,0.13396887208728966,0.4624916560783697,0.5171658452335819,0.488872097815634,0.6645687052060975,0.2929595454645555,0.09816561219211332,0.38094977867643043,0.4290210087607383,0.417154381524834,0.3653777300393842,0.40266777824093364,0.6283369258829381,0.599274499801621,0.9419195996125284,0.26593844354163043,0.23089201382476324,0.566592528367324,0.39164190549218825
1,0.24407970476528623,0.20535500199813503,0.17025675696923,0.20579278495415299,0.2452700039416634,0.36436689753152196,0.1560360758599942,0.43977924467049023,0.0,1.0,0.03865113747494281,0.3266632488070355,0.6204840163650233,0.11942082516944942,0.33901125612355565,0.47485594552121535,0.45246571729957813,0.20906457829396188,0.29468103300838033,0.26533060475619225,0.31497535271120175,0.46284820839429663,0.2885053338127772,0.48488488235368493,0.19320527722437997,0.5363536795989722,0.26349773320511055,0.45712518645177724,0.09803122728974432,0.066511479845609,0.2924203508388437,0.16568852598451989,0.4290177159126859,0.28466254923021844,0.1484507433652911,0.21741833858398274,0.37743014226605454,0.6695390700678076,0.20359948781991496,0.20032055510117933,0.3117578316432314,0.30597622927250073
1,0.17994900100061328,0.3005328360197149,0.36318611342588947,0.36301117729736965,0.4025423728813559,0.28869206180074586,0.11254366738499132,0.5068174439995672,0.18752957399921588,0.42839547643041087,0.13723819933357823,0.3359565406002288,0.6542542126066154,0.19532385229073115,0.3509965969859018,0.4022557621791514,0.36770393811533053,0.2772068872839146,0.34915341200615696,0.3067814550843272,0.43523712391636915,0.5674469977335973,0.2909475008989572,0.19211561073672767,0.38693889543229887,0.21511015628290997,0.3039565874433301,0.24444282751846327,0.083650818119756,0.4823988964492724,0.563090879283021,0.4473930424428001,0.28369186966149956,0.23896795560329395,0.2345282756704182,0.7390565412037805,0.5312588562035935,0.6306909912818857,0.19287374128582493,0.09349523784397015,0.26069664869755343,0.4558612096233106
1,0.11817995976028318,0.2803783135739976,0.2100124211883461,0.2676862325145573,0.19964525029562477,0.34221275084354463,0.07635115637988937,0.39173249648306463,0.03301201887328134,0.465090949807107,0.15518866463406542,0.3200851835784991,0.7114624505928854,0.09390732077735799,0.4173740697804869,0.375261917234154,0.2652514064697609,0.420650986716074,0.19386009919616895,0.24068873050596287,0.5390107088220295,0.12783658949421925,0.28200287666307083,0.17720910826495392,0.20765089289626215,0.48498251821896465,0.3279296606676741,0.4017535562265799,0.045035125195445835,0.3801679200986828,0.19520192360238267,0.23118142383261037,0.4525466624485922,0.19645094880057287,0.28792552452410725,0.3126347206101807,0.280791248653857,0.7045124313852116,0.041496071705211905,0.09716908951798012,0.3851170505522675,0.18743410332598487
4,0.08770967151910311,1.0,0.8434615807927549,0.6382772237467371,0.771711995795559,0.22629195524773574,0.7705842987739364,0.5980954442159939,0.5434126029175175,0.9263443979601184,1.0,0.009070473636471192,0.2890229526385133,0.3787885889996156,0.37691185819528067,0.06564300680984808,0.3715277777777778,0.005355315000028593,0.3748075936377629,0.38949968245007405,0.5617882032976372,0.7141750580945004,0.2180270885772504,0.28015121439318275,0.13396665524075596,0.4637937571085556,0.652699546641022,0.35314876123258276,0.2388733510978,0.18797501094266045,0.9114159243674519,0.3556179297439824,0.5141964568174628,0.1846356963838167,0.7150757259969431,0.32672856905985737,0.5592019497817831,0.48143364546335166,0.40179263029766504,0.1727171991662929,0.2788102687827497,0.24719639605099208
1,0.2594923770482984,0.28040495537498333,0.35129950786937314,0.1735827588514825,0.39909341742215215,0.3254750488367963,0.30443458027124426,0.07639865815387945,0.16394608406451533,0.5607943730214473,0.12721753406229672,0.35562566549670704,0.35947576451008945,0.024608836681697586,0.8299614823678997,0.41736511262441073,0.40673347398030946,0.23417851812458182,0.2655207798871216,0.5096746877425729,0.18230494645588982,0.5859655162521158,0.24928083423229055,0.32134322885716815,0.11680201645846595,0.16125363326172124,0.1401978293721665,0.24829919598355585,0.18148384681450813,0.4249864045733688,0.517951800644844,0.1673896402143404,0.3967099019297691,0.1586108127461511,0.2957065443934973,0.1576852926546178,0.1977554837612651,0.7928237003551825,0.2528019728418091,0.18742579743028254,0.3120971086063256,0.14899837055496984
1,0.303928214066686,0.3692287198614626,0.09455826166255248,0.4050599022823104,0.3741952437261858,0.3851891315929675,0.0,0.5347906070771562,0.021352765422418117,0.4738652904591769,0.08590469194585433,0.2312418661513586,0.8097912766104985,0.04290843637795423,0.5535694252271793,0.23029072812991097,0.2927654711673699,0.3811737661045444,0.23601847101077472,0.09755133723802133,0.5446200917899031,0.31766933471038816,0.3530504614647009,0.07340725475073648,0.2830619035223591,0.3609671848013817,0.612446764665476,0.4090297231418489,0.08570988130106368,0.18342551695780773,0.33247718454560365,0.28757336055116106,0.0,0.2632697815968493,0.44910379324718636,0.32250041452495437,0.5121577962931474,0.9817565385857282,0.06761093283169192,0.15472390048281137,0.2885362083914502,0.42715422217962234
1,0.417524719451707,0.13262288530704675,0.3733589094511092,0.1368047654106151,0.19741164104585468,0.5349405079026816,0.3819276886523124,0.23644627204847962,0.1344139954303947,0.4911900326747488,0.15989255828978288,0.2545766455022282,0.39484085708342004,0.1469874096504139,0.3003253431060918,0.38436354112100574,0.2891174402250352,0.41134423267171033,0.38181973661706853,0.4563968668407311,0.2943226245113037,0.07111914393091776,0.4190039554117223,0.30103801853514217,0.24576876190378008,0.5228105648932138,0.16204148921555156,0.277403863644632,0.16531965028959017,0.3509344368840608,0.26575222689764466,0.1882282895296419,0.3530923758304335,0.17711689939133549,0.2763651521467278,0.174266290830708,0.11052542084679476,0.4359460768485631,0.39904203354463397,0.2704667176740628,0.37821841896935204,0.162752803603949
1,0.17410671056453955,0.2960170507526308,0.17987924718164808,0.2592195970818553,0.1320457232952306,0.45398241875332973,0.10607874557186625,0.27561952169678605,0.1576189381751322,0.26735273460164294,0.1436634614108141,0.24036755136648658,0.4800637958532695,0.06854850050155153,0.5188474626977302,0.4623330277632268,0.3798127637130802,0.8901202587020296,0.116469984607491,0.2528261943405547,0.35560088390277067,0.36989700777462203,0.1813646170442287,0.1656530919297536,0.1811694118920535,0.4428156198660433,0.23430416265970597,0.3682468075817659,0.062399524323372035,0.2658469619195416,0.13038963877807533,0.3247427064727397,0.23362859854476434,0.168468045112782,0.06130332082812283,0.1466174763720776,0.4023408717338321,0.5354173393606716,0.0885644730394094,0.32947919689734323,0.22333848531684702,0.09429214990894276
1,0.198207503523665,0.25589449846809637,0.12380308485715633,0.24111505253999066,0.19892261200893444,0.24467234949387318,0.16941410494907264,0.4830646033979007,0.09926318493382186,0.6840830203275617,0.16119354110707446,0.20774539574870846,0.6546702725192428,0.150418584593462,0.20231105792603118,0.2597564169722368,0.3078410689170183,0.6008417537298497,0.43047716777834777,0.14710323900924427,0.511218765935747,0.2326361993286858,0.32257581205801267,0.1539706421554373,0.2792990848103256,0.3961834955137117,0.44964967715345505,0.5453850911339906,0.08042458543460547,0.22104174127571524,0.29504344499699436,0.31827847239942164,0.16355583676051885,0.27094522019334055,0.46252605252188406,0.31172276571049573,0.3098112565890154,0.8823054568937682,0.10687807268530959,0.21791151096219294,0.19757228484185924,0.31357231860442825
1,0.13047781973897982,0.3052883974956707,0.4587820946211537,0.3089485308881601,0.21442648797792668,0.30842656721719053,0.43510827055667095,0.21350503192295203,0.16496275366041618,0.3092497022628027,0.153427470207936,0.6606775249438025,0.0,0.04651773242460321,0.5364421674582103,0.4340295966474595,0.3384757383966245,0.16045930475259185,0.18795963742089958,0.36385576176698897,0.2976372599014108,0.2709068479788852,0.21056574373726475,0.3422047463113044,0.07938001118536521,0.39218164202367417,0.20270641571644454,0.12580492596500165,0.21572815961593517,0.565078986112769,0.343953221487513,0.21680700859062688,0.67387693767795,0.1914607948442535,0.7946088648047797,1.0,0.050898373292523925,0.6819099128188569,0.2294060924137277,0.2163680975120703,0.4925547555320994,0.28261286303076777
1,0.21271854792722422,0.5258372185959771,0.3684171632521501,0.19598186199049597,0.10226428852975956,0.6883457645178477,0.12978959841354623,0.17627962341737907,0.16926034582989719,0.6632302195620973,0.12246363664523438,0.17250463382892298,0.33612994937937735,0.10374776176771133,0.18787629482816653,0.27167365112624414,0.18033579465541494,0.4338205440519691,0.17541730802120742,0.37046080022581324,0.23072157062723098,0.47974008090197096,0.2926794917895242,0.1510626730557698,0.4462548356086359,0.27958212224609297,0.13976301689792553,0.19418998071815768,0.11396419212050475,0.2900667170692239,0.36193234602983776,0.001587990133537483,0.3565604239164821,0.1824948532044397,0.2282061970265388,0.07842812137290664,0.0,0.7824225056506297,0.1850440253560758,0.09456639316149117,0.3197233007878765,0.10422074187673726
1,0.17650603057788108,0.20482216597842012,0.40595273659219194,0.18998059032193296,0.3669031664695835,0.38452317527970165,0.4871469004598506,0.3942214046098907,0.0746576175862209,0.5786280677110371,0.15330799219410313,0.3627203533541034,0.6403855488523681,0.14738115103732105,0.41827156800418835,0.29639209009952855,0.3464310829817159,0.495816964311243,0.40542158371814596,0.2983275703902336,0.3934217236104028,0.29233726367731017,0.29090255303847534,0.11937845321330587,0.4517186545603558,0.565819958717722,0.37855474653111687,0.4117219049004985,0.24959809729348809,0.14302388815937817,0.5653314388764414,0.18082844262992262,0.41110408098702944,0.0527434658073756,0.07475336945949702,0.20087879290333277,0.17292977384798502,0.6997497578301582,0.29714348946394975,0.21353191040287048,0.13661552380593356,0.11894948720406404
1,0.24655971939791052,0.38699880111895557,0.3632018364491124,0.1616023023893983,0.3182236237025358,0.3804386432250044,0.2669834662540904,0.3986581538794503,0.24456581989265488,0.30029213872008637,0.06642535057946836,0.3324565208818078,0.4066292212745302,0.10590705828310006,0.1563516697206537,0.30598480880041906,0.20908052039381156,0.3717154735150652,0.36172396100564386,0.07131465669324677,0.41594424613292535,0.35860802708207823,0.21754764473211077,0.1903076125573692,0.24079462483924258,0.5047811618012553,0.3200302239318587,0.4048823080001456,0.1608711929353212,0.15181780801931213,0.3597464342313788,0.44900910096112956,0.42613097121164195,0.11025331185105623,0.3895789912463526,0.4324324324324324,0.26554440854729916,0.6342831772683243,0.2826001043329802,0.30901247922328046,0.2892901571983263,0.249880187865427
