Type,40165_at,37780_at,37545_at,40955_at,36750_at,40193_at,36158_at,35622_at,35999_r_at,35414_s_at,35778_at,38177_at,41435_at,34767_at,197_at,35531_at,39561_at,34656_at,33890_at,35264_at,39066_at,33341_at,35188_at,36133_at,37537_at,37247_at,36908_at,32654_g_at,38798_s_at,40569_at,37148_at,39956_at,39597_at,35625_at,32634_s_at,32854_at,39315_at,1166_at,41745_at,41428_at,34264_at,38627_at,33282_at,41225_at,41830_at,38096_f_at,39735_at,927_s_at,33236_at,1802_s_at
1,0.07405071645424813,0.07128738964290421,0.09709418440091527,0.061295470354760816,0.012457438225601332,0.08934823058404395,0.07369882740176918,0.08574208688684105,0.04446484303286211,0.02879100892063943,0.01299400794452299,0.07595309068089111,0.0,0.12882882882882882,0.2070456478593706,0.06443433255757408,0.15228661987774508,0.22415874849073447,0.13661007622716018,0.2686496583358948,0.46912455316464563,0.3314346009659514,0.18505086890911746,0.11287236355729506,0.20258418691839056,0.2617994100294985,0.401885645375086,0.20717131474103584,0.17256527657468138,0.21785818287711126,0.28315449744320564,0.08773061540446395,0.07767022149302708,0.30446883779003225,0.044279338123231,0.1514835063578844,0.5766337142123507,0.1168060489829283,0.594462429446821,0.029800287985976337,0.3826166995397765,0.24340309372156507,0.2848042262274704,0.27417835171534666,0.631439525967236,0.25148907483047145,0.3489619139282278,0.38130201656592433,0.15212746041070863,0.033757016541652175
2,0.08924511975125764,0.20397944393200684,0.1205840729033026,0.10470968533900733,0.03027526699394221,0.02826303582924012,0.13693170129602963,0.11319710758781218,0.36838626767027716,0.09971456056520163,0.021784920795221742,0.499411672419203,0.1640217128237043,0.1199941877361232,0.1589641810792931,0.09008649136823094,0.2129726058410686,0.05905821827917477,0.07617860784281992,0.137587780483768,0.6686448135946979,0.26391236091928383,0.11894562624738354,0.025331593824744512,0.1553190064939412,0.8255162241887906,0.5625940580244576,0.17330677290836652,0.1493420781256445,0.34511502620850326,0.4494509179310923,0.21300477357760295,0.41729286300246105,0.8554520861512849,0.15594382756368386,0.2059708827323546,0.5910899987161381,0.1044738579557959,0.6688993178545528,0.021573905966318162,0.28660092044707425,0.3702229299363057,0.03177439403356121,0.4703763232278446,0.49871035203903796,0.5222786215648173,0.22975388422934145,0.2130789044423189,0.12220550925417843,0.010108787442253242
1,0.06791037844232922,0.11266306496244566,0.10532093589217931,0.1572895781333115,0.026282323018228058,0.07460383248529528,0.15809504217239254,0.18407646957815807,0.17121351202496785,0.013157548900558789,0.03380750401554279,0.057224662692187,0.24461501227396878,0.09229875036326649,0.19627161893960873,0.0868387231234152,0.2296807788091465,0.20909234080529163,0.035783068183657285,0.1259073605561204,0.034773330841179714,0.1981058428913347,0.14326047802171057,0.3184279191128506,0.24804177545691902,0.19026548672566373,0.05960911727478398,0.10363424351374986,0.20684321247370374,0.114480198019802,0.14707854807611706,0.19152367436459813,0.11616078753076292,0.22973675996254292,0.1627748748094927,0.16524356532956572,0.572422647323148,0.32969943723079825,0.49678634868248184,0.08232642584361109,0.22624589086127547,0.2992208826205642,0.313367516055521,0.08881560716067173,0.27979551527826185,0.15503033667763808,0.30599477519593016,0.26062953687644613,0.014551041619594198,0.02368548507277333
3,0.0146126356032051,0.13361444195546188,0.12997473778882906,0.0,0.03406309398460255,0.07737281633876841,0.18800144003291505,0.10804571384961745,0.04920139526344776,0.18054175668785125,0.0168027623087207,0.0856997176027612,0.018255367700446015,0.05219412961348445,0.07050373310651167,0.09512313730938901,0.22025130178854427,0.1270932857367841,0.024486559096279274,0.45080746222779183,0.06865883195875484,0.143074059140938,0.17682422236284867,0.8331050228310503,0.14982928298855192,0.22411504424778764,0.08035918953127959,0.1234088038091536,0.06931897867425649,0.06723209085614444,0.14716237739961438,0.13798219584569735,0.03488105004101723,0.24201435854749764,0.030045721750489873,0.2250138214878064,0.0212350751059186,0.6854780394252836,0.40199283169190997,0.8488073624240906,0.4645627876397107,0.14294244767970882,0.4783120986119742,0.0910602449703486,0.09980248634832113,0.09316730776856881,0.3075759659012788,0.0,0.04099339586709102,0.01847585812925339
1,0.0732342861612621,0.19921377432248433,0.3137936963508669,0.1870643916144959,0.42884491788483353,0.18204746073598532,0.17694404443530137,0.08733520309846793,0.23730493849825587,0.049618099909058896,0.22227351857729558,0.13398180106683402,0.16250043218200047,0.15916884626562045,0.18178811076457804,0.0,0.26007471134254023,0.310856212924563,0.06888766608943339,0.46067907218688664,0.050633552175572215,0.7716631351388448,0.12938713917149394,0.4224070450097847,0.25855258753431076,0.2682890855457227,0.09003159352980457,0.37010494606938094,0.24237924349296708,0.37385337798485735,0.1855247715650935,0.2522577731905561,0.10817063166529944,0.27991364062012275,0.2900609623339865,0.18453221942379755,0.06878931826935421,0.10390401483950074,0.2256676932132309,0.029637513303699996,0.3514266929651545,0.11301467242948136,0.16633649264553552,0.12538103419608712,0.17278958986871154,0.1656937780069001,0.27189605389797883,0.0829070141250898,0.05332046506523437,0.013168434255625652
4,0.5782624212291432,0.5034479729432951,1.0,0.8990002318698255,0.4907628984397434,0.9276801382728243,0.8425221147911952,0.715280560166371,0.8458233890214797,1.0,0.45722364890209766,0.19148101663005962,1.0,0.43344957861086886,0.6872696342500708,0.2657959637361493,0.9709757754131764,0.6672791222636361,0.14756671899529045,1.0,0.02447762123937914,1.0,1.0,0.0957055881713416,0.3165294235790319,0.09203539823008851,0.04168950636355482,0.9889709454863472,1.0,0.530503785672685,0.008508676334981974,0.3871758482776417,0.025758818703855622,0.0,0.559057261049423,0.3426500399287426,0.07692900243933752,0.17831766592259565,0.2985884108848972,0.03484630313654292,1.0,0.38677206551410376,0.08405842137973894,0.2625949121542981,0.5136981526664343,0.11146845382083514,0.30125120307988457,0.07420930850958275,0.05019270123883979,0.001980775917738809
4,0.6815432976939511,1.0,0.6472813363841972,0.6329227873480912,0.44204077725662866,0.9362692792705403,0.43452993211273405,1.0,0.6297411419129796,0.7652983446615466,0.5088919025497495,0.09909397552557264,0.661100162500432,0.7339436210403951,0.741234287874492,0.28658515405189483,0.995415440344125,1.0,0.36257262619560116,0.38339677960891866,0.045154708223328115,0.6957681716408307,0.6996543834882929,0.1721678625788215,1.0,0.71047197640118,0.08581081754487377,0.7481780196288018,0.5501175597079571,0.6115317414094351,0.1757691340430883,1.0,0.5715176374077112,0.46243887212568924,0.5549749618985412,1.0,0.20362049043522915,0.11581570094633255,0.0,0.13328742252551182,0.5616568047337279,1.0,0.017194945100476488,0.3450091448207061,0.7014290693621471,0.037633342586350475,0.6020899216279391,0.032052325142977345,0.05783619426350684,0.015284263076846653
2,0.057751443419425175,0.1185926999604691,0.06547012842726202,0.2078781183081686,0.021769749347044263,0.04267233397119904,0.30045258177329764,0.199320779196001,0.2209289517165412,0.04674793542655585,0.024641486568370022,0.9654847819265768,0.07188051032050616,0.1074978204010462,0.1546167659011436,0.04600715551078537,0.29269866425175467,0.09339072917213505,0.061078832801955044,0.22623129123022723,0.6564799887853086,0.2499206478566343,0.1587158642846712,0.05848010437051533,0.1103970007364263,0.9949115044247788,0.271485095229078,0.15698182878243125,0.10165821061749786,0.35832847990681427,0.3489605163886328,0.14894852277125534,0.3411648892534865,0.7976797419623346,0.10755497496189854,0.13526629399840284,0.45751701116959814,0.11521048825730185,0.7962681703997225,0.04442496713203531,0.13138724523339906,0.30706892629663335,0.06897400041433602,0.20816937316410797,0.44222144765888227,0.4613514692469366,0.1921490444108346,0.14266777264915878,0.14376738991497906,0.013027172023247727
1,0.06306068472590919,0.1862344621601441,0.14305553718571032,0.16768962177939628,0.07164052564646035,0.05194049330241007,0.11497119934169922,0.18826436189494972,0.29245456214429955,0.05016479790572614,0.04944167123524829,0.22712386256667713,0.32415378764305225,0.12914850334205175,0.14139731594367264,0.12035847024905345,0.060131310844464575,0.35324688960050393,0.21174480894657627,0.13666564206842738,0.11231046003598046,0.18247561530080897,0.12292508397020885,0.30959447706023047,0.2633393586396197,0.4785766961651917,0.16537269402114874,0.36349723058983574,0.200779606484346,0.24128203261502623,0.15522047112079806,0.31112114565862475,0.15579983593109106,0.3504317968993861,0.24892499455693448,0.23032741568892443,0.5018230838361791,0.11682569874555915,0.45535310749308916,0.03694359231202655,0.2388691650230112,0.16795097816196541,0.17510228920654647,0.11428254724824032,0.2925177181364006,0.15969980568663997,0.21981988175443426,0.21109448609518064,0.06639961782534877,0.03348225373801599
1,0.0466929684329916,0.1681820178328282,0.15954871903395187,0.2082736609517574,0.045399226025243065,0.14948985440788717,0.21376774326270315,0.05300211779520348,0.185166146502662,0.05311906977233183,0.049331063469621336,0.10213366802635707,0.17449780451543753,0.14274920081371695,0.1482374066723372,0.06650109416791138,0.12380575050939553,0.20111291931334982,0.06941364967874541,0.2593809850329842,0.06103439950779965,0.16651082191663305,0.04351847344594266,0.06781909110676235,0.21851777465354488,0.3398230088495575,0.22593858696193825,0.20746283160042756,0.22983954131089387,0.29499126383226565,0.36390309330203713,0.2893820152238421,0.08794093519278097,0.5617521589844968,0.12069997822773787,0.16057497389274525,0.15580947490050068,0.22826736253026064,0.6867570237857497,0.07053152194327929,0.4652465483234714,0.16173794358507732,0.06709654029417857,0.186609765560051,0.30342744277913325,0.35726692310742747,0.39928502681149464,0.13969908280183993,0.2835645533010981,0.026209577268888774
1,0.003964820165339358,0.0258707778802653,0.0,0.06709221599356219,0.0,0.13053025158952017,0.056495577041760954,0.1872245435292771,0.11951532953919587,0.009793253536452667,0.0020871204470477326,0.31167634138688427,0.09380078138505688,0.03217088055797733,0.06634533597958604,0.070356733474591,0.23395970115462986,0.0,0.015811875900241145,0.28782540846002885,0.31813119631161263,0.08875430002830942,0.121647276444531,0.03411611219830398,0.11079868782218649,0.25693215339233044,0.4645145858457,0.1219512195121951,0.06630780018974551,0.10279557367501457,0.2286235225081734,0.0,0.1547169811320755,0.38658828425762143,0.09111691704768127,0.029731555992382832,0.25528309153935036,0.07906278492155813,0.589659032383515,0.009453452701433671,0.2403681788297173,0.030795040946314828,0.23684483115806917,0.2342736795433132,0.23576158940397351,0.49164055993972317,0.25182180668224946,0.18476919230204433,0.1837214256663848,0.01122646664348517
1,0.06087050046688079,0.2523389115825537,0.09423730606954382,0.1806402335065537,0.05687210272258612,0.061579026270072924,0.21561921415346635,0.17199931314750155,0.2779144483201762,0.04750490188347973,0.04253109040020775,0.1436695952306244,0.20786225495280572,0.15544899738448126,0.3078867781873169,0.10623849386918616,0.2040525243377858,0.31970182161793276,0.07684215637087509,0.3493722365403258,0.0601621457442583,0.06794259194125367,0.17112885167697026,0.07302674494455316,0.31097275222601595,0.3418141592920354,0.13712787904760956,0.3002623651734525,0.16582106174978348,0.4972335468841002,0.18721183670047783,0.3156366920397368,0.15957342083675144,0.4254239933409634,0.14881341171347703,0.2608268321149948,0.0203877262806522,0.045500990348036584,0.5421111823504062,0.028009766480936584,0.17559500328731098,0.21098726114649682,0.14008442096540294,0.21745275175968518,0.3200883002207505,0.6890748304715073,0.3257940327237729,0.5302802395589828,0.3348999051019025,0.035756420446078185
1,0.06339312340808315,0.4479729432951201,0.16571216950811432,0.18724170383403574,0.09699298499911116,0.04002680799654318,0.31714153466364947,0.21725526109934556,0.41028088856251144,0.12947806111452798,0.057852670456184904,0.14108095387511768,0.34118175846212356,0.17881429816913688,0.3540308099423496,0.146410087186078,0.005829748698211463,0.36049136437608276,0.19623233908948196,0.12422859574870546,0.04252237097264082,0.15993960658494108,0.3735822421262717,0.3040226136116547,0.4693044118631585,0.4296460176991151,0.06898751208427599,0.2307355942085317,0.26640679783855137,0.35130314502038446,0.1440606924302121,0.411559798735647,0.19563576702214933,0.5501768806575797,0.482527759634226,0.3481786350512931,0.16972653742457308,0.08583016317162888,0.6102442690322784,0.059938646465911224,0.3554240631163708,0.21988739763421292,0.4712424901595194,0.13151914870032702,1.0,0.028024745211563624,0.5072872267289977,0.04976127447283926,0.03291091844573701,0.04119268789429239
1,0.031542564373328634,0.17701058549655202,0.08784239554538602,0.17045160058376638,0.04991179969642685,0.05594846515401371,0.17020674758280188,0.23189857478106574,0.18645125757297593,0.0554688198156997,0.03379788594896654,0.14980781299027296,0.16834353282854475,0.06861377506538796,0.20676212078253475,0.11942929591163293,0.24571541770432423,0.28933277337393043,0.08318632766349998,0.2022911592935001,0.04333232089592921,0.13286980243460955,0.1633889889500073,0.3425038051750381,0.26076186650599187,0.35306047197640117,0.4475069017411324,0.20423185307550287,0.24550385678340142,0.24852577169481654,0.26087685472378236,0.23429234937427432,0.19988515176374078,0.5205103527208407,0.2429920531243196,0.15317279931199704,0.05235588650661188,0.14958185305121516,0.451380056968079,0.10584110686783949,0.3084286653517423,0.08489251592356688,0.2901388025688833,0.21145319514493155,0.37282444521900776,0.28602133481381603,0.4489550391860305,0.2680889654433389,0.10496568820487662,0.023090941831006906
1,0.06916191230463117,0.24528923441823694,0.19123890645046093,0.09849011825361104,0.07324727536271519,0.08139401582024533,0.1750154289240897,0.17465132696086846,0.28812190196438403,0.061161838377148024,0.059704148272114343,0.07227604330090993,0.18340075372540884,0.1560156931124673,0.3130847745959739,0.11918614748688736,0.10456191985510528,0.3500446217649221,0.09805952515819968,0.2150237627976261,0.305892385691923,0.13115408041589102,0.25884729591588373,0.12116220917590781,0.3209145075985807,0.5533185840707965,0.12549209165113567,0.3334709940724904,0.2648083983005404,0.3009063774024462,0.13316288037555538,0.30425106437878985,0.1656439704675964,0.5762667776506086,0.24420313520574785,0.3637815590638246,0.3321864167415586,0.08914704310371932,0.5189035221408227,0.03253615476115946,0.17362261669953977,0.45328139217470426,0.13913274290449554,0.17952945740730475,0.37205762751248983,0.5798072728714756,0.35257115358174074,0.2749848191996444,0.2524612176652486,0.041771707813819475
1,0.05433905812299252,0.16910440549918743,0.10254341529223485,0.11469372723924874,0.05015794007849143,0.06646443090327075,0.1062281423575396,0.19958788850094442,0.16985496603635025,0.03168220024916813,0.03388444854815285,0.07697285848760589,0.2062718251910244,0.17253705318221446,0.24135242415650693,0.11068463649310502,0.05182250396196514,0.18121686177752117,0.06457460065707489,0.16976804672167972,0.06540345630553802,0.018444011701224165,0.1722484544613737,0.04196564470537074,0.35556001874539733,0.46025073746312684,0.08091730866978283,0.4898454960645223,0.38553396856824657,0.23740535818287714,0.15512616313186353,0.37221003741452724,0.27179655455291224,0.3523826865050462,0.23489549314173744,0.3132870569445298,0.07769931955321606,0.13415285943345806,0.4123774187784447,0.04263444562699555,0.12347140039447732,0.16543448589626936,0.3807359643671016,0.19586543257773098,0.24751946090391544,0.44469603838680255,0.43468994912690784,0.3170346439755043,0.3096260240279401,0.03893870150514132
4,0.9013537098690289,0.5628760925901525,0.626383800441758,0.5692813399348036,0.2594319626960576,0.3848005714336105,0.9516303229788109,0.22150993074237307,0.6138791995593904,0.16167016237981843,1.0,0.11999921556322561,0.858313452961311,0.8841906422551583,0.6272327757300822,0.5989440411268193,0.6181005207154178,0.8974749330673527,0.5655213711178365,0.8363086089896673,0.0037615943552720714,0.5214508145390283,0.12576059971766537,0.08542074363992172,0.6869518644975563,0.2748525073746313,0.060844952510041156,0.5069478184821687,0.4236686878686632,0.6365026208503205,0.05136641797300696,0.5232228099600053,0.164954881050041,0.11557070023930913,0.2571304158502068,0.5634252718225935,0.10258056233149311,0.23040525670449902,0.1512439432000925,0.08255180617291681,0.5697567389875082,0.32066082802547774,0.0,1.0,0.5729987219704891,0.023297775310306537,1.0,0.01791929767465858,0.03007688682594914,0.0020180318911132084
1,0.052931082527902844,0.0801598805288356,0.19290541881042758,0.09162949929757082,0.031410247644573286,0.0800271607333398,0.07367311252828636,0.24022666132448056,0.11033596475123919,0.07637476147671539,0.028450240932567733,0.14694461876372764,0.1263700169415344,0.02752106945655333,0.13243077213873924,0.1018965577130154,0.2668666515734662,0.134232768124311,0.06938128145786468,0.3639609391625091,0.14086119483189644,0.20312432979608644,0.06909896315046489,0.16370950206566648,0.22032536653946572,0.21408554572271388,0.09725225988419028,0.4767272373918957,0.278327764715588,0.22655794991263836,0.18660407410512198,0.11959747129402659,0.13404429860541428,0.42974196233482465,0.19320161114739823,0.2116837643589901,0.26139427397612014,0.19101927248718834,0.8233122418305463,0.05496775809177988,0.47505588428665346,0.13182438580527753,0.13432256059664385,0.24247630660089783,0.44884396421517375,0.35081096085973745,0.273133507493469,0.21053884895798192,0.17204314958393319,0.019950573741989962
1,0.07443204317791824,0.2714455132428515,0.10599547660930865,0.3195438984137376,0.06630748403506131,0.07231986172717574,0.4394929026949188,0.2728903134718486,0.2820268037451808,0.040523989002959525,0.05608294620615364,0.06553969250078444,0.6369325450333644,0.0943330427201395,0.5585483413666005,0.13173434297822084,0.186789676250849,0.3321959157961048,0.11288417032157828,0.21554394344217723,0.07632220430986814,0.15076907239489054,0.28231027600642555,0.2699391171993912,0.3787909218718618,0.4186578171091445,0.12910491643162542,0.3263531240890098,0.09419213793672401,0.8865026208503204,0.18306228518735854,0.4265256095987615,0.11327317473338804,0.7269274789303922,0.30502939255388634,0.2850297929848271,0.1789960200282449,0.13827144968088786,0.3892827487623632,0.08202591873787017,0.30156476002629845,0.2787761601455869,0.29051429459291483,0.2397051488111733,0.7270826071802021,0.3988658444700004,0.2094046473257253,0.4116755237872227,0.08451740766802451,0.0531456460185783
1,0.03245677074930701,0.045899767206922314,0.09541444575237742,0.12006765143145517,0.020484349574040394,0.09674688489316485,0.15151203456078996,0.031041917081640044,0.05133100789425371,0.026509596126854964,0.026007252022198495,0.0864253216190775,0.0908965183418041,0.035164196454519035,0.32340988564407896,0.07447288895064087,0.10448268055241115,0.054228568428788926,0.10299567884251243,0.26044499089683876,0.05728838111259082,0.2609270046067136,0.26181667721364943,0.27442922374429224,0.29517306018611505,0.25420353982300886,0.1270219360754258,0.29865902244679815,0.09402714185538096,0.17148369248689577,0.16042836784307152,0.05812153270545738,0.05748974569319115,0.24742482572052854,0.13585891574134554,0.08280606916886787,0.16099627680061623,0.14084949853805764,0.586589903406523,0.024491329117886432,0.3943984220907298,0.04663330300272976,0.3478868862647607,0.2162334423322064,0.35670965493203205,0.34188840861323705,0.33644988312938273,0.20823295483860724,0.36742348437409217,0.03330684019671154
