Type,35868_at,41430_at,34265_at,41289_at,34847_s_at,36894_at,33426_at,35778_at,35742_at,607_s_at,40120_at,32652_g_at,40986_s_at,38239_at,32685_at,37446_at,35147_at,310_s_at,34767_at,41662_at,1596_g_at,41018_at,38719_at,41746_at,35174_i_at,40380_at,36040_at,1252_at,32655_s_at,35156_at,37099_at,37490_at,1562_g_at,36105_at,36553_at,1566_at,40562_at,39435_at,33865_at,37039_at,41642_at,33361_at,32530_at,35264_at,40039_g_at,35367_at,36164_at,32634_s_at,39338_at,41247_at,36794_at,33730_at,37402_at,34256_at,31689_at
1,0.00748602800161326,0.01596008836272098,0.004619629541957628,0.051521357191616025,0.03573189697682358,0.19696809583737618,0.004813288990949349,0.01299400794452299,0.034233948948779146,0.2498420859346309,0.12999285920478887,0.01089008276462901,0.05150650585743311,0.05409539702405785,0.055169842970970585,0.20802262792491644,0.03608107826594171,0.01192989864864865,0.12882882882882882,0.05855651384475716,0.0757460905696398,0.13942908466104342,0.23325012481278085,0.25613518943742825,0.046053988641207945,0.06623861007506726,0.22408807829181493,0.32067916682708963,0.07508617988091508,0.2529710195288067,0.21042430073145546,0.10023982271333594,0.08655020864074127,0.7802229005466033,0.18512898330804248,0.054727850615812486,0.154675211185552,0.38663214112315897,0.37305063239327085,0.7627389977266346,0.06632021110452906,0.049949062599784086,0.20175005180025815,0.2686496583358948,0.3081345730584377,0.7939160673891759,0.29691429247655393,0.044279338123231,0.46239299143931506,0.17995513866231647,0.10541653468482738,0.2329464007954178,0.5504582544443142,0.21664386075809577,0.11112206665352001
2,0.7320709835134533,0.019607619286819228,0.008688158361936324,0.08219469343449604,0.20779122254675114,0.3326160260536251,0.006563130304359653,0.021784920795221742,0.06275658497415773,0.7990892398090342,0.13072213190720003,0.0543923333817337,0.26686983962304933,0.7684513048718306,0.11579143562741716,0.176872497520479,0.0962856488136158,0.06044130067567567,0.1199941877361232,0.10225725250691207,0.6531907128218086,0.22803420805998126,0.04458312531203194,0.3742824339839266,0.0035272762276708984,0.1830886171568859,0.24076957295373663,0.32438814666512655,0.17724851143842058,0.29963861282924453,0.7703767632036899,0.13255517440272,0.24740190711917118,0.1591572101261886,0.26579097116843703,0.14198450536352802,0.455786276060089,0.5831364298430166,0.3522983095247841,0.9160303960727839,0.2664117615380473,0.055199922960349916,0.15553625221147252,0.137587780483768,0.5621883843147824,0.7213669153808929,0.42344901038430816,0.15594382756368386,0.6075606048483878,0.4030893148450244,0.014887551472917336,0.32090594672408645,0.23340538064998964,0.09794094724630487,0.24600670479195424
1,0.0067082054110113335,0.00853373823400138,0.015005474020594154,0.02762950280323631,0.0978833971854493,0.053557876129999134,0.006987111462931057,0.03380750401554279,0.019147035206568578,0.14022769004774147,0.0,0.03994482358065921,0.35998357325033503,0.0765493904417559,0.0396067284842272,0.06042684494728723,0.0957092959467811,0.053983671171171164,0.09229875036326649,0.08174802954648622,0.05749740307139448,0.19616916588566075,0.1402562822433017,0.052454075774971305,0.7169378016749406,0.1007978848968415,0.1272241992882562,0.0,0.09062989658414292,0.08659392591562999,0.16019863895530626,0.16103032694818006,0.047741444142986346,0.09458568690484641,0.25516881638846733,0.10940603893524038,0.16682618284715578,0.48998219776662894,0.1804674389095821,0.4754118776549013,0.0736173191878938,0.035169613940121934,0.2036387689070942,0.1259073605561204,0.25468265732381073,0.5775234365328562,0.28824590988432297,0.1627748748094927,0.43122249779982397,0.24520799347471453,0.30668356034209693,0.049109729838537515,0.05497377812777508,0.07813609290085899,0.30053243936107277
3,0.003893228416451976,0.01086267816675895,0.008314593443011008,0.008672687190161257,0.08126920304972879,0.0784778995705763,0.006533721206655278,0.0168027623087207,0.019271440042523836,0.09060594932060227,0.1012625533660493,0.025569914331348916,0.11675960748713957,0.06369999536457609,0.13554820371837284,0.07647944752598905,0.061961405189953404,0.04821227477477477,0.05219412961348445,0.08880452275822226,0.03458828153513574,0.20073805060918465,0.11625894491595938,0.08574913892078073,0.05317042313563168,0.08446248996742364,0.19289368327402134,0.08046817849305045,0.1509244750861799,0.0,0.06452936432704688,0.15325885674387538,0.046900534691481435,0.003380354058284064,0.014320940819423372,0.1681068732618196,0.19383296575256959,0.06068943194691697,0.1454299864925709,0.5543343386861578,0.04434810706015402,0.0,0.25742337546420996,0.45080746222779183,0.10649957328302564,0.346196698065431,0.4539806514600159,0.030045721750489873,0.29414753180254416,0.12260399673735725,0.3296800760215394,0.025741281818237274,0.01752592865640132,0.062012438247875154,0.15105501873397753
1,0.02328940762019211,0.02499043878826625,0.053656497810391765,0.10172222781750428,0.1983177180138831,0.0807931369064202,0.11406808696270192,0.22227351857729558,0.09649856934438653,0.12235769372016159,0.13604734195293153,0.07852475678815159,0.3095577746077033,0.11629351504195057,0.1886212198872373,0.096315615472211,0.08991799123665882,0.06436514639639639,0.15916884626562045,0.2417158420335906,0.10332968359583368,0.24584114339268978,0.181827259111333,0.24103042479908157,0.020651411598069283,0.23235446862754355,0.2236710409252669,0.14774958610865127,0.32130993418990916,0.4700291889637917,0.10816909777733762,0.2252056707446647,0.0710885810842972,0.06594056661494725,0.18377750379362673,0.2729439809296782,0.29349590112771007,0.4235798672924421,0.1829438009086816,0.4274243947504279,0.18880930583230116,0.10184945844167033,0.2727403133517158,0.46067907218688664,0.3247765350581682,0.10746761650742205,0.4238336143901068,0.2900609623339865,0.06769341547323786,0.444076264274062,0.31919543870763384,0.05049134129157797,0.03771174371261498,0.09097296211414453,0.31433642279629265
4,0.10662342686409916,0.08095920359387397,0.2635888862587289,1.0,0.3326632022152259,0.5663301086528393,0.6224092422991052,0.45722364890209766,0.45263003132739965,0.11466764597869997,0.3109436484905574,0.33329461303905905,0.6358448969005317,0.06015853149770546,0.21834956432598665,0.40759651765051613,0.15142109173732196,0.2738597972972973,0.43344957861086886,0.611727809185821,0.1090710014318201,0.8990745079662605,0.6366783158595439,1.0,0.6537424882080337,0.3239695953920967,0.5652802491103203,0.5080018994083599,0.656784706988405,0.718986725971228,0.03456374414623449,0.7118180990255304,0.3255747536769956,0.02169511234606713,0.3691198786039454,0.33089988081048866,0.6791227997170322,0.7729729729729727,0.7424583520936515,0.3097573567372225,1.0,0.5207576241377387,0.5729586713632233,1.0,0.5784036293401608,0.09513600504180875,0.6314606076743292,0.559057261049423,0.0822385790863269,0.3565966557911909,0.31010452961672474,0.07990167074338628,0.06476439410440718,0.0958163691380839,0.2628672845592585
4,0.04279670433687537,0.7051664792478893,0.6482386968872057,0.40261411577757633,0.6797595114364829,0.8308243589866753,0.10665944509934148,0.5088919025497495,0.4209067981588085,0.13933161953727508,0.770339871465686,0.7047190358646724,0.7527774175420395,0.18677977101005885,1.0,1.0,0.5552986271691353,0.5320594031531531,0.7339436210403951,1.0,0.23403239843903534,0.4670024992189941,1.0,0.7822187141216992,0.6072415737290117,0.8660592040035882,0.7178603202846975,0.45281638624725673,0.9011595111250392,1.0,0.12257891088128352,0.5795209617194378,0.6591460802513209,0.022056810230303522,0.7778831562974203,0.7748311481922924,0.7516541134368108,0.732222042401683,0.8940280790798576,0.045326920812614906,0.6404222090581076,0.20345056537980039,0.6117849572050174,0.38339677960891866,0.8669092215784037,0.03877015879446752,0.6540339043223573,0.5549749618985412,0.05024001920153612,0.980526101141925,1.0,0.016969726544629405,0.024345290953872965,0.06215968623557364,0.9564188522973772
2,1.0,0.018911220581435836,0.007992809799976328,0.0548897169906335,0.09989379053977165,0.4364846819670871,0.0024287013187529556,0.024641486568370022,0.05628753350448424,0.7452662504590526,0.14637110864643946,0.039480180049368374,0.1438205161457658,0.6556992536967505,0.057266669773076734,0.11758439554788232,0.11135415147664382,0.053807713963963964,0.1074978204010462,0.11930012792473074,1.0,0.2494923461418307,0.0,0.4214265212399541,0.006538868796325583,0.13672631131674612,0.10720640569395018,0.25552175977617775,0.14822939517392666,0.46431301688790044,0.3185863244719232,0.11421936188943868,0.08088596950513273,0.11608473871553306,0.22391881638846736,0.0936134286849424,1.0,0.3526784269299239,0.28087266178216197,0.7713705404450724,0.2556949754967957,0.052189294529678,0.11275720820516089,0.22623129123022723,0.392130440641423,0.5217315461921965,0.23333629182568566,0.10755497496189854,0.45217617409392746,0.19351549755301795,0.12682926829268293,0.2927491322992089,0.300493161089981,0.19669175842495143,0.1940445671465194
1,0.06407982352892758,0.027490624304314818,0.023392191383595697,0.08079027763789572,0.15313128247923227,0.09786440971054729,0.013167923497133837,0.04944167123524829,0.04723425430610376,0.15230260741828866,0.0958765705951169,0.0896399012632496,0.1473976570267583,0.14849116951745236,0.24684311075905127,0.19143738750321418,0.05056628405169122,0.10260064752252251,0.12914850334205175,0.14410101927124172,0.18113927959796736,0.15431701030927836,0.1760276252288234,0.14932548794489095,0.047834816210343925,0.2346206505830697,0.20001112099644128,0.08571721916349029,0.3557818865559386,0.22948085342970323,0.10965464552001246,0.16808840047357396,0.08884287686229712,0.11896311019616193,0.34799411987860396,0.23453019467620181,0.19179393283675253,0.34065382748017475,0.4177684089885801,0.4456226394587397,0.14665571651677528,0.04704993892580371,0.19045361087646034,0.13666564206842738,0.35864438754884786,0.48092159312153243,0.31533090736960445,0.24892499455693448,0.41909352748219847,0.3956719004893964,0.3959138422553057,0.10040929858056961,0.055744516864098655,0.5820450010885834,0.5992407809110629
1,0.035224251602973,0.021793854566834296,0.020172505621967096,0.11787021183737872,0.10416113492394645,0.08020712247701574,0.005759281633773408,0.049331063469621336,0.07981135703056966,0.0997576202717591,0.08046308816603108,0.06814287788587192,0.04940993386071845,0.13210031057340194,0.12268766599878848,0.12052308709547074,0.00982577477796527,0.06308065878378379,0.14274920081371695,0.21388189658729834,0.12184508268059181,0.21257029053420806,0.15581627558662003,0.12015642939150403,0.04304239607255326,0.17104952551815306,0.16859430604982206,0.1514521490265532,0.21128172986524604,0.27715616095628604,0.3376013355781611,0.2493852645639173,0.0575308994557888,0.6907854928725236,0.3335546282245827,0.17724473579658326,0.12051100661645373,0.4447645250040459,0.20707298104866767,0.8201527955148583,0.1190963433679789,0.07403409004515941,0.12126041982116953,0.2593809850329842,0.3016664420787854,0.6722993123783157,0.31404396319635514,0.12069997822773787,0.45626450116009276,0.29588091353996737,0.21678808995882168,0.5336436113432436,0.33948807309730855,0.16350837262575768,0.28426345888384935
1,0.1912455861654581,0.011918692597053434,0.0036061959995265713,0.0364029050704446,0.026040283730986612,0.12195824887360339,0.001519470048059367,0.0020871204470477326,0.012022030965494625,0.10942343004039663,0.11514912107446176,0.013140699869319003,0.06540440063977868,0.42420618365549523,0.0,0.04859861146824377,0.028727371205966294,0.009484093468468468,0.03217088055797733,0.07819914991953122,0.16027962604228083,0.04713370821618245,0.20184722915626557,0.027016360505166478,0.14623413413275763,0.0,0.017571174377224198,0.10292739896559247,0.06455656534001881,0.2211064007227743,0.5454931311101994,0.0,0.047281323877068564,0.1607696390119901,0.0630690440060698,0.0,0.41001206774582827,0.12752872633112153,0.10900085956366912,0.8518916030396072,0.0,0.016822013066330122,0.16321862896670436,0.28782540846002885,0.14795849615954723,0.5192894200794536,0.22049643501671548,0.09111691704768127,0.3772021761740939,0.0,0.0,0.3265238899834695,0.16708833894632194,0.12432989018455431,0.0
1,0.11204760768110096,0.025509883724248946,0.012926825659841403,0.07110484439520597,0.11428896559572128,0.1510860480531832,0.008959971767266203,0.04253109040020775,0.05208038814308818,0.10886522218141756,0.11625822330937874,0.08463772324669666,0.24300782432023516,0.6881657627590042,0.23363310190578257,0.17084817984792272,0.03748376837558764,0.09607263513513513,0.15544899738448126,0.17917715511905255,0.14107639181335804,0.1982388316151203,0.0876518555500083,0.31138777267508616,0.014349757284891159,0.20669467919361692,0.5060609430604982,0.1405947201581129,0.3216546537135695,0.22242685384668845,0.14521582886490006,0.11754348684010806,0.13602107033493582,0.06784708630381947,0.285043626707132,0.24796384584823203,0.226499105322292,0.1843664023304742,0.30870615201997464,0.7285887020079884,0.14742312456244278,0.07020238113339515,0.10342519245788237,0.3493722365403258,0.4815613349503661,0.3793623462417143,0.33463506996834413,0.14881341171347703,0.21698535882870626,0.27090130505709625,0.2653785239151093,0.11023002458231417,0.21267083312389343,0.3486201285895641,0.37901794517846576
1,0.02312067361905624,0.0357332450467215,0.02538022251153983,0.08787950000559529,0.20029966240564429,0.15861777449011938,0.01390560169788524,0.057852670456184904,0.04630121803643931,0.10085934630921779,0.14369710873759856,0.12816901408450704,0.3479444948774478,0.1430028276085848,0.39341130422627085,0.3248723505859016,0.17997486268219345,0.11215512387387387,0.17881429816913688,0.3144059753229068,0.1813077290210281,0.036687753826929084,0.18826759860209685,0.22230195177956372,0.06362161195836027,0.35725414286388746,0.285086743772242,0.10436478907583517,0.4614854277655908,0.17676697477239556,0.12870502681059975,0.25386296712303813,0.20021578053849937,0.21066366491226288,0.36802921092564495,0.2954906634882797,0.6727976363863344,0.5704159249069427,0.19147804019483444,0.11069523317845464,0.1781463729872368,0.02248341366744213,0.2162063084745222,0.12422859574870546,0.4654808426537304,0.5862115533947804,0.5033578888198573,0.482527759634226,0.3738899111928954,0.48251427406199016,0.3596452328159645,0.07961497874209311,0.03255254148305771,0.06920655421828673,0.5383553539735753
1,0.011294889417497305,0.016710714836146515,0.0172357675464552,0.0636407381296091,0.12539354398209615,0.088536212809699,0.008146320064111832,0.03379788594896654,0.041336334128770316,0.05360264414248989,0.0752214406174509,0.06444750980107448,0.12638870877101976,0.06125249154035135,0.15714551978006613,0.10992543070197994,0.042493871910783354,0.08123944256756756,0.06861377506538796,0.19066974786448232,0.14945675061062916,0.009791861918150577,0.20443501414544843,0.13511768082663608,0.5674754878367414,0.1938293753835985,0.18196730427046265,0.14794209371270162,0.2566906925728612,0.16212036972687469,0.47538942572968695,0.15667405361100145,0.10577212940485825,0.05408059440145761,0.29244119878603947,0.19065355582042112,0.3433065623569556,0.42555429681178175,0.1273177520363473,0.7491939062938708,0.23579621950562765,0.08232345502557006,0.20480228239906917,0.2022911592935001,0.28592283160400667,0.35184903834250547,0.3273128013964084,0.2429920531243196,0.5235378830306424,0.2471451876019576,0.2727272727272727,0.07792837579831523,0.05245770710811007,0.2621277123868163,0.41022480773023073
1,0.021402467631880025,0.028372539058263455,0.019649144869215294,0.10238806638242634,0.15584341691006334,0.23962226086288219,0.012529501001134702,0.059704148272114343,0.0733140317345427,0.1544619904517077,0.14055212020845043,0.07186002613619863,0.21642242683612153,0.09211514392991238,0.26872000372769206,0.20651654850677734,0.04162239860008749,0.1056007179054054,0.1560156931124673,0.16642594808731895,0.15306437575451304,0.14832278975320212,0.10799633882509567,0.30279491963260624,0.04097622354542829,0.2416552570700156,0.3530360320284698,0.33767117134460134,0.3335944844876214,0.3777538397386892,0.25226015477992675,0.17293039069852156,0.10029828486204326,0.43977392192058196,0.41094461305007596,0.26167063965037746,0.25140443593691486,0.34897232561903213,0.270148581719946,0.899283572897137,0.17915612041574666,0.07135544168554644,0.08041392390940531,0.2150237627976261,0.3074608094147239,0.5753401532799892,0.24960799976332063,0.24420313520574785,0.32051164093127443,0.4433880505709625,0.4311054798859677,0.14524304771896865,0.4553111159514993,0.21679110874579424,0.44138237034115557
1,0.018737705052966014,0.01510386044626599,0.0146023198011599,0.058358791866698,0.12424610249212913,0.15498640638659658,0.009006536171964797,0.03388444854815285,0.044423835966569035,0.05173705471905986,0.09112870143879426,0.0471467983156672,0.2174166774737388,0.0914198303434849,0.21667210288430175,0.14822025493149174,0.07536334534647139,0.06417159346846846,0.17253705318221446,0.17529814715470643,0.10449479210533703,0.17484770384254922,0.06353802629389248,0.0746268656716418,0.026753668229761135,0.16037958547755063,0.23109430604982206,0.13138002284423567,0.45371356941397684,0.28737229828341093,0.1062520337856001,0.16212318994566038,0.0940231964078887,0.38152366078823097,0.2352522761760243,0.15002979737783073,0.11576713411843033,0.39423854992717255,0.1818591134214727,0.6592216214257896,0.12375464483817115,0.012235112847882168,0.0,0.16976804672167972,0.3221488568476845,0.4202032479151896,0.4884175024407562,0.23489549314173744,0.45094807584606766,0.3100530179445351,0.3680076021539436,0.19639012071563208,0.2685605616339661,0.2539291547860329,0.3779333464799842
4,0.01652358572098804,0.09807805373686404,0.98122558882708,0.5192645561262743,0.6544968326821682,0.4179051425167879,0.4921784053897073,1.0,0.5611110482803859,0.15747337495409475,0.5329616068308543,0.23859445331784518,0.9646608740759953,0.07091271496778381,0.39480918876100835,0.7739778863461043,0.2507273850939872,0.26296804617117114,0.8841906422551583,0.8494614781496307,0.14857239113956036,0.9188339581380819,0.8974704609752039,0.7491030424799082,0.9319847632668217,0.22954534724517256,0.7017904804270463,0.6182060858070559,0.540958947038546,0.7516505664048926,0.04067571200181095,0.5775629155156188,0.6693797896139749,0.014285376250308457,0.967137708649469,0.5594954310687326,0.5097166160376181,0.4670658682634729,0.46764356759854275,0.0870128340986695,0.407964887716086,1.0,1.0,0.8363086089896673,0.873601940439294,0.050879503021709044,0.733499008905062,0.2571304158502068,0.01734938795103608,0.5869698205546493,0.44770351599619895,0.0,0.033345620472608056,0.09884547059930983,0.5380595543285348
