Type,31740_s_at,34046_at,35900_at,38952_s_at,40304_at,32052_at,32626_at,33329_at,34224_at,35183_at,36894_at,36908_at,37247_at,37976_at,38671_at,38702_at,39026_r_at,41214_at,33823_at,34847_s_at,36105_at,36139_at,36156_at,37363_at,39105_at,39182_at,39556_at,40165_at,40607_at,41792_at,32562_at,1955_s_at,1910_s_at,1814_at,1555_f_at
1,0.0913767264773786,0.4160884091493189,0.4277570591369207,0.5194691738081372,0.04780498846964616,0.014876026805219567,0.6890279394644935,0.2955181520753676,0.5385673897270384,0.08275129422770479,0.088536212809699,0.4475069017411324,0.35306047197640117,0.42347382817356705,0.5079684049262848,0.38642674664000887,0.047678445923271265,0.038597223275927475,0.2817342187619266,0.12539354398209615,0.05408059440145761,0.05775668785896372,0.14819272808676723,0.13357729244114003,0.7668445966361164,0.2971262277191706,0.0,0.031542564373328634,0.14443666677272582,0.07118935629165489,0.20742965367965366,0.164247559403205,0.49444222766915574,0.1778405030727455,0.31226733005169466
1,0.5507108428854955,0.33974413889602784,0.4211507725093234,0.7366669440053248,0.0570221976995883,0.5790226270703969,0.3594053162592161,0.2809334226812252,0.32682829192624285,0.28970088078834916,0.23962226086288219,0.12549209165113567,0.5533185840707965,0.16302148678127792,0.3976940371262012,0.2827113184494058,0.009451265198955675,0.04560067521432365,0.4554995801847188,0.15584341691006334,0.43977392192058196,0.21318222304124818,0.17023654644142144,0.21805297397769516,0.3941988115620908,0.409094216078574,0.34363310052543944,0.06916191230463117,0.2826847815711604,0.08360064487177356,0.25154220779220776,0.19449254006262665,0.4653423017727868,0.22591110475918252,0.4947687856172481
1,0.6575802989185467,0.16365401639110197,0.4426744805540757,0.3913803145020384,0.03437884639870973,0.0694794620041876,0.5025708187815289,0.44227206433048216,0.795791738597413,0.5903026074823405,0.15498640638659658,0.08091730866978283,0.46025073746312684,0.17330711064392523,0.4103380354549253,0.20276574475174944,0.026585113096481844,0.9253755405507929,0.47706281963208924,0.12424610249212913,0.38152366078823097,0.17730888540802847,0.04095682727340564,0.16968711276332094,0.7396515258334172,0.14133139323390323,0.19791554046748977,0.05433905812299252,0.15335093915386003,0.06704671996277028,0.08659090909090908,0.20898876404494385,0.6130080373938323,0.15389452622552524,0.1945694172444821
4,0.26606990967637406,0.18469973442988094,0.48582844965370275,0.27606290040768783,0.06850303467594754,0.013179422095202791,0.6799573147070237,1.0,0.5515274337611649,0.10466397647002859,0.4179051425167879,0.060844952510041156,0.2748525073746313,0.1157189198964656,0.0,0.3727646340108852,0.7027452569549535,0.04315871329944618,0.5391191512098313,0.6544968326821682,0.014285376250308457,0.3294941490832028,0.061071872353817155,0.3468091697645601,0.18007855776009665,0.0,0.5069085562306743,0.9013537098690289,0.4983083564012006,0.11477221732843586,0.13143939393939397,0.1925584822250875,0.26426494898250014,0.06135486637130199,0.16182360309814922
1,0.1777309733079509,0.18498529369770697,0.008151305274373999,0.12996089524918883,0.05818938075633462,0.3247910452560322,0.30248350795498646,0.1822302810516773,0.34421676799519624,0.09683122319382892,0.29766650975569925,0.09725225988419028,0.21408554572271388,0.16104348219230727,0.44897634348699783,0.24119737865156055,0.0433875968501411,0.02217206585236325,0.21609037478055113,0.06442741721351894,0.6467124366606158,0.17015264596578517,0.1264619906757033,0.155591697645601,0.09275858596031826,0.3289341578755911,0.24591865418297398,0.052931082527902844,0.1769172844612725,0.04583908122392673,0.2545454545454546,0.0,0.5688878755058997,0.2682864084607689,0.07085516681663402
1,0.7521973348454777,0.18015934207144693,0.3700586041555674,0.34952991097429076,0.05851477724488208,0.05847328273151467,0.5266783081102057,0.7895857148488313,0.5526032675323376,0.26598064009767153,0.18492117625584814,0.12910491643162542,0.4186578171091445,0.197043165711573,0.35980183442430513,0.3980339886704432,0.010852703361552052,0.060228738335482895,0.2496755972826502,0.15811933391495658,0.5770331984572064,0.1961976719186707,0.2158603886096935,0.6044764560099133,0.47033940980964845,0.17225172790105492,0.3509633057279391,0.07443204317791824,0.2522511056667409,0.08626822012066414,0.22911255411255413,0.24369128752993188,0.4585304679929316,0.3536944404744891,0.5553379558566666
1,0.479970837214954,0.26893971843856196,0.3689397975492808,0.7132872951160663,0.035454069578257856,0.0182351906457879,0.4855937136204889,0.26059363790452916,0.2855963371613,0.17597532841275754,0.08825761578588376,0.1270219360754258,0.25420353982300886,0.27386886394719295,0.6788364736077674,0.31906031322892364,0.03443865436609195,0.018985661178969732,0.4556140752614305,0.0823312976520123,0.6674880927028297,0.11588193740593997,0.2703624276912795,0.030049566294919453,0.065263369926478,0.24130956711531468,0.25071896555452244,0.03245677074930701,0.43028201130590643,0.03553442917213755,0.16455627705627707,0.15446675262479279,0.30490794048908393,0.20483064170358725,0.03659203585102063
1,0.3394224148406173,0.09623347325737458,0.5354288758657433,0.26183542724020303,0.017076241812034012,0.1083131739369741,0.467452464105549,0.4709882139619221,0.31076584352873476,0.42761441924256954,0.09692294390593027,0.12584091611270018,0.32540560471976404,0.09542459281362675,0.5579176697638328,0.11693324447406418,0.021016295939839467,0.03102002882937562,0.3038699335928555,0.1314057580700224,0.5207131194921356,0.12147178967413004,0.0946575089138849,0.07173559479553902,0.18148856883875514,0.24258275736631502,0.33933011871040275,0.10477196173044111,0.2090107862165516,0.057764222912892446,0.2786363636363636,0.1463068705102229,0.3263694921051131,0.11648563670144348,1.0
1,0.5194216047632549,0.13546931665667208,0.43542887586574325,0.3860554122639155,0.03357242901404864,0.16753073086402007,0.5218277066356228,0.5565453900429659,0.2513698116039931,0.383559146007912,0.03653463729549537,0.07244585746035859,0.36998525073746313,0.11886112147208754,0.2100435725512823,0.2600244362990114,0.053759083493211256,0.6477126166451711,0.30707579574078314,0.2066722300193453,0.10231655663614206,0.29764427654411985,0.048837382837973314,0.10753562577447336,0.010272937858797461,0.10617679156056747,0.25785456353925656,0.0489124855169177,0.17966421670007532,0.1039523326740572,0.11994588744588745,0.2463437097071284,0.795473978224933,0.19338287837644708,0.7866758411404577
1,0.10923893231803637,0.3016648105314258,0.9519978689397975,0.5324070222148265,0.034958901008729115,0.20639943408681247,0.3867869615832363,0.23170010642910643,0.2500437839325477,0.05422675345061321,0.17790821669084375,0.384344758164984,0.4095132743362832,0.3340567178687283,0.35070929746722107,0.3478285016105742,0.06727325300391095,0.47727790000758663,0.5113350125944586,0.08950043621742594,0.11492189691948333,0.2504376670045148,0.05353846353499206,0.25472428748451054,0.3464598650417967,0.7493634048744998,0.46988993880684143,0.08916689888486376,0.44203336621167283,0.04589725264679973,0.36326839826839824,0.10705470620740469,0.3758194151513424,0.3491210518793769,0.2564265424584061
1,0.2953947101948236,0.1645963619749279,0.14407725093233886,0.12569015725101926,0.00904984225344142,0.28543813823640113,0.3616768529297633,0.41536126768891174,0.4144044134204008,0.34157542988972306,0.09165842083521465,0.28838514207121996,0.18203023598820062,0.2757259276841522,0.40604703448001433,0.2763339997778518,0.019560340988478236,0.5374848266444124,0.6769712235707198,0.04158612449266017,0.6731975107072715,0.09068675327866334,0.16134764313314537,0.1503125,0.10618722932823044,0.22379483448526735,0.21937985166605395,0.01314599435832001,0.45395759754791226,0.024855817973307624,0.16522402597402597,0.19960692576901826,0.47139428832012764,0.2923824496212663,0.09587325111593357
1,0.5566446595649884,0.030326394243125162,0.5237080447522643,0.19785339878525668,0.02246650538318973,0.041781491688150055,0.36612339930151333,0.37293547242697783,0.23092896995171258,0.18786716030982184,0.137444400680161,0.15026361162881088,0.37293510324483775,0.28002893538141577,0.14619685243031377,0.3553815394868377,0.0,0.6691260147181549,0.28967254408060455,0.16841785836209838,0.5387371673309063,0.2536318683006235,0.06048464281195353,0.4387004337050805,0.20898378487259542,0.1866860676609676,0.48775055679287294,0.10646348796620857,0.2722644691208756,0.06578356906609936,0.21941558441558442,0.29508196721311475,0.69720116285698,0.1990996141203373,0.469697771661462
1,0.5162217991818219,0.20871526885405067,0.3853489611081513,0.2001830435144355,0.05540228909355856,0.10883047760273729,0.4513969732246798,0.06279317276991604,0.41261978032975555,0.03586576500154594,0.06889031923376211,0.12678274215892443,0.267330383480826,0.3502198410814598,0.2958755297347844,0.4218038431633899,0.0076023799121568425,0.46399173052120474,0.5490420578581788,0.15813829988999734,0.011689264333546294,0.3721244509966522,0.044152523951503264,0.1193850681536555,0.6523315540336387,0.2997017097126228,0.02372045754319197,0.08034749619895477,0.13377241825490258,0.06547609154519919,0.17786796536796537,0.20302081414625162,0.4997434874308841,0.17801915106474206,0.23454895111064064
1,0.5607355502450484,0.2580884662611725,0.7845498135322323,0.7015558698727015,0.042216657470678945,0.060877278925975456,0.29307334109429567,0.5254838582521977,0.556606369936701,0.5636411203691224,0.2738224472346844,0.22130420482972382,0.48097345132743363,0.24114701660393567,0.21481864666441175,0.20676441186271244,0.060485564553745375,0.21988088915863743,0.5400351118235249,0.09864203618708038,0.13214818120049893,0.22073773764550508,0.31448575238379506,0.26471499380421315,0.2619599153993353,0.31742451800654786,0.454537591627565,0.06927924360422195,0.24412697402611178,0.0661824588229428,0.17327922077922078,0.25861116227666237,0.44576184233027416,0.3587251679291125,0.6388609537924099
1,0.219004414921625,0.3289499985722037,0.29363345764517845,0.25638572260587406,0.03894854491178926,0.5693177455017279,0.2314464493597206,0.25312389136347513,0.32824188746278365,0.06647930424855514,0.21193548077200194,0.19056778655929515,0.4400073746312685,0.36112147208752954,0.6570004576112691,0.18777074308563813,0.08352698085052945,0.037663113572566576,0.3451263262346386,0.09901187270037552,0.49738191578185903,0.0905126078810774,0.1803800445775354,0.16161322800495662,0.3354315641051465,0.5692906511458712,0.33411896987912726,0.07115654439767488,0.25268064526392825,0.06421709575016205,0.31909090909090904,0.13293424203352366,0.4870603659579319,0.2919679862798342,0.40619982709645547
1,0.5280084248045689,0.09000828121876696,0.4587639850825786,0.2883767368333472,0.03607656720852256,0.40223906427616263,0.7062960807140085,0.29484804288698807,0.18654457204333355,0.24081752380348348,0.09381034267433928,0.21913152675483621,0.2910029498525074,0.2694155279011676,0.2605001890133503,0.5254359657891814,0.024352098674754484,0.01785714285714286,0.780551102969239,0.05727724462314608,0.400801819982625,0.30341840965631617,0.11277727129680398,0.09138785625774473,0.0614361969986907,0.20053837759185159,0.22481458256751788,0.038509110286532804,0.3208077465610318,0.03292502534611996,0.19563852813852814,0.0868668263031866,0.5155902639229322,0.3094040302986995,0.36179184530425734
1,0.4365506905909514,0.32139695593820494,0.27874267448055406,0.5795823279806972,0.11018208055685241,0.4026230227556871,0.2849728366317424,0.3618589617249399,0.18439290450098825,0.26502929354590643,0.24142833812071893,0.3297786459631043,0.3893805309734513,0.3453369954675437,0.3683969678279381,0.42024880595357106,0.013332657941447746,0.41697329489416585,0.3099000076330051,0.09860410423699884,0.16981208611789997,0.15964863785742803,0.13063748471094358,0.1217859355638166,0.24584550307180983,0.6085849399781739,0.22148463684130856,0.0699538985768691,0.3651828990210739,0.0378280452739874,0.4909848484848484,0.11928531958003318,0.5002565125691159,0.4172359582678291,0.433141022248099
3,0.08323544898537812,0.39612781632827904,0.4187000532765051,0.09801148182045097,0.5201250654329895,0.07909733820311214,0.4795304617772604,0.347944341519177,0.22337311416347666,0.028239136811562027,0.07284831833072349,0.03047729152755215,0.30715339233038347,0.16329275598205104,0.1437496269473349,0.6479506831056314,0.041572481157621695,0.7055136180866399,0.21288451263262348,0.1512726169252361,0.0324547793135853,0.6532448785282102,0.03874092795245063,0.2322645600991326,0.40497532480612347,0.14261185885776648,0.2719095292667632,0.01821079545732318,0.06690211800142119,0.05667558628484052,0.09426406926406926,0.18578006999447416,0.41480932565695716,0.19358296412748321,0.0716667548827608
1,0.9891449633439994,0.60769867786059,0.5498135322322856,0.5092769781179799,0.04774839777598574,0.20966402687331073,0.34778812572759016,0.29047262406874536,0.3810953488953939,0.1153190578497982,0.12626209255185267,0.11880961160887808,0.4465339233038348,0.28170176211951664,0.39945484570541767,0.39259135843607684,0.03703258132668072,1.0,0.5140828944355392,0.15297955467890603,0.013754660663157859,0.3180687367548143,0.06494888507496098,0.027106567534076826,0.6551515761909558,0.17043288468534012,0.4401366575129197,0.013771761289470982,0.11166968935272094,0.08291089800056509,0.2143290043290043,0.18467489408730892,0.5163313002337114,0.1446619979991425,0.27456377141445687
4,0.7852484912309126,0.10605671207059025,0.4215237080447523,0.2025126882436143,0.04122632033162146,0.26680764058460044,0.4353899883585564,0.9184831881430092,0.255422952788411,0.1415762226785162,0.7790245261448896,0.02994907162861158,0.441519174041298,0.013427825438269305,0.41807763474662263,0.2626902143729868,0.8611900827144,0.06552044609665428,0.6158308526066714,0.7833327011341653,0.008643565327032353,0.2916858625879173,0.053655260570942845,0.2924411400247831,0.4165575586665323,0.07343761367770098,0.6386792656820983,0.5753975819974676,0.7378217569760414,0.45702793890338544,0.2244805194805195,0.09685024866457913,0.951490623040529,0.07053022724024582,0.3351152984350465
