Type,41626_at,36505_at,353_at,1360_at,31553_at,33788_at,1595_at,34445_at,33935_at,41548_at,38154_at,40305_r_at,33900_at,39322_at,32554_s_at,31960_f_at,37961_at,41787_at,37883_i_at,34082_at,34220_at,1228_s_at
1,0.02987747408105559,0.06595017098192477,0.25278779927845196,0.31955322481781656,0.19554455445544555,0.36510223048327134,0.15009694097371826,0.5782191603503574,0.42314036603566096,0.093598615916955,0.0,0.1253292806484296,0.23000648688722083,0.8141188106571058,0.08016975308641974,0.015609560276679844,0.23614215242122216,0.13574660633484165,0.06319251201619025,0.05865014436958616,0.0806554392353209,0.09424691515074417
2,0.24052780395852968,0.29087863772768513,0.30198425713348637,0.4763331744193966,0.40258132956152753,0.24860594795539034,0.7115467470917708,0.2461850450890995,0.3526038802922001,0.31574394463667815,0.3381390412170529,0.1695035460992908,0.4071228948100025,0.0008654262224145428,0.05406378600823045,0.02297945487483531,0.6240612101077218,0.40303062190887085,0.17207184416898558,0.5223772858517806,0.1615839781520255,0.09246597125047705
1,0.42130065975494824,0.15360457812827133,0.24647425385372254,0.4480691956684602,0.2721888260254597,0.16147769516728624,0.25420077552778975,0.0666053013850336,0.5687691461786191,0.2384948096885813,0.7465947284627631,0.2997973657548126,0.07906198635315005,0.5484329603758423,0.2756944444444444,0.1348711297760211,0.3222390013087688,0.1763653583079028,0.4799392866177587,0.7195019249278153,0.25553026854802,0.18019335962345756
3,0.5220546654099906,0.09407495289273501,0.47892751721876026,0.3217326159504189,0.2868635077793494,0.026161710037174726,0.08019172770357605,0.07977966028563621,0.16275233681564683,0.12119377162629756,0.14815142402264284,0.23596757852077002,0.02443556765140541,0.5874389565432405,0.5325102880658437,0.011404808959156788,0.06797543541729589,0.0879722192991687,0.5962054136099166,0.37897016361886426,0.12708238507055075,0.0645751176695077
1,0.6373232799245995,0.22838299951148025,0.3790587077730404,0.48423346727508004,0.2988861386138614,0.26015334572490706,0.26911891426109436,0.2312560226668009,0.2964024821302333,0.3048010380622837,0.3232354502034318,0.3796859169199595,0.07258485384994318,0.47057550843790574,0.2007716049382716,0.048748353096179184,0.2048927816369677,0.24602757024097655,0.45658993169744505,0.3965952839268528,0.3954938552571689,0.1415293855743544
4,0.365315739868049,0.04445530043966782,0.157182682846835,0.3337873731526255,0.1615983026874116,0.6950743494423791,0.1973287376130978,0.30797221303341055,0.5999528709449375,0.17889273356401383,0.23704227843622855,0.35450861195542055,0.13658555618961218,0.6472151820485875,0.32196502057613163,0.020699522397891964,0.6184234370280882,0.29706408502578135,0.3823425246648116,0.2834456207892204,0.38661811561219844,0.09563032693041598
4,0.8816211121583412,0.6844860073975854,1.0,1.0,0.9163719943422913,0.8859665427509295,0.877154243860405,0.4271167426541444,1.0,1.0,0.9074827525207855,0.9580547112462008,0.12029517775534193,0.4550905606725599,0.3334876543209877,0.04953577898550725,0.7813953488372094,1.0,0.8729572476600052,0.43996631376323386,0.9337278106508876,0.2282788449306704
2,0.31771913289349674,0.23316351455091072,0.10864217776320105,0.3194170128720289,0.2911067892503536,0.07472118959107808,0.7922770357604482,0.3390671518359246,0.2867803000549839,0.12448096885813147,0.3323898814788608,0.1959473150962513,0.25319345068258636,0.4672065277863634,0.1548611111111111,0.014137639986824772,0.48504983388704326,0.13764074502788595,0.09865924614217052,0.4691410009624639,0.17960855712335003,0.04558898358987406
1,0.4745523091423186,0.32360946332612184,0.4251803870121352,0.5448477831505824,0.4585838048090523,0.43085501858736064,0.29507755277897463,0.2300766586604151,0.4751001492420076,0.35095155709342557,0.3801521316115337,0.5052178318135765,0.09561574216330372,0.5332880014835878,0.27388117283950614,0.03385416666666667,0.24584717607973425,0.44075555087866997,0.46896028332911727,0.44965110683349374,0.38893946290396,0.06592672687953186
1,0.3521206409048068,0.2564030986112081,0.504181698917678,0.5242797793366479,0.46508132956152753,0.20311338289962827,0.26626454114605774,0.20887687152123574,0.4844081376168407,0.3351211072664359,0.39333097470369716,0.38693009118541033,0.16077725590038483,0.34103974779007235,0.1879372427983539,0.031955080698287223,0.257283801469848,0.3676733663053772,0.22792815583101445,0.14148219441770934,0.40773782430587163,0.0628577789085358
1,0.024505183788878414,0.02212296740875147,0.0,0.2644554927467139,0.0,0.07699814126394053,0.17088539422662646,0.2504422615023947,0.0,0.007006920415224902,0.15956129488767026,0.020364741641337367,0.1440284057377249,0.21839648884218335,0.015483539094650209,0.0037055335968379463,0.05899526829759388,0.052404503840892375,0.12643561851758162,0.11898460057747834,0.026035502958579877,0.14517873044141966
1,0.4126295947219604,0.2654058203642962,0.3907018694653985,0.4864128584076824,0.49186704384724184,0.16431226765799256,0.3233520034467902,1.0,0.44874715261959,0.35371972318339095,0.4010260038917389,0.41762917933130705,0.11295963010110764,0.6128453977869815,0.16010802469135801,0.024224925889328064,0.3335950870834592,0.37146164369146584,0.162863647862383,0.49819538017324344,0.4178425125170687,0.051710978247042357
1,0.6856738925541942,0.5202735710796287,0.6691538209248934,0.6652591432268611,0.5924681753889676,0.433364312267658,0.18009478672985785,0.23784320211710225,0.4452124734899065,0.4025086505190311,0.9352556164868212,0.7448834853090174,0.07739392963922177,0.7105149286023367,0.1699588477366255,0.035197422595520424,0.25720326185442466,0.7297695464590129,0.49709081710093606,0.45265880654475454,0.6326809285389168,0.12097697493957511
1,0.33920829406220543,0.23257031195477706,0.2748852082650049,0.48253081795273445,0.44368811881188114,0.2662871747211896,0.2606096510124946,0.1620043435113406,0.1263844159924593,0.19805363321799307,0.37077657880771275,0.42193515704154005,0.23430831735998323,0.5695431785868826,0.24211676954732508,0.020303236166007908,0.10911104399476496,0.3689887403977691,0.19177839615481915,0.4742240134744947,0.3716431497496587,0.03761448925073146
1,0.4493402450518379,0.2900411752390258,0.4956953099376845,0.5638834025744058,0.3952439886845827,0.391728624535316,0.2819905213270142,0.2137956823771376,0.6614170135888776,0.4616782006920415,0.43786485052184676,0.5419959473150964,0.09954201600749163,0.7828707424120666,0.19188528806584362,0.026353034420289856,0.31861471861471863,0.42465537198779335,0.25125221350872756,0.7293371029836381,0.43436504324078296,0.16740077598269942
1,0.4135721017907634,0.12813176076488242,0.44465398491308633,0.5178097119117347,0.4077970297029703,0.21078066914498142,0.25640887548470487,0.28346445368119777,0.6757521011703715,0.39100346020761245,0.4535644790376791,0.41691995947315097,0.06272283433075322,0.5739012177783274,0.1674125514403292,0.027940752635046116,0.18012684989429176,0.3874565926549511,0.16534277763723756,0.5167829643888354,0.3699590350477925,0.1430002544205572
4,0.6660697455230915,0.30232395840602977,0.6254509675303379,0.49118027651025004,0.5483557284299858,0.6455390334572491,0.28204437742352434,0.30406017632930143,0.7542219778493442,0.5380622837370242,0.2343888200955245,0.6523809523809525,0.0038726228972486842,0.7417939049267479,0.10388374485596708,0.040354290184453225,0.6122218866404914,0.6202251920446176,0.3846698709840628,0.19369586140519732,0.3832498862084661,0.20200992240173005
1,0.1830348727615457,0.14620699281178032,0.1741554608068219,0.3173738336852142,0.06462164073550214,0.4526486988847584,0.13544808272296424,0.3916207625595076,0.3241693504045243,0.1420415224913495,0.2285512117459756,0.09341438703140831,0.14685727384906527,0.8135624652284109,0.15599279835390945,0.00844038208168643,0.7675425349843955,0.200778701462696,0.10295977738426514,0.18473291626564003,0.1515703231679563,0.12237628800407074
1,0.6038642789820924,0.28515597738851284,0.38250245982289277,0.5516583804399646,0.6039603960396038,0.3196096654275093,0.34683326152520466,0.33711113348387006,0.311523053962768,0.48044982698961936,0.6092340350256501,0.4604863221884499,0.17731150227528789,0.6781850775792793,0.11005658436213993,0.033864459815546775,0.38530152018524116,0.35062611806797855,0.27118644067796616,0.33523820981713187,0.49212562585343655,0.06740554636814655
1,0.12233741753063147,0.08353688324377137,0.21433256805510004,0.33528570455628964,0.18175388967468176,0.4203531598513011,0.1809026281775097,0.5338923326957097,0.4060953577880763,0.13728373702422145,0.34424199540067224,0.12836879432624113,0.07002911783211155,0.5209247697348087,0.19817386831275718,0.010262269433465086,0.3517567703614215,0.10144165000526151,0.1263850240323805,0.07832050048123197,0.08138370505234412,0.060599796463554255
1,0.297172478793591,0.19771093586433108,0.16767792718924238,0.37638765919771167,0.3484794908062235,0.5180529739776952,0.30571413183972423,0.09048023127040515,0.3645432409080198,0.19416089965397923,0.3025384751459402,0.26970618034447824,0.2739661218656873,0.564628793966743,0.38330761316872425,0.016152523880105404,0.36671700392630624,0.10959696937809114,0.17381735390842398,0.3695861405197305,0.2638142922166591,0.10597411270830683
1,0.2713477851083883,0.364575336729709,0.395703509347327,0.5870734863447525,0.32779349363507776,0.5835037174721189,0.3476411029728565,0.20738109278142933,0.554159139109261,0.4057093425605536,0.4839023527330621,0.42695035460992914,0.04517409732281775,0.5139395437967486,0.14565329218106995,0.02928915513833992,0.17146884123628311,0.3962959065558244,0.23055906906147233,0.23417949951876804,0.3612198452435139,0.13016791756773946
1,0.41310084825636195,0.20217740247051436,0.22909150541161036,0.3722672478376354,0.29004596888260253,0.3858271375464684,0.3324536837570013,0.15105927023256485,0.4342156939753357,0.14896193771626295,0.20183973111622147,0.2937183383991895,0.18970974837705884,0.5531928045991222,0.17564300411522632,0.012603960803689066,0.258129467431793,0.1885720298852994,0.248317733367063,0.3171318575553416,0.17542102867546655,0.10240427426536065
1,0.15366003770028275,0.006537092609393551,0.27309527714004594,0.3081338963427093,0.17335572842998587,0.49058085501858734,0.2150653274450668,0.15146197989328194,0.18566255596575287,0.04907698961937714,0.19323076242702988,0.07139513677811553,0.04382141062971579,0.26152376831303703,0.07974099794238683,0.01081640110342556,0.0700159065740461,0.07979901083868253,0.031301138375917026,0.13097509624639078,0.03073918980427856,0.046861086375779154
1,0.5360037700282753,0.13866983041384603,0.408494588389636,0.5490022474971056,0.44165487977369167,0.5019516728624536,0.2735351141749246,0.11271555753714278,0.19566412693425494,0.3185121107266436,0.396957367769326,0.36808510638297876,0.07905223163552473,0.3102553007356123,0.18796296296296294,0.030092020750988144,0.35401187959327496,0.28064821635273074,0.23374652162914247,0.12638354186717998,0.3394629039599454,0.17033456303269304
1,0.6901036757775684,0.27824691185707306,0.44563791407018694,0.5196485731798679,0.3931223479490806,0.36784386617100373,0.2187096079276174,0.146197989328194,0.44536957034011465,0.4294117647058823,0.4180965858836016,0.5225937183383992,0.15617302918123777,0.39673610681832233,0.18161008230452674,0.03482686923583663,0.2510822510822511,0.2944333368409976,0.3385277004806476,0.41692733397497594,0.38060992262175697,0.14503561887800537
1,0.2513666352497644,0.28327168678902925,0.44252213840603477,0.42886331131240213,0.21066124469589817,0.312546468401487,0.3108035329599311,0.27270635274489785,0.669075485036525,0.37006920415224914,0.3564479037679108,0.362613981762918,0.03652166278916641,0.8926253322618533,0.12726337448559671,0.012109889657444006,0.19865096144165914,0.2737030411449016,0.2752339994940552,0.5631015399422521,0.306508875739645,0.09186172242717211
1,0.23873704052780395,0.3081513015562845,0.3116185634634306,0.5041885173329702,0.3582036775106082,0.2567611524163569,0.2599633778543731,0.2955169785269456,0.45852643154504746,0.3196799307958477,0.394967274013798,0.34797365754812565,0.11686151715123226,0.4272423811584348,0.15160751028806582,0.024646944993412384,0.2971911809121112,0.301010207302957,0.19787503162155326,0.42802574590952835,0.32162039144287663,0.08426885892380105
1,0.08246936852026389,0.09644776327726988,0.44653984913086253,0.3430497854661855,0.20942362093352193,0.17230483271375466,0.24235243429556225,0.26922579067727137,0.1510486214751394,0.10579584775086504,0.16946753935963205,0.1364741641337386,0.12251925337391295,0.6605056561785251,0.10275205761316873,0.007611783596837946,0.13969596295177694,0.03609386509523308,0.0518087528459398,0.2816410009624639,0.1299954483386436,0.07503816308357715
1,0.22337417530631481,0.23637378742410495,0.4246474253853722,0.4441190492406184,0.3170968882602546,0.4629182156133829,0.4256785868160276,0.1168001840958449,0.0021208074778100664,0.10596885813148788,0.3098354855828764,0.2762917933130699,0.18835384262714056,0.4929838659825679,0.17155349794238683,0.018985713109354416,0.34877680459075816,0.26423234767968007,0.179863394889957,0.5566650625601539,0.3067819754210287,0.11795573082305051
3,0.35513666352497647,0.161979203014865,0.48302722204001314,0.38970237689845405,0.24204384724186706,0.27439591078066916,0.2662106850495476,0.3245696040501086,0.404760034561307,0.30700692041522487,0.5674862904652397,0.3036474164133739,0.055982324451662936,0.4673919762625951,0.015895061728395065,0.022459650856389988,0.46261955099164404,0.290645059454909,0.13387300784214523,0.3467276227141482,0.2225762403277196,0.14263452486960948
1,0.404995287464656,0.22695233442668714,0.47597572974745816,0.5823060682421849,0.2743104667609618,0.44855947955390335,0.08859327875915556,0.10175610177048426,0.7150263137224099,0.39117647058823524,0.6462055545727932,0.4171225937183385,0.25046212974749915,0.895839772516536,0.2432355967078189,0.03038537549407115,0.3830464109533877,0.2982216142270862,0.45246648115355437,0.4205365736284889,0.4475193445607647,0.27768413687825977
4,0.4697455230914232,0.3537581129178589,0.3846343063299442,0.5897296192876116,0.37712164073550214,0.591775092936803,0.5815919862128394,0.1632843849329057,0.6750451653444348,0.3389273356401384,0.6117105961436405,0.5269503546099291,0.1370050090475006,0.3901217778327255,0.4425411522633745,0.03778100296442688,0.6607872747407632,0.4283910344101863,0.2850493296230711,0.29854427333974976,0.500955848884843,0.7494752576008141
1,0.3113572101790763,0.10817223811850095,0.20642013775008197,0.3540489000885378,0.2806311881188119,0.2279275092936803,0.16563442481688928,0.0,0.25394705836147985,0.2013840830449827,0.19511763665310455,0.18667679837892603,0.07544786347297211,0.4849168572664895,0.13566100823045268,0.01013360507246377,0.02313500453035336,0.15300431442702306,0.12322286870731092,0.5563943695861405,0.223167956304051,0.09367446889708687
1,0.41211121583411875,0.2679879963709959,0.4145211544768777,0.5224409180685147,0.3685024752475248,0.19642193308550185,0.09080137871607069,0.08652504710264781,0.40322834027177756,0.3143598615916955,0.2994427737484522,0.4365754812563324,0.21674007091679715,0.46253940780119923,0.12863940329218107,0.0200973731884058,0.13975636766334443,0.2973271598442597,0.23523905894257527,0.6040664100096246,0.3543013199817934,0.13505756265106222
1,0.33176248821866167,0.17893781841021705,0.4500655952771401,0.3993053190764831,0.3192185289957567,0.6644516728624537,0.2729426971133132,0.1026190510434495,0.3967480952006912,0.2501730103806228,0.32098001061383336,0.2980749746707194,0.6025489077154939,0.8658589355257464,0.32253086419753085,0.01339138669301713,0.09326487466022351,0.29085551930969167,0.27057930685555276,0.3861886429258903,0.21156121984524354,0.13975639231649917
1,0.5275212064090481,0.2626142787354317,0.4322728763529026,0.5139276714567869,0.4568599717114568,0.31593866171003715,0.20966178371391644,0.27310906240561494,0.5475610714005185,0.3467993079584775,0.45179550681054303,0.4265450861195543,0.09587911953918715,0.41750633615627125,0.15702160493827158,0.024116847826086956,0.2525722339675828,0.38072187730190465,0.406678472046547,0.22323147256977863,0.3269913518434229,0.03865602340669126
1,0.5863336475023563,0.11738432549375394,0.1930141029845851,0.48021521487434454,0.376502828854314,0.4045074349442379,0.20524558380008615,0.1567259704583699,0.3891288979655958,0.22629757785467128,0.2672917035202547,0.32036474164133744,0.23928322334889213,0.06768869382456573,0.10689300411522634,0.021214179841897232,0.8812242021544346,0.33599915816058085,0.16033392360232734,0.2183589990375361,0.2693673190714611,0.1345884747487597
1,0.22507068803016023,0.15814083327517622,0.5149229255493605,0.37900973915412384,0.37517680339462517,0.3455855018587361,0.19054286945282206,0.18879891843691124,0.4656350640169664,0.14385813148788926,0.35795153016097647,0.2678824721377913,0.18580786132693422,0.17611423626135872,0.08179012345679013,0.017637310606060608,0.07337158965065942,0.2098284752183521,0.23526435618517585,0.2763474494706449,0.2060081929904415,0.02930606793028876
1,0.6997172478793592,0.2153325423965385,0.5772384388324041,0.4945174691820473,0.3795526874115983,0.3162639405204461,0.26268311072813444,0.45172517942153634,0.4613541748487942,0.3708910034602076,0.40973819211038387,0.4539513677811551,0.038238493091221244,0.4155900352352105,0.14569187242798354,0.03007400774044796,0.4194301822208799,0.4547511312217195,0.3475588160890464,0.498466073147257,0.4134729176149295,0.08414164864521054
1,0.34316682375117813,0.22646381464163587,0.33863561823548705,0.4758564326091399,0.3460926449787836,0.3757899628252789,0.47598018095648426,0.1214601101698572,0.20705364857434608,0.22889273356401382,0.31788430921634525,0.29088145896656536,0.04801272015178341,0.7036533349817643,0.052572016460905355,0.023962450592885376,0.2557535487768046,0.21950962853835634,0.1856311662028839,0.5386790182868143,0.26854802002731,0.0593753975321206
1,0.4606974552309142,0.32200432688952474,0.3374057067891112,0.5062316965197848,0.38003889674681757,0.6352695167286246,0.3121499353726842,0.18039954551338291,0.21019558557850912,0.35826124567474044,0.47917035202547315,0.4133738601823708,1.0,0.5393150769611177,0.5093364197530864,0.019654767786561264,0.23424947145877378,0.3043249500157845,0.2618770554009613,0.25541385948026946,0.39572143832498863,0.09905705380994785
1,0.49943449575871823,0.2598692860632284,0.3737020334535914,0.5176278689641082,0.3791254420084866,0.36979553903345724,0.359489444205084,0.06487940283910311,0.47267850129604905,0.36144723183391,0.296715903060322,0.37247548125633234,0.058518551034243936,0.5012468319218644,0.08426774691358024,0.024250658761528328,0.059559045605557234,0.34252341365884453,0.22915911965595753,0.4400264677574591,0.3239569412835685,0.06456987024551585
1,0.4193213949104618,0.20399190452927632,0.33920957691046244,0.39985016685963365,0.4594236209335219,0.47332713754646843,0.2603942266264541,0.3166880006903594,0.6616919330767419,0.3842560553633218,0.281885724394127,0.3294832826747721,0.15431963283242858,0.4014341348828584,0.3489454732510288,0.03016407279314888,0.3824020940300011,0.31305903398926654,0.6298507462686568,0.49861645813282,0.4047337278106509,0.09863566976211678
1,0.4229971724787936,0.05199246283760206,0.42087569694981963,0.3256827623782606,0.19413012729844412,0.3717007434944238,0.1809564842740198,0.17827093730673532,0.30681014845652343,0.15354671280276816,0.22554395895984433,0.19787234042553195,0.09052377956289112,0.3335599925820609,0.07227366255144033,0.008584486166007906,0.21938991241316821,0.1480585078396296,0.12476600050594487,0.5753729547641964,0.12152935821574876,0.06826421574863248
1,0.2754005655042413,0.3710656710168191,0.427107248278124,0.4539944153102227,0.4408592644978784,0.3571561338289963,0.41059887979319265,0.23024924851500814,0.512214280103684,0.2699826989619377,0.35131788430921634,0.409726443768997,0.14530627374664074,0.01848303146442477,0.2732253086419753,0.030529479578392624,0.23195409241920872,0.374513311585815,0.2704781178851505,0.18371029836381136,0.32098315885298134,0.1530339651443837
1,0.22167766258246938,0.1517202875287878,0.3051410298458511,0.4108152284955391,0.29013437057991515,0.28889405204460966,0.2833907798362775,0.10703447482345498,0.1746131490063624,0.20622837370242214,0.3089509994693083,0.28708206686930093,0.13547839573913933,0.5471966372009643,0.20560699588477366,0.016698060770750988,0.1141649048625793,0.1676838892981164,0.19883632684037442,0.5522738209817132,0.31675011379153395,0.01088442946190052
1,0.598114985862394,0.24726079977667667,0.3821744834371925,0.4847783150582307,0.4461633663366336,0.6012546468401486,0.16366867729426973,0.18733190467287034,0.3707485664912418,0.3737889273356401,0.47390765964974346,0.43718338399189466,0.28302337718078907,0.6820176794214008,0.24009773662551437,0.37118638833992096,0.1778314708547267,0.36893612543407345,0.29537060460409814,0.2889196342637151,0.4551661356395084,0.17047767459610738
1,0.6087653157398681,0.4253611556982344,0.4338307641849787,0.6878703262276102,0.5799151343705798,0.4764405204460967,0.4218548039638087,0.1691236750133038,0.4364150498782499,0.5498269896193771,0.49849637360693433,0.5765957446808511,0.054148437538104374,0.4679483216912901,0.3470164609053498,0.02335515480895916,0.24153830665458573,0.4638535199410712,0.29572476600050596,0.44074831568816175,0.5972690031861629,0.08974685154560488
2,0.25843543826578697,0.2048991555586573,0.08961954739258773,0.48927330926922297,0.3435289957567185,0.12606877323420076,0.5417923308918569,0.11904385220555452,0.39879035425339726,0.15397923875432523,0.053511409870865036,0.2637284701114489,0.39039355408259324,0.4275823700315263,0.19660493827160494,0.01701457509881423,0.28800966475385087,0.22203514679574873,0.11702504427017456,0.6307146294513956,0.3246244879380974,0.037399821905609976
1,0.4018850141376061,0.028334147532975078,0.22482781239750738,0.379350269018593,0.15576379066478077,0.30027881040892196,0.15133563119345111,0.35273051532454086,0.472390228575917,0.14238754325259514,0.22766672563240758,0.22299898682877406,0.06031341907730126,0.7460592198800767,0.3153292181069959,0.015892621870882744,0.19212725259236887,0.12480269388614124,0.2065772830761447,0.16885226179018287,0.26636322257624034,0.11741508713904084
1,0.2989632422243167,0.1492776886035313,0.2891931780911774,0.4225975618061704,0.410007072135785,0.33610594795539034,0.3054717794054287,0.1715974629291375,0.49595475610714,0.20527681660899652,0.34486113568016985,0.2970618034447822,0.2631920362485307,0.6142053532793473,0.10293209876543209,0.021847208498023716,0.18950971509111042,0.238345785541408,0.1423222868707311,0.28699470644850816,0.2266727355484752,0.06017046177331129
1,0.49698397737983036,0.32821550701374835,0.5901115119711381,0.6557243070217259,0.6279172560113154,0.16761152416356878,0.4472210254200776,0.11541946525910053,0.588092058754222,0.6222318339100344,0.6695559879709889,0.46757852077001016,0.062361909778616685,0.0,0.10902777777777778,0.02998908926218709,0.16256921373200442,0.47900662948542566,0.39888692132557557,0.3507579403272377,0.3163404642694584,0.14317516855361914
1,0.7016965127238454,0.13497103775560054,0.195719908166612,0.4799427909827692,0.4557991513437058,0.3856877323420074,0.18542654028436023,0.47935393864430675,0.6030948079491006,0.4015570934256055,0.4157969219883248,0.3346504559270517,0.15045676465280522,0.5777338196204488,0.23888888888888887,0.030200098814229248,0.1887043189368771,0.2666526360096812,0.22226157348848977,0.27225697786333014,0.3474738279472008,0.045000636051392956
1,0.45301602262016966,0.26760415939702703,0.5209904886848147,0.5436559286249405,0.4729490806223479,0.39584107806691454,0.34982227488151657,0.24533647830401706,0.325858141544262,0.3506055363321799,0.37785246771625686,0.45739614994934147,0.09187480795399676,0.577053841874266,0.17129629629629628,0.020043334156785244,0.2416993858854324,0.3524676417973272,0.2416898558057172,0.5887872954764196,0.39886208466090123,0.08748886910062333
1,0.47596606974552313,0.29771791471840325,0.4282141685798622,0.5675611251106724,0.46826379066478074,0.6978624535315986,0.30889164153382165,0.12639330351364178,0.8468305710470505,0.49943771626297573,0.4692641075535114,0.6429078014184397,0.04948568251320545,0.9219261915064598,0.2363554526748971,0.02831902585638999,0.35155542132286327,0.5158371040723982,0.33835061978244374,0.19095885466794996,0.4743741465634957,0.08888023152270703
1,0.35513666352497647,0.249005513294717,0.3164152181042965,0.5037798814956073,0.33159476661951914,0.1358271375464684,0.35609651012494614,0.1789037667735765,0.308381116958605,0.33166089965397927,0.3180612064390589,0.34376899696048635,0.07047783484287588,0.7446992643877111,0.06712962962962962,0.021136981225296444,0.15902547065337763,0.20298852993791436,0.19974702757399443,0.46318575553416746,0.3265361857077833,0.03695458593054318
1,0.20405278039585298,0.09062042012701514,0.5633404394883569,0.33606892324456855,0.2519890381895333,0.2934711895910781,0.20276820336062046,0.07215694170777662,0.16554080590684153,0.13771626297577855,0.42229789492304975,0.17031408308004053,0.055762843305093436,0.7217345614143538,0.255298353909465,0.010475852272727276,0.061290647337158964,0.10870251499526468,0.0899316974449785,0.22220885466794996,0.16832043695949023,0.10666581859814273
1,0.3207351555136664,0.3074185218787075,0.5705969170219745,0.6207859429271948,0.3993104667609618,0.3100836431226766,0.25010771219302025,0.12468178745559408,0.3710627601916582,0.33477508650519033,0.3803290288342473,0.4988855116514691,0.12892810285374265,0.46312666130926633,0.13415637860082302,0.03243371212121212,0.2694050135910601,0.4195517205093129,0.3688337971161144,0.15194898941289703,0.48657259899863453,0.21425391171606667
