Type,36119_at,38174_at,40093_at,37780_at,607_s_at,41279_f_at,38239_at,38982_at,37406_at,34730_g_at,36095_at,33323_r_at,35371_at,41018_at,41428_at,36133_at,37286_at,39326_at,35668_at,32624_at,41723_s_at,41619_at,39686_g_at,33450_at,34338_at,38404_at,35188_at,33865_at,39160_at,38856_at,36937_s_at,40530_at,41101_at,37628_at,41620_at,31431_at,37530_s_at,41164_at,38627_at,33916_at,36673_at,31432_g_at,41256_at,33520_at,33143_s_at,33819_at
2,0.9271566675560846,0.14550607004163313,0.11960342496620098,0.20397944393200684,0.7990892398090342,0.16382296071223676,0.7684513048718306,0.1533650541185351,0.183618669722417,0.003214394742040331,0.07554577508814926,0.10441519634646931,0.11028620216043655,0.22803420805998126,0.021573905966318162,0.025331593824744512,0.04604676066393003,0.4748322444715923,0.019188322851850622,0.09342883836810961,0.8316802638323627,0.07752585265591881,0.11534202536167171,0.34297808764940246,0.16671520295100611,0.6715541611009288,0.11894562624738354,0.3522983095247841,0.16183772575980793,0.46272426970658714,0.6988478215065925,0.2362507392075695,0.4669126542463101,0.07698050414877111,0.8014298220017507,0.6341244082442685,0.04428610841220147,0.06699351711905269,0.3702229299363057,0.5811223074789683,0.15875802997858673,0.48640210021919766,0.30006896069240535,0.19901065449010652,0.1685955169785493,0.12135585168048457
1,0.20600972886435007,0.0584788160794878,0.02532350479624026,0.11266306496244566,0.14022769004774147,0.096763912202792,0.0765493904417559,0.09471754572780333,0.03961073389317416,0.03983874153752222,0.14463977593838306,0.1713888910281588,0.1684546568172538,0.19616916588566075,0.08232642584361109,0.3184279191128506,0.15598786364447617,0.26828490996972437,0.05722113155647245,0.09760199314855186,0.2252271169273905,0.08479992292375875,0.12227183425611714,0.14477091633466138,0.0879338797132199,0.24495459393412236,0.14326047802171057,0.1804674389095821,0.195094669067496,0.14592914048837358,0.24815640351752669,0.16073329390892963,0.2657875635131865,0.03572215601178296,0.21797490516486723,0.126051723068654,0.036297335876305965,0.018212023932947775,0.2992208826205642,0.25925241132784815,0.30441113490364025,0.133513024417597,0.6736660103740868,0.512794901065449,0.5986435826839018,0.1575604378012853
3,0.052831427926356186,0.07717874260924325,0.06087040494431211,0.13361444195546188,0.09060594932060227,0.06523171068567664,0.06369999536457609,0.19864130801062152,0.04511792573842549,0.03845601307306912,0.15339218285028383,0.32939023106681964,0.10041204202086196,0.20073805060918465,0.8488073624240906,0.8331050228310503,0.10440835266821345,0.24695030187142586,0.052363047504963456,0.03936468389909686,0.23601632895053762,0.4237025499389813,0.35663511341310944,0.13844621513944222,0.4537865235539655,0.11462831226119102,0.17682422236284867,0.1454299864925709,0.11845910405412777,0.1140617915668113,0.20662696696496888,0.11271437019515082,0.11843697072344542,0.004969530705403521,0.11190545666763932,0.07157918673640254,0.02956805450597958,0.3629289131493811,0.14294244767970882,0.29897383747804385,0.23443254817987152,0.14152903094254984,0.1667049781624474,0.2124714611872146,0.08797268499074462,0.18939888819749084
1,0.03280926089365981,0.14073925060350556,0.09059904718985384,0.19921377432248433,0.12235769372016159,0.2244332065529184,0.11629351504195057,0.2002183612125787,0.1382784039405497,0.14969382441144252,0.15092900547650606,0.047957724604085324,0.2965032109580905,0.24584114339268978,0.029637513303699996,0.4224070450097847,0.2354393479683503,0.20749455569129446,0.08682993378364888,0.3071628776082217,0.14853848481666984,0.04759056458346715,0.296213609573138,0.3535607569721116,1.0,0.23490778996199768,0.12938713917149394,0.1829438009086816,0.2822884269111147,0.2500161927585983,0.044501369528815546,0.1882613837965701,0.34281998548270015,0.04579613680825707,0.2399085692053302,0.0866082318648833,0.03915818009524152,0.6798306206827635,0.11301467242948136,0.4659948845952359,0.5748608137044967,0.14774494061273385,0.2180407167914289,0.4863251522070015,0.08772380107953395,0.466969963774758
4,0.046584977046174474,0.952751635587587,1.0,0.5034479729432951,0.11466764597869997,0.6064990898724404,0.06015853149770546,0.7343811077113859,0.39769792539636395,0.5950401350404941,1.0,0.07027758310421753,0.6824677976168382,0.8990745079662605,0.03484630313654292,0.0957055881713416,0.20173716461419475,0.8884226554062429,0.02433478632194235,0.4995328558081594,0.10103383748865187,0.09604020810585137,0.6749419539203427,0.6010458167330678,0.6071473145567251,0.22620194050096817,1.0,0.7424583520936515,0.5211163856605009,0.33285834574778156,0.15049291948057708,0.35428740390301594,0.7206024679409628,0.9383958085044186,0.31407450637097556,0.08281479337647035,0.09077932515263834,0.03862872703198971,0.38677206551410376,0.707836430310314,0.8492933618843683,0.11602181781108224,0.2276502393635628,0.5398116438356164,0.08101171309907135,0.02253039641207439
4,0.06483857063689168,0.6205261868943076,0.3597469902787613,1.0,0.13933161953727508,0.7359780152844768,0.18677977101005885,0.6830392645810026,0.5730729104311687,0.24201339630434388,0.6820375603290906,0.04265533024765045,0.8104235495007239,0.4670024992189941,0.13328742252551182,0.1721678625788215,0.9695996192515913,0.5158902993927161,0.07410241905966126,1.0,0.03449830472884926,0.09400892799794464,0.7840685836756562,0.7965637450199203,0.5897297222337786,0.0,0.6996543834882929,0.8940280790798576,0.28037867626998414,0.7025066390310252,0.11107045033656034,0.6820224719101123,0.9573554318896684,0.09771311641294327,1.0,0.0,0.1788957261266448,0.011286958042394794,1.0,0.9493081877291918,0.8003426124197002,0.023793138604271805,0.0393275832775318,1.0,0.08203835923281534,0.013836854729808234
2,0.7040222217661104,0.03638526396809292,0.10825661494881864,0.1185926999604691,0.7452662504590526,0.21952843351819196,0.6556992536967505,0.1023062718192724,0.18683404881219112,0.07130030348196167,0.14784065618044964,0.008895084214498604,0.08712275882549464,0.2494923461418307,0.04442496713203531,0.05848010437051533,0.13873520138021297,0.42077866893291554,0.03981854279661488,0.12301463718467766,0.7046985875828337,0.04856606076177018,0.1145918914091802,0.19357569721115542,0.28335482797354083,0.7152309651766021,0.1587158642846712,0.28087266178216197,0.16093741474327491,0.3631064188095084,0.4319837652616521,0.14902424600827913,0.2677232034841519,0.06891232488588069,0.6098628538079953,0.5363115787732826,0.02967601089159979,0.06475761020273056,0.30706892629663335,0.6023235031277927,0.2001713062098501,0.5633506652393333,0.3980431154242082,0.08751902587519025,0.11296996282296576,0.11797861600468888
1,0.11247032422706155,0.0817356470629395,0.1126746282109058,0.1862344621601441,0.15230260741828866,0.11877341719255748,0.14849116951745236,0.11297496933507663,0.10701397321657631,0.056584121967425065,0.1842006551801746,0.09019589722262869,0.2548721184899217,0.15431701030927836,0.03694359231202655,0.30959447706023047,0.2700934023439824,0.1799012057151963,0.08615889705963908,0.2634381812519464,0.20586736741991465,0.09100616609929989,0.23261296660117875,0.29985059760956173,0.13243471869756349,0.2609192010189183,0.12292508397020885,0.4177684089885801,0.1365471708408359,0.39788846427877445,0.2572995331403795,0.3196333530455352,0.3360754899588676,0.04680353488790447,0.34716953603735046,0.3203439935501209,0.0550217712044334,0.2659480120414205,0.16795097816196541,0.2915164401713352,0.2884796573875803,0.32244354386501506,0.6552265208830966,0.37041000761035003,0.1566607556737754,0.12404111552056679
1,0.1434220698808864,0.09467165797851869,0.10514710616107642,0.1681820178328282,0.0997576202717591,0.12429438553995,0.13210031057340194,0.11664802059604523,0.072243411038328,0.07344622622874279,0.13538723148865942,0.29133775392064,0.17205538438694828,0.21257029053420806,0.07053152194327929,0.06781909110676235,0.18805401868046878,0.13025619234786923,0.07223904435497287,0.21694176269075052,0.5081397718640571,0.06223103603314278,0.3691016252902303,0.29417330677290837,0.38675098112631917,0.5404564422768268,0.04351847344594266,0.20707298104866767,0.1394936432585802,0.24373340242243663,0.21160606363041573,0.18811354228267296,0.4320711347689329,0.029219041622630476,0.3782705962455014,0.37965393918094803,0.060407595331486076,0.47155651598236253,0.16173794358507732,0.46648793565683644,0.26792291220556747,0.29776469388795435,0.25551435681661455,0.3015601217656012,0.43822234666417775,0.3690585310057604
1,0.35756655241066476,0.03180212014134275,0.0585785102684607,0.0258707778802653,0.10942343004039663,0.04948685804134883,0.42420618365549523,0.07185701384302255,0.04412594708306966,0.02366800150843105,0.13556227962689743,0.4254366035924332,0.08730836333939643,0.04713370821618245,0.009453452701433671,0.03411611219830398,0.0,0.2372302190117031,0.051730831087301324,0.011024602927436943,0.6512836506691535,0.008374012460659008,0.21014466869083764,0.0,0.32491575487789665,0.8254843486274631,0.121647276444531,0.10900085956366912,0.1651934304577945,0.025584558585400603,0.19742284618028985,0.0,0.18866440842003385,0.036306806683006905,0.2578056609279253,0.4057222004010501,0.0,0.0347602333337497,0.030795040946314828,0.15031894240547286,0.2534475374732334,0.5390987408880054,0.5724037298739719,0.1604832572298326,0.6915006144321557,0.16278637435159915
1,0.16707374643377598,0.07586677395654759,0.0837378484516835,0.2523389115825537,0.10886522218141756,0.10187762502744548,0.6881657627590042,0.09419186132715092,0.17234773982794305,0.08079982760787975,0.1519167771137063,0.02012625115199684,0.1788485095957534,0.1982388316151203,0.028009766480936584,0.07302674494455316,0.22981735974775414,0.18894849595439175,0.0640867800219612,0.2850825288072251,0.6676311287603214,0.021701779176568823,0.22400428647972848,0.2790338645418327,0.0585486264231532,0.13784908825448106,0.17112885167697026,0.30870615201997464,0.22837889452720028,0.2728803678994753,0.1497055790279118,0.2950325251330574,0.3914226953786596,0.061590699557014676,0.2408812372337321,0.3324375167965601,0.04667314404980387,0.3212336210450054,0.21098726114649682,0.4530522942282211,0.3841541755888651,0.29961258092470816,0.5140669818203625,0.15582191780821916,0.050258994820103604,0.11560060831553914
1,0.01591374013943337,0.12019382150229155,0.02896092190819545,0.4479729432951201,0.10085934630921779,0.1960634327036809,0.1430028276085848,0.08450039763307228,0.11807966614787323,0.13048826476556466,0.2083572982570207,0.16711206265835946,0.3075466795352463,0.036687753826929084,0.059938646465911224,0.3040226136116547,0.3876494734963412,0.2648855367291656,0.035193380583191915,0.3010900031142946,0.04692102939087579,0.1315755668315242,0.1324879442757635,0.48247011952191243,0.15239006531597124,0.04432398289376948,0.3735822421262717,0.19147804019483444,0.2630817918917444,0.41932767666299625,0.3243953558002595,0.3690124186871674,0.5315146382772804,0.06266106001664005,0.2539149888143177,1.0,0.09326232202190314,0.012877075084002649,0.21988739763421292,0.47816708267849994,0.3197430406852248,1.0,0.4991155041626273,0.4394501522070015,0.08710159130150731,0.03168869529743169
1,0.07976368848477385,0.0675226533254032,0.10282945985965362,0.17701058549655202,0.05360264414248989,0.06801875500216022,0.06125249154035135,0.08503282157732278,0.05697891190203356,0.07257977624939393,0.14265172922553704,0.3745947153187983,0.26888525928950596,0.009791861918150577,0.10584110686783949,0.3425038051750381,0.19733476113986556,0.3160797436306015,0.08170010758770616,0.18598567424478354,0.4253802780368204,0.06654650266555334,0.13916770851937843,0.25605079681274906,0.16024600962405183,0.1954428256344941,0.1633889889500073,0.1273177520363473,0.22472308615703607,0.23667335967355396,0.08670725351253646,0.22992312241277352,0.3623578514396322,0.034962110139191836,0.16793113510358915,0.2511214933950758,0.0366631880720189,0.1264805076383077,0.08489251592356688,0.5590274567809929,0.3263811563169165,0.2814108936126829,0.9292403330101843,0.30653063165905625,1.0,0.08771388513783923
1,0.07905557494030638,0.09761046776055697,0.10426833193845361,0.24528923441823694,0.1544619904517077,0.20665207629489546,0.09211514392991238,0.11003652832630173,0.15875079101746226,0.048462836927828754,0.21529670659431344,0.09944011028364153,0.22831211255057723,0.14832278975320212,0.03253615476115946,0.12116220917590781,0.3033791421262419,0.06740319753545441,0.11385441275968013,0.35014014325755216,0.7637119335972481,0.07451104759457898,0.18112162886229682,0.3312250996015937,0.18239935654754477,0.6002971845132696,0.25884729591588373,0.270148581719946,0.18159000381950127,0.34072802642658195,0.2240039034343569,0.3106445890005914,0.45723445439148314,0.05629736232601021,0.3854926563563856,0.26026399024249064,0.06621324984706177,0.4810172751914261,0.45328139217470426,0.3891251425225725,0.31027837259100643,0.2572959677830453,0.3667859320187493,0.4712471461187214,0.1702521505125453,0.23004190560781204
1,0.03612405328297859,0.10327817234020222,0.1330650872336316,0.16910440549918743,0.05173705471905986,0.14702986776590243,0.0914198303434849,0.14578980711426223,0.11221330961706204,0.0293335967101837,0.19205281452399414,0.09993043094308429,0.1033817142432904,0.17484770384254922,0.04263444562699555,0.04196564470537074,0.2406448926170504,0.2658239053841115,0.0985592120586963,0.28969168483338525,0.5261763452547846,0.09236302909628107,0.2607965708162171,0.29442231075697217,0.0,0.19635405341037349,0.1722484544613737,0.1818591134214727,0.3246303268401811,0.23848694863656972,0.3475941758985107,0.25251330573625075,0.4233607548995886,0.04423107193451912,0.18830853029860908,0.20088685837140555,0.08240670769009319,0.15154577363628416,0.16543448589626936,0.5585652214107424,0.3856959314775161,0.19183616251210686,0.41871133453931253,0.2282629375951294,0.13407065192029494,0.18085510161399848
4,0.035610927526118094,0.6355526011965154,0.03374106740487993,0.5628760925901525,0.15747337495409475,1.0,0.07091271496778381,1.0,0.4491610939130138,0.3117244599278107,0.5325464502738253,0.015371937742111869,0.36968707078956164,0.9188339581380819,0.08255180617291681,0.08542074363992172,0.6354928907133084,0.7989235318071565,0.07563304828136957,0.5016505761445031,0.02315944195008677,0.12791444537221403,0.8357206644043578,0.5153884462151396,0.5718406345772491,0.06722375819328384,0.12576059971766537,0.46764356759854275,1.0,0.33311742988535525,0.3424376503986604,0.294441159077469,0.7885918219211226,0.29585572620359335,0.3172843108647018,0.041655468959957,0.03761680281166408,0.0,0.32066082802547774,0.7800067794520971,1.0,0.02541800479176225,0.0067561489950728,0.5950342465753424,0.06414982811454881,0.037224469983139635
1,0.13694300199092793,0.06192492040723506,0.05619648490310951,0.0801598805288356,0.1889092912229159,0.1849081727330033,0.03134473647615074,0.10237366725525346,0.08797824488190324,0.10824788550290014,0.13326164695291207,0.10614030358806904,0.08096068896395561,0.22155185879412684,0.05496775809177988,0.16370950206566648,0.1150574097209828,0.057169667675855615,0.05476990649851928,0.07904079725942074,0.39825902755047204,0.06419005716487892,0.2638328272905876,0.1144422310756972,0.40975717990320487,0.4475370962898533,0.06909896315046489,0.3633498424133273,0.21634746548807768,0.20642528661182716,0.3461525666189827,0.11088113542282674,0.3052867166706992,0.04625486271952508,0.29894951852932594,0.13236722965290554,0.016229443304904816,0.2870055085751402,0.13182438580527753,0.39656713198360605,0.24809421841541757,0.19613090686649337,0.5716841400401771,0.516695205479452,0.38672670991024627,0.1421459905654288
1,0.017028933451010173,0.10593709547633208,0.20115560419751494,0.2714455132428515,0.09585016525890562,0.15619488770371628,0.12038195893014414,0.07720821145991993,0.17845353948246082,0.016655592867276022,0.185826102178099,0.2672375950156723,0.4177957607929025,0.4118830053108404,0.08202591873787017,0.2699391171993912,0.25075852222023914,0.5283546679414317,0.13996384165751616,0.2937402678293366,0.670546130520439,0.09094996467338944,0.2086801214502589,0.4603087649402391,0.17061197320797106,0.14712186636016275,0.28231027600642555,0.2304039949244812,0.19809570578927266,0.3832502105058618,0.2739279417146279,0.2791247782377292,0.598959593515606,0.040138517235951514,0.2785234899328859,0.7571579186736404,0.08961579521873163,0.03514745743657644,0.2787761601455869,0.5398292810699208,0.7292505353319058,0.77680710608146,0.15796995712443906,0.4728405631659056,0.1594801437304587,0.0736717626433324
1,0.2069059885196664,0.03300913130182276,0.22545226292409706,0.045899767206922314,0.13183988248255601,0.11958438688566389,0.11717424558475871,0.16878512987100514,0.04448511176862953,0.06582326216172536,0.10062767260996777,0.25970565357690206,0.1954786740413527,0.1829896907216495,0.024491329117886432,0.27442922374429224,0.06966506038431793,0.1873727448168411,0.17707605452589315,0.09087511678604795,0.6255797580301505,0.06361198535551416,0.36045722450437573,0.20004980079681278,0.11139770631387726,0.44167106748262974,0.26181667721364943,0.2690434284310916,0.22480493261308448,0.13284539154090289,0.1670381582886989,0.08994677705499705,0.23070408903943865,0.010312338377819252,0.2045034529715008,0.20003927810968927,0.022538894286708168,0.3243301647576102,0.04663330300272976,0.39200640966380085,0.5085224839400428,0.24440536269562116,1.0,0.2731164383561644,0.4224648840356526,0.10109501961017199
1,0.17392568570705305,0.06129517545394114,0.08988926801004313,0.10947863135239602,0.1500183621006243,0.01348192847884751,0.11875956056181336,0.13429888527948886,0.11019514614582089,0.052893853143462566,0.1196829128010203,0.35209130746185896,0.2239318460224953,0.1624394720399875,0.0345833594190196,0.10182648401826484,0.12371348682253555,0.24432109913068115,0.041310351711975515,0.1516972905636873,0.18430129507599385,0.047554435095381854,0.07147704947312018,0.1258715139442231,0.18904189374713984,0.2513513093721848,0.1277442437813367,0.23537718472432567,0.12781688219566756,0.2099229224690718,0.1321789369794959,0.12217622708456535,0.26116017420759735,0.03100897213914686,0.269404727166618,0.2923686767411572,0.047062986553432405,0.11283335623368351,0.13813694267515922,0.29068441650488436,0.2284796573875803,0.26065083855839327,0.321556712673776,0.25963184931506844,0.44939878980198167,0.13117384759578515
1,0.050122123930132795,0.10695168456775005,0.03461340372110989,0.19361356349101772,0.09881748071979436,0.15309266302615643,0.10393547489917952,0.11302214614026337,0.1510201987377927,0.0855495896708388,0.12753507214483986,0.1277554865854942,0.16834329410891272,0.1975554514214308,0.014324172040318038,0.08003913894324854,0.3512404069248617,0.0587100086754838,0.07746314843775996,0.19489255683587667,0.30130433977062887,0.12473505042070783,0.1260582246829791,0.29611553784860556,0.14513735768468058,0.2422519751897528,0.20447354329942075,0.24325651835782408,0.17553336607191575,0.25021050586177856,0.1520565110837575,0.27977528089887643,0.4069078151463827,0.08220638168694205,0.21865577278474857,0.08935769954313356,0.06724483308743268,0.1194349026318748,0.1650079617834395,0.3549351329697082,0.4799571734475375,0.1354437477697915,0.28840560880298227,0.39212328767123283,0.08325944592219267,0.3288596149228374
