Type,32715_at,40899_at,769_s_at,37759_at,41835_at,36750_at,231_at,37182_at,36495_at,38163_at,31841_at,40986_s_at,31720_s_at,41256_at,38225_at,32654_g_at,39182_at,36867_at,607_s_at,37639_at,34338_at,927_s_at,39584_at,41642_at,40224_s_at,2035_s_at,32854_at,41476_at,1287_at,38833_at,40117_at
1,0.5463818873034059,0.23246055175296515,0.8234826936574193,0.5894110485844544,0.01751596647713493,0.012457438225601332,0.48907325188233897,0.05095839177185601,0.19615243846646538,0.01903570017125544,0.026162000543625982,0.05150650585743311,0.7433907537569899,0.31884825649379855,0.12867877269881023,0.20717131474103584,0.35356857038923245,0.0697993770305121,0.2498420859346309,0.12650294988922356,0.3882625396957469,0.38130201656592433,0.07951774586832837,0.06632021110452906,0.25077889575565654,0.4594007298878974,0.1514835063578844,0.12872373097003464,0.1751339475002891,0.47918801734331884,0.15468239195382524
2,0.5382382043537132,0.0741222111918073,0.7239460841655072,1.0,0.07127650974157212,0.03027526699394221,0.4524743170107269,0.08992987377279103,0.7522074297739958,0.10449874851798183,0.09214460451209569,0.26686983962304933,0.38707316680874326,0.30006896069240535,0.08991290487846529,0.17330677290836652,0.5823935976718807,0.137019794353083,0.7990892398090342,0.11133653630728635,0.16671520295100611,0.2130789044423189,0.10624943556398449,0.2664117615380473,0.12641095050819756,0.14885902923718972,0.2059708827323546,0.4186373009257228,0.017364992483521562,0.7350610957824201,0.06497630257621498
1,0.23335459847932508,0.1302379957155546,0.4047874108824942,0.22928856259083963,0.06510550001347382,0.026282323018228058,0.3018223849801773,0.12039270687237026,0.06347790282734012,0.0556250823343433,0.12693666757270997,0.35998357325033503,0.46744299508361076,0.6736660103740868,0.20891444185119823,0.10363424351374986,0.2490796653328483,0.14596242087282715,0.14022769004774147,0.10078165841029597,0.0879338797132199,0.26062953687644613,0.11645443872482616,0.0736173191878938,0.2091015884365902,0.6880116210536343,0.16524356532956572,0.2091870311060413,0.22688201056161583,0.17273354355538037,0.604041857627755
3,0.2869297469013644,0.22991013114582787,0.378073707411375,0.2658915017577858,0.03532835700234445,0.03406309398460255,0.12677836471465145,0.058756428237494156,0.042249977125080065,0.05084969042286919,0.06842892090241914,0.11675960748713957,0.37875766007752554,0.1667049781624474,0.14515853589115954,0.1234088038091536,0.2508694070571117,0.09592390394212413,0.09060594932060227,0.03112942172213786,0.4537865235539655,0.0,0.07545380655648877,0.04434810706015402,0.19005056438020326,0.13065945907329243,0.2250138214878064,0.09459044443469485,0.24648267355355968,0.4716167389304953,0.20030970890491312
1,0.2405185657743985,0.03906127540623856,0.1791585091056851,0.21411135542056425,0.21121560807351317,0.42884491788483353,0.2328266951853172,0.15620383356708742,0.08044251532619638,0.23111250164668687,0.16550013590649634,0.3095577746077033,0.18394104622049226,0.2180407167914289,0.21564581317242557,0.37010494606938094,0.20651145871225898,0.20857755300264594,0.12235769372016159,0.1591975554504493,1.0,0.0829070141250898,0.16707306059785065,0.18880930583230116,0.27164308698094897,0.8068952378684415,0.18453221942379755,0.15943491422805245,0.349323516940986,0.246828603337275,0.581415901518825
4,0.0898669409436517,0.00734756256857725,0.14893961968321986,0.0839140858892657,0.41375407583066104,0.4907628984397434,0.08953127869419149,0.6136512388966806,0.037806523927166255,0.5500263469898564,0.41325767871704266,0.6358448969005317,0.07774543076040512,0.2276502393635628,0.7481926339158649,0.9889709454863472,0.06739905420152782,0.7259604112938339,0.11466764597869997,0.056321724627218635,0.6071473145567251,0.07420930850958275,0.38372618080014453,1.0,0.5282700852954696,0.16811532943186622,0.3426500399287426,0.44329399377001705,0.20377365763404384,0.2416568125082118,0.07304750434061724
4,0.02379309446932611,0.024900073149067347,0.015231551598881959,0.025795351495049627,1.0,0.44204077725662866,0.09391710146806236,0.6472931276297335,0.09100215024247417,1.0,0.34238244088067415,0.7527774175420395,0.039743940295626716,0.0393275832775318,0.7075482438663402,0.7481780196288018,0.13622408148417606,0.6379073584084135,0.13933161953727508,0.09560379378158372,0.5897297222337786,0.032052325142977345,0.8393840874198502,0.6404222090581076,0.7188314009908575,0.04266510290466808,1.0,1.0,0.22219866630690358,0.04886677177769018,0.09572820697314294
2,0.5688144464118321,0.06967448665029521,0.6187864011919274,0.3994148995639697,0.05052682637635075,0.021769749347044263,0.3746745741106826,0.10466573165030388,0.2860108427120505,0.0659662758529838,0.07685512367491165,0.1438205161457658,0.1899189894863258,0.3980431154242082,0.07790174759492229,0.15698182878243125,0.5071516915241906,0.07422045081555415,0.7452662504590526,0.07080978815563466,0.28335482797354083,0.14266777264915878,0.0942382371534363,0.2556949754967957,0.18060166504928749,0.07983818635359675,0.13526629399840284,0.46558153819155007,0.022954168754577335,0.740898042307187,0.06966886174156514
1,0.48853635038016874,0.19573580124353412,0.2859969052573685,0.12052323631349457,0.12639790886307906,0.07164052564646035,0.3491914314418122,0.1302945301542777,0.11729973007594474,0.14459557370570414,0.1411388964392498,0.1473976570267583,0.14593687506366643,0.6552265208830966,0.26166960778732845,0.36349723058983574,0.19020007275372863,0.21443882506614867,0.15230260741828866,0.16173047720992753,0.13243471869756349,0.21109448609518064,0.2202203558204642,0.14665571651677528,0.2637264415955871,0.4513546981324157,0.23032741568892443,0.16498486377396568,0.2070789808426165,0.30247996321114173,0.2651999812297634
1,0.6570669721903968,0.2768202361669888,0.5368413923879182,0.5903427371768593,0.09892478913471127,0.045399226025243065,0.5689254734204016,0.13456755493221134,0.2360863299478452,0.11197470688973785,0.1188842076651264,0.04940993386071845,0.37487065660871005,0.25551435681661455,0.08951443046621506,0.20746283160042756,0.41591851582393596,0.12579964497437787,0.0997576202717591,0.08342460979313435,0.38675098112631917,0.13969908280183993,0.2247809988259731,0.1190963433679789,0.2483272894427703,0.6130730899976782,0.16057497389274525,0.2453823542315623,0.23898546814169525,0.700295624753646,0.5729301903614835
1,0.5477359129257369,0.29345511782224776,0.8560370055697158,0.5534230238884955,0.006036271524428032,0.0,0.4895053526482375,0.01333333333333333,0.33787400494098274,0.0,0.006829301440608854,0.06540440063977868,0.08559181638331752,0.5724037298739719,0.028804007514088906,0.1219512195121951,0.4725209166969807,0.030981009478514253,0.10942343004039663,0.1017089442632745,0.32491575487789665,0.18476919230204433,0.0,0.0,0.09505081975586088,0.49371617719725425,0.029731555992382832,0.1765893037336024,0.16944840612111164,0.8096439364078308,0.24833023103032958
1,0.38707556504530777,0.019348581430586757,0.43196081087182264,0.22026981701636045,0.10331725457436201,0.05687210272258612,0.2561709390629895,0.11031323048153342,0.2329181535364626,0.1369714135160058,0.183677629790704,0.24300782432023516,0.04423678016716795,0.5140669818203625,0.128507997950703,0.3002623651734525,0.34734085121862496,0.14700070335264762,0.10886522218141756,0.12670832192377585,0.0585486264231532,0.5302802395589828,0.13740630362142148,0.14742312456244278,0.33270340671127224,0.1057801644331462,0.2608268321149948,0.13920940639670074,0.055718305515938794,0.6877085796872946,0.060518371369132344
1,0.4005507238829288,0.09791198599717853,0.5622314161525864,0.05401309333035193,0.144924411867741,0.09699298499911116,0.26260924047487877,0.1639644693782141,0.1377527678653125,0.14810301673033857,0.14932726284316392,0.3479444948774478,0.08186029305325462,0.4991155041626273,0.2458017874423635,0.2307355942085317,0.18440160058202984,0.23749874401312923,0.10085934630921779,0.02386671977297055,0.15239006531597124,0.04976127447283926,0.32890815497155246,0.1781463729872368,0.368915674957863,0.058557727226723665,0.3481786350512931,0.37217566796823587,0.15223759781058477,0.08180922349231376,0.2375373449500243
1,0.5589424278720966,0.27132425936569304,0.44005680535546443,0.3514702045988149,0.07801341992508556,0.04991179969642685,0.28821121085437124,0.09470780738662926,0.354838617439839,0.11482347516796207,0.1301304702364773,0.12638870877101976,0.5084683061779228,0.9292403330101843,0.15403882279273637,0.20423185307550287,0.2971262277191706,0.13534514519208224,0.05360264414248989,0.1319982076622439,0.16024600962405183,0.2680889654433389,0.10505283121105392,0.23579621950562765,0.3605904285203534,0.6781051491031189,0.15317279931199704,0.1920765147194314,0.1461376864664842,0.3613191433451583,0.2006772927061989
1,0.541561425893136,0.07286169601337583,0.492495043896913,0.3469856768407061,0.12227491983076882,0.07324727536271519,0.572047401454019,0.14454417952314166,0.18362270107054626,0.15569424318271638,0.1489705082902963,0.21642242683612153,0.21966260809890684,0.3667859320187493,0.16030056355666872,0.3334709940724904,0.409094216078574,0.18267073048196403,0.1544619904517077,0.19184859724677003,0.18239935654754477,0.2749848191996444,0.23841777296125713,0.17915612041574666,0.3496348128096429,0.27919105083615625,0.3637815590638246,0.10652393278638178,0.14773734726130364,0.8651294179477071,0.138234972079273
1,0.5659566711800854,0.029798448194785516,0.3686478765714848,0.13620666095230996,0.0852084400010779,0.05015794007849143,0.24007518553326634,0.12716222533894342,0.19276123158568945,0.11457647213805823,0.12377684153302528,0.2174166774737388,0.12090725341654202,0.41871133453931253,0.14322308874594405,0.4898454960645223,0.14133139323390323,0.11384264996483237,0.05173705471905986,0.27414054915237357,0.0,0.3170346439755043,0.1413799331707758,0.12375464483817115,0.3257571888247612,0.332610986420275,0.3132870569445298,0.13977975694292105,0.21148286628377594,0.2243496255419787,0.052541020788037116
4,0.0,0.007252860651026699,0.024370072114891294,0.01159641734679934,0.28621089223638474,0.2594319626960576,0.17940823800110187,1.0,0.02054739683411108,0.5026017652483203,0.5112802391954335,0.9646608740759953,0.011819171237246608,0.0067561489950728,0.9820117265327032,0.5069478184821687,0.0,0.7070033827913053,0.15747337495409475,0.07032436334669288,0.5718406345772491,0.01791929767465858,0.36638670640296217,0.407964887716086,0.510138413606415,0.04684737246310375,0.5634252718225935,0.5147194314043785,0.21766950622518597,0.09554592037839968,0.09580641629256544
1,0.4879960420789501,0.15835140289461308,0.6022414309695903,0.3006310637399222,0.053544962138564765,0.031410247644573286,0.24867399077464866,0.03751285647498831,0.055871991948028187,0.06369384797786853,0.031326447404185914,0.21062983616478623,0.17266069408478493,0.5716841400401771,0.03258951443046621,0.4767272373918957,0.3289341578755911,0.09820142680108518,0.1889092912229159,0.27433969779193945,0.40975717990320487,0.21053884895798192,0.11586742526867155,0.3173568851311325,0.2123703968537719,0.2810514910311899,0.2116837643589901,0.1246874040275523,0.15707512623829165,0.5409505978189462,0.19777572695562404
1,1.0,0.3020631955692565,0.6441292239748152,0.21874805898209912,0.16141636799698186,0.06630748403506131,0.2329887329725292,0.11027582982702197,0.3678973373593193,0.11563035173231459,0.16397118782277792,0.19861237193619505,0.0652802127397209,0.15796995712443906,0.1625775601980987,0.3263531240890098,0.17225172790105492,0.24707773721405368,0.09585016525890562,0.31936596051878213,0.17061197320797106,0.4116755237872227,0.28059243204190376,0.14963110560611775,0.30675723989989273,0.5999428472772086,0.2850297929848271,0.27662001491686045,0.10343830705778051,0.7680265405334383,0.1042530227901957
1,0.7524086032704925,0.25208344218611206,0.688375013852462,0.15713859799500612,0.030316095825810453,0.020484349574040394,0.4271748171673634,0.06111266947171575,0.4056009241467655,0.02512844157554999,0.0513726556129383,0.19813686076168244,0.24679791334931026,1.0,0.05402174531792564,0.29865902244679815,0.24130956711531468,0.10094785142512644,0.13183988248255601,0.06909213113937915,0.11139770631387726,0.20823295483860724,0.09328998464734038,0.0471484732618881,0.2341284028806374,0.6015621744229659,0.08280606916886787,0.08537708945728952,0.19706664610877692,0.5364833793194062,0.2879354303858848
1,0.5853394177689824,0.18878990542870577,0.43832268232918375,0.12919725710878396,0.06030881996281226,0.033639185548824675,0.29778224281902543,0.0818980832164563,0.1059223167718913,0.06565340534843896,0.11482400108725198,0.14353953226991742,0.3189889501873803,0.321556712673776,0.10617919963568052,0.3178991351666504,0.24258275736631502,0.13859396456442377,0.1500183621006243,0.18683565258519827,0.18904189374713984,0.5802598000500073,0.22277160661067463,0.18121600516990682,0.31513356146892074,0.31782271939799134,0.18705080164629279,0.13822226122055015,0.13615426126508115,0.22507062146892656,0.11487384836777151
1,0.4791558171023851,0.012739040702231044,0.5501500170333977,0.07794506764059181,0.10814088226575763,0.059169412955188766,0.36616218902248004,0.13647498831229546,0.29332509836215576,0.16694111447767093,0.12112666485458004,0.43684347036700816,0.2844669980002037,0.28840560880298227,0.17171400922183638,0.15795355164707026,0.10617679156056747,0.18246977258264396,0.09881748071979436,0.41062582459983565,0.14513735768468058,0.2701904644729583,0.18346428248893706,0.19306370833108946,0.330251800398386,0.23218888974882568,0.18324221389520243,0.20646689773175972,0.11222680491847511,0.41254762843253184,0.13569316919804164
1,0.39214014165191124,0.015318851559642615,0.6881656877593488,0.7053627995378824,0.027217117141394267,0.03488356192481778,0.41717168443681063,0.07336138382421692,0.09971177600878399,0.07821762613621394,0.06846289752650177,0.2518912376259024,0.7754839989491686,0.3940353998221014,0.1209369841179484,0.23010397434651636,0.7493634048744998,0.11471346752855277,0.18492838780756518,0.07123920240969853,0.3016044708851632,0.061326464599961106,0.1220536439989163,0.16174807474823633,0.33367383421012303,0.13994082311827638,0.14884206646599915,0.09893388320975736,0.06963342712870524,0.45580738404940213,0.11779887691417311
1,0.7893253306947192,0.10175557761638537,0.5931542158685597,0.30474291606106907,0.00549731870974696,0.017266337567859533,0.3223903814369511,0.05194328190743338,0.46793679659621196,0.013085561849558683,0.01024972818700734,0.12356093027277051,0.3132120588251062,0.35540741777187007,0.038993567484487957,0.1688694004469925,0.22379483448526735,0.06840382489868373,0.1465839147998531,0.14706069054790769,0.16144970947566947,0.3834888455844707,0.062027770251964244,0.14160697937422587,0.24550114919045915,0.34303242821677554,0.14460347687204375,0.18091826437941472,0.27763365840496473,0.6675699645250295,0.2517714410849197
1,0.3939758879283408,0.10071712210669312,0.4499587504463571,0.2154498813649859,0.08960090544072867,0.15400183237839982,0.5623575417787429,0.12753623188405794,0.184171699149053,0.3708997497035964,0.11266648545800488,0.32630873643712444,0.3288994686868361,0.41920105539842284,0.3612455171628622,0.4184724516567874,0.1866860676609676,0.21790534882942025,0.13402864487697394,0.04761519504119886,0.4035722705273814,0.23113711140127716,0.12607242842951324,0.2791749690344122,0.26737831349915725,0.38681677194277586,0.22138952024080108,0.34067476856929757,0.26916702000539644,0.353205886217317,0.3463108664028406
1,0.37956332673679827,0.14434531584722293,0.5846252036824975,0.3978993527869911,0.08019617882454391,0.05226380779171053,0.38398634561579764,0.10116877045348294,0.07179865495470766,0.14359109471742854,0.1112394672465344,0.1513638525050793,0.5950064068539934,0.3531586995412615,0.08393578869471166,0.30482946263725585,0.2997017097126228,0.15795290886559266,0.08083731178846859,0.08775609270369172,0.19155191302297847,0.1151557966844338,0.1679761582227039,0.15673972750282728,0.23530313090556207,0.39252013740467107,0.16413784630505562,0.29201947966480934,0.23821454727672203,0.47343975824464585,0.18548122194240668
1,0.41916857618998016,0.04813143319922671,0.3288123001654087,0.28282338911042376,0.11609043628230349,0.063435846244308,0.31567121452722774,0.11498831229546516,0.22307050050324825,0.08928336187590569,0.12506795324816528,0.2497082090520036,0.2946053753236936,0.3435341855142569,0.1196277110491262,0.3849965989699737,0.31742451800654786,0.20102488528653248,0.12459786999632759,0.09368698812576237,0.07010026209593546,0.41170330564408264,0.15411360968120658,0.1457267488825462,0.15577915113131416,0.2434914360216942,0.19079796056268813,0.15574957223709032,0.13703118374898815,0.5837931940612271,0.057421282320001245
1,0.41058548588688676,0.053480458749150944,0.642167304906029,0.6909961614429992,0.0856530760731898,0.04069520983467571,0.3574013459938858,0.0896026180458158,0.33761952145667495,0.09990449216177053,0.11856142973634141,0.17599316993040243,0.16923476964813236,0.4623864397293543,0.14981214777708202,0.2024341657759207,0.5692906511458712,0.1688716213953177,0.13293426367976496,0.05044061636503946,0.15882458986839734,0.19185356580132795,0.14668563171678858,0.20079164198395177,0.1900761019459625,0.41511629983747195,0.24239818170649305,0.1610801561883034,0.14494275912577576,0.7792635658914728,0.10675572101171577
1,0.5746732111238412,0.08437614295417732,0.5467453896954101,0.2863700170188449,0.04281980112641138,0.023479057555826004,0.5096844584157025,0.07369798971482,0.25656510202214294,0.03813726781715188,0.026739603153030717,0.20092508537586998,0.46477302580434166,0.662222533156101,0.11103204872772811,0.11111650957147019,0.20053837759185159,0.08755065813712028,0.25724568490635324,0.11602897612705682,0.20969061585611076,0.1811893016038069,0.04050392847466812,0.16301362485863538,0.18274682057306296,0.4302558179685779,0.18999938571165303,0.15877681744395208,0.21159850441352193,0.39426159505978187,0.3130562637843926
1,0.48510571815435893,0.0762513715450128,0.7244570860986952,0.779450676405918,0.06305747931768574,0.056297775164435446,0.7916086031262489,0.050603085553997194,0.22677623753316867,0.1387827690686339,0.09265425387333515,0.2005792590671335,0.21697521432132919,0.31188222713053554,0.041384413957989405,0.15256048974832373,0.6085849399781739,0.11598620089091337,0.342959970620639,0.04980583007642329,0.22200496456851246,0.1131078769501871,0.10945543213221351,0.09817437664925413,0.33510393789264004,0.1951497579939394,0.0874746606056883,0.160356249725793,0.10349612612265349,0.6407305216134541,0.14229403575730085
3,0.4056478491823768,0.6375267777835832,0.810204852260927,0.11785860693921664,0.06152146379584467,0.0410233970107618,0.15812727528059542,0.08532959326788218,0.03651409095068168,0.07940324067975234,0.08626664854580049,0.04854536808887736,0.17067162058557037,0.2848676254534915,0.19146695508624123,0.1998833932562433,0.14261185885776648,0.06859362963459155,0.025986044803525524,0.02628139702770655,0.15078143417786471,0.1486726225675992,0.09550257382823085,0.11589207819484086,0.18810970938250166,0.4212274737901185,0.19663369985871373,0.23151844864651425,0.3478009482326639,0.0833201944553935,0.36332921430917714
1,0.4528564732840329,0.3722569099743978,0.806188664376393,0.13851103740419138,0.12086016869223098,0.0837697766959756,0.25236845232308175,0.13613838242169238,0.19046230213194257,0.11460940587537874,0.16876189181842893,0.3985215925301517,0.15788740021123854,0.3963240952656985,0.26171230147435526,0.18297541541152462,0.17043288468534012,0.1265364906052182,0.12824091076019095,0.40239227303278474,0.49543065551718884,0.1682826446740196,0.13289081549715526,0.1874899025257149,0.2148730782981766,0.33235796655375033,0.2557282388353093,0.239678848769359,0.17052769533207413,0.25547234266193664,0.15779512286684083
4,0.07604025622331007,0.004431396624693035,0.004042866700323017,0.0006087032137045205,0.3511008111239861,1.0,0.03247237255728036,0.6338475923328658,0.07600192149327478,0.43330918192596496,0.33317477575428106,0.9020230839061081,0.016601525849913413,0.019069130595560514,0.5028747082598053,0.3750364396074239,0.07343761367770098,0.8747027497739223,0.1216746235769372,0.8545717059570337,0.7754434136262154,0.037116560764874205,0.27964417953580784,0.36937907264796166,0.8102558864089073,0.09082520196938758,0.47932919712513056,0.4826481814592199,0.21140577419727863,0.004936933385888841,0.05626378439254822
1,0.5581938079366733,0.18906421443126595,0.7985975151761419,0.5011646107405061,0.0449351909240346,0.021215933487398978,0.5320240680126606,0.055680224403927066,0.15000800622197824,0.04987814517191411,0.06302663767328077,0.1516556434530757,0.37965033052932945,0.6217855822181357,0.04201058803438264,0.22327762122242736,0.5026555110949436,0.0973641022205848,0.06237238340066103,0.022762067162878694,0.24390176256049703,0.07313176934708668,0.07005779824799062,0.07084387958425334,0.18711374431789163,0.6251704163218651,0.10178757908962467,0.06920984512789013,0.19354931966233663,0.36892983839180127,0.5412788787911968
1,0.44748593896469113,0.4426334970479126,0.7199873583457492,0.10657585808519361,0.1084777277749333,0.06692283499022275,1.0,0.0923422159887798,0.15076001921493276,0.1515281254116717,0.12629111171514,0.17312929581117883,0.2270800829942258,0.3629331281169733,0.12559059600387087,0.3151783111456612,0.3942670061840669,0.11360819908229226,0.034924715387440325,0.041674964526648574,0.19483851284824788,0.40007858296654664,0.13449381378126976,0.12201787926113414,0.20825884876653558,0.8319620648802472,0.19402297438417593,0.2279208528934322,0.16518906834213465,0.24640815924320064,0.3822089440177692
1,0.3925111967503385,0.25430403887350433,0.3535681890009399,0.13987130274910248,0.03907407906437791,0.0472589533563976,0.2495597973447408,0.14234689107059376,0.06312334156830451,0.09926228428402056,0.058677629790704,0.10523926857735703,0.38536020459041703,0.27963061055198535,0.09828086753572038,0.3178991351666504,0.21182975627500908,0.13320159426600128,0.14569225119353654,0.6808456349107564,0.18098487054679596,0.6202458297448434,0.1689244107287998,0.13904895255533417,0.2997599468818632,0.39800322674747424,0.25867682290066957,0.31114815952266045,0.14046178159811895,0.11677177769018525,0.02724812688679983
1,0.5226603999583377,0.24530409112283816,0.7160778857243709,0.40642740903613706,0.0937238944730389,0.0502536613381832,0.2540536453100863,0.09279102384291725,0.5200384298654955,0.13012119615333947,0.10080864365316664,0.2646651969048545,0.5243192382545477,0.7017200195888345,0.1029202481926339,0.3565251190360509,0.5425682066205892,0.09702917238838463,0.038589790672052884,0.09258544721316372,0.18930537643355388,0.2566210118152268,0.16323489569222432,0.12830523991598902,0.198171510291639,0.527409493305392,0.3072670311444192,0.19014609748607025,0.1555525575299695,0.883803048219682,0.41444682548372463
1,0.7483660556192062,0.8410052771827159,1.0,0.3519733164387135,0.056185830930502036,0.04442833896265503,0.27341175962234393,0.07970079476390836,0.1875857809497667,0.1047292846792254,0.0980565371024735,0.16934682055937406,0.2080297449589586,0.8250397273554074,0.08097569306085273,0.26183072587697986,0.29220807566387774,0.15229259470141004,0.20383400661035622,0.061151079136690635,0.3701099693528033,0.42840417045359835,0.11591258014991422,0.07213635629274598,0.2292251902548649,0.6743574783742431,0.1661649978499908,0.2795156407669021,0.16468796977990208,0.2642753908816187,0.3996339803851027
1,0.39699640662430996,0.35842063326192586,0.8614240741424812,0.3540602988857004,0.06082082513675928,0.027212186683805324,0.5502155102569919,0.06425432445067789,0.21123844816543144,0.09679225398498222,0.10057080728458821,0.03181602040375221,0.5573587677394797,0.4586985418311562,0.0538509705698184,0.17141191332232047,0.39461622408148417,0.10215359882104699,0.09069408740359898,0.08984093002414677,0.26112520974608594,0.1267447998317213,0.09211595773503117,0.10611772308686519,0.19669033147760356,0.4106304064392068,0.1401191719393083,0.15904005615759223,0.13123000424006476,0.1731572723689397,0.27906649356337304
