Type,33322_i_at,41418_at,40568_at,36908_at,40380_at,38317_at,236_at,33249_at,700_s_at,35367_at,33397_at,195_s_at,36034_at,31719_at,39607_at
1,0.06269607728305586,0.14993662515154854,0.2673038723438565,0.09003159352980457,0.23235446862754355,0.3688105616356738,0.23635068062312642,0.14547830895289798,0.07524434452644427,0.10746761650742205,0.3877554798578199,0.31228373702422146,0.23135997175307482,0.20927361241581477,0.43459385763490244
4,0.07152755127967175,1.0,0.7888278884987795,0.04168950636355482,0.3239695953920967,0.3976606353287968,1.0,0.20243301663901872,0.07660409434307003,0.09513600504180875,0.558279028436019,0.0934256055363322,0.4385923615606427,0.18270610662497058,0.6880740528128587
4,0.03189854166253714,0.8254987325030311,0.6282901729104516,0.08581081754487377,0.8660592040035882,0.997616733042742,0.6177699149835373,0.9564168300407179,0.02788612525586334,0.03877015879446752,0.5480968601895735,0.1855465426286233,0.7782027893838641,0.052565871808915914,0.8030281285878301
2,0.02921179860419102,0.11327565303648186,0.11196299906911289,0.271485095229078,0.13672631131674612,0.28106870707767573,0.09214212000589711,0.24782586839591814,0.22076140693723967,0.5217315461921965,0.2721045616113745,0.5324748993136309,0.2769964102865886,0.3289750282274968,0.5621412169919634
1,0.10561909515683479,0.16856331973988758,0.03054335954965588,0.16537269402114874,0.2346206505830697,0.24296779453730127,0.2369158189591626,0.2982204795656763,0.23908559141835012,0.48092159312153243,0.29433871445497634,0.4449628453117023,0.3996645677631966,0.16555847605176116,0.45468570608495984
1,0.3278277024652804,0.25421580513611813,0.2681761209127092,0.22593858696193825,0.17104952551815306,0.3520963341591145,0.15769816698609268,0.32343035238526113,0.26577217107162054,0.6722993123783157,0.12955420616113747,0.6854614555561858,0.40281292296828103,0.3973574779152349,0.2986509758897819
1,0.430967281560221,0.0,0.2138035168475911,0.4645145858457,0.0,0.19273103578036316,0.0018182711681163917,0.13637963102598905,0.273941261985526,0.5192894200794536,0.18205716824644552,0.9692552044925975,0.005825928323427264,0.17184043279101863,0.20586969001148106
1,0.03306622073819662,0.2225834894742643,0.07636939360399915,0.13712787904760956,0.20669467919361692,0.23688419204114275,0.16330040788245123,0.3192077615241542,0.6606186265864851,0.3793623462417143,0.22911729857819904,0.45581144704747856,0.42335079150238336,0.08883476281252967,0.4514925373134329
1,0.2207147709601097,0.03623388074506778,0.0466836229833833,0.06898751208427599,0.35725414286388746,0.437737150741635,0.3705341785837142,0.26878801588498463,0.035755991770005005,0.5862115533947804,0.4557538507109005,0.393329173520903,0.5442829400341317,0.06882919381045198,0.6576492537313434
1,0.39973907418185883,0.22861787721811969,0.1847041318194812,0.4475069017411324,0.1938293753835985,0.20249929442754558,0.17676544301931296,0.06399235912129896,0.25135246780689696,0.35184903834250547,0.11192979857819907,0.542089738499064,0.3641793679750486,0.7581584350492184,0.32247416762342135
1,0.1286798559141684,0.1439849002534994,0.12938598098644719,0.12549209165113567,0.2416552570700156,0.3416225030574807,0.2518796992481203,0.22490323229276626,0.4611604081103052,0.5753401532799892,0.21980524289099532,0.40178115604969084,0.3212205025598776,0.2710574066197688,0.506709242250287
1,0.1301439596934482,0.20219332084205882,0.0735840620395957,0.08091730866978283,0.16037958547755063,0.24610367211264075,0.20222123937294217,0.2704971598049565,0.42801005182142915,0.4202032479151896,0.20847526658767776,0.43930455499461113,0.3881009827576061,0.1551732051442892,0.4756027554535018
4,0.011574078245309913,0.6687699768544032,0.673735056329666,0.060844952510041156,0.22954534724517256,1.0,0.6527593493537764,0.40355904086864725,0.0020363147205164677,0.050879503021709044,0.4072126777251185,0.05320778263089228,0.7768492908844818,0.020984734202546443,1.0
1,0.11963304603863073,0.23175906535875673,0.227158448716915,0.09725225988419028,0.08299891412114631,0.2619712126438584,0.018870706177207743,0.16206705876438948,0.24202487534523345,0.41365902517528164,0.22676614336492895,0.5094730273980373,0.1899017242393927,0.26398599793763333,0.4648392652123996
1,0.3076888423579188,0.26915022594511184,0.05011397869954336,0.12910491643162542,0.20400358812142957,0.2210480102856785,0.2152439923337756,0.4249233398682954,0.576584234316537,0.24226566280653183,0.6053206457345972,0.3745816552271825,0.5594068145707056,0.0984367015596266,0.5060275545350172
1,0.31922327717782056,0.1573900584150777,0.12146244566770996,0.1270219360754258,0.04315188140314431,0.20260905014268243,0.0394122561305224,0.33660081435680894,0.310687607078643,0.4450971786128274,0.30913062796208535,0.8683419365817686,0.1936091331724828,0.3102637932247888,0.35993111366245695
1,0.3958215829619765,0.20547228039237295,0.05565532254872498,0.12584091611270018,0.09839006656909492,0.1855498761328358,0.06324635117204777,0.2246267531292414,0.6875064545086232,0.3150117604690683,0.30427095675355453,0.3819133246355437,0.27740834461248753,0.3843774192265207,0.40546067738231917
1,0.14956923814346235,0.1887468312575774,0.09706880501946066,0.07244585746035859,0.18280534441244511,0.4682178807739346,0.20266352154897047,0.2723068416025738,0.42834899627425893,0.17648581428587506,0.08893661137440757,0.2590050484996313,0.34802565762372745,0.29864844603422797,0.4679965556831229
1,0.0576901938383305,0.18516477460597372,0.39246054724435425,0.384344758164984,0.10381946083754308,0.2877167675373954,0.11263452749520861,0.09505856331372844,0.08879815063432925,0.46102726853258613,0.6305539099526067,0.4097793408588122,0.11075148590596127,0.7761169368040661,0.45285591274397247
1,0.21420604129763743,0.20420478342334397,0.11607795996452368,0.28838514207121996,0.010496671545252812,0.20633133682461036,0.013907317312890077,0.12726436434926858,0.5531679390323665,0.5619832990085194,0.18945682760663513,0.40947586363378524,0.26689419172600487,0.29910834768932315,0.3493111366245695
1,0.1324126448111261,0.134712884382233,0.16209896722837522,0.15026361162881088,0.15098437278693166,0.18128508263037413,0.14885252346552658,0.3203136781782536,0.4048665009016451,0.27343371934681565,0.3587085308056872,0.2626921549719213,0.5737068204554817,0.40038983014543666,0.4678530424799081
1,0.5180152338872,0.1716907307395569,0.23082335867007747,0.12678274215892443,0.2314810443321845,0.28903383611903793,0.1877733549560175,0.16020710802794952,0.16156793585476228,0.3998615753401533,0.13657064573459718,1.0,0.35338080386041315,0.6515640634131863,0.3918628013777268
1,0.14761229450740343,0.2951614680921415,0.11461639387520248,0.22130420482972382,0.16283461592937062,0.2452256263915457,0.13524006093665536,0.4057206052380234,0.5417047317175215,0.341706337148452,0.1671912026066351,0.43910601849225706,0.5094450656152534,0.2943370592609139,0.39229334098737084
1,0.08685153717382019,0.22099911826297805,0.322834587954174,0.19056778655929515,0.12799206836315566,0.26789802126125,0.18833849329205368,0.18199869300759058,0.2809108072968385,0.9012064328077698,0.19222082345971567,0.4410062964433603,0.3292826457953275,0.24586991178333523,0.46753013777267516
1,0.1757591265472198,0.2120026452110658,0.12201951198059063,0.21913152675483621,0.04305745715499739,0.2973125529179341,0.03759398496240603,0.1948424068767908,0.36049655362339555,0.553316002115759,0.08453050947867298,0.4174088150207045,0.28264579532748785,0.39643645064854394,0.22574626865671643
1,0.3430543817697906,0.003940262316764024,0.237874645419962,0.3297786459631043,0.14484679665738162,0.19727805826460534,0.2099857486854391,0.1279847182425979,0.1725889265788059,0.41208908695994695,0.2256183353080569,0.3411140734017812,0.35561701877243573,0.2427411729787124,0.5244690011481057
3,0.5505318525913285,0.10674528821778904,0.11600905965740423,0.03047729152755215,0.10858788536896274,0.1843268838784534,0.10506658803872428,0.16603830493138289,0.2678905739018067,0.5365418593920569,0.1856857227488152,0.36023030234273073,0.34096392632260347,0.19072914148631162,0.3094144661308841
1,0.2554388076699216,0.2600297586244902,0.13515454925272488,0.11880961160887808,0.1693498890515084,0.4463294552980651,0.23475355054302424,0.3183531895641683,0.27318393297373444,0.735586391617993,0.29195053317535546,0.34675818254013274,0.3104219384452422,0.19986903665443734,0.3198191733639495
4,3.964342540819193e-05,0.6966549101730409,0.6009792639394851,0.02994907162861158,0.6963788300835655,0.7102135532628805,0.3967762543613937,0.5868898607550395,0.012506520708711668,0.012638283984379398,0.7367816943127963,0.02952521413579897,0.7714941446477962,0.013142232925041845,0.8907864523536165
1,0.3366447606708388,0.0861209081891326,0.14822361814570217,0.3099255508934889,0.07355648930645389,0.3327950076829001,0.06644061133225221,0.06022218870959634,0.08051519556830129,0.5480237910350338,0.07706050059241706,0.6650831017074139,0.1368504678396987,0.418807315588004,0.3437858783008037
1,0.5734727820854963,0.19989253830045184,0.10273475580704983,0.06304254661789768,0.1383787356593173,0.23620997836244476,0.12597670647206252,0.21241140099532496,0.46637432707610094,0.7562600582959137,0.2830365077014218,0.9691417550626809,0.2888248102159713,0.30358252067721514,0.3264207807118255
1,0.19132097299381742,0.28408464675410555,0.13795454045694097,0.11617847852736278,0.10792691563193428,0.3155320016306563,0.15381591232984423,0.1105413964711205,0.7743927465887094,0.5761223088783102,0.32756960900473936,0.2626921549719213,0.34078738304007533,0.46060848997426634,0.33388346727898965
1,0.1590800562936641,0.13694478121900144,0.1990998981155033,0.6406011740434736,0.20433407298994383,0.416914923641381,0.11779448621553885,0.2316392700950083,0.478351247077266,0.5766681296915268,0.3089084715639811,0.6934029156503488,0.3105984817277703,0.6131287694035354,0.3218283582089552
1,0.38704416818182635,0.2027444064807671,0.14796707444898077,0.16456541455295653,0.1614182522071668,0.2406158863557967,0.13071895424836602,0.3086010154325642,0.802731680449525,0.5956030475933242,0.4630109597156399,0.8541607578421918,0.359089036662155,0.25038478132487174,0.5048076923076923
1,0.13101070913078186,0.11765678386421251,0.19383708742276207,0.2923148987910741,0.13044709881497568,0.3462949606447364,0.10034891149442234,0.0623837530789725,0.17420950474389832,0.5687227792970729,0.3517106042654029,0.44599807135969144,0.19231448243394342,0.6247991946366226,0.26040470723306547
1,0.13645086828111513,0.29850931334729414,0.07690447045716088,0.07255548800542173,0.1791700108587885,0.31642572673962815,0.19713499434861664,0.21540240285527573,0.08050063154884374,0.3050941400227332,0.24339084715639817,0.13942934936751944,0.5118283999293827,0.28600191549192344,0.682441159586682
1,0.16050902158224117,0.07224732723465226,0.15589793958762435,0.3481766447073362,0.15735800953684906,0.21643827024992943,0.10138090323848839,0.1382898507012517,0.39755801113750283,0.7182157849128374,0.09698978080568724,0.4560099835498327,0.339492732301536,0.4714160258744404,0.3836825487944891
1,0.2019021636300403,0.2092196627355891,0.11643418921197106,0.04814275890249858,0.19446673905859024,0.13871554454514096,0.1833013907317313,0.18639722515457696,0.39865958060919965,0.5384859943504733,0.2049577902843602,0.6531283680299507,0.3264285293944566,0.2249050668739233,0.5256171067738232
1,0.08454555119678094,0.26028601344648955,0.07066679371687838,0.17666763008660813,0.1634326519050092,0.1635360155539528,0.11808934099955772,0.1864309053435882,0.22054427064714557,0.3807916089897251,0.2584289840047394,0.340214986669692,0.3617960336609192,0.11086903971432857,0.49574268082663603
1,0.07924540541709389,0.24515044637936734,0.2348840788981815,0.29209563770094776,0.24706104527642697,0.25171689297249833,0.1690500761708192,0.2802996028753833,0.28075722309165,0.6200243087207535,0.46682464454976313,0.5538033921379545,0.36944624257047026,0.8120431199875157,0.3467996555683123
1,0.6551688719823695,0.1530915904331533,0.0653453444648865,0.07247575669992126,0.11085406732448891,0.0,0.04629220109096271,0.0693208666365053,0.19239864104458443,0.5354502177656235,0.07551466232227487,0.5617448522321176,0.14388277526040133,0.35567257939652824,0.4310419058553387
1,0.27204039304654315,0.17089165656342994,0.1374854319829362,0.12708173455455116,0.19866861810112835,0.2544137476872903,0.21288515406162464,0.14231136580706782,0.4658420783650167,0.4904790843715183,0.34922985781990523,0.49418571671677347,0.4088153945742365,0.36293982111875744,0.2889638346727899
1,0.4462858615327229,0.12214813181968477,0.0558678873260084,0.12876107517665467,0.09657239979226664,0.2690269371883722,0.1177453437515357,0.17068818177248277,0.36299097295593985,0.42089818472376966,0.17242113447867297,0.4487634012139089,0.29826987583122466,0.5213259120770848,0.43014494833524686
1,0.16234343099431117,0.1327565303648187,0.10897243254733231,0.059080897375843405,0.21113261885652235,0.0932923578663489,0.22713646862253672,0.17408133514301513,0.3056722883781772,0.30496753210214167,0.1408471563981043,0.9617391797606216,0.362619902312717,0.5571358193929788,0.5446326061997705
1,0.04587104714504268,0.22938939711231124,0.08603009624053537,0.09411283973010953,0.2859638355129597,0.4030857035341341,0.3170180352842892,0.24043633438898104,0.11995985626636796,0.26753097673790477,0.21797245260663511,0.237166033240683,0.6022479844641913,0.35592655037039983,0.6305970149253731
2,0.13712660848693659,0.1926319850104706,0.16330105769301248,0.4158685230772297,0.038855578112459266,0.21116999592335917,0.15268563565777188,0.3266978334087367,0.23544193855042989,0.41695645812935395,0.15064055094786732,0.43110783368313577,0.26434414170540815,0.4217448111894104,0.42766934557979336
1,0.1371860736250489,0.08230464014107794,0.16720052188317733,0.19111593928461085,0.10027855153203341,0.20323622565775035,0.02059069241731781,0.03398180264414618,0.4214350590372388,0.24839348616316104,0.22722896919431282,0.3925350275114867,0.3005355146236686,0.3351070502954325,0.37909012629161887
1,0.2631818894416944,0.11942025790807892,0.23642334107850968,0.6916989744560831,0.15112600915915206,0.2474834582457901,0.12737726669615215,0.09646609360076407,0.23060138808345446,0.41916224945699276,0.22354487559241706,0.6438255147767883,0.1854881421761902,0.7389331383162644,0.3030998851894374
1,0.3279610485325625,0.23195194533230462,0.12744357871127104,0.10779672503662656,0.29200698739436287,0.3443820753237794,0.2874342719543958,0.35143015130950583,0.10433398739020715,0.8054120665788852,0.30866780213270145,0.2833966759317035,0.41281704231154015,0.3415970796397896,0.3302238805970149
1,0.26722551883333,0.27242918549542594,0.23182021417733767,0.2158824760556923,0.16453425239601527,0.28724638590109447,0.13106295149638802,0.24687075855828683,0.3069698101116663,0.6030701013988768,0.29489410545023703,0.7107606784275909,0.291237568410522,0.7404630839419968,0.4468283582089552
1,0.3470421499710783,0.18845751129725558,0.10547610845201534,0.3795010813558308,0.17843822293564987,0.20433378280911912,0.19202417809228955,0.18270245815110842,0.3466739751564307,0.5281801096143242,0.20343046504739337,0.5284049010153724,0.3940740304831402,0.37110361097766587,0.40962256027554533
1,0.20118137407716408,0.2111897938939711,0.1781366131834141,0.1254422595851979,0.2611774703743921,0.3632600583273229,0.22922502334267042,0.23603780224199467,0.6557966121442739,0.724051003297433,0.43329754146919436,0.34638947189290376,0.43832754663685053,0.3481360672441702,0.6834816303099885
1,0.17584742326744715,0.17328887909181087,0.15909374106678198,0.23744979419356768,0.1865351022142486,0.22559503276992066,0.15818959162612414,0.21228572864826822,0.4435194085419297,0.6746851683041292,0.01653213862559243,0.8021158318679449,0.45683516742187963,0.15044261326952443,0.3748564867967853
1,0.16510585695570928,0.09659153532458943,0.0682259636880722,0.03931750002491603,0.07435909541570275,0.11779924111762677,0.08236276966927122,0.16259488262202784,0.5621075989757522,0.4548094128768696,0.14093972156398105,0.1810794713256566,0.38042134996763377,0.17631399380066035,0.3190657290470723
1,0.21297709510998344,0.16546346302215365,0.1320467056124431,0.13198520984282966,0.2609886218780983,0.20947662203267584,0.22846331515062165,0.23747046699844163,0.24668536157164306,0.9090561238844436,0.14164321682464454,0.6724714958307335,0.423409639263226,0.750823875719457,0.8999712973593571
4,0.06913813391188708,0.31973988757852967,0.4389022861708288,0.05812412170983785,0.1604267976016241,0.3915770328326382,0.2152439923337756,0.3770673101090836,0.015493468699274182,0.10847203934411472,0.5086640995260664,0.12411367632877647,0.5311598893662096,0.18373728997671426,0.6678386911595867
3,0.6574357551261651,0.40127300782541603,0.06459770283444136,0.09191026241565922,0.06250885227326376,0.0028222898178055307,0.07813651776500075,0.06097622279193685,0.15584560020972188,0.2821612253395906,0.1702273400473934,0.22800499177491634,0.17942682280939212,0.2234791575507407,0.2444747416762342
1,0.4633163166933058,0.13997575223189684,0.04249096599696545,0.12301543797402753,0.0022189698314527117,0.10643168490702122,0.07759595066096615,0.12652691901673957,0.9836697621828022,0.44369042393958835,0.25125888625592424,0.1724431334732543,0.2719355028541164,0.12476094599597932,0.29204936854190583
1,0.33996940248348034,0.15061170505896618,0.12779541006677467,0.1333007763835873,0.17525140456069116,0.2010411113550127,0.18325224826772812,0.2395817624289951,0.8297121884954839,0.4496888258662796,0.21302947274881517,0.341255885189177,0.41069852292120285,0.14417595598652425,0.6356199770378875
3,0.832542567128032,0.09856166648297146,0.09857874792016359,0.02087963562793386,0.02776072895519569,0.10458151713757098,0.03518600422625192,0.017644397526768208,0.06137012999049366,0.5149622427045704,0.29883738151658773,0.18098020307447957,0.3196021891367034,0.30650318687673844,0.0
3,0.9925974912919612,0.13735809544803262,0.14855346004148678,0.1101587649620778,0.08583164156555403,0.02888143246887642,0.061084082755909395,0.013421806665661288,0.018634000895025194,0.30320627525124644,0.18644475710900477,0.17354926541494128,0.2829400341317013,0.49951806712789426,0.5723306544202067
1,0.4755120759279715,0.25294830816708913,0.16979527813001635,0.1487487168243021,0.15726358528870216,0.2104801028567845,0.1153373630153816,0.1762428995123913,0.09108602569093031,0.40246125797629906,0.3622260071090048,0.3263372851551421,0.3469075501677162,0.5411846062990922,0.10024397244546498
2,0.10154303023531976,0.19985120687754876,0.24247777232113413,0.3267588227672743,0.11458382512629244,0.44175107403806957,0.12442871885596343,0.28256170512240486,0.2791234049088689,0.5079622314505329,0.29567165284360186,0.3953145385444438,0.33478491143412,0.49541169306842836,0.6397818599311137
1,0.12748514723027604,0.2148407362504133,0.16648952935226383,0.2273488344279777,0.21014116425097965,0.25143466399071784,0.16831293921077203,0.1289900970190519,0.07224150851465537,0.2158693181178748,0.1007756960900474,0.4155368994270804,0.3379038427587831,0.34558717783169984,0.5282003444316877
1,0.21132468506001473,0.2742753223850986,0.17995440852018268,0.15670191454797333,0.2516878334356263,0.3818558123490859,0.20664406113322523,0.38410496154426177,0.17571621875686827,0.8515311117863534,0.21358486374407584,0.37061092518010097,0.6197846171953157,0.3896159530490287,0.47086681974741684
1,0.13184682501211828,0.2282596715529593,0.005138203754333749,0.03795210141822059,0.22328974080543884,0.3611903791275988,0.2156371320458008,0.19263057356859195,0.06585319997987517,0.5735901504664799,0.11964973341232227,0.39939871802144195,0.45230388983699177,0.3173443815806786,0.41116532721010335
1,0.15046662113679324,0.23652595613358313,0.21990192700965336,0.12220815850583534,0.13285491714272224,0.30446235378970804,0.08953756941373041,0.17282461167244761,0.29248258275673056,0.35653353140439137,0.4271141883886256,0.2626921549719213,0.13799799917613134,0.4142297182758125,0.5792192881745121
1,0.2680255952370226,0.1550617215915353,0.1538309303740407,0.1102036138214218,0.040909305509654874,0.19041048637461194,0.08381247235736401,0.22957824360327753,0.8526942111994662,0.7075300764149138,0.33008738151658773,0.4346673095467695,0.29685752957099987,0.5762846188446463,0.37223737083811714
3,0.8584585555016965,0.31797641353466327,0.12026035520307268,0.05926029281321945,0.10698267315046502,0.2428423594342877,0.03307287827411668,0.07882169607399588,0.06501907886548935,0.4571389986157534,0.16772808056872038,0.33144250950138976,0.19955275701759548,0.500806281344761,0.4905281285878301
4,0.01631146758158887,0.38314229031191444,0.5395260538448571,0.0605758593539771,0.4614985128180917,0.8076452695286777,0.37982210428030855,0.42733624893178507,0.14061693186422095,0.10265932903429106,0.5237892476303317,0.12876510295535767,0.7499558641793681,0.19844618722250615,0.7869546498277842
1,0.0799679969438523,0.18210624931114291,0.08891804528362739,0.30006876825099416,0.37835796232472496,0.3356016181128289,0.3754975674480318,0.3987834916804906,0.515820497136184,0.4889597893244202,0.18609300947867302,0.2980883771059051,0.48602365679985887,0.27066880043083275,0.41216991963260624
1,0.3747438944619937,0.15376667034057093,0.15166863350167487,0.19725724309078405,0.11732212832255322,0.17905076985794474,0.08155191901321933,0.11960237269391243,0.46873634623175847,0.45921536851345424,0.20854931872037916,0.42078960803221965,0.2633878655917143,0.4363833309364185,0.2786488231917336
3,0.5452538710903924,0.2117822109555825,0.0692008297356134,0.009757118510619212,0.1443274632925735,0.1605569318573803,0.06737431814831196,0.16176544513145327,0.037077345535333636,0.39289532619827366,0.0771252962085308,0.26915877247716835,0.280644971458836,0.15910516540242162,0.2426808266360505
1,0.20125165105856954,0.13942466659318858,0.1876507194218238,0.24669862563162143,0.2461640149190312,0.24447301577346425,0.06157550739594084,0.2641632735132961,0.3117759365326511,0.21752928863229684,0.34408323459715645,0.6077485960633048,0.3505561113399635,0.4775694671811364,0.6393513203214696
2,0.03842168711606693,0.14675410558800836,0.14938905951080786,0.6774569700110628,0.041782729805013914,0.2568283734203017,0.04707848051501303,0.2596893379580757,0.33086009802909094,0.6145154574203495,0.12400029620853084,0.45810879800329,0.25280998058023896,0.4923732210557237,0.5822330654420206
1,0.12500833412920512,0.16959660531246556,0.04197787860352272,0.07172827571085442,0.12369576507247061,0.1662015114929913,0.14939309056956115,0.10420751017946012,0.6447438453777774,0.4344227241522897,0.26242224526066354,0.17743490838958537,0.11999058435826519,0.302268297384711,0.28171641791044777
1,0.09725613436958845,0.11826297806679158,0.08887406636418943,0.0816847224852248,0.1584438883905387,0.1569820314214933,0.18163054695562436,0.1357764037601166,0.20896984718371583,0.2666756698965754,0.23846638033175357,0.24110840093028535,0.16883422585770613,0.2978620539826015,0.4661308840413318
1,0.20976057173027332,0.14127080348286125,0.019900461045672113,0.02768669583503593,0.1330437656390161,0.25817680077769767,0.028551771585827324,0.34057206052380234,0.6383542128412284,0.34449171140146534,0.442239336492891,0.3213455102388111,0.49343847466603896,0.23987405487608976,0.27303386911595867
1,0.1259877069341757,0.1785655240824424,0.01772350453349362,0.2678373880024318,0.19694537557244698,0.24629182476716113,0.2608236276966927,0.21660885738702054,0.17232015421972602,0.5554542692190824,0.24789877073459723,0.6223410289863294,0.4247042900017654,0.4037465308482937,0.32842996555683124
1,0.11813380376864818,0.28212829273669127,0.15213041215577333,0.07604373262106702,0.45691893678296586,0.31208253629778293,0.4228709027470638,0.40652490825918663,0.06471985446572556,0.07180638554081277,0.264477191943128,0.19093539054966252,0.7272406284940858,0.18155864740567124,0.8594288174512057
1,0.097015570856316,0.1899041110988647,0.24011024049139115,0.23548641079561877,0.23598980218120014,0.22583022358807114,0.1726129048110472,0.16895390338309957,0.038027978805379684,0.1791699022024151,0.2719009182464455,0.5402745476203982,0.45883599129053143,0.4661897316169384,0.7608352468427096
1,0.3832095677605249,0.06100518020500385,0.21131137807944056,0.1198461185803841,0.09798876351447051,0.1668757251716893,0.05929038281979459,0.542075101794601,0.23796151391658257,0.6702285694993079,0.11155028139810426,0.590447558001021,0.2899134937915613,0.8616408972825107,0.2853760045924225
1,0.11216206232306869,0.0952138212278188,0.05361763261476666,0.08225280803691559,0.2748689863556961,0.21993477374643297,0.2945107867708487,0.1480671593022671,0.4234872617789817,0.3157770350113104,0.13518216824644552,0.38628112768733336,0.546077796739834,0.11846062990921305,0.5894446039035591
2,0.08031577790311506,0.16003526948087735,0.13041948559323896,0.525907691081057,0.048014730182710914,0.26821160901878394,0.10147918816649468,0.24174332679837127,0.4753113390159489,0.7125718851638025,0.028232375592417064,0.4745022406262408,0.2136173718590008,0.7434617773684323,0.422861653272101
1,0.1679836092455676,0.17177339358536314,0.17969053500355497,0.172040224443625,0.10891837023747698,0.15811094734861553,0.14074401690500762,0.1902176645051023,0.2048972177426829,0.3125246182067817,0.2821571386255925,0.39366952181065284,0.3652680515506385,0.36935029329057645,0.47029276693455796
1,0.3989948589685141,0.07290863000110218,0.23711967396961056,0.172648175648066,0.1423209480194514,0.15665276427608266,0.13821318000884567,0.15349620469511888,0.1855853279419981,0.408558132730117,0.18304761552132703,0.5663253729650009,0.327222974165833,0.8308736907490308,0.3991460964408726
4,0.02130653918302108,0.8381737021933208,0.4444436300200104,0.0734125995395517,1.0,0.9805889178086488,0.7788097695218439,0.4965063087518222,0.019118585542430285,0.05300088906895349,0.756923874407583,0.15968007260763517,0.9160830930383099,0.18592817211276313,0.8681831228473021
