Type,34046_at,38952_s_at,40304_at,41038_at,41107_at,32052_at,33329_at,34224_at,36894_at,36908_at,38671_at,38702_at,39026_r_at,40808_at,41214_at,32254_at,34317_g_at,34847_s_at,34849_at,36105_at,36133_at,36139_at,36156_at,39105_at,39556_at,40594_r_at,40607_at,41792_at,32562_at,1955_s_at,1910_s_at,1814_at,1817_at,1555_f_at,607_s_at
1,0.07021902395842257,0.3396289208752808,0.05646336459969157,0.2695716395864106,0.004918480735950443,0.6255894140944916,0.1730852615396744,0.2844704646100728,0.19696809583737618,0.401885645375086,0.34038319969757863,0.23581028546040206,0.03640362263322632,0.004166121640565222,0.019260678248994766,0.12689484121793093,0.28593742451812365,0.03573189697682358,0.36203351640613995,0.7802229005466033,0.11287236355729506,0.1508031573451273,0.10198003419557664,0.2427233356833518,0.5705234934157891,0.5220004634725682,0.6340640809443507,0.057323782139711135,0.35022727272727266,0.1268005157487567,0.0,0.38060597398885243,0.19111711813181656,0.03151078882831381,0.2498420859346309
2,0.2396127816328279,0.5177635410599883,0.02952619441732807,0.5544066962087641,0.3146006011476455,0.7752499985814342,0.42721431668571885,0.8359228402011559,0.3326160260536251,0.5625940580244576,0.3787031694554426,0.09735643674330777,0.06238299363232088,0.010322119107785518,0.6252655337227828,0.14584194525694494,0.11605824919620182,0.20779122254675114,0.2545838614279679,0.1591572101261886,0.025331593824744512,0.5418163948524217,0.38221830014891617,0.5693423305468828,0.6659242761692651,0.5795724465558195,0.7669668140888989,0.07383615603237655,0.8760822510822511,0.4335236691840118,0.4276349541127515,0.6540374446191225,0.4848228867488877,0.4808129995236331,0.7990892398090342
1,0.3820211884976727,0.4309010733006074,0.05745370173874906,0.2294436238306253,0.06466891338008926,0.14683101854916655,0.26934447554101465,0.36418224123695864,0.053557876129999134,0.05960911727478398,0.6865959690416028,0.34927246473397755,0.03397854364403471,0.0028291195580831905,0.027473256960776876,0.025466875271439107,0.275980526346865,0.0978833971854493,0.23185466835656948,0.09458568690484641,0.3184279191128506,0.19917687889677196,0.022486673782634223,0.08359351394903818,0.05191688109498994,0.509790858003592,0.12856491350875518,0.05482241095617199,0.15154761904761904,0.10418124884877511,0.6610043892150715,0.1908246391310562,0.2172664301402264,0.1706452125125708,0.14022769004774147
3,0.5092663982409549,0.1864547799317747,0.22496215497361458,0.1406532086000328,0.053283541306129875,0.045849938434243794,0.1514052583862194,0.22865220545923087,0.0784778995705763,0.08035918953127959,0.425837130180458,0.5985782516938798,0.020958254449671698,0.01029896755657371,0.16670776117138306,0.013384891502843896,0.37101388598143875,0.08126920304972879,0.15634417687649624,0.003380354058284064,0.8331050228310503,0.11594336435394204,0.02131870342312646,0.20666733810051363,0.0704694358552987,0.3719657030299519,0.055829541718370505,0.04580584041085644,0.08429653679653679,0.10373917848590902,0.17836173972524652,0.09093897384593397,0.14261042593531184,0.14682686709363257,0.09060594932060227
1,0.26829721008595336,0.2974041101589151,0.053662125263500414,0.2519694731659281,0.38507605428545405,0.016427937802509156,0.24780243604399077,0.20060546923865993,0.0807931369064202,0.09003159352980457,0.6329659179085175,0.4379651227368655,0.13365477765888067,0.06458819757070774,0.04056501782869282,0.0817770824285363,0.44810872610747005,0.1983177180138831,0.24143078439656385,0.06594056661494725,0.4224070450097847,0.16600632697564421,0.03514779691590938,0.37073219861013185,0.24101022769044472,0.47365448120039394,0.2941709885774285,0.18578290424983793,0.13115800865800867,0.14895929268741942,0.6372342244769993,0.1012290981849364,0.49824482363762645,0.665502214223963,0.12235769372016159
4,0.04854507553042634,0.3236542141609119,0.03787332173224113,0.339652059740686,0.6754713544038619,0.05345155976039477,0.5118845835468485,0.302484425429708,0.5663301086528393,0.04168950636355482,0.4734485983167864,0.3509385760302121,0.9353312269548902,0.4951885288694056,0.0312381458159472,0.8980697081800629,0.2614074920962088,0.3326632022152259,0.8058864948598788,0.02169511234606713,0.0957055881713416,0.33579041125341685,0.06318395208726037,0.3350790613354819,0.1532856185266071,0.6722814437170501,0.5734194533710905,0.6297388934133328,0.15481601731601732,0.10528642475594034,0.8497406372912272,0.024424753465771047,0.6537891160293592,0.31281426983538874,0.11466764597869997
4,0.2512350438333476,0.43705799151343705,0.1314743290465883,0.8078943049400952,0.7299845158939794,0.45274568141281596,0.8978280578658994,0.4763441667292151,0.8308243589866753,0.08581081754487377,0.12894689719663358,1.0,0.5904909043708407,0.4331053291398157,0.10370988544116531,0.4378816499311919,0.20174124946994948,0.6797595114364829,0.828784678214336,0.022056810230303522,0.1721678625788215,0.7209066617525108,0.033137914588923095,0.5614865545372142,0.4007827534759011,1.0,0.7199932122137729,0.34356873369122604,0.11716450216450218,0.3648185669552404,0.5879268084136122,0.08819494068886667,0.7118507255354696,0.5847668448631769,0.13933161953727508
2,0.1645106941945801,0.7231882852150762,0.02058486481898052,0.35417692433940584,0.14259039985426722,0.8297380570944367,0.5764515747565927,1.0,0.4364846819670871,0.271485095229078,0.8385825988340859,0.10229923358880372,0.015922363702751588,0.006685010412410158,0.019877095819740537,0.19372511263087946,0.4766643585986268,0.09989379053977165,0.3045486551189973,0.11608473871553306,0.05848010437051533,0.1624742774655241,0.580435847605823,0.14210897371336487,0.5581118775271909,0.09504084352007415,0.6347110418191267,0.03995545731048581,1.0,1.0,0.16046286268027132,0.729741317707589,0.7716393534943964,0.33991425395649183,0.7452662504590526
1,0.23934150032839316,0.3034362259755387,0.05505567109488844,0.3353028064992614,0.2477229255852081,0.14734170224114485,0.40663802278371247,0.41236958642948285,0.09786440971054729,0.16537269402114874,0.8803346531107618,0.27821281794957237,0.023196545370505216,0.008614113417134231,0.3765837189894545,0.008196807091166916,0.46037905991851974,0.15313128247923227,0.33198141106886353,0.11896311019616193,0.30959447706023047,0.1503731687091127,0.21141399033828964,0.43347769161043403,0.23761541289164698,0.3459243381032385,0.24335804511756656,0.07515747835192049,0.2395779220779221,0.24324921716706577,0.4424271789317676,0.2233600114334715,0.3812111655497362,0.5261384286949312,0.15230260741828866
1,0.24386761472343588,0.0,0.04745129663426849,0.5135401280157558,0.2298934329173877,0.2979309744790553,0.3128227364105799,0.2254497235357402,0.08020712247701574,0.22593858696193825,0.26666799307614253,0.5444296345662557,0.020432715138698057,0.007893521385666643,0.043860480995372125,0.02530466587480575,0.2505542047095322,0.10416113492394645,0.3424588086185044,0.6907854928725236,0.06781909110676235,0.17998095764611935,0.4817293747789778,0.5272434283412226,0.21270568901766596,0.6037454376919067,0.23057261340375662,0.07579736400352352,0.2188744588744589,0.18493276846564746,0.9027532349085106,0.2984707731885094,0.21801730772840752,0.09178002434764199,0.0997576202717591
1,0.33647448527941975,0.26815874864797407,0.006352305363382994,0.35770556376169377,0.033108661991073866,0.37431412343035697,0.06054633607946707,0.4762941279491606,0.12195824887360339,0.4645145858457,0.3658900539185452,0.2556370098855937,0.014618013123708576,0.0013370020824820313,0.0,0.07381050802936513,0.6225610967080507,0.026040283730986612,0.29004365582312347,0.1607696390119901,0.03411611219830398,0.1625357044135262,0.1563685206033216,0.17463994359955684,0.13153285618526606,0.09044956839117084,0.4510483947946164,0.0,0.375,0.17045496408178304,0.23029128427292936,0.3167500357295984,0.4429239173283775,0.18098413874627287,0.10942343004039663
1,0.19426596990205316,0.9453365504617689,0.04873873491504322,0.3478581979320532,0.24014026778395114,0.06975939232423498,0.7487484725452325,0.43333583527233605,0.1510860480531832,0.13712787904760956,0.5710391755038697,0.1839386871042986,0.01329677774752585,0.0054475600001389094,0.0478150367953873,0.09806866166782656,0.606028888423697,0.11428896559572128,0.2939022672862977,0.06784708630381947,0.07302674494455316,0.14447618170091217,0.26250458266148,0.23184610736227212,0.34724414556619887,0.11201552633103527,0.27051449298418656,0.060772516495753486,0.09740259740259741,0.19959476883403945,0.47546029755458014,0.24188938116335576,0.7069512492725873,0.3597452319201115,0.10886522218141756
1,0.3749678745823696,0.5366503036858308,0.07359619710538601,0.7894304940095191,0.33377356772019307,0.04231108959094236,0.14785762150656317,0.31309264680127097,0.15861777449011938,0.06898751208427599,0.5413342352917769,0.9783405531489503,0.022169738644446272,0.009156438504270881,0.4675859191260147,0.017068614574775917,0.6401185166100384,0.20029966240564429,0.4156879312772849,0.21066366491226288,0.3040226136116547,0.4346570840627783,0.04061616925188254,0.6951354617786283,0.5333751378467791,0.24997103296448644,0.1557160584173852,0.08862831784865458,0.06319264069264069,0.3668815619819488,0.5158752778886165,0.29048163498642277,0.3139982354376677,0.4761551897528185,0.10085934630921779
1,0.4160884091493189,0.5194691738081372,0.04780498846964616,0.5660183817495487,0.23579105565169867,0.014876026805219567,0.2955181520753676,0.5385673897270384,0.088536212809699,0.4475069017411324,0.5079684049262848,0.38642674664000887,0.047678445923271265,0.002994074360467337,0.038597223275927475,0.0300872267948993,0.2936399306506068,0.12539354398209615,0.39428249542317984,0.05408059440145761,0.3425038051750381,0.05775668785896372,0.14819272808676723,0.7668445966361164,0.0,0.34789409651816233,0.14443666677272582,0.07118935629165489,0.20742965367965366,0.164247559403205,0.49444222766915574,0.1778405030727455,0.2712075988811924,0.31226733005169466,0.05360264414248989
1,0.33974413889602784,0.7366669440053248,0.0570221976995883,0.4147382241916953,0.3284907550778759,0.5790226270703969,0.2809334226812252,0.32682829192624285,0.23962226086288219,0.12549209165113567,0.3976940371262012,0.2827113184494058,0.009451265198955675,0.008988589757985261,0.04560067521432365,0.06652155030322693,0.7226668384298695,0.15584341691006334,0.3221236445571046,0.43977392192058196,0.12116220917590781,0.21318222304124818,0.17023654644142144,0.3941988115620908,0.34363310052543944,0.234379526099299,0.2826847815711604,0.08360064487177356,0.25154220779220776,0.19449254006262665,0.4653423017727868,0.22591110475918252,0.6535356948433481,0.4947687856172481,0.1544619904517077
1,0.16365401639110197,0.3913803145020384,0.03437884639870973,0.32570162481536186,0.176291101193187,0.0694794620041876,0.44227206433048216,0.795791738597413,0.15498640638659658,0.08091730866978283,0.4103380354549253,0.20276574475174944,0.026585113096481844,0.007935194177847901,0.9253755405507929,0.04502618896871453,0.6777561284574055,0.12424610249212913,0.5021827911561753,0.38152366078823097,0.04196564470537074,0.17730888540802847,0.04095682727340564,0.7396515258334172,0.19791554046748977,0.10584554776664157,0.15335093915386003,0.06704671996277028,0.08659090909090908,0.20898876404494385,0.6130080373938323,0.15389452622552524,0.5573952056465994,0.1945694172444821,0.05173705471905986
4,0.18469973442988094,0.27606290040768783,0.06850303467594754,0.6592811422944362,0.5937699244011294,0.013179422095202791,1.0,0.5515274337611649,0.4179051425167879,0.060844952510041156,0.0,0.3727646340108852,0.7027452569549535,0.5241592224783042,0.04315871329944618,0.8562772420216525,0.0961498204537769,0.6544968326821682,0.9047176454020561,0.014285376250308457,0.08542074363992172,0.3294941490832028,0.061071872353817155,0.18007855776009665,0.5069085562306743,0.8765859451943689,0.4983083564012006,0.11477221732843586,0.13143939393939397,0.1925584822250875,0.26426494898250014,0.06135486637130199,0.8815302885247133,0.16182360309814922,0.15747337495409475
1,0.18498529369770697,0.12996089524918883,0.05818938075633462,0.14114557689151486,0.08406958739411603,0.3247910452560322,0.1822302810516773,0.34421676799519624,0.29766650975569925,0.09725225988419028,0.44897634348699783,0.24119737865156055,0.0433875968501411,0.007899309273469596,0.02217206585236325,0.12424716525997981,0.303623666822327,0.06442741721351894,0.2621884241656105,0.6467124366606158,0.16370950206566648,0.17015264596578517,0.1264619906757033,0.09275858596031826,0.24591865418297398,0.36189965818898095,0.1769172844612725,0.04583908122392673,0.2545454545454546,0.0,0.5688878755058997,0.2682864084607689,0.34619211203093614,0.07085516681663402,0.1889092912229159
1,0.18015934207144693,0.34952991097429076,0.05851477724488208,0.3372722796651895,0.25995081519264046,0.05847328273151467,0.7895857148488313,0.5526032675323376,0.18492117625584814,0.12910491643162542,0.35980183442430513,0.3980339886704432,0.010852703361552052,0.003919557620159445,0.060228738335482895,0.14560124744258574,0.3747282652453261,0.15811933391495658,0.2802140543585411,0.5770331984572064,0.2699391171993912,0.1961976719186707,0.2158603886096935,0.47033940980964845,0.3509633057279391,0.7241903713573953,0.2522511056667409,0.08626822012066414,0.22911255411255413,0.24369128752993188,0.4585304679929316,0.3536944404744891,0.5635711738093896,0.5553379558566666,0.09585016525890562
1,0.26893971843856196,0.7132872951160663,0.035454069578257856,0.09642212374856393,0.044812824483104106,0.0182351906457879,0.26059363790452916,0.2855963371613,0.08825761578588376,0.1270219360754258,0.6788364736077674,0.31906031322892364,0.03443865436609195,0.006469700986140324,0.018985661178969732,0.08509190993715694,0.49546169412194113,0.0823312976520123,0.24258555133079845,0.6674880927028297,0.27442922374429224,0.11588193740593997,0.2703624276912795,0.065263369926478,0.25071896555452244,0.5942007994901802,0.43028201130590643,0.03553442917213755,0.16455627705627707,0.15446675262479279,0.30490794048908393,0.20483064170358725,0.06130915507499389,0.03659203585102063,0.13183988248255601
1,0.09623347325737458,0.26183542724020303,0.017076241812034012,0.17204168718201215,0.14445760087439657,0.1083131739369741,0.4709882139619221,0.31076584352873476,0.09692294390593027,0.12584091611270018,0.5579176697638328,0.11693324447406418,0.021016295939839467,0.004676034556005339,0.03102002882937562,0.037329091470402025,0.434619947075463,0.1314057580700224,0.10014082523588229,0.5207131194921356,0.10182648401826484,0.12147178967413004,0.0946575089138849,0.18148856883875514,0.33933011871040275,0.558006488615955,0.2090107862165516,0.057764222912892446,0.2786363636363636,0.1463068705102229,0.3263694921051131,0.11648563670144348,0.43197987648063674,1.0,0.1500183621006243
1,0.13546931665667208,0.3860554122639155,0.03357242901404864,0.3623010011488593,0.18899717642772565,0.16753073086402007,0.5565453900429659,0.2513698116039931,0.03653463729549537,0.07244585746035859,0.2100435725512823,0.2600244362990114,0.053759083493211256,0.008901771440940972,0.6477126166451711,0.083192490228192,0.43385774786235315,0.2066722300193453,0.10483030559076185,0.10231655663614206,0.08003913894324854,0.29764427654411985,0.048837382837973314,0.010272937858797461,0.25785456353925656,0.5268669254388506,0.17966421670007532,0.1039523326740572,0.11994588744588745,0.2463437097071284,0.795473978224933,0.19338287837644708,0.38818494114996904,0.7866758411404577,0.09881748071979436
1,0.3016648105314258,0.5324070222148265,0.034958901008729115,0.34900705727884457,0.09185718189270424,0.20639943408681247,0.23170010642910643,0.2500437839325477,0.17790821669084375,0.384344758164984,0.35070929746722107,0.3478285016105742,0.06727325300391095,0.0024112340587100186,0.47727790000758663,0.11789483598536976,0.18029768710112018,0.08950043621742594,0.3195324602168708,0.11492189691948333,0.03511632963687758,0.2504376670045148,0.05353846353499206,0.3464598650417967,0.46988993880684143,0.6338132205550084,0.44203336621167283,0.04589725264679973,0.36326839826839824,0.10705470620740469,0.3758194151513424,0.3491210518793769,0.2197630981209288,0.2564265424584061,0.18492838780756518
1,0.1645963619749279,0.12569015725101926,0.00904984225344142,0.08271787296898078,0.05077875944985881,0.28543813823640113,0.41536126768891174,0.4144044134204008,0.09165842083521465,0.28838514207121996,0.40604703448001433,0.2763339997778518,0.019560340988478236,0.0016352750925193865,0.5374848266444124,0.06663143408804308,0.4721018985201525,0.04158612449266017,0.270412617941135,0.6731975107072715,0.44468036529680366,0.09068675327866334,0.16134764313314537,0.10618722932823044,0.21937985166605395,0.46399397485661326,0.45395759754791226,0.024855817973307624,0.16522402597402597,0.19960692576901826,0.47139428832012764,0.2923824496212663,0.1968557000994913,0.09587325111593357,0.1465839147998531
1,0.030326394243125162,0.19785339878525668,0.02246650538318973,0.2676021664204825,0.21368066308406958,0.041781491688150055,0.37293547242697783,0.23092896995171258,0.137444400680161,0.15026361162881088,0.14619685243031377,0.3553815394868377,0.0,0.013015802091279621,0.6691260147181549,0.05782503361920559,0.5865122944880115,0.16841785836209838,0.16586396282213775,0.5387371673309063,0.3695477277669059,0.2536318683006235,0.06048464281195353,0.20898378487259542,0.48775055679287294,0.6095388447946238,0.2722644691208756,0.06578356906609936,0.21941558441558442,0.29508196721311475,0.69720116285698,0.1990996141203373,0.35035948264534167,0.469697771661462,0.13402864487697394
1,0.20871526885405067,0.2001830435144355,0.05540228909355856,0.553175775480059,0.26400400765097004,0.10883047760273729,0.06279317276991604,0.41261978032975555,0.06889031923376211,0.12678274215892443,0.2958755297347844,0.4218038431633899,0.0076023799121568425,0.007873842567136604,0.46399173052120474,0.0198471045622701,0.2285041035302705,0.15813829988999734,0.24185326010421068,0.011689264333546294,0.2380952380952381,0.3721244509966522,0.044152523951503264,0.6523315540336387,0.02372045754319197,0.16980476218063847,0.13377241825490258,0.06547609154519919,0.17786796536796537,0.20302081414625162,0.4997434874308841,0.17801915106474206,0.4619774361284752,0.23454895111064064,0.08083731178846859
1,0.2580884662611725,0.7015558698727015,0.042216657470678945,0.35704907270638436,0.32379998178340463,0.060877278925975456,0.5254838582521977,0.556606369936701,0.2738224472346844,0.22130420482972382,0.21481864666441175,0.20676441186271244,0.060485564553745375,0.011693848517085267,0.21988088915863743,0.0905285410049657,0.42737368695082734,0.09864203618708038,0.4311787072243346,0.13214818120049893,0.05864318330071755,0.22073773764550508,0.31448575238379506,0.2619599153993353,0.454537591627565,0.5004055384971903,0.24412697402611178,0.0661824588229428,0.17327922077922078,0.25861116227666237,0.44576184233027416,0.3587251679291125,0.4172439038125809,0.6388609537924099,0.12459786999632759
1,0.3289499985722037,0.25638572260587406,0.03894854491178926,0.5124322993599212,0.1486246470534657,0.5693177455017279,0.25312389136347513,0.32824188746278365,0.21193548077200194,0.19056778655929515,0.6570004576112691,0.18777074308563813,0.08352698085052945,0.004123870059603669,0.037663113572566576,0.08620644546886365,0.6753729140164142,0.09901187270037552,0.33093930432333474,0.49738191578185903,0.09689606436181779,0.0905126078810774,0.1803800445775354,0.3354315641051465,0.33411896987912726,0.2791191124500319,0.25268064526392825,0.06421709575016205,0.31909090909090904,0.13293424203352366,0.4870603659579319,0.2919679862798342,0.5475680952112781,0.40619982709645547,0.13293426367976496
1,0.09000828121876696,0.2883767368333472,0.03607656720852256,0.06269489578204496,0.03411057473358228,0.40223906427616263,0.29484804288698807,0.18654457204333355,0.09381034267433928,0.21913152675483621,0.2605001890133503,0.5254359657891814,0.024352098674754484,0.0019447303017920455,0.01785714285714286,0.07198957673812602,0.5395082204795414,0.05727724462314608,0.39721166032953104,0.400801819982625,0.2525440313111546,0.30341840965631617,0.11277727129680398,0.0614361969986907,0.22481458256751788,0.4152714211227623,0.3208077465610318,0.03292502534611996,0.19563852813852814,0.0868668263031866,0.5155902639229322,0.3094040302986995,0.34114246025041767,0.36179184530425734,0.25724568490635324
1,0.32139695593820494,0.5795823279806972,0.11018208055685241,0.41416379451829965,0.19291374442116768,0.4026230227556871,0.3618589617249399,0.18439290450098825,0.24142833812071893,0.3297786459631043,0.3683969678279381,0.42024880595357106,0.013332657941447746,0.007799757603258812,0.41697329489416585,0.09400296162962885,0.2519229427330746,0.09860410423699884,0.2864385297845373,0.16981208611789997,0.06861274190041314,0.15964863785742803,0.13063748471094358,0.24584550307180983,0.22148463684130856,0.23495162505069234,0.3651828990210739,0.0378280452739874,0.4909848484848484,0.11928531958003318,0.5002565125691159,0.4172359582678291,0.36941300144543937,0.433141022248099,0.342959970620639
3,0.39612781632827904,0.09801148182045097,0.5201250654329895,0.20375841129164615,0.0945896711904545,0.07909733820311214,0.347944341519177,0.22337311416347666,0.07284831833072349,0.03047729152755215,0.1437496269473349,0.6479506831056314,0.041572481157621695,0.006051815486767153,0.7055136180866399,0.03468141551245088,0.6761512160298009,0.1512726169252361,0.19487396141388535,0.0324547793135853,0.42316808001739514,0.6532448785282102,0.03874092795245063,0.40497532480612347,0.2719095292667632,0.7866143328891723,0.06690211800142119,0.05667558628484052,0.09426406926406926,0.18578006999447416,0.41480932565695716,0.19358296412748321,0.23205871862739577,0.0716667548827608,0.025986044803525524
1,0.60769867786059,0.5092769781179799,0.04774839777598574,0.4268012473330051,0.3054467620001821,0.20966402687331073,0.29047262406874536,0.3810953488953939,0.12626209255185267,0.11880961160887808,0.39945484570541767,0.39259135843607684,0.03703258132668072,0.009468984445630319,1.0,0.0707023666874225,0.22140813620821986,0.15297955467890603,0.2792001126601887,0.013754660663157859,0.15416394868449665,0.3180687367548143,0.06494888507496098,0.6551515761909558,0.4401366575129197,0.634609814031632,0.11166968935272094,0.08291089800056509,0.2143290043290043,0.18467489408730892,0.5163313002337114,0.1446619979991425,0.43395093014961234,0.27456377141445687,0.12824091076019095
4,0.10605671207059025,0.2025126882436143,0.04122632033162146,0.33636960446413916,0.9689407049822388,0.26680764058460044,0.9184831881430092,0.255422952788411,0.7790245261448896,0.02994907162861158,0.41807763474662263,0.2626902143729868,0.8611900827144,0.5339847408125963,0.06552044609665428,0.7458283405978724,0.0,0.7833327011341653,0.8291226587804534,0.008643565327032353,0.21459012828875842,0.2916858625879173,0.053655260570942845,0.4165575586665323,0.6386792656820983,0.7495944615028098,0.7378217569760414,0.45702793890338544,0.2244805194805195,0.09685024866457913,0.951490623040529,0.07053022724024582,0.877588181186762,0.3351152984350465,0.1216746235769372
