Type,35836_at,36497_at,31620_at,32801_at,39558_s_at,39826_f_at,36358_at,143_s_at,39676_at,32203_at,35140_at,353_at,34459_at,36272_r_at,34022_at,31491_s_at,1425_at,37118_at,33535_at,33091_at,235_at,39222_at,39889_at,1560_g_at,33575_at,40194_at,34416_at,41771_g_at,39478_at,38412_at,41767_r_at,33042_r_at,33969_at,38818_at,35424_g_at,34756_g_at,34488_i_at,33085_at,38251_at,38624_at,39970_at,41581_at,1024_at,35077_at,37373_at,40361_at,39194_at,AFFX-LysX-5_at,693_g_at,33671_f_at,37289_at,37684_at,33563_s_at,39875_at,648_at,38704_at,33063_at,40846_g_at,40575_at,37963_at,32979_at,39515_s_at,38752_r_at,40809_at
1,0.3755132512131392,0.15959566607165096,0.4184382146184467,0.33321019578869593,0.17541066040898423,0.12793300721333223,0.324111280497722,0.0,0.07511032656663723,0.19972660711945026,0.09677419354838708,0.25278779927845196,0.08409159842280861,0.2200744169162356,0.08306180760940397,0.02136084192976969,0.15349672512148743,0.008351602463722697,0.27330123904979875,0.19309897942653495,0.19950230638504496,0.14763203069776837,0.17838504601954644,0.1412475211826212,0.008063600227143678,0.13384228836490142,0.11949638118214716,0.13238810264995945,0.04284047341223538,0.5802738956950654,0.6116588782119544,0.06911277671256755,0.10295260295260295,0.6050123184096509,0.10999517141477547,0.14124587888252646,0.2796687532603025,0.22767129665554434,0.024535291823735865,0.23719457748193853,0.014452661886749858,0.1573508689525599,0.134526062274213,0.35802469135802467,0.5914315569487983,0.16211823081529644,0.2228138254670156,0.031220360417325316,0.17182547081857172,0.012736739768541889,0.1077772664519098,0.444624090541633,0.146830915954699,0.24316601581102965,0.6451220439510305,0.3004674246718936,0.09209936328580397,0.430253272403377,0.1708374057203976,0.5767505252995627,0.0896748838871026,0.2122315420776108,0.11202980072742624,0.30535025333519267
2,0.3470044792833147,0.02339241977666154,0.7487083933259931,0.3229282108114764,0.4589339591015756,0.303374512892795,0.16460692065984156,0.3937892594886313,0.25472197705207417,0.14178978709061288,0.14004593381355046,0.30198425713348637,0.3052016985138004,0.42535620292222526,1.0,0.24611857872251744,0.39668286499049227,0.22935588265998538,0.36453318601531054,0.3624385765970085,0.14821558630735618,0.3721094617792588,0.33855204478603285,0.19857580674238326,0.3922771152754117,0.22593737920371088,0.2899577804583836,0.2520679101158867,0.3881480246707784,0.8844063922362801,0.23718663476114707,0.3360641450235315,0.2824397824397824,0.5630447710474896,0.24876871076774504,0.16944299843831337,0.2589984350547731,0.34662838519438194,0.08975692187703106,0.4259680168844874,0.10235420312764638,0.17698449976514796,0.28333046619645624,0.2909162985615585,0.29183460217942975,0.0,0.4282104503203682,0.18163136263041416,0.27596494499347385,0.021986650961915977,0.25954901058444546,0.6399757477768796,0.280349692032585,0.13782264977616915,0.7965934149494336,0.7164005091399173,0.21711057304277645,0.2172256215630083,0.0693750345768713,0.8112328922709977,0.4083601286173634,0.1960088487418195,0.14234069408955172,0.29242783433272906
1,0.29535274356103025,0.2104487525426543,0.13157448970949437,0.4255017854943972,0.3262655045256453,0.4337948760467623,1.0,0.0993541537644873,0.342630185348632,0.1399172331142445,0.2024219647144796,0.24647425385372254,0.18008795875037914,0.31073600145203734,0.1779537821444684,0.29696780243826193,0.287132896682865,0.31464662282075373,0.20140478257438243,0.3920838058210487,0.21358339402767662,0.2138745834595577,0.32261125343960534,0.5237065080223544,0.3135718341851221,0.13461538461538464,0.5563932448733414,0.14902555785178012,0.34472412068678115,0.5938684258015359,0.07138651198336235,0.2520481087676486,0.2732128982128982,0.019029819046809986,0.18416224046354415,0.3105153565851119,0.2473265519040166,0.12749282222394662,0.26884830365267126,0.32027761993668324,0.20205498786202228,0.2762799436355096,0.26647170135902293,0.282761354626798,0.44529034184206595,0.3284284369920438,0.42026892879704,0.2937085045842554,0.35213499906768597,0.11803335389907828,0.2325816843074091,0.12012934518997574,0.30925889131730583,0.4316601581102962,0.6504068131701012,0.07271288145382979,0.28723881266254153,0.39747502129966705,0.4061445405425342,0.2529388380941564,0.286769084196737,0.20140105078809106,0.10555157293833589,0.4347138939246038
3,0.2603583426651736,0.36616297895304906,0.6352163970525959,0.12726265238271148,0.2972678511565538,0.3895199403034574,0.2941638240798368,0.15411837565248163,0.2846425419240953,0.24809467632904522,0.13900198350558512,0.47892751721876026,0.12549287230815892,0.43207187585080314,0.04551606596821896,0.2723767844117953,0.223536868793577,0.1797682430316317,0.24165417094152,0.23775581834872295,0.3690823015294975,0.13834191659093206,0.258563431065566,0.7049756625202812,0.1424190800681431,0.18515655199072287,0.4016133896260555,0.02088052946870013,0.2931321886981164,0.44982254927515886,0.1413447925932422,0.22511765731218406,0.16462703962703962,0.5914875541585253,0.21255432158377593,0.2288738504251258,0.5839201877934271,0.41421587646465424,0.13574028337449626,0.20833671564250344,0.13086433692768026,0.21418506341005167,0.19938069843454329,0.3778457356439007,0.354679802955665,0.22534006330738304,0.22651385254038445,0.16195067973442934,0.22189073279880667,0.015223325293996672,0.17128393925448687,0.1463621665319321,0.2444863898271409,0.34222306886370124,0.4811801383925177,0.09331379491074007,0.1729889695991391,0.9562853380838044,0.1986095487487783,0.14839002782667954,0.1797070382279386,0.3292008480044244,0.07694269868984109,0.6093989680658206
1,0.7747760358342665,0.0864917597243555,0.5560472600999408,0.3229897795837951,0.40529668119342943,0.47935494569272863,0.31774880134275635,0.3287180394585508,0.5194616063548103,0.21249742523828252,0.21745484914918048,0.3790587077730404,0.31430087958750375,0.3645975133859697,0.17552258258559325,0.3286964676461394,0.27324107331502223,0.3885061071093016,0.3451187751558677,0.38638695393919764,0.5257950958970624,0.2666363728163183,0.42532498339500907,0.602082206598161,0.34645088018171494,0.2669114804793197,0.4026311821471653,0.023996128390927875,0.2034505750958493,0.43660898682653937,0.2643230308573146,0.3479170298065191,0.3288170163170163,0.1356214425282474,0.39406084017382903,0.3677338191913934,0.36251304121022426,0.1688911305967254,0.5948752112309892,0.40340125010146927,0.28151640038389886,0.36265852512916863,0.30784448649578533,0.20645033412617508,0.1855003234313579,0.4082470698947729,0.5237794422886021,0.23968542522921274,0.39986947603953016,0.05577056107091442,0.2875287620800736,0.26869442198868226,0.369660242400159,0.48280788646537764,0.6260360428864725,0.348803628156721,0.3206438884404987,0.6632793741770583,0.17946779279694616,0.36805042875802146,0.3717399071096821,0.31120379758503086,0.45226650012974046,0.48726351508390275
4,0.9239921612541994,0.10967661588276806,0.023545354450749567,0.7092722571111932,0.24505531344284276,0.7156952159854074,0.07476021433791401,0.22967353799876136,0.38676081200353046,0.026758796322303977,0.1515293872011692,0.157182682846835,0.41257203518350016,0.27098647790180597,0.14862900396009823,0.3534437845159945,0.30392985421508556,0.49086543480530326,0.21379528056191302,0.4427344889032886,1.0,0.40088861961021915,0.29357624063004084,0.0876149269875608,0.342305508233958,0.4957479706223425,0.2559559710494572,0.08069688963298192,0.23387231205200867,0.883604355061857,0.1549756323682331,0.4043925396548719,0.3978243978243978,0.17038484410840207,0.2838242394978271,0.30036439354502864,0.02321335419926971,0.03220299526654768,0.9112179903808656,0.6290283302216089,0.12109749901202509,0.41343353687177076,0.0544469292964046,0.3567221655906671,0.2874060805095288,0.471811104457182,0.1940258099449508,0.3647644641163452,0.3325564049972031,0.015443004842298129,0.29075011504832027,0.2036378334680679,0.2835287105106299,0.04552814553767027,0.3534712189187134,0.04844316565230877,0.31342480495022873,0.16703586089381148,0.2627842218820883,0.25129195297859047,0.27104918423246405,0.384966356346207,0.5723797921513609,0.4779900525263794
4,0.9707913400522583,0.1862883473784715,0.7436690099093758,0.6821204285186553,1.0,0.817013514633944,0.589032421753867,1.0,1.0,0.2082467277119263,0.9819396596721995,1.0,1.0,1.0,0.5890520828111684,0.8989267479420652,0.94665117261779,0.7466332602568118,0.7156499092415752,0.8841190129056645,0.7924253459577568,1.0,0.9705854445393302,1.0,1.0,0.9553536915345961,0.6602834740651388,0.046328511261673685,0.7397066177696283,0.6623222986385419,0.9160976709805936,1.0,1.0,0.7970095998640727,0.9360695316272332,1.0,0.38960615545122584,1.0,0.8569478746912776,1.0,0.453734545249252,0.8981681540629404,1.0,1.0,0.23645320197044337,1.0,0.8045302770508077,1.0,0.8949282118217418,0.056915699141847555,0.7888633225954902,0.23152789005658853,0.6954102920723227,0.5499571387751214,1.0,0.2745611877079077,1.0,0.6647819688637596,0.48326479429066704,0.7710829689363393,1.0,0.3672227855101853,0.30101109610910515,0.49379444986752197
2,0.40644830160507645,0.028207895720038182,0.5071991191665961,0.11944341829823911,0.25226282266174993,0.0,0.2341344621276356,0.0912147217552862,0.20997352162400706,0.08033256558620301,0.08529074016076835,0.10864217776320105,0.34175007582650896,0.23804337961702512,0.19178906210837637,0.1810982598728769,0.14462286076484263,0.19678463305146673,0.340383552995028,0.2528754252389438,0.16260014566642392,0.27092800161567204,0.212259227630705,0.15639084189652064,0.13662691652470188,0.11325860069578662,0.44579312424607964,0.3396604494205666,0.2606267711285214,0.6213381990255248,0.13385284205514977,0.22163151472895243,0.11373348873348874,0.5067368957607681,0.27503621438918396,0.13925039042165538,0.3051643192488262,0.1924419958097307,0.06694397504224618,0.2913791703872068,0.12561395585163443,0.20873649600751526,0.1647170135902288,0.24697021180201606,0.21645021645021642,0.11497989562836858,0.20413320097464127,0.11302560859943092,0.23913854186089875,0.009072297941555892,0.20266912103083293,0.3779708973322554,0.22302801510033782,0.16944470901990666,0.6248574252908524,0.6420511065236226,0.22177383194332348,0.09726589729687862,0.11842808932819444,0.15804418195241068,0.17137072764082414,0.17780440593603095,0.1869978054068793,0.4521452145214522
1,0.4061683463979096,0.16611316368466936,0.7872236808672822,0.3048885605221031,0.5346547100234663,0.6726225022800763,0.45618802058372604,0.380474210386623,0.4361429832303619,0.515092785049529,0.21001670320492744,0.4251803870121352,0.3666969972702457,0.4559851166167529,0.21953481377512657,0.5353235386058143,0.4819353475596873,0.4965549639837144,0.33975219004024937,0.39378476159619846,0.5053411022092742,0.39745531657073613,0.5307429547395389,0.42865512889850366,0.43855763770584894,0.48173560108233476,0.42524879372738245,0.20478980825071283,0.4062343723953992,0.6218795741182603,0.23757501346797127,0.42975422694788223,0.6378690753690753,0.26949282134058283,0.45523901496861413,0.3691653652611487,0.5469809598330725,0.5387211918988127,0.2608865202131808,0.42939767838298565,0.26234968667080677,0.4093471113198685,0.23881816617925342,0.2876316683656133,0.2525252525252525,0.47467704679613315,0.5880335709773485,0.3883575719253872,0.587171359313817,0.031229551105876194,0.4368614818223654,0.33951091350040413,0.49761573614146637,0.5409562815506239,0.21673256786556155,0.13500229968660085,0.3627028966012017,0.08064441174192549,0.29053792391244215,0.8066045772048384,0.46403477432416346,0.43501705226288134,0.10667745638301147,0.621321991354065
1,0.4773702874206794,0.26947984557266796,0.4723469128483103,0.6403768008865903,0.37076768354006034,0.467954564298151,0.3979368566230286,0.3781297000796248,0.4086496028243601,0.4608355335842556,0.1934961895813759,0.504181698917678,0.2859417652411283,0.3878754877938107,0.329339816532157,0.41127435656976136,0.403549545742658,0.41162960643073393,0.3261778865125089,0.3962416977158594,0.4142995872784657,0.3626173886701,0.3978555840212544,0.4783666846944294,0.40919931856899483,0.32489369926555856,0.5604644149577805,0.15399063489156878,0.27454575762627104,0.45475507789786057,0.18258810558889485,0.3555865434896287,0.35858585858585856,0.5699770622716847,0.3556735876388218,0.3485163977095263,0.20872456964006256,0.3514394350896252,0.09706876381125698,0.31845117298482023,0.18302941342516796,0.30361672146547675,0.3100808532599346,0.4667572771548307,0.696521868935662,0.4570108649157328,0.6143849833047559,0.2942617767941827,0.42392317732612345,0.026020341391366126,0.2807179015186378,0.5827405012126112,0.39856944168487984,0.5403371749690447,0.4749828910349023,0.15956616144869562,0.3807730248408215,0.34573619394314925,0.27584044848507205,0.5458004429553069,0.39728474455162566,0.3980551202875841,0.10205957506695928,0.539906103286385
1,0.0914053751399776,0.23793017559882101,0.03366646904378757,0.10515946312030536,0.09336238685886686,0.12785009534864442,0.38159912044255445,8.847208705651606e-05,0.0,0.23425650244368296,0.0,0.0,0.03139217470427659,0.09574371540067154,0.34237305128076595,0.011566114410753317,0.0,0.0,0.12122168731749665,0.0,0.11228453508133042,0.0,0.0,0.12484225707589687,0.07984099943214083,0.0,0.0,0.13881811285217252,0.14369061510251704,0.2946684578830228,0.09090567408762325,0.0,0.0,0.9392574972389771,0.0,0.061686621551275383,0.41151538862806464,0.11779312485450454,0.0,0.04659469112752659,0.0,0.07026773132926256,0.04206089798726992,0.20053233661796355,0.4740508533611982,0.06416288818547353,0.03934662936558072,0.006639266519127409,0.0,0.0014582982780862643,0.0,0.9359741309620049,0.10818597258096564,0.024478521763977527,0.24815603376169112,0.3157737108384765,0.0,0.2603826194717683,0.025854279233592122,0.3449372479981827,0.0,0.12448151903401233,0.2639009222568685,0.48742620740947334
1,0.3230216498693542,0.08966748308356509,0.175277377826713,0.17245413126462256,0.48114314448541734,0.3352955807976121,0.4872023957965135,0.3808723347783774,0.3728155339805825,0.15104020373387267,0.19876813863660087,0.3907018694653985,0.4754322111010009,0.4515836282784282,0.14336558223469847,0.4159633218714181,0.4123177688569618,0.41486585238542645,0.6650619524899376,0.40768940007559806,0.3622845350813304,0.39563768554983336,0.44501375842110263,0.3031368307193077,0.40181714934696194,0.3820061847700039,0.39286791314837155,0.30787663170010726,0.46482747124520757,0.2819962705271389,0.1747954747616482,0.32639009935506363,0.43337218337218336,0.34596890663495034,0.46576533075808785,0.3149401353461738,0.6688184663536776,0.4288818188872507,0.21672299493045624,0.3022566766783018,0.23982385818325527,0.412775951150775,0.3272836745226217,0.44450107599954697,0.01890829477036379,0.46539481563863466,0.6524681887916253,0.36658235852039195,0.6256759276524334,0.01899994391160469,0.33133916244822825,0.39951495553759087,0.47138883369759593,0.46680636251071533,0.40388563607330247,0.18833898450118194,0.36803874092009686,0.1753698396715979,0.16408800044258395,0.18706343347152024,0.5279266404668335,0.30062678587888286,0.2740074853657142,0.6248779807558221
1,0.11286860768943638,0.19432105940470754,0.5467095790632676,0.5520871813816032,0.44904458598726116,0.5338694967249814,0.32199912824927734,0.5641864991595151,0.6941747572815534,0.7697694886055091,0.673608936214636,0.6691538209248934,0.59447983014862,0.6595879843905982,0.6320116296556219,0.5899760341773471,0.6897316712444538,0.5804363712287295,0.2759056112382606,0.3960797019277498,0.2794367564942947,0.6350600828031909,0.7637346996868775,0.6679286100594916,0.670755252697331,0.5682257441051412,0.5112334137515079,0.320611086404897,0.5676779463243874,0.5501975016542016,0.12904195742868238,0.5764336761373541,0.6529720279720279,0.6380766290034833,0.7167551907291163,0.5157903869512407,0.313641105894627,0.6371537208039109,0.17424931756141948,0.16121438428443868,0.356404900355671,0.6441521841240018,0.6401169791845863,0.7496885264469362,0.32591929143653275,0.6230644195397382,0.696507535420991,0.5901043313310148,0.6163527876188701,0.03672387682988389,0.6813621721122871,0.37093775262732415,0.6422610768925096,0.50357176873988,0.27073986769066993,0.1621653421184927,0.6174334140435835,1.0,0.22261972817968909,0.6806746550059628,0.736691675598428,0.2845884413309982,0.18068230295940224,0.5211267605633803
