Type,33703_f_at,2053_at,607_s_at,35633_at,37563_at,36133_at,34355_at,32206_at,38837_at,34338_at,39160_at,37891_at,38454_g_at,40453_s_at,38712_at,34256_at
2,0.004291677811604961,0.0172800238088595,0.7452662504590526,0.042934978605612246,0.08194015459789838,0.05848010437051533,0.23687593192452053,0.09249084249084248,0.17429103705237012,0.28335482797354083,0.16093741474327491,0.3893338639868663,0.9291801108629105,0.34258216443124806,0.04382431914077484,0.19669175842495143
1,0.015013358899070435,0.055955469992466735,0.15230260741828866,0.035829507685409906,0.12317170825775034,0.30959447706023047,0.24181191835055788,0.16870275114955968,0.33895673773545854,0.13243471869756349,0.1365471708408359,0.24603253569474157,0.29173905849259535,0.19579536534589262,0.4583812811660913,0.5820450010885834
1,0.0109365655157076,0.043925485710034136,0.0997576202717591,0.06295505716541419,0.09172917585919498,0.06781909110676235,0.1364080415445524,0.10835086898916688,0.296522459118195,0.38675098112631917,0.1394936432585802,0.25789761703397834,0.23909985935302389,0.16115490938875807,0.3316072113540468,0.16350837262575768
1,0.0,0.0022878825925615924,0.10942343004039663,0.03062467713480901,0.004494124953015967,0.03411611219830398,0.1465885135482544,0.016269191801106697,0.08636928172221071,0.32491575487789665,0.1651934304577945,0.06283269489080145,0.5900554314552825,0.2401283232654176,0.11651323360184118,0.12432989018455431
1,0.011312237593053973,0.053718739246486805,0.10886522218141756,0.03478659220055167,0.08764360772008956,0.07302674494455316,0.2988842614016145,0.07117527862208714,0.24342786172635067,0.0585486264231532,0.22837889452720028,0.27361822794885826,0.245387606519401,0.24244906317190537,0.36891062523973916,0.3486201285895641
1,0.06687864589751064,0.092082624182733,0.10085934630921779,0.05465072078130939,0.1406906244382344,0.3040226136116547,0.36721682348706874,0.1560478528563635,0.34537362864831306,0.15239006531597124,0.2630817918917444,0.7035470872095916,0.24592537436915696,0.2869526637316133,0.6247602608362103,0.06920655421828673
1,0.01072318377577486,0.06208439124652399,0.05360264414248989,0.03819799799214402,0.08099230278962594,0.3425038051750381,0.17394210499254462,0.1239088925259138,0.1344442144483544,0.16024600962405183,0.22472308615703607,0.1565842495398239,0.3487424505667246,0.12202655199481248,0.45780590717299574,0.2621277123868163
1,0.014660227146364845,0.06906429322098528,0.1544619904517077,0.0788765753384602,0.08171953391838668,0.12116220917590781,0.267648722299347,0.09932974826591848,0.3629165804181329,0.18239935654754477,0.18159000381950127,0.3283667479229889,0.41312980888557954,0.319681922118699,0.4106731875719218,0.21679110874579424
1,0.01329278078482405,0.054676673827925196,0.05173705471905986,0.03673596693860444,0.13134284453596118,0.04196564470537074,0.12247416319605119,0.2050892370041306,0.26236803974332434,0.0,0.3246303268401811,0.1690960648723944,0.193596425912137,0.2443602607419542,0.3084963559647104,0.2539291547860329
4,0.02442469578075176,0.3050603126772876,0.15747337495409475,0.3199801163776719,0.35554248173751046,0.08542074363992172,0.5861483880919327,0.24612267165458654,0.9042641275098323,0.5718406345772491,1.0,0.8968210536789214,0.25725986597170514,0.43851745674209075,0.4485999232834676,0.09884547059930983
1,0.004174468123472893,0.05732726951442947,0.1889092912229159,0.046375625018275385,0.14199800624274814,0.16370950206566648,0.324232608360327,0.08331384927129608,0.15762782032705447,0.40975717990320487,0.21634746548807768,0.2950599472663052,0.44655414908579466,0.25016211050817383,0.25230149597238205,0.10010759620815396
1,0.014786452964353228,0.07602094435609126,0.09585016525890562,0.03795432614988742,0.11156869474269095,0.2699391171993912,0.19368605069669392,0.25845608292416805,0.2827054440074519,0.17061197320797106,0.19809570578927266,0.6149942788915975,0.22954413833043763,0.17705880345380706,0.3944188722669735,0.24319056939745073
1,0.0032758605144603686,0.034532146610492635,0.13183988248255601,0.0076318020994765945,0.0,0.27442922374429224,0.18844156511902924,0.2653534408853558,0.1811736700476092,0.11139770631387726,0.22480493261308448,0.3587881199940301,0.26805658972449736,0.16446537660830687,0.3167433831990794,0.6114472689179482
1,0.006499126938092246,0.04482296810914874,0.1500183621006243,0.06319385557082566,0.044630746351587654,0.10182648401826484,0.18450820093578077,0.19181084872574233,0.12913992962119644,0.18904189374713984,0.12781688219566756,0.34580369135863886,0.2153139736907421,0.12052489676120269,0.23916378979670117,0.46449377719486273
1,0.013004264629422033,0.12405717846414253,0.09881748071979436,0.038636607308205895,0.06362046706214966,0.08003913894324854,0.12144583269062675,0.05513989556542748,0.2795487476712896,0.14513735768468058,0.17553336607191575,0.46569822396895677,0.19293455778936047,0.1612914235009044,0.38808975834292286,0.21738010069658817
1,0.0066058178080586165,0.0929103540637817,0.18492838780756518,0.06290632279696287,0.12325341962053243,0.03511632963687758,0.18227158208648261,0.16964772815836643,0.24099565307389778,0.3016044708851632,0.27530419599498007,0.2874483856524551,0.5026061057334326,0.16617180301013618,0.17079018028385115,0.16112085168236084
1,0.0014856478239570591,0.019341629232815304,0.1465839147998531,0.024503640457323315,0.02920364105832557,0.44468036529680366,0.35931564604863997,0.6707135063518042,0.17373887393914306,0.16144970947566947,0.17486959131336277,0.2749947763792846,0.14927897741375032,0.06847308965564317,0.2659186804756425,0.8797615003307822
1,0.008709581441198303,0.31782967365121884,0.13402864487697394,0.04546916576508085,0.07940710235165303,0.3695477277669059,0.19152655663530258,0.057166238017301856,0.2856033947422894,0.4035722705273814,0.21203688546952582,0.333963484403761,0.2339290146438322,0.39452578410293165,0.36632144227080937,0.18779377288260027
1,0.011216065541253302,0.07429108190805689,0.08083731178846859,0.060108970047857146,0.0718569724305862,0.2380952380952381,0.12612473649030798,0.16968669628244096,0.19809563237424965,0.19155191302297847,0.23590876848365797,0.3845082334212228,0.3717216844543724,0.17306576567352652,0.5864019946298428,0.044163878596137685
1,0.00875766746709864,0.0751746138035583,0.12459786999632759,0.0363168513699231,0.061103757088460726,0.05864318330071755,0.3251066892899378,0.11641727067258983,0.22909335541295797,0.07010026209593546,0.19730452338080426,0.35227103129197557,0.3266319185902209,0.17893587249581927,0.300728807057921,0.3493984393816847
1,0.008801245428070818,0.05084493550217163,0.13293426367976496,0.05018177919432342,0.05074275628768937,0.09689606436181779,0.3761118823589901,0.05370781700568934,0.2438677292486028,0.15882458986839734,0.14042123642712936,0.21436744440575092,0.5130925788036733,0.3193918296303881,0.2981396240889912,0.18800412715074094
1,0.003897973474545962,0.0224138091385099,0.25724568490635324,0.032730001851906,0.05904463074635159,0.2525440313111546,0.21199033369324902,0.10250565037799081,0.1524529083005589,0.20969061585611076,0.2589621869373056,0.3322222774986319,0.1778356912385207,0.07863212859629364,0.1406789413118527,0.5916950031395374
1,0.008000312559168351,0.06812495931103113,0.342959970620639,0.0855970447478971,0.06605546567305651,0.06861274190041314,0.14802817625584863,0.09364040215104044,0.1692196232664045,0.22200496456851246,0.11011076553718556,0.34371424307248394,0.2701662943658476,0.19084672878058767,0.24223245109321057,0.13617283548087514
3,0.007639667364915834,0.03820577922863015,0.025986044803525524,0.02831466807021648,0.13178408589498455,0.42316808001739514,0.15903131266389017,0.1813186813186813,0.1591802939350031,0.15078143417786471,0.2731489059857041,0.15760409929854236,0.10081078845040126,0.16842428586055083,0.3828154967395474,0.06472600830689006
1,0.013581296940226062,0.0802618974544981,0.12824091076019095,0.02845112430188017,0.09900148714680264,0.15416394868449665,0.19065247570569183,0.1872808043020809,0.24301386876423103,0.49543065551718884,0.27383095978610794,0.47564797771255163,0.2836518573674195,0.2255213132657589,0.37207518220176444,0.04086131658632886
4,0.8252854356443677,0.5800154385573318,0.1216746235769372,0.514186574656179,1.0,0.21459012828875842,0.5783844927759781,0.5290702205595823,0.49953425791761547,0.7754434136262154,0.7012604354231462,0.7712551614347545,0.19334822536609578,0.48967612026893287,0.4374760260836211,0.0249374984880787
1,0.005223344563423965,0.06571617235382197,0.06237238340066103,0.025210288799867444,0.04814433495121832,0.22372254838008263,0.09316674379145455,0.05695191333489205,0.18769405920099358,0.24390176256049703,0.25965788181371746,0.10128849310979551,0.21616199222304952,0.0979318112009829,0.16748177982355197,0.17064990002913408
1,0.012033527981559008,0.05515099095077332,0.034924715387440325,0.026414027700615027,0.06740370315896128,0.34028049575994784,0.1795207979844722,0.13196555217831812,0.17395466777064789,0.19483851284824788,0.18307688110438153,0.16046465349982586,0.14046082568048315,0.13646291935428825,0.2879746835443038,0.13899684153066388
1,0.010055990166407703,0.0594477460636329,0.14569225119353654,0.05943643576322895,0.022094752496282132,0.20691454664057404,0.1718854439816957,0.18550775465669084,0.17346305112813082,0.18098487054679596,0.2782506684127244,0.3988856275807174,0.21378340365682136,0.22401965803214913,0.23858841580360565,0.2970938506085023
1,0.009797527777193398,0.03582489327864735,0.038589790672052884,0.052974258506584014,0.030886895131637004,0.18292020004348772,0.16710370713147205,0.05247057906632375,0.212792382529497,0.18930537643355388,0.20156053909532382,0.22779961195960396,0.2573839662447257,0.1130336848571721,0.4267357115458381,0.20989148875077965
1,0.008102495364206565,0.027380188424802138,0.20383400661035622,0.01582892287298849,0.03518491281397591,0.1403239834746684,0.16324746773613039,0.12467851297638533,0.14065410888014904,0.3701099693528033,0.0723795492988487,0.49121934232127756,0.18251013485563003,0.23712501279819798,0.3528960490985807,0.2584202184108366
1,0.0057432747184713445,0.06069399105307702,0.09069408740359898,0.027310740080119304,0.07610596329525585,0.13747553816046967,0.17666718083191937,0.15517107006468706,0.16404471123990894,0.26112520974608594,0.19261199323402628,0.35749465200736286,0.26139654173905846,0.1000989727313061,0.41513233601841193,0.16754717457405893
1,0.039944460640085104,0.11066469499548934,0.06293793609988983,0.033538992368197906,0.07882695167590005,0.47439660795825184,0.3508149519255488,0.18322811939833214,0.24886151935417097,0.5559137995590132,0.26585093032138374,0.2661310382568031,0.18830148092992469,0.20035152383877686,0.4973628691983122,0.06781295719185466
1,0.012640614058550747,0.05259339862169024,0.33714285714285713,0.0390654697505775,0.03157327057900672,0.24284627092846273,0.10884878399917731,0.07281193983321642,0.16942661974746429,0.1326565988545437,0.20977246685218529,0.22939157255857917,0.24811781252585421,0.14764001228627008,0.24041043344840812,0.16818875509188802
1,0.010978640788370395,0.06012202040493661,0.06024237972824091,0.0454155579597844,0.0613162066316942,0.14081865622961515,0.1621420124427991,0.13411854103343465,0.23499275512316292,0.1371566057882986,0.17376002619086592,0.24138102581961096,0.25163398692810457,0.2951605747244122,0.4105293440736479,0.05841012140596586
1,0.011558678475793192,0.05294988049068571,0.08070995225853837,0.0330451475189333,0.08465297184226439,0.14484996738421396,0.1839338783485012,0.1519756838905775,0.36991978886358934,0.1564768204573505,0.3106427675015005,0.21804885329088106,0.20429676511954994,0.09281833384526125,0.31824606827771384,1.0
1,0.011714958059969286,0.07167768756452109,0.11744399559309586,0.059592385742273164,0.09521007991371282,0.09421613394216134,0.1556892385212607,0.1857415634011379,0.19545642724073692,0.28825005893691674,0.17599716265619028,0.3077956320581065,0.21982295027715726,0.16282720726255076,0.40372075182201766,0.08931642225253662
1,0.007585570585777956,0.12455939659421705,0.09344105765699595,0.016598925894519334,0.08545374319752905,0.44384648836703633,0.0,0.05013249162185332,0.2856033947422894,0.5668483310451943,0.15305287281060728,0.1843689368688125,0.21725821130139816,0.1522473635712092,0.18805140007671653,0.07286671848393472
1,0.010774275178293968,0.07570473294085917,0.22212265883217036,0.030098345955534764,0.0653854324982432,0.04019352033050663,0.16941745076867706,0.1816693944353519,0.2871558683502381,0.17941784193812318,0.13062694385333112,0.38331426297199145,0.28464465955158436,0.16429473396812397,0.33400460299194473,0.246619343968144
1,0.007579559832540414,0.04087962575448974,0.16171869261843555,0.01622367125744418,0.06506675818339298,0.12118938899760819,0.06553036145817266,0.19537643207855976,0.14758849099565308,0.2555227357823356,0.21203688546952582,0.16325058454803243,0.2836725407462563,0.1476570765502884,0.23249904104334485,0.14279373607060333
1,0.015035899223711218,0.0716404862215526,0.058641204553800945,0.04513777205961188,0.044663430896700496,0.24356381822135248,0.22551287983958043,0.0691294521081755,0.18489960670668604,0.2546629501740373,0.46221421945763075,0.3105815631063131,0.3675850086870191,0.23347326029828333,0.45732642884541613,0.08059723783810505
1,0.017356049973402416,0.09969959915552952,0.07055453543885419,0.060625554353441136,0.09604353581409031,0.30205479452054795,0.3670625739112551,0.11778115501519756,0.3078037673359553,0.20769369444328886,0.2137556610465433,0.40654693796328545,0.3272110531976503,0.26493976314801543,0.4621212121212121,0.254244686188244
2,0.007282027547282087,0.06317718069622313,0.9632757987513771,0.05003070265212433,0.04312725727639686,0.0393889976081757,0.23949817471335288,0.0906398565973034,0.26009107845166635,0.10439461385918933,0.3336061548534948,0.32267051390478085,0.8783817324398112,0.37674482099587053,0.14556962025316456,0.11805081528055475
1,0.005565957497963857,0.06165192563451541,0.09388174807197944,0.06445607571371482,0.03379581964668007,0.2932702761469885,0.06149416422438172,0.06944119710077157,0.2027013040778307,0.1262636768315514,0.10069842309161345,0.2537187204616686,0.3638206337387276,0.09617419200709873,0.40525508247027237,0.17362641292332484
1,0.0072399522746192935,0.05833170577457846,0.29332354021300033,0.0356150764642241,0.037145985520746515,0.12831050228310503,0.09712581623733867,0.081540799625906,0.16000827985924243,0.14989391354994386,0.20006002073443552,0.1817820008954778,0.5273020600645321,0.13927852291730658,0.2752205600306866,0.275017170167137
1,0.09695044434493306,0.0735191540414609,0.21019463826661772,0.05023538699961988,0.08468565638737724,0.1323439878234399,0.1287469792791403,0.12520458265139114,0.27773752846201616,0.20365824908821129,0.12255142685655042,0.38037908561763095,0.30747910978737486,0.3085901505068086,0.3933640199462984,0.09317642307291825
1,0.009457920219272277,0.0582108014099309,0.15115681233933162,0.03266177373607416,0.08019153143436127,0.1436616655794738,0.2518381407784462,0.13925259138025095,0.16342372179672945,0.20819292479649432,0.09423255306378567,0.2376001193970449,0.233060312732688,0.20412272618681956,0.3153049482163406,0.6488482577933627
1,0.011695423111947273,0.07811817006593938,0.25280940139551966,0.0601479575426182,0.04930463630272426,0.10940965427266798,0.21486965910843744,0.11035772737900396,0.2558993997102049,0.09997087822939636,0.18349975446063183,0.19959206009651265,0.4356540084388185,0.2455376949592164,0.4286056770233985,0.21205287885592522
1,0.013106447434460248,0.06307022683518874,0.14716121924348147,0.049533612093920876,0.07663708715333954,0.28050119591215483,0.2080312612473649,0.17663276439872183,0.25470916994411097,0.26240102064872217,0.21891198777759588,0.46669319934331627,0.22735170017374037,0.2779427323299546,0.4218450326045262,0.2633004374317006
1,0.010230302010296418,0.0454693414432261,0.12934263679764965,0.0447284033646208,0.044401954535797754,0.02928897586431833,0.17939225667129416,0.06538851219702284,0.20032084454564275,0.158436299593682,0.29404703443007585,0.16307646385751953,0.25469512699594604,0.12572949728678204,0.22775220560030687,0.5664104201090266
1,0.006076871523154923,0.02624554746426346,0.11737054719059861,0.0344698188056181,0.045243581572453465,0.08449119373776909,0.16273330248341816,0.1002162730886135,0.10230801076381703,0.1444093134195893,0.37810334479183716,0.23871946669319935,0.15175395052535784,0.14900515340773354,0.07470272343690064,0.32674854355963595
1,0.010894490243044806,0.0867628321382402,0.07322805728975394,0.061083657416883534,0.1156215783366835,0.09176994998912807,0.25862512211424754,0.1442989634478996,0.22717863796315463,0.1857136913924367,0.3140175697058984,0.27441420824834584,0.2870439314966493,0.2644278352274666,0.389144610663598,0.21194244286515138
4,0.7353104704316021,0.36654483226844486,0.6068307014322439,0.2758170316870864,0.37113300975633673,0.2711459012828876,0.5512879839580441,0.4165302782324059,0.34138894638791145,0.7035403752548156,0.6396300540186609,0.4733595343515248,0.2787705799619426,0.4848639978157743,0.24568469505178364,0.01852169330978768
3,0.003435145475255231,0.0315374385015299,0.12746235769372016,0.024298956109827772,0.06013956300763184,0.3343879104153077,0.09342382641781068,0.02725820279011769,0.06365141792589527,0.25434399744837827,0.054018660991979044,0.03437639918412019,0.18912881608339538,0.03778028053650046,0.11334867663981588,0.07215151397225637
1,0.0045741832137694335,0.024199473600996994,0.09464561145795079,0.012651442049962474,0.01779673481394323,0.23721461187214612,0.04493804308704818,0.22385238874600574,0.09878907058580005,0.8133433179403975,0.13081791891744418,0.1623302323267499,0.16050301977331016,0.07842735742807415,0.1519946298427311,0.24590413945646564
1,0.014413786263625624,0.07355635538442938,0.20346676459786997,0.04477713773307211,0.10336487391936723,0.08983474668406176,0.17101136305208495,0.22704777492011535,0.09061270958393706,0.11616812968895178,0.316472963387352,0.30784538082682456,0.34901133449160254,0.20760383604655133,0.3352512466436517,0.25281427716488725
3,0.0018723496334943212,0.0,0.04327579875137716,0.004990399329415091,0.0448922227124904,0.5751902587519026,0.09296107769036967,0.0,0.13382322500517493,0.20019137163539547,0.0619032029246467,0.11342719267698126,0.1162819558203028,0.030749803760963795,0.10452627541235135,0.028345237631957863
3,0.003741693890369871,0.04418589511081351,0.03199412412780022,0.0036258370127781538,0.009184357176708995,0.6138290932811481,0.07995269679675047,0.04159847244953628,0.0757089629476299,0.22710820817905733,0.053854968079882146,0.11263121237749364,0.08356085050053776,0.045254428176512755,0.07374376678174147,0.07836748259581375
1,0.00860739863616009,0.05354203286738652,0.15319867792875505,0.040391044572453384,0.13614747266754915,0.27190693629049795,0.1535297444598694,0.09461460525290312,0.27380459532187956,0.23244719945639367,0.0844655426420036,0.23212775483806775,0.24857284686026307,0.1746015494351729,0.30408515535097813,0.1200176276876702
2,0.0067110059897156,0.039749634961822114,0.7062357693720163,0.09222491885727653,0.042440881829027145,0.04247662535333768,0.4391485423415085,0.14850752084794638,0.23333678327468438,0.2797492754226124,0.03724013750204616,0.4900253718720462,0.6608753205923719,0.3449711613938091,0.2242999616417338,0.10221113888956085
1,0.0277140804899966,0.08520037573356398,0.11339698861549763,0.035878242053861226,0.06358778251703681,0.41721569906501416,0.1962311686976194,0.06187163899929858,0.22151210929414203,0.2354287140658152,0.35877394008839414,0.2743147107109099,0.34040704889550755,0.11718030101361729,0.47099156118143454,0.13501062814939782
1,0.01479546909420954,0.06897128986356409,0.08342269555637165,0.06105441679581274,0.051854030821526044,0.22732115677321157,0.21600082266440435,0.010969526926973734,0.19587042020285655,0.15287542815936545,0.19154798930539638,0.33565494254017214,0.22830313560023163,0.18234872529947785,0.4314345991561181,0.0726773996426081
1,0.028337696138391582,0.0735424048808162,0.070106500183621,0.04284238330555474,0.07664525828961775,0.27447271145901286,0.28307367988071364,0.07036669004754112,0.2190799006416891,0.1868092246675265,0.2754542478310689,0.31254663947067307,0.3058451228592703,0.19030067233200232,0.4010836210203299,0.05296194586112202
1,0.013037323772228514,0.08514457371911126,0.09445464561145794,0.02159907209762469,0.06009053618996257,0.25784953250706677,0.12514782251015474,0.09288052373158756,0.19592216932312154,0.1837861075286711,0.25830741528891793,0.3557036963335158,0.14209481260858775,0.1746015494351729,0.34311469121595706,0.24719781820553086
1,0.002661260995921704,0.028096314276945398,0.04207124495042233,0.0170521555211166,0.02495465019365593,0.3247390737116765,0.19402025811095686,0.13462512664640325,0.16800351894017806,0.14650330740109002,0.15627216674851313,0.37704591811352667,0.10800860428559608,0.10545715163305007,0.2884062140391254,0.28520357560184983
3,0.008258774948382655,0.23213638012332244,0.0656188027910393,0.0232950281197306,0.09097743132159959,1.0,0.26361252506555605,0.07639700724807108,0.14344856137445663,0.4516647945528422,0.2293610519997817,0.2599373165514154,0.1595515843468189,0.17832155899116073,0.14614499424626007,0.05423984804007669
4,0.026696760504542623,0.35087376654297225,0.2841718692618435,0.1170696998937591,0.11962543511300683,0.1060882800608828,0.39020001028330503,0.19345725196789024,0.33962947629890294,0.47346451997614797,0.2892180935232171,0.5473857022038705,0.416811450318524,0.289444046278284,0.42865362485615655,0.13090346106395084
1,0.020421534124548817,0.11473824205053802,0.20866691149467498,0.07887170190161506,0.09666454217123434,0.0880734942378778,0.3035117486760245,0.2282752708284623,0.45301179879942044,0.13022978463757265,0.17179571124570306,0.4230137804089349,0.24398113675850083,0.324630558684004,0.4791906405830456,0.3006278023132659
1,0.0056140435238641925,0.04275131832259144,0.1129305912596401,0.036996695809819,0.03820414766877482,0.41340726244835835,0.10850172245359657,0.08914932585145352,0.12089888221900227,0.390689353912718,0.1939488186828177,0.24463957017063828,0.22743443368908745,0.11530323197160508,0.32029152282316836,0.12382714348369808
3,0.006807178041516272,0.040940077936813514,0.07623944179214102,0.030322524050410832,0.05879949665800526,0.569406392694064,0.23502493701475655,0.047872340425531915,0.058631753260194576,0.3522902192453302,0.16456594096142302,0.1507885179841799,0.7680152229668239,0.09207876864270846,0.2925776754890679,0.08635042707175289
1,0.013373925953530865,0.08039210215488779,0.23507895703268455,0.07070382174917395,0.08009347779902275,0.09435746901500328,0.214304077330454,0.10141454290390461,0.22319395570275305,0.12917585389191666,0.23274403884978445,0.4972389433361524,0.3920327624720774,0.2814238421896864,0.35836210203298813,0.23522866034832565
2,0.001063903323044927,0.012099736800498497,0.5629379360998898,0.04192130374182482,0.05420731806965077,0.07465753424657534,0.5023394518998405,0.13492712960798067,0.16771889877872076,0.24130853822579082,0.12233316964042122,0.43480423859509476,0.8160420286257962,0.24378007576533228,0.044783275795934024,0.24772370387588258
1,0.008403033026083664,0.0676971438668936,0.21903782592728607,0.06199986354376833,0.02591884427448481,0.19479234616220917,0.2521466399300735,0.1344984802431611,0.12342165183191886,0.2159309952711792,0.31426310907404376,0.29237351375553455,0.22147762058409862,0.11661718030101363,0.2997698504027618,0.37924771003084845
1,0.012893065694527507,0.06674850962119733,0.15562247521116415,0.038178504244763496,0.03806115278390613,0.13942161339421616,0.2812483932335853,0.009527706336216975,0.10877665079693646,0.4071778230783099,0.2264691438860697,0.3044624645540022,0.20381401505749977,0.09190812600252551,0.4591484464902186,0.17201720277204857
1,0.007868075987942428,0.039749634961822114,0.127947117150202,0.03824673236059534,0.030314915592162248,0.1549032398347467,0.5592575453750835,0.30048320473852386,0.16280273235355,0.1479108596469332,0.20314290391226056,0.34839062733197357,0.29035327211053197,0.19081260025255112,0.28528960490985805,0.5519590818877613
1,0.012361114033005043,0.04132139170224046,0.15633492471538743,0.03907034318742263,0.06943014495595758,0.03433355077190694,0.2032238161345056,0.13863884342607746,0.29414199958600706,0.18773141406997548,0.302572706935123,0.2685687279239839,0.338421444527178,0.14748643391010546,0.6019370924434215,0.1691037961583
1,0.02864424455350622,0.10799549863750081,0.14190231362467867,0.061619735469848044,0.1421287444231995,0.37247227658186566,0.46521672065401815,0.1485464889720209,0.3983129786793625,0.45201148229812377,0.2968570960877394,0.6496691706880255,0.47050550177877054,0.36636974847274834,0.9983697736862294,0.15523093217442158
1,0.014090708277107745,0.22533318452796144,0.06381197208960705,0.07305769174537267,0.09576571718063115,0.052141769949989134,0.33767802971875155,0.1074156340113787,0.3386462430138688,0.38855375740178344,0.1523844600862116,0.41261628774687825,0.1910523703152147,0.1911709497969353,0.39067894131185266,0.16685300548919466
