Type,35592_at,39561_at,32562_at,32223_at,37563_at,32611_at,36040_at,40020_at,41096_at,40569_at,39338_at,40224_s_at,33916_at,35625_at
1,0.05137624377287683,0.26007471134254023,0.13115800865800867,0.3182647537570504,0.06957722540896538,0.33958094403566863,0.2236710409252669,0.5404859917669158,0.030870987906534947,0.37385337798485735,0.06769341547323786,0.27164308698094897,0.4659948845952359,0.27991364062012275
4,0.1604450493544934,0.9709757754131764,0.15481601731601732,1.0,0.24657220833129057,0.9225803126167802,0.5652802491103203,0.7453339195076136,0.019448023942476595,0.530503785672685,0.0822385790863269,0.5282700852954696,0.707836430310314,0.0
4,0.3804326281432932,0.995415440344125,0.11716450216450218,0.8830298671310141,0.2684218267392264,0.8997203716351172,0.7178603202846975,1.0,0.03819062485812966,0.6115317414094351,0.05024001920153612,0.7188314009908575,0.9493081877291918,0.46243887212568924
2,0.046275618748100475,0.29269866425175467,1.0,0.2324033766135443,0.08194015459789838,0.30563251420692494,0.10720640569395018,0.15171256144838335,0.2583489608979127,0.35832847990681427,0.45217617409392746,0.18060166504928749,0.6023235031277927,0.7976797419623346
1,0.08906933414379534,0.060131310844464575,0.2395779220779221,0.12601733732066472,0.12317170825775034,0.2954718245428656,0.20001112099644128,0.3176531713360776,0.0256082527509752,0.24128203261502623,0.41909352748219847,0.2637264415955871,0.2915164401713352,0.3504317968993861
1,0.04657954200087212,0.12380575050939553,0.2188744588744589,0.17185145928758,0.09172917585919498,0.12902851693877812,0.16859430604982206,0.4266815874665281,0.08373231640667289,0.29499126383226565,0.45626450116009276,0.2483272894427703,0.46648793565683644,0.5617521589844968
1,0.008324854315049483,0.23395970115462986,0.375,0.058197372903811946,0.004494124953015967,0.1868613326804376,0.017571174377224198,0.05035769953239279,0.06061399740879265,0.10279557367501457,0.3772021761740939,0.09505081975586088,0.15031894240547286,0.38658828425762143
1,0.05149517026309182,0.2040525243377858,0.09740259740259741,0.198273838815914,0.08764360772008956,0.4899810574333466,0.5060609430604982,0.2820031173813996,0.009418445066054834,0.4972335468841002,0.21698535882870626,0.33270340671127224,0.4530522942282211,0.4254239933409634
1,0.1049724486964335,0.005829748698211463,0.06319264069264069,0.27710186622250826,0.1406906244382344,0.10904217620452816,0.285086743772242,0.5042164581751328,0.019350242532817887,0.35130314502038446,0.3738899111928954,0.368915674957863,0.47816708267849994,0.5501768806575797
1,0.06930771568640405,0.24571541770432423,0.20742965367965366,0.21753416360676836,0.08099230278962594,0.16887233740963623,0.18196730427046265,0.4504016626034131,0.1099255115189993,0.24852577169481654,0.5235378830306424,0.3605904285203534,0.5590274567809929,0.5205103527208407
1,0.06887165188894909,0.10456191985510528,0.25154220779220776,0.17629556724836282,0.08171953391838668,0.22339986856178234,0.3530360320284698,0.3111985931817274,0.021328569981805677,0.3009063774024462,0.32051164093127443,0.3496348128096429,0.3891251425225725,0.5762667776506086
1,0.05691293259510815,0.05182250396196514,0.08659090909090908,0.12741037967975166,0.13134284453596118,0.2940607966186874,0.23109430604982206,0.3473482274889093,0.01502341515542006,0.23740535818287714,0.45094807584606766,0.3257571888247612,0.5585652214107424,0.3523826865050462
4,1.0,0.6181005207154178,0.13143939393939397,0.5776204716659727,0.35554248173751046,0.7102173885030216,0.7017904804270463,0.7666759921665801,0.015302790611587796,0.6365026208503205,0.01734938795103608,0.510138413606415,0.7800067794520971,0.11557070023930913
1,0.03175337288740304,0.2668666515734662,0.2545454545454546,0.4534277170004164,0.14199800624274814,0.17438758810870714,0.2910920818505338,0.2155789137124815,0.06031716098661443,0.22655794991263836,0.16045683654692375,0.2123703968537719,0.39656713198360605,0.42974196233482465
1,0.075346538578432,0.186789676250849,0.22911255411255413,0.39658553204375974,0.11156869474269095,0.36079790729739825,0.5290814056939502,0.48223492266496143,0.012858255370120098,0.8865026208503204,0.3725978078246259,0.30675723989989273,0.5398292810699208,0.7269274789303922
1,0.021208557421673692,0.10448268055241115,0.16455627705627707,0.2934852557065526,0.0,0.2602992152365244,0.023910142348754448,0.24219655489388914,0.01884038232531177,0.17148369248689577,0.509196735738859,0.2341284028806374,0.39200640966380085,0.24742482572052854
1,0.04110892345098246,0.06168213719719268,0.2786363636363636,0.14515652799333764,0.044630746351587654,0.38948236537247266,0.1359541814946619,0.16683985452220135,0.0052889266045754715,0.3256952533488643,0.3531382510600848,0.31513356146892074,0.29068441650488436,0.3269690979086463
1,0.07181838603538723,0.034638895177722444,0.11994588744588745,0.11944581140931976,0.06362046706214966,0.4571086169349123,0.22414368327402137,0.2959913672515087,0.012564911141143973,0.35283197437390806,0.3539243139451156,0.330251800398386,0.3549351329697082,0.15479658724378315
1,0.02256960503191194,0.2714512112293412,0.36326839826839824,0.2844304803724874,0.12325341962053243,0.17635916137262733,0.16520240213523132,0.14092162583429918,0.018327029924603548,0.2394437973209086,0.18767101368109448,0.33367383421012303,0.49114048873686483,0.2201904068255124
1,0.010588818267108897,0.0643725379216663,0.16522402597402597,0.23399326191467618,0.02920364105832557,0.10527041480355141,0.04643016014234875,0.2763011070700611,0.007555953665580596,0.18713599301106584,0.6418753500280022,0.24550114919045915,0.37355705525253463,0.3475879200915617
1,0.02122177147614202,0.24823409553995923,0.21941558441558442,0.3481016012416247,0.07940710235165303,0.24451374302539852,0.13122775800711745,0.5712401582670557,0.026963223713388725,0.2952096680256261,0.297395791663333,0.26737831349915725,0.559951927521494,0.3891634585370929
1,0.06744453400636917,0.05430156214625311,0.17786796536796537,0.10901313548094031,0.0718569724305862,0.2907748411788204,0.2580071174377224,0.2750889253027457,0.10431879533303302,0.2731144437973209,0.6942475398031842,0.23530313090556207,0.31354965948661057,0.37311414004786175
1,0.05205016055076178,0.18582748471813448,0.17327922077922078,0.14005375326494304,0.061103757088460726,0.2617166862105846,0.18249555160142347,0.22361216578074417,0.04067008203161832,0.3648078043098428,0.1851508120649652,0.15577915113131416,0.47653385103694806,0.4356986785974404
1,0.05921878509983217,0.19904912836767039,0.31909090909090904,0.14924480448196237,0.05074275628768937,0.27714134762831333,0.305104537366548,0.2844011030734183,0.052601160106581744,0.22965200931857896,0.4010960876870149,0.1900761019459625,0.3296816739083542,0.5195349079180106
1,0.027498447348599967,0.21701381027846955,0.19563852813852814,0.2670628761782186,0.05904463074635159,0.224772238186668,0.1301156583629893,0.17281483553814794,0.011161049473901095,0.1778902154921375,0.36556524521961753,0.18274682057306296,0.4268281408893409,0.3767297887836853
1,0.05378120168611335,0.24181571202173419,0.4909848484848484,0.2547071961237082,0.06605546567305651,0.1426620104892852,0.08185053380782917,0.22389193077814634,0.061151795161915545,0.22750436808386723,0.22666613329066324,0.33510393789264004,0.5113863979538381,0.3302205805847466
3,0.05097982213882685,0.014376273488793303,0.09426406926406926,0.2562365143657494,0.13178408589498455,0.17057330257850856,0.1084853202846975,0.21937572439151112,0.6305992952754119,0.25928217821782185,0.4078566285302824,0.18810970938250166,0.3941326923669533,0.2666475913016335
1,0.0694134281221507,0.26375367896762514,0.2143290043290043,0.2652004391111784,0.09900148714680264,0.40549978737935377,0.22080738434163702,0.6315494984213261,0.02925061026076207,0.3376528829353524,0.8241299303944314,0.2148730782981766,0.4094789066592709,0.5645094162938299
4,0.5081068224163219,0.6296241793072221,0.2244805194805195,0.7041904834008403,1.0,0.6574230377691584,0.6308385231316725,0.7613204907877383,0.010574361015948847,0.7350393127548049,0.01945355628450276,0.8102558864089073,0.6992696681150042,0.2316356258453855
1,0.03596865626280111,0.0605331673081277,0.2752056277056277,0.131975621758716,0.04814433495121832,0.18927747638622214,0.035670596085409255,0.0822309260221414,0.03423571605675513,0.12296156086196856,0.758412673013841,0.18711374431789163,0.26863578934393395,0.4417204245135781
1,0.04218586889015156,0.058971021055014713,0.10699675324675326,0.07833592005148199,0.06740370315896128,0.0886563663775885,0.13792815836298933,0.14150113904320372,0.09347029715071958,0.19945762958648808,1.0,0.20825884876653558,0.41685926473760443,0.3332509624388721
1,0.03304835022529962,0.0490378084672855,0.19482683982683985,0.042601355187947144,0.022094752496282132,0.21688594513098722,0.17498887900355872,0.29543183725670435,0.005730689044640707,0.26252184041933607,0.48843107448595885,0.2997599468818632,0.40707528273396815,0.3305327229216522
1,0.05436262008271998,0.15572786959474758,0.23895021645021644,0.06099859938675853,0.030886895131637004,0.12999497442109195,0.168038256227758,0.3053035450221814,0.04522739416035454,0.10818287711124056,0.6487398991919353,0.198171510291639,0.11663739175988413,0.4041202788471543
1,0.03323334698785628,0.19369481548562376,0.251504329004329,0.30400878222356814,0.03518491281397591,0.0,0.17143016014234874,0.4339954438271852,0.0538670801423418,0.25505969714618526,0.4922273781902552,0.2292251902548649,0.4291085020492435,0.30805847466444697
1,0.043712092181243965,0.12528865745981435,0.2703571428571429,0.1345118673581406,0.07610596329525585,0.11534347898921431,0.07167482206405694,0.19867311458374962,0.015051352701036833,0.13657542224810718,0.626638131050484,0.19669033147760356,0.25438353209454256,0.30673186973259803
1,0.07405816826776959,0.1305976907403215,0.07261363636363637,0.5009122913275542,0.07882695167590005,0.3352125562156102,0.2735209074733096,0.24069781383637745,0.028791386854686355,0.3346862259755388,0.1941615329226338,0.29056642320853976,0.27768019475516936,0.235056185620643
1,0.028291290616699917,0.10250169798505775,0.37930735930735926,0.16493167278646326,0.03157327057900672,0.19950259654910246,0.15775133451957296,0.27704728028456094,0.1619225222016183,0.13712143273150845,0.5600408032642611,0.2131875989580673,0.30945117253705584,0.30675788159400685
1,0.05029269130647356,0.04913968757074937,0.14769480519480518,0.1720861566415566,0.0613162066316942,0.24287076530546495,0.19103091637010677,0.5483593781223771,0.025122837895883758,0.3759464181712289,0.6658132650612048,0.515756678073446,0.39390157468182807,0.26391634585370927
1,0.05398381278327628,0.03008455965587503,0.3337954545454545,0.1726797138206458,0.08465297184226439,0.16975245802353,0.16473921263345195,0.433342792054674,0.016799789071530593,0.1927660891089109,0.8539483158652691,0.30360743653914907,0.3068102677883578,0.3417003953802934
1,0.04907699829538697,0.20863708399366088,0.2666017316017316,0.2767081803384185,0.09521007991371282,0.15696558122752985,0.23626556939501775,0.31845249990008395,0.018829905745705477,0.3800232964472918,0.501548123849908,0.4073241738597477,0.5042371575606299,0.39673291020705437
1,0.008998771092934447,0.03880461851935703,0.2000865800865801,0.07780595828443804,0.08545374319752905,0.019122972050049612,0.2206961743772242,0.1972343231685384,0.19452563793639321,0.0,0.6325706056484518,0.24276010010725776,0.20840652060028966,0.39132244303402347
1,0.059568957543242984,0.08577088521621011,0.2384199134199134,0.1310444032251959,0.0653854324982432,0.15558676855276213,0.10670596085409251,0.24851125054953838,0.02771055305863742,0.21647495631916136,0.5343827506200495,0.2883701925532458,0.3100674863640566,0.23108937675580063
1,0.04394994516167395,0.13930835408648404,0.1764339826839827,0.1979482908733013,0.06506675818339298,0.10895841655606098,0.318116103202847,0.16340274169697452,0.026633211455790583,0.1500072801397787,0.6756380510440835,0.17181674242811174,0.31240947890665927,0.4007517427947143
1,0.03294263778955296,0.10396196513470682,0.060248917748917746,0.13928152326153612,0.044663430896700496,0.20017267373684006,0.17548932384341637,0.29359338155949005,0.04080976975970219,0.3564720442632499,0.35684454756380507,0.3143163593646254,0.3828233336414903,0.2256528977213609
1,0.07792327919975685,0.07082861670817298,0.29579004329004327,0.12198962789113071,0.09604353581409031,0.34435524399829903,0.30093416370106757,0.554214459853723,0.022388450618642034,0.2883663366336634,0.06840147211776941,0.3958833443996118,0.31564512649841303,0.2017740089480803
2,0.030630178257594773,0.18400498075616936,0.9580735930735931,0.20174130294885867,0.04312725727639686,0.2768449673337371,0.19250444839857653,0.16222373206506532,0.1486486958404487,0.32218258590564947,0.6034602768221458,0.42882680422902086,0.35200764229145487,1.0
1,0.02246389259616528,0.019515508263527284,0.14669913419913422,0.22169814891925654,0.03379581964668007,0.1262451193897143,0.03847864768683274,0.2318852164182087,0.048167820836519964,0.13224373907979034,0.2096087687014961,0.262832626794014,0.17940895503990634,0.22115284569763813
1,0.044029229488483944,0.04932080597690741,0.4218073593073593,0.20287693530681,0.037145985520746515,0.20177055010759892,0.15680604982206406,0.265257183965469,0.08036234996664957,0.07931712288875947,0.9196375710056803,0.258542315746463,0.4088317771409202,0.36525855790240347
1,0.08011681224150004,0.06656101426307448,0.26777056277056277,0.12900026498088352,0.08468565638737724,0.17409120781413087,0.3802824733096085,0.3798409336157627,0.030469385688293823,0.24155503785672688,0.4960916873349867,0.21083814290821798,0.44399248097131067,0.5717927374882945
1,0.037448630363254354,0.24380801448947254,0.3182034632034632,0.16995873869099445,0.08019153143436127,0.14861538858033838,0.2774688612099644,0.3993045841493145,0.018358459663422422,0.25473209085614446,0.5143211456916553,0.34516573880177737,0.5882407321808265,0.24711268338362288
1,0.05002180318987274,0.12311523658591804,0.24308441558441557,0.18611500170344855,0.04930463630272426,0.2228071079726299,0.21827735765124553,0.3366771911594261,0.5427531752766691,0.23194525334886432,0.23611088887110968,0.3065529393738189,0.36365597362176827,0.36662418062636554
1,0.1127290986693447,0.17857708852162102,0.26451298701298703,0.24163228224249536,0.07663708715333954,0.14910506037137738,0.26701512455516013,0.1907197953718876,0.021050940622238987,0.267599737914968,0.6896871749739978,0.15353184534450176,0.4615728328865058,0.37744511497242744
1,0.061960701402011174,0.11714964908308809,0.14656926406926407,0.10259302721732218,0.044401954535797754,0.3187119054675721,0.24065836298932383,0.3240078334199272,0.06228326575939488,0.21614735002912058,0.31889351148091843,0.22743756065171866,0.27342762934886444,0.4918582873790448
1,0.026355431637089206,0.07729793977812995,0.2071374458874459,0.0,0.045243581572453465,0.2457959099519348,0.10979203736654802,0.13612565445026178,0.003443302497267359,0.19976703552708214,0.21757540603248257,0.2349200674191736,0.35052848910665313,0.20251534699823118
1,0.06772202915020414,0.33100520715417703,0.1859090909090909,0.10380436839913694,0.1156215783366835,0.14143783101168766,0.3106650355871886,0.4529794972223332,0.02670130922323147,0.08550524170064067,0.6940715257220577,0.22708003473108943,0.25595513235339434,0.24139007387368638
4,0.30753068964150265,0.43260131310844463,0.6232467532467533,0.7461180300564031,0.37113300975633673,0.642719997938224,0.5488767793594307,0.6552895567723113,0.11959015620580193,0.44190448456610376,0.0664093127450196,0.5270953572705449,0.761794705864226,0.23618770159192592
3,0.019041452488867155,0.2666176137649989,0.12215367965367965,0.2090850588636106,0.06013956300763184,0.1405100318286664,0.01873887900355872,0.10299348547220334,0.29113716287239877,0.13828625509609788,0.3210776862148972,0.21722253434802594,0.33188499583988174,0.19553116220996772
1,0.04260211160590403,0.0,0.13037878787878787,0.07152212590377406,0.01779673481394323,0.22473357988737547,0.0547153024911032,0.117821030334519,0.007721239169835832,0.11342457775189285,0.6856148491879349,0.3219776290923949,0.29318048750423714,0.40326188742066377
1,0.039549665023719226,0.0665044147611501,0.14444805194805194,0.29696786160427,0.10336487391936723,0.22290375372086127,0.19105871886120995,0.17717117621198192,0.1087049899948665,0.321272568433314,0.263781102488199,0.34000715051841257,0.6342177436750793,0.44402247424825714
3,0.015751152926252364,0.3350237717908083,0.05615800865800865,0.10904341901048566,0.0448922227124904,0.14007190443668416,0.0,0.05115702809639902,0.00799013804639728,0.13486458940011647,0.5097687815025201,0.10521477092803513,0.25740346984684603,0.1056601810425554
3,0.023706013716188537,0.35577314919628705,0.03531385281385282,0.0859370859673695,0.009184357176708995,0.17903947012357768,0.014068060498220637,0.16198393349586349,0.602001725143442,0.09311298776936519,0.5065085206816545,0.16630062822411767,0.20843733629163966,0.28774321090417226
1,0.07977324682532341,0.33132216436495365,0.06542207792207792,0.16332664572055874,0.13614747266754915,0.11114261046609021,0.19889902135231313,0.22816833859557972,0.04657887292956596,0.29662929528246945,0.23630690455236414,0.27417130599111295,0.5201996856799482,0.25007803558422637
2,0.032902995626147964,0.2814353633688023,0.944047619047619,0.30677972517696944,0.042440881829027145,0.2889707872118346,0.22503336298932383,0.19423684105351502,0.17167272562187233,0.3011429819452534,0.5341107288583087,0.3832167117830328,0.5154848849033928,0.6594266985745498
1,0.039007888790517586,0.05293185419968305,0.20219155844155845,0.2223870992164137,0.06358778251703681,0.23789673079648976,0.15049488434163702,0.250129890891651,0.035868316378735346,0.22066103669190454,0.16924353948315865,0.3550743143163594,0.4739299251178701,0.3706039954219124
1,0.06570027881654927,0.05174326465927101,0.19941558441558443,0.1636446227807851,0.051854030821526044,0.24897233354380627,0.17254225978647686,0.31173813996243155,0.029973494253596092,0.24759755387303437,0.5797343787503,0.25721436232698297,0.3097593294505563,0.4812454479242534
1,0.07602045535631698,0.03964229114783791,0.09268398268398267,0.11385092932581292,0.07664525828961775,0.19802069507622128,0.25981427935943063,0.34507014108149153,0.017151906912098006,0.24517690739662207,0.3651012080966477,0.33684049236426783,0.2596376074697236,0.46358339402767657
1,0.017931471913527227,0.12965813900837672,0.10814935064935066,0.09920127190824089,0.06009053618996257,0.22310993131708826,0.14690836298932386,0.24395507773470285,0.005594493509758935,0.17526936517181133,0.4250260020801664,0.37182695745441546,0.4145943114233769,0.3161221517011757
1,0.03468028595213869,0.11101426307448493,0.1880735930735931,0.21086421622440096,0.02495465019365593,0.10325631741040937,0.1233040480427046,0.1845249990008393,0.00602403327361683,0.20650116482236464,0.711408912713017,0.30090913734102864,0.3262765400141752,0.4594214962022682
3,0.0030656606366531443,0.2596558750282998,0.14712121212121212,0.35742892834159823,0.09097743132159959,0.18026364960117522,0.0987544483985765,0.17277486910994763,0.33207614378057854,0.23755096097845077,0.49968797503800294,0.20414730067929923,0.3401436011216912,0.33805015086879614
4,0.22724209469191428,0.6341634593615577,0.03790043290043291,0.7045084604610667,0.11962543511300683,0.38883806038426344,0.374721975088968,0.6399424483433915,0.026579082461158088,0.49417588817705305,0.08514681174493959,0.4897083609990295,0.9030846507041386,0.43379981271459783
1,0.07960146411723508,0.1241113878197872,0.1370887445887446,0.19860695764091305,0.09666454217123434,0.3054392227104622,0.3294595195729537,0.39654690060349307,0.05838947033905705,0.31850611531741413,0.25128010240819265,0.4879207313958833,0.40205232504391236,0.28602642805119133
1,0.02926252362012236,0.05708059769074032,0.184237012987013,0.1332884127645077,0.03820414766877482,0.11009497055526205,0.10086743772241993,0.21379041605051755,0.021553816443340913,0.12688373616773443,0.6624769981598527,0.19629449920833547,0.31490554990601216,0.37125429195713244
3,0.019490730340790463,0.2874235906724021,0.08877705627705627,0.18335920051482002,0.05879949665800526,0.1735886499233277,0.09530693950177936,0.12173774029814956,0.02531840071520117,0.18928363424577754,0.04305544443555484,0.1916849685887941,0.21537086684539763,0.3679117677661013
1,0.049248781003475295,0.12079465700701834,0.30825757575757573,0.1560585986296703,0.08009347779902275,0.1337577155522338,0.20345862989323846,0.2895168058830582,0.11914315547593357,0.15907105416423997,0.3220977678214257,0.37034577864038,0.5153616221379927,0.32452398293621887
2,0.03451511027128454,0.20076975322617163,0.43726190476190474,0.2384752242873907,0.05420731806965077,0.27234771851603673,0.08057161921708185,0.09152312057871387,0.1121936910037611,0.332920792079208,0.5398751900152011,0.16527912559374838,0.5393978613910204,0.6288107376963895
1,0.042417114843347384,0.07007018338238624,0.16942640692640693,0.03132074043229739,0.02591884427448481,0.23260698684329215,0.11982873665480426,0.2234123336397426,0.0034223493380547785,0.23205445544554457,0.33084246739739176,0.26911486797078504,0.46852177128593886,0.3620070752263032
1,0.03261228642784465,0.02808467285487888,0.3871753246753247,0.4580156717265398,0.03806115278390613,0.21330360939654391,0.07134119217081851,0.45617681147835815,0.005664337373800868,0.25374927198602215,0.04589967197375789,0.19812043516012054,0.5812147545530184,0.3148215586307356
1,0.031872299377618034,0.18932533393706136,0.18293290043290045,0.14897225271605405,0.030314915592162248,0.403695733412368,0.17026245551601424,0.2145797530074737,0.010277524593770626,0.3032542224810717,0.37558204656372507,0.36728127074927214,0.6368987088225325,0.44220164394964095
1,0.05828058723258057,0.1703871405931628,0.3476515151515151,0.17640913048415793,0.06943014495595758,0.2014548406633764,0.24491214412811388,0.3117781063906318,0.04088659801014832,0.30085177635410604,0.6453636290903272,0.3781858113284641,0.0,0.4582509624388721
1,0.17120128969171608,0.1568258999320806,0.15694805194805195,0.2355074383919446,0.1421287444231995,0.21271084880739144,0.4700289145907473,0.715638863354782,0.033591406410968284,0.39949767035527084,0.37322985838867107,0.6189284437407426,0.3837169886906413,0.36075850587868064
1,0.06620241288634592,0.15614104595879558,0.28106060606060607,0.382185713744937,0.09576571718063115,0.2799311882272592,0.24688612099644128,0.25258782622597015,0.017092539627662363,0.2435752766453116,0.6954496359708776,0.45285765360845803,0.4540846198884473,0.42577515346998224
1,0.0641674484982227,0.39672288883857826,0.15530844155844156,0.05603210054131809,0.047940056544263046,0.09924874038374805,0.1710131227758007,0.23092602214140123,0.020651084500598913,0.1913948747815958,0.450452036162893,0.14959906021758007,0.29872731194724356,0.45291853085006756
1,0.07241962551369636,0.11657233416345936,0.14051406926406929,0.18365446492788734,0.12331878871075813,0.39281986521139645,0.31016459074733094,0.3361776108069222,0.026514476886919297,0.48132644146767617,0.38533882710616846,0.42068032075182593,0.32057563711441867,0.2925814171262095
2,0.025714549995375077,0.2251641385555807,0.8409090909090909,0.24097361547488358,0.010524423526335576,0.32202363310696747,0.08935720640569395,0.14252028296231165,0.2379091540860407,0.19634536983110076,0.6737539003120249,0.13861790694111037,0.3378940556531386,0.8355009884507335
1,0.022490320705101943,0.13865745981435365,0.23154761904761906,0.40239996971647046,0.05160889673317971,0.16391118900042526,0.07984875444839858,0.27560848886934974,0.08684735274294315,0.16485876528829355,0.213329066325306,0.16160171612441904,0.2329666266062679,0.3221829154094267
1,0.048482365844312,0.19118179760018114,0.3201136363636363,0.1076806601809441,0.03778333415044696,0.10057600865945905,0.14824288256227758,0.2550257783461892,0.04223807677935974,0.16933605125218407,0.33079846387711015,0.25085550845293425,0.29633909586761575,0.3214545832899802
4,0.32540930533715656,0.6241000679194024,0.19716450216450218,0.828610364537987,0.2606755895474825,0.7477674832158551,1.0,0.9207865393069821,0.023928507820766682,0.5792079207920793,0.04507160572845827,0.8065784769395781,0.5542818403130875,0.5002861304754967
1,0.07370799582435877,0.03518225039619651,0.16024891774891775,0.22631638717492525,0.08885293588926477,0.2607502287282708,0.21702624555160144,0.3569002038287838,0.005570048157344257,0.22837798485730929,0.4223177854228338,0.18805863425098318,0.4549936827832733,0.5250234106752678
1,0.06663186965656671,0.20331673081276888,0.12371753246753246,0.1404777226785782,0.11529473288555507,0.13638647990412742,0.1845529359430605,0.2598816993725271,0.051082056063669674,0.2478159580663949,0.29650572045763657,0.3381429082179886,0.24130227111645253,0.36304754968265524
4,0.2554673150362725,0.29846049354765675,0.44392857142857145,0.37985388196994363,0.5827327548168848,0.9417161707665941,0.29225978647686834,0.6900203828783822,0.030340174539816248,0.41613278974956325,0.031134490759260745,0.4742836712804535,0.812887122122585,0.11840599313286858
1,0.010650527901476007,0.07867330767489246,0.16191558441558443,0.08935912480599613,0.04079031230082856,0.28748888573895337,0.04631895017793594,0.16630030774149712,0.016996504314604702,0.12700203843913804,0.44889991199295937,0.19495377700597577,0.3058149209577517,0.44480283009052124
4,0.4764063057467922,0.7871179533620105,0.06074675324675325,0.8161335503652951,0.4534980634407021,0.6880532969086246,0.7086854982206405,0.9267415371088286,0.01645870656148181,1.0,0.02565005200416033,0.6254149854435874,0.8384641459431144,0.34894912079908436
2,0.025133131598768448,0.3575843332578673,0.6481926406926406,0.16044971041374873,0.03529930872187087,0.19276316637243404,0.03008229537366548,0.07685544142919946,0.224380397621118,0.11105853232382064,0.42699415953276254,0.12447009551049595,0.449508489722967,0.5737696389553636
1,0.05787755857129642,0.12917138329182706,0.27088744588744584,0.07318772002876937,0.027177199261329287,0.25799260337873536,0.09536254448398576,0.16642020702609808,0.01701047308741309,0.2385701805474665,0.3519761580926474,0.26022779508657234,0.26054667036454965,0.28654666527936734
1,0.00745272672013954,0.05163006565542223,0.336569264069264,0.14571677328992694,0.02332042293801376,0.12267566975503526,0.008563167259786472,0.3118580392470325,1.0,0.20206027955736752,0.7162813025042003,0.18642423004239234,0.22239684447320573,0.3697586099261263
