Type,223440_at,206025_s_at,228608_at,205795_at,211034_s_at,211721_s_at,211719_x_at,237509_at,203276_at,203303_at,223993_s_at,213295_at,225482_at,200665_s_at,227434_at,225904_at,226601_at
3.0,0.14478562779298004,0.8245871570022831,0.1955978819934997,0.0030363204957516024,0.3247480144549738,1.0,0.6486086357706405,0.4300317204649401,0.9705853923084846,0.6593236874644915,0.4265619328574386,0.1940332257316479,0.2622964592306575,0.7418499058730516,0.11290925775547073,0.6547667118448837,0.7051492206304759
3.0,0.5827425751022416,0.43758913638419,0.917382017286107,0.7396277388208757,0.7481013126405471,0.42767500501843436,0.32147374076685226,0.9113539223189232,0.3616218656075004,0.8827064272026167,0.23816484663172396,0.8994574933487887,0.9501035971992158,0.35407275746012956,0.895983663495568,0.7251047414022869,0.1683827915444625
2.0,0.37144907220475026,0.5811316266653954,0.7505630486163566,0.6078692339563216,0.4722069200973742,0.5118000579972328,0.7346056005299423,0.6173326755156248,0.8005248084738148,0.7284956385139925,0.6258749886194798,0.5302784520282267,0.8014848919436399,0.7214344264956735,0.6912483175901696,0.5818280484158772,0.4959882056355392
3.0,0.2795275793335059,0.6737018211176743,0.3771957299777745,0.1079301065677688,0.27346097707356837,0.6943354965766243,0.8588593372822186,0.5270750091834464,0.5669323179028596,0.8967901809529887,0.7055966591644455,0.4983872362801231,0.5889679762765648,0.8417255703114778,0.6267083715449762,0.6854437578889522,0.7433019263659959
3.0,0.24558938977343725,0.8806615363569354,0.09178641429228378,0.03563295059314674,0.1502823523631157,0.7937134366821419,0.8531848150020738,0.31193412698864686,0.6156398677066703,0.6945898809899532,0.6290546147624392,0.6749863353528311,0.4409937845140912,0.8548771635694793,0.34274085894888023,0.7929366834883311,0.6710080953070962
3.0,0.1922814789965187,0.5536599714517575,0.46072820004016185,0.05200750633876971,0.23802766728436886,0.1933302209432983,0.7657544051435436,0.3818983855457039,0.17044127753586402,0.7393940963664579,0.7950589287622872,0.5861393828034119,0.6068750941103225,0.7475304222457468,0.8226562868075626,0.5644229790910301,0.6650606477238638
4.0,0.5612977672009691,0.39682937098594445,0.8698847449187568,0.8105336883074876,0.6998251572267051,0.32274465795836044,0.22328655205726036,0.8295645610805122,0.31720353138373436,0.930079912893531,0.1563811498755293,0.7751144005982104,0.943176626042891,0.17497579068918503,0.8755461605312789,0.7340405282618935,0.1498405845637356
4.0,0.43803295287161315,0.485420799940639,0.8549000497828619,0.18249278568130428,0.4016002814291901,0.6111037456523659,0.24640694483343592,0.4389396628835264,0.4568828687685371,0.33131751356258865,0.40352951627502026,0.6904242077645663,0.7712126237916006,0.6872226099664943,0.5118006286339716,0.5870405881152918,0.4723439974095321
1.0,0.6986155762188472,0.48575024791657573,0.9647847590006805,0.86696228541628,0.8287042728561157,0.24405005783865266,0.21744655662010984,0.9294806002747408,0.17123607257952922,0.9005809741478125,0.1214321366024215,0.9461504874290729,0.9640374721861766,0.25057074044903865,0.9338872773958723,0.811004051037757,0.2848405074318545
3.0,0.18930840895963616,0.7428969549322315,0.5635248256630355,0.13409269097659263,0.1687364100789384,0.7116814176183559,0.7830761423847168,0.4525670256246377,0.7554726651732646,0.7656971023978199,0.6794876278672856,0.477203547098851,0.5303502009687748,0.8173417061061479,0.07997854928378491,0.5877368962098821,0.8853997156958723
3.0,0.6169944668277731,0.5475275328995169,0.9164330063299284,0.8110544248467385,0.7966928857645179,0.21485486963992295,0.1724866022259702,0.7854341829082898,0.14346690337306864,0.8777900103354139,0.1703173334116086,0.8156602922312255,0.9617571980452219,0.33329372598092566,0.8899372535138383,0.693524448868496,0.15701120796151669
3.0,0.3681678107881135,0.6221109296531078,0.6958289857252389,0.5302975128950234,0.5713117786788915,0.5219562348028213,0.6562657556721704,0.675389701974505,0.7180526660514017,0.7752549213644004,0.5223614204373422,0.6128924933337768,0.8387052409351226,0.7268031468282149,0.7869964394235849,0.5306571669599702,0.521497446490272
3.0,0.2604852228271796,0.5386752233328702,0.51873346149468,0.20653315390090773,0.24646501106533353,0.7720394610354621,0.6719218911815379,0.17756166515943822,0.7134905186825543,0.7813698090689721,0.6010103818385684,0.40217032352425897,0.6590479513068805,0.5895789745701361,0.6877506069470082,0.2545724873634054,0.696559566871823
3.0,0.09922133737041204,0.9299488076787501,0.2571169205978195,0.33816385055556,0.08291936324987657,0.3946687946198677,0.8388607440937729,0.37387809850465814,0.7278863914306876,0.9649482726308275,1.0,0.3551320858393943,0.44904083736732625,0.7944247759342165,0.16213720232777484,0.5720325511743344,0.7300714934050402
3.0,0.17798194701836778,0.3861807313588526,0.5166723538052853,0.6415388073513351,0.16778862346285545,0.4395765817168336,0.8823668747343228,0.6004379045063822,0.5443595737646696,0.8501319598081547,0.718036416187113,0.19771630307012508,0.6587808833136639,0.818162125048761,0.5860985693397803,0.5772541724957786,0.6069355934857765
4.0,0.28465781304522736,0.30632073558774997,0.8407503331181342,0.6428326755870616,0.5808620860452358,0.4716542355570004,0.2646287418812405,0.7408025425124287,0.4369602325909466,0.5237105464885362,0.28450329839773597,0.6039287919325247,0.8632422243756374,0.6517731445444802,0.7555209009529363,0.5522598639634082,0.2959721880042541
3.0,0.2187700174304728,0.9030070637032993,0.40196398693217633,0.011818914327313888,0.2691964610163788,0.6927334123762968,0.7514570095404065,0.4292726942439979,0.4997531097033704,0.7847836772157578,0.5936388755451473,0.4656140778944568,0.588414604210217,0.8017303075864127,0.5463830226902701,0.6344631437502483,0.7177422771863559
3.0,0.4313484260819275,0.318138494753022,0.8457412663377762,0.5820159856856489,0.3932126868957994,0.5191419049336962,0.6191197045803873,0.5118287039803356,0.6501426669614637,0.5536233168957908,0.44432995722486185,0.5708028579670473,0.7711080350477217,0.8415742529853861,0.5064650630971707,0.6064503751135546,0.2853711610569952
2.0,0.39319573821350956,0.6974306476361346,0.3237221890761698,0.3116520798799867,0.2843561411411161,0.21009496652476198,0.9951592443958744,0.14369366641620354,0.5725502605150135,0.8704621878994705,0.6410500287255917,0.49034684916962856,0.24655604783411347,0.9368518568233838,0.328767017346684,0.23079424359554424,0.6456455496682031
3.0,0.4704781004038736,0.4069558663997077,0.6452178773390707,0.2355751910245478,0.0,0.8585516270454892,0.709305212527455,0.4671035317464441,0.8080282960995644,0.23180965215238677,0.40965952936509425,0.3063119756886411,0.7427483588813958,0.6657612089501138,0.5455163294463483,0.5119116169047883,0.30868894405224195
1.0,0.6942099234980115,0.5005167612461142,0.9707957188047983,0.8672273948689916,0.9047985816669007,0.196426058658646,0.08475200141066178,0.9934717624920613,0.05773002111944721,0.9912712446195157,0.11866900493431161,0.9484805799971555,0.9507056049820355,0.35266212724621115,0.9747108178242525,0.8500057097155608,0.36487480418715845
4.0,0.4591350841910167,0.37899399838426245,0.7949075757696829,0.5374010296616734,0.6191249875744496,0.4701625935070674,0.27794517957061765,0.6744041683760565,0.36004963845155735,0.39846415699002447,0.39468512027798813,0.46549087488407703,0.8532137441440542,0.7728521808423192,0.790367357298512,0.6444893458703865,0.1937027928344579
4.0,0.1766054190552579,0.3186935255494535,0.7457888060547108,0.022835909509435585,0.5384699113596578,0.4448821807237766,0.7186630312402738,0.49711259927973045,0.4984580985158439,0.30450322820878534,0.3175028373871687,0.17245176369533946,0.900093800962542,0.6590050678038364,0.7655294505503308,0.47717895989122916,0.505526734345803
2.0,0.16213410470071093,0.5024993012949198,0.7152899457490233,0.5821862565785366,0.4199909586085549,0.3054921210803826,0.37179754795323533,0.5900227423561678,0.42914062628819766,0.6968579393803743,0.41041707227774615,0.49034684916962856,0.8521340585360851,0.525310366025282,0.5842468897414818,0.40331073200224665,0.4502916250179194
1.0,0.7275666905946415,0.36808614010133645,0.9640384796677555,1.0,0.8633764798944618,0.11907791420514802,0.252458239074641,1.0,0.07070808497844092,0.9531893737868682,0.20784128190839257,0.9262088678787415,0.9506029287357048,0.36301633238667386,0.9619285971884987,0.8449059042008128,0.2546442900250644
4.0,0.22395472414530768,0.28243192462997047,0.813053621523977,0.18447376653683176,0.38069590358434563,0.4490812545623441,0.2573151542224034,0.3373172625535929,0.41744760433447126,0.1952742843438505,0.30888257920003587,0.6601596912863311,0.8226265896538394,0.9467491255926443,0.6283934009104514,0.5605552045312284,0.18380513653545297
4.0,0.3001857310832584,0.3824151404659883,0.8074490630923488,0.6021768389252803,0.6020819642925921,0.36430205410431016,0.41607419870812923,0.5639100570566528,0.4876224043881829,0.4750182217599266,0.2764399486921482,0.6015808417506089,0.8112918243211048,0.8605106397030277,0.7812251197994968,0.6550537526149037,0.27497519401420195
3.0,0.09337918020778509,0.3264893125119851,0.7555396292688481,0.7630642349268484,0.7543388530612938,0.6779433288143208,0.9462780983367892,0.23763701477568328,0.22306492981540216,0.7482660380004039,0.29875865669227275,0.32438958699260734,0.0,0.8438493325778875,0.22701136757860757,0.0,0.6092806423162289
3.0,0.34401101832583075,0.6964537047007868,0.5602694327558313,0.11259373071752994,0.29353691156168493,0.8872999301975923,0.7459931781776001,0.5201705058031274,0.6311246476444565,0.5458193157738778,0.5766663913817256,0.26385586486153745,0.5925300137202691,0.9650476709289213,0.8173614480482392,0.4533377312300099,0.6336368262025128
4.0,0.6584057314648398,0.43955396366671257,0.8581558813388848,0.8104710875936518,0.7539996217689624,0.3066955384251424,0.28920236426930707,0.8640511574609798,0.1726213554575763,0.8648616097475555,0.17667155360715453,0.8195465796095547,0.9413145362881237,0.480940033438721,0.9105340778132048,0.6885962126592251,0.3356981205826061
3.0,0.2592554044463877,0.526068751831524,0.7108202285608872,0.40440871992905647,0.5568324921292431,0.4017029425318607,0.48939951460903985,0.5328239176247732,0.7795215508186384,0.8251906208527923,0.684868003857813,0.41006667973348315,0.8163516174026989,0.6239705812411612,0.29699751633322097,0.742246646786342,0.8461745672826664
3.0,0.5695644197741762,0.42160862740766814,0.9240232074560163,0.6133688834922235,0.7178203886589681,0.2875383456085247,0.37256636757436573,0.6836704622836243,0.18926998621910288,0.6538767485348731,0.23764239724005126,0.8198523134194,0.9036836896832621,0.7261993835556927,0.8154662414787626,0.7191192565295499,0.1469155220946016
1.0,1.0,0.5835548418615527,0.9785296005808537,0.7772634148228558,0.7118981141201053,0.312901005170546,0.2166508939383553,0.475053298451188,0.036031139175655764,0.572030985132028,0.17705269927881723,0.9182312624534461,0.9615590305884187,0.49615924347149853,0.4983365162969046,0.6439429742500763,0.22479704603443643
3.0,0.2706138255077052,0.5426495471033688,0.5606523909692159,0.21326731684240982,0.22146664979112024,0.9457090793371707,0.7918406770653146,0.5999751297900437,0.8884638781431902,0.7788219973933883,0.7043632550178454,0.4942338856410143,0.7697824629528643,0.801127570174773,0.7037592262153469,0.5074301862005415,0.7219005348522698
2.0,0.25493471183666655,0.5625302179718658,0.6705675659205236,0.46466846376898213,0.2787587934827185,0.5260712607482666,0.7165077109385134,0.5531250468402172,0.7963316400635952,0.528854617718696,0.4498937582738913,0.4791936462433367,0.8036038305620445,0.7552819689067609,0.6723539858255326,0.7675582536964266,0.5398625470103153
2.0,0.3208434205690316,0.49071029495124874,0.7686839035770946,0.5389629495509758,0.510484932096517,0.312901005170546,0.29365622156090143,0.61092940609807,0.4860206529317758,0.7333012736855843,0.46327167148956694,0.6498550850180407,0.8669419522849671,0.877549856608413,0.7810147956420759,0.6973785414979068,0.3934788963718621
3.0,0.12272843183054467,0.9715142005076282,0.6731003194444956,0.48875337685348386,0.4475163012921291,0.5906041142230349,0.8109411401136625,0.6127937876595112,0.8993115160464088,0.684458353401585,0.7273835834838764,0.2564611122375565,0.7670469711794293,0.7389759975293877,0.6850071486298345,0.6558143746788472,0.626636027573179
3.0,0.3065598177896068,0.4642607146945001,0.7570271217423747,0.6339849813951612,0.5269321840916138,0.5278231767285779,0.7901413058091301,0.5607440799437191,0.7817197084220252,0.5494026809311504,0.5728039853224034,0.5179407228524384,0.8353765526570955,0.8046480898816677,0.3309712612849894,0.53316784464655,0.5588137499287804
3.0,0.33073463604150494,0.7240253333200927,0.5656967369350394,0.10634532895424066,0.08309052670027944,0.27738216880293604,0.9488374581505759,0.4899407499181778,0.45005129571912283,0.9674092151508636,0.712415354482094,0.48003592394829475,0.7816363343082612,1.0,0.7912182083208178,0.35220441774353317,0.4573486607182449
4.0,0.08045434686486906,0.45786159253471587,0.535905325850417,0.2570860310815419,0.3753388654141168,0.38248803280870064,0.4475948981140633,0.5320344679768496,0.9060131571583706,0.052442724820731,0.7920499712664655,0.0,0.6295798001354967,0.7097560431457199,0.760896279633539,0.6969284684208482,0.6777132069407434
4.0,0.27037140181012176,0.23760092066822144,0.8628534576582942,0.6192989579029392,0.5995927895335267,0.3124267440041386,0.44941504521049336,0.5944626271907729,0.36801217490815175,0.3027203414927049,0.2682395811060621,0.5884487352702953,0.8774184724813966,0.8276572596348183,0.685959110111382,0.4862354447593662,0.26931233199574417
3.0,0.42450412847278535,0.3263113169498071,0.6590198289428885,0.5597768463656074,0.2882104363948909,0.3913077750609464,0.6276148834276049,0.16429723486816944,0.6495028935635453,0.3229357839226472,0.7837886689147393,0.39976707603838174,0.7052564709809795,0.7193520154856379,0.43983464108543224,0.5936396768822679,0.49241680302055396
2.0,0.37566136100743563,0.6104316162784174,0.8531967958001873,0.6780337010419374,0.6325413096634149,0.34643493624878446,0.515388482847631,0.7252043781916172,0.4356229531467095,0.8092266645142776,0.31629888659587785,0.6416642544982657,0.9286311439212024,0.5416884952879822,0.881922516765076,0.7658499804919817,0.41696326790975136
4.0,0.5238425363514986,0.4429227591753355,0.9160522701146082,0.22747000602164613,0.6410614065107232,0.3062145647967073,0.3844789140513127,0.5515398266928697,0.3223520753253686,0.21067850250512862,0.32622049546573384,0.6360941328702368,0.8828606145810779,0.7669086988130945,0.5293809885293459,0.6361329051964317,0.0
3.0,0.40135194453079076,0.5585769965641119,0.8033702180384188,0.26685971045825513,0.5274519709433634,0.42767500501843436,0.6494862051331425,0.6296010939431489,0.6706650173877087,0.5122445505245896,0.42860228913320253,0.43967981828993086,0.7509730840806099,0.8055353793767686,0.7888364218638073,0.5404251184987534,0.42159608005895016
3.0,0.23408798392583516,0.6563268962344462,0.734443682883668,0.05421758692016545,0.4649527202072577,0.5764764086572232,0.751712841171851,0.5176506302289674,0.7878051904440178,0.6305364985635225,0.49203722205005596,0.37826049761776115,0.7402310269466583,0.7439074323221425,0.7860320334226839,0.5394896829245129,0.39296529592495644
3.0,0.5026959674132725,0.823065530726646,0.7809072622639347,0.2589639527709129,0.5075266694127478,0.6267517992411954,0.6734176968097239,0.4623649362203554,0.6597888348853131,0.7013941716173631,0.5433417864314486,0.5131264793119955,0.7927115413293226,0.6749545725967563,0.37587340528281726,0.6627917061391482,0.6498254446360933
3.0,0.2505883900217008,1.0,0.5162059718590912,0.2173386682343307,0.2306227419207986,0.7432037508939705,0.8002570655209371,0.6048992019799785,0.7953123666188378,0.7240324852503952,0.7572691789285272,0.5323743329111805,0.680364544704821,0.5436961632856367,0.7533420755034121,0.6583269703837449,1.0
4.0,0.5253849367744783,0.3794075397378532,0.8178364428293468,0.7516334362078085,0.5624214623688245,0.23594388115747916,0.11048396239158358,0.7667516732458528,0.11052816818923594,0.8127113000441921,0.15814534090808616,0.7296688898593328,0.9762395758077719,0.5499122366936804,0.920516290700934,0.7311227391689816,0.2563328211935019
2.0,0.42891136663025925,0.5600755131151866,0.8336253269302896,0.47957538154765256,0.41967293742267425,0.4379723967357575,0.5089248042983063,0.6035361950818735,0.4483515564152578,0.5833719908908016,0.26461646020625934,0.7782548748421186,0.8654500638917831,0.7225519592698255,0.5801274931361298,0.6205300871416157,0.42450022899902623
4.0,0.33363166933200294,0.5610494672787661,0.7591875182331799,0.6538717562752758,0.27781025927228253,0.24432694549051234,0.35248457497439023,0.4046113504735808,0.3378760024664271,0.6890328771904227,0.6793979430650362,0.4630833031473878,0.6753171882914801,0.8432069242963616,0.4442521124743347,0.4747114482611587,0.03171923712085428
2.0,0.3236670295324631,0.28021792876041596,0.8889990873026988,0.636196733798679,0.7012456409073691,0.28426312955593297,0.3010512664246354,0.6906571761262612,0.24881250316441086,0.6737486015531321,0.3330400888666878,0.7193442202250765,0.893907057720958,0.8295207060865634,0.809297337154159,0.6973785414979068,0.3670436502177552
4.0,0.2878608606003554,0.5765166549032142,0.617510315349008,0.3070889029390521,0.32918406684040047,0.3930903231448395,0.7722595345424793,0.42048043284053677,0.5808942193237043,0.8662368950083472,0.8890452055174092,0.7020455188980498,0.8052305121076531,0.7560285079774277,0.3537761996063744,0.6923559242338145,0.5628620003529927
