Type,34046_at,39631_at,41038_at,41641_at,32052_at,33329_at,34224_at,36908_at,38671_at,38702_at,39026_r_at,40808_at,32254_at,34847_s_at,34849_at,36139_at,36156_at,36989_at,39105_at,39182_at,40594_r_at,32562_at,1955_s_at,1817_at,613_at
1,0.07021902395842257,0.18992793049810147,0.2695716395864106,0.04642547123015873,0.6255894140944916,0.1730852615396744,0.2844704646100728,0.401885645375086,0.34038319969757863,0.23581028546040206,0.03640362263322632,0.004166121640565222,0.12689484121793093,0.03573189697682358,0.36203351640613995,0.1508031573451273,0.10198003419557664,0.032938848789066784,0.2427233356833518,0.35356857038923245,0.5220004634725682,0.35022727272727266,0.1268005157487567,0.19111711813181656,0.012632116096079182
2,0.2396127816328279,0.7827182632676488,0.5544066962087641,0.08187624007936507,0.7752499985814342,0.42721431668571885,0.8359228402011559,0.5625940580244576,0.3787031694554426,0.09735643674330777,0.06238299363232088,0.010322119107785518,0.14584194525694494,0.20779122254675114,0.2545838614279679,0.5418163948524217,0.38221830014891617,0.27318360019052507,0.5693423305468828,0.5823935976718807,0.5795724465558195,0.8760822510822511,0.4335236691840118,0.4848228867488877,0.007100751235410364
1,0.3820211884976727,0.07049361835089221,0.2294436238306253,0.12247333829365079,0.14683101854916655,0.26934447554101465,0.36418224123695864,0.05960911727478398,0.6865959690416028,0.34927246473397755,0.03397854364403471,0.0028291195580831905,0.025466875271439107,0.0978833971854493,0.23185466835656948,0.19917687889677196,0.022486673782634223,0.40112849448576554,0.08359351394903818,0.2490796653328483,0.509790858003592,0.15154761904761904,0.10418124884877511,0.2172664301402264,0.02770496498968586
3,0.5092663982409549,0.11367418607652546,0.1406532086000328,0.2445126488095238,0.045849938434243794,0.1514052583862194,0.22865220545923087,0.08035918953127959,0.425837130180458,0.5985782516938798,0.020958254449671698,0.01029896755657371,0.013384891502843896,0.08126920304972879,0.15634417687649624,0.11594336435394204,0.02131870342312646,0.15615725643938008,0.20666733810051363,0.2508694070571117,0.3719657030299519,0.08429653679653679,0.10373917848590902,0.14261042593531184,0.897809358068018
1,0.26829721008595336,0.11703992011900638,0.2519694731659281,0.12041170634920634,0.016427937802509156,0.24780243604399077,0.20060546923865993,0.09003159352980457,0.6329659179085175,0.4379651227368655,0.13365477765888067,0.06458819757070774,0.0817770824285363,0.1983177180138831,0.24143078439656385,0.16600632697564421,0.03514779691590938,0.2530685523760671,0.37073219861013185,0.20651145871225898,0.47365448120039394,0.13115800865800867,0.14895929268741942,0.49824482363762645,0.00919246405696006
4,0.04854507553042634,0.2720640678173334,0.339652059740686,0.2009083581349206,0.05345155976039477,0.5118845835468485,0.302484425429708,0.04168950636355482,0.4734485983167864,0.3509385760302121,0.9353312269548902,0.4951885288694056,0.8980697081800629,0.3326632022152259,0.8058864948598788,0.33579041125341685,0.06318395208726037,0.6051734877074708,0.3350790613354819,0.06739905420152782,0.6722814437170501,0.15481601731601732,0.10528642475594034,0.6537891160293592,0.005844279321890293
4,0.2512350438333476,0.06116737649352325,0.8078943049400952,0.28425719246031744,0.45274568141281596,0.8978280578658994,0.4763441667292151,0.08581081754487377,0.12894689719663358,1.0,0.5904909043708407,0.4331053291398157,0.4378816499311919,0.6797595114364829,0.828784678214336,0.7209066617525108,0.033137914588923095,0.5893818927930239,0.5614865545372142,0.13622408148417606,1.0,0.11716450216450218,0.3648185669552404,0.7118507255354696,0.01667352671447037
2,0.1645106941945801,0.7725769092304661,0.35417692433940584,0.010029141865079364,0.8297380570944367,0.5764515747565927,1.0,0.271485095229078,0.8385825988340859,0.10229923358880372,0.015922363702751588,0.006685010412410158,0.19372511263087946,0.09989379053977165,0.3045486551189973,0.1624742774655241,0.580435847605823,0.501483896969919,0.14210897371336487,0.5071516915241906,0.09504084352007415,1.0,1.0,0.7716393534943964,0.01691904421481337
1,0.23934150032839316,0.17185281791073162,0.3353028064992614,0.16455853174603174,0.14734170224114485,0.40663802278371247,0.41236958642948285,0.16537269402114874,0.8803346531107618,0.27821281794957237,0.023196545370505216,0.008614113417134231,0.008196807091166916,0.15313128247923227,0.33198141106886353,0.1503731687091127,0.21141399033828964,0.549261715458176,0.43347769161043403,0.19020007275372863,0.3459243381032385,0.2395779220779221,0.24324921716706577,0.3812111655497362,0.015708305953317975
1,0.24386761472343588,0.09343902621264918,0.5135401280157558,0.14915054563492064,0.2979309744790553,0.3128227364105799,0.2254497235357402,0.22593858696193825,0.26666799307614253,0.5444296345662557,0.020432715138698057,0.007893521385666643,0.02530466587480575,0.10416113492394645,0.3424588086185044,0.17998095764611935,0.4817293747789778,0.5658227384310995,0.5272434283412226,0.41591851582393596,0.6037454376919067,0.2188744588744589,0.18493276846564746,0.21801730772840752,0.013043718964301274
1,0.33647448527941975,0.20090477451959327,0.35770556376169377,0.0,0.37431412343035697,0.06054633607946707,0.4762941279491606,0.4645145858457,0.3658900539185452,0.2556370098855937,0.014618013123708576,0.0013370020824820313,0.07381050802936513,0.026040283730986612,0.29004365582312347,0.1625357044135262,0.1563685206033216,0.09540907925109,0.17463994359955684,0.4725209166969807,0.09044956839117084,0.375,0.17045496408178304,0.4429239173283775,0.001470697967740926
1,0.19426596990205316,0.1453548794652864,0.3478581979320532,0.06312003968253968,0.06975939232423498,0.7487484725452325,0.43333583527233605,0.13712787904760956,0.5710391755038697,0.1839386871042986,0.01329677774752585,0.0054475600001389094,0.09806866166782656,0.11428896559572128,0.2939022672862977,0.14447618170091217,0.26250458266148,0.4994320888139816,0.23184610736227212,0.34734085121862496,0.11201552633103527,0.09740259740259741,0.19959476883403945,0.7069512492725873,0.016844426150983634
1,0.3749678745823696,0.124161962790129,0.7894304940095191,0.17537822420634921,0.04231108959094236,0.14785762150656317,0.31309264680127097,0.06898751208427599,0.5413342352917769,0.9783405531489503,0.022169738644446272,0.009156438504270881,0.017068614574775917,0.20029966240564429,0.4156879312772849,0.4346570840627783,0.04061616925188254,0.5403583336386619,0.6951354617786283,0.18440160058202984,0.24997103296448644,0.06319264069264069,0.3668815619819488,0.3139982354376677,0.023923514077540203
1,0.4160884091493189,0.061775314327634334,0.5660183817495487,0.051223028273809514,0.014876026805219567,0.2955181520753676,0.5385673897270384,0.4475069017411324,0.5079684049262848,0.38642674664000887,0.047678445923271265,0.002994074360467337,0.0300872267948993,0.12539354398209615,0.39428249542317984,0.05775668785896372,0.14819272808676723,0.23584801963873522,0.7668445966361164,0.2971262277191706,0.34789409651816233,0.20742965367965366,0.164247559403205,0.2712075988811924,0.006767376982493639
1,0.33974413889602784,0.2464831305741786,0.4147382241916953,0.13798983134920634,0.5790226270703969,0.2809334226812252,0.32682829192624285,0.12549209165113567,0.3976940371262012,0.2827113184494058,0.009451265198955675,0.008988589757985261,0.06652155030322693,0.15584341691006334,0.3221236445571046,0.21318222304124818,0.17023654644142144,0.1943538636280365,0.3941988115620908,0.409094216078574,0.234379526099299,0.25154220779220776,0.19449254006262665,0.6535356948433481,0.008588298443370905
1,0.16365401639110197,0.14936251434937067,0.32570162481536186,0.09105282738095237,0.0694794620041876,0.44227206433048216,0.795791738597413,0.08091730866978283,0.4103380354549253,0.20276574475174944,0.026585113096481844,0.007935194177847901,0.04502618896871453,0.12424610249212913,0.5021827911561753,0.17730888540802847,0.04095682727340564,0.3881581357857326,0.7396515258334172,0.14133139323390323,0.10584554776664157,0.08659090909090908,0.20898876404494385,0.5573952056465994,0.015691456713098358
4,0.18469973442988094,0.030111602442619498,0.6592811422944362,0.15352182539682538,0.013179422095202791,1.0,0.5515274337611649,0.060844952510041156,0.0,0.3727646340108852,0.7027452569549535,0.5241592224783042,0.8562772420216525,0.6544968326821682,0.9047176454020561,0.3294941490832028,0.061071872353817155,0.9056534642582347,0.18007855776009665,0.0,0.8765859451943689,0.13143939393939397,0.1925584822250875,0.8815302885247133,0.02387537339119844
1,0.18498529369770697,0.13191911370135648,0.14114557689151486,0.07195560515873015,0.3247910452560322,0.1822302810516773,0.34421676799519624,0.09725225988419028,0.44897634348699783,0.24119737865156055,0.0433875968501411,0.007899309273469596,0.12424716525997981,0.06442741721351894,0.2621884241656105,0.17015264596578517,0.1264619906757033,0.4278752793756641,0.09275858596031826,0.3289341578755911,0.36189965818898095,0.2545454545454546,0.0,0.34619211203093614,0.09097145498003366
1,0.18015934207144693,0.3179073353303582,0.3372722796651895,0.09371899801587301,0.05847328273151467,0.7895857148488313,0.5526032675323376,0.12910491643162542,0.35980183442430513,0.3980339886704432,0.010852703361552052,0.003919557620159445,0.14560124744258574,0.15811933391495658,0.2802140543585411,0.1961976719186707,0.2158603886096935,0.21990986699886417,0.47033940980964845,0.17225172790105492,0.7241903713573953,0.22911255411255413,0.24369128752993188,0.5635711738093896,0.018709877746727034
1,0.26893971843856196,0.3591044634184446,0.09642212374856393,0.05527653769841269,0.0182351906457879,0.26059363790452916,0.2855963371613,0.1270219360754258,0.6788364736077674,0.31906031322892364,0.03443865436609195,0.006469700986140324,0.08509190993715694,0.0823312976520123,0.24258555133079845,0.11588193740593997,0.2703624276912795,0.2924559410837944,0.065263369926478,0.24130956711531468,0.5942007994901802,0.16455627705627707,0.15446675262479279,0.06130915507499389,0.009187649988325884
1,0.09623347325737458,0.1866980484855895,0.17204168718201215,0.07972935267857142,0.1083131739369741,0.4709882139619221,0.31076584352873476,0.12584091611270018,0.5579176697638328,0.11693324447406418,0.021016295939839467,0.004676034556005339,0.037329091470402025,0.1314057580700224,0.10014082523588229,0.12147178967413004,0.0946575089138849,0.3239841717656542,0.18148856883875514,0.24258275736631502,0.558006488615955,0.2786363636363636,0.1463068705102229,0.43197987648063674,0.007336640598485013
1,0.13546931665667208,0.08410599175378178,0.3623010011488593,0.09254092261904762,0.16753073086402007,0.5565453900429659,0.2513698116039931,0.07244585746035859,0.2100435725512823,0.2600244362990114,0.053759083493211256,0.008901771440940972,0.083192490228192,0.2066722300193453,0.10483030559076185,0.29764427654411985,0.048837382837973314,0.326640530538966,0.010272937858797461,0.10617679156056747,0.5268669254388506,0.11994588744588745,0.2463437097071284,0.38818494114996904,0.0119316691098065
1,0.3016648105314258,0.05205849788410463,0.34900705727884457,0.12844122023809523,0.20639943408681247,0.23170010642910643,0.2500437839325477,0.384344758164984,0.35070929746722107,0.3478285016105742,0.06727325300391095,0.0024112340587100186,0.11789483598536976,0.08950043621742594,0.3195324602168708,0.2504376670045148,0.05353846353499206,0.21782141941157074,0.3464598650417967,0.7493634048744998,0.6338132205550084,0.36326839826839824,0.10705470620740469,0.2197630981209288,0.020069852135881902
1,0.1645963619749279,0.304704555797825,0.08271787296898078,0.04383680555555556,0.28543813823640113,0.41536126768891174,0.4144044134204008,0.28838514207121996,0.40604703448001433,0.2763339997778518,0.019560340988478236,0.0016352750925193865,0.06663143408804308,0.04158612449266017,0.270412617941135,0.09068675327866334,0.16134764313314537,0.3433371194079068,0.10618722932823044,0.22379483448526735,0.46399397485661326,0.16522402597402597,0.19960692576901826,0.1968557000994913,0.007775515165519714
1,0.030326394243125162,0.27895855833825794,0.2676021664204825,0.09303695436507936,0.041781491688150055,0.37293547242697783,0.23092896995171258,0.15026361162881088,0.14619685243031377,0.3553815394868377,0.0,0.013015802091279621,0.05782503361920559,0.16841785836209838,0.16586396282213775,0.2536318683006235,0.06048464281195353,0.30817425713552926,0.20898378487259542,0.1866860676609676,0.6095388447946238,0.21941558441558442,0.29508196721311475,0.35035948264534167,0.004821289737127783
1,0.20871526885405067,0.07088079663630373,0.553175775480059,0.17153397817460317,0.10883047760273729,0.06279317276991604,0.41261978032975555,0.12678274215892443,0.2958755297347844,0.4218038431633899,0.0076023799121568425,0.007873842567136604,0.0198471045622701,0.15813829988999734,0.24185326010421068,0.3721244509966522,0.044152523951503264,1.0,0.6523315540336387,0.2997017097126228,0.16980476218063847,0.17786796536796537,0.20302081414625162,0.4619774361284752,0.0316741645785644
1,0.2580884662611725,0.13370556789544827,0.35704907270638436,0.16338045634920634,0.060877278925975456,0.5254838582521977,0.556606369936701,0.22130420482972382,0.21481864666441175,0.20676441186271244,0.060485564553745375,0.011693848517085267,0.0905285410049657,0.09864203618708038,0.4311787072243346,0.22073773764550508,0.31448575238379506,0.3143663210346975,0.2619599153993353,0.31742451800654786,0.5004055384971903,0.17327922077922078,0.25861116227666237,0.4172439038125809,0.01333978418530313
1,0.3289499985722037,0.12498047127069196,0.5124322993599212,0.11216517857142858,0.5693177455017279,0.25312389136347513,0.32824188746278365,0.19056778655929515,0.6570004576112691,0.18777074308563813,0.08352698085052945,0.004123870059603669,0.08620644546886365,0.09901187270037552,0.33093930432333474,0.0905126078810774,0.1803800445775354,0.14311361887663504,0.3354315641051465,0.5692906511458712,0.2791191124500319,0.31909090909090904,0.13293424203352366,0.5475680952112781,0.010569287686334543
1,0.09000828121876696,0.1918909923311529,0.06269489578204496,0.04134114583333333,0.40223906427616263,0.29484804288698807,0.18654457204333355,0.21913152675483621,0.2605001890133503,0.5254359657891814,0.024352098674754484,0.0019447303017920455,0.07198957673812602,0.05727724462314608,0.39721166032953104,0.30341840965631617,0.11277727129680398,0.19323636097167776,0.0614361969986907,0.20053837759185159,0.4152714211227623,0.19563852813852814,0.0868668263031866,0.34114246025041767,0.0363077056389593
1,0.32139695593820494,0.14145592620517733,0.41416379451829965,0.25610739087301587,0.4026230227556871,0.3618589617249399,0.18439290450098825,0.3297786459631043,0.3683969678279381,0.42024880595357106,0.013332657941447746,0.007799757603258812,0.09400296162962885,0.09860410423699884,0.2864385297845373,0.15964863785742803,0.13063748471094358,0.25849118821675887,0.24584550307180983,0.6085849399781739,0.23495162505069234,0.4909848484848484,0.11928531958003318,0.36941300144543937,0.10178866720102829
3,0.39612781632827904,0.18223870560185845,0.20375841129164615,0.5149739583333333,0.07909733820311214,0.347944341519177,0.22337311416347666,0.03047729152755215,0.1437496269473349,0.6479506831056314,0.041572481157621695,0.006051815486767153,0.03468141551245088,0.1512726169252361,0.19487396141388535,0.6532448785282102,0.03874092795245063,0.2878760121642912,0.40497532480612347,0.14261185885776648,0.7866143328891723,0.09426406926406926,0.18578006999447416,0.23205871862739577,0.7745956784105872
1,0.60769867786059,0.06830640066839198,0.4268012473330051,0.15578497023809523,0.20966402687331073,0.29047262406874536,0.3810953488953939,0.11880961160887808,0.39945484570541767,0.39259135843607684,0.03703258132668072,0.009468984445630319,0.0707023666874225,0.15297955467890603,0.2792001126601887,0.3180687367548143,0.06494888507496098,0.6713443007364526,0.6551515761909558,0.17043288468534012,0.634609814031632,0.2143290043290043,0.18467489408730892,0.43395093014961234,0.016377461493468512
4,0.10605671207059025,0.00859943349703503,0.33636960446413916,0.09714471726190477,0.26680764058460044,0.9184831881430092,0.255422952788411,0.02994907162861158,0.41807763474662263,0.2626902143729868,0.8611900827144,0.5339847408125963,0.7458283405978724,0.7833327011341653,0.8291226587804534,0.2916858625879173,0.053655260570942845,0.4546220642655626,0.4165575586665323,0.07343761367770098,0.7495944615028098,0.2244805194805195,0.09685024866457913,0.877588181186762,0.003942722211390567
1,0.32959250692481223,0.07674281172946426,0.25808304611849664,0.05064949156746031,0.0925547991972809,0.3019630257400765,0.26729465335635116,0.3099255508934889,0.7330236167207178,0.41477840719760073,0.023756909575579518,0.005823772707330823,0.021660187011736633,0.12186587262451162,0.7280523869877482,0.11165883473079638,0.063644651506844,0.21875572491114936,0.1518783361869272,0.5026555110949436,0.25970395689705117,0.2752056277056277,0.13186590532326398,0.6038557564153103,0.009411504179815091
1,0.16341129101344984,0.09144539767285473,0.3506893156080748,0.11226593501984126,0.013035674093016304,0.47053490480507715,0.4528259401035803,0.06304254661789768,0.33292214639581386,0.2966788848161724,0.030124588696894675,0.0052559809138611815,0.011904076688416679,0.17990175624928875,0.22074355724545838,0.27983046162351427,0.08081706015371788,0.403107023778991,0.5546882868365394,0.3942670061840669,0.33482996350153527,0.10699675324675326,0.15888745625345368,0.27707383003885794,0.0047887947738470904
1,0.08903737970815843,0.11381003810649441,0.11324470704086656,0.0880766369047619,0.02276703555682491,0.36465765304111325,0.21686807275638617,0.11617847852736278,0.4472652752631265,0.07808508275019437,0.007019854410836662,0.00294256215902106,0.10536808451632822,0.09577817395592307,0.1799464864103648,0.2230412481955834,0.03310547096782566,0.6999230571941524,0.3373955081075637,0.21182975627500908,0.6244423845663635,0.19482683982683985,0.16640265242217722,0.272718740027407,0.018524536104311238
1,0.15277420828692995,0.13450709487226514,0.45018874117840146,0.14891803075396826,0.05187033173634347,0.4468839922740353,0.47046461007280643,0.6406011740434736,0.5063369212709655,0.40769743418860377,0.002532719570957305,0.00696745933719424,0.05188084411676984,0.09966619883928232,0.6195465427404592,0.10393439601953375,0.03334230940183696,0.22654160407430476,0.3613656964447577,0.5425682066205892,0.6528011123341637,0.23895021645021644,0.14138883772333766,0.17885904150475862,0.006607309200407269
1,0.25057825751734775,0.23208281539746908,0.23912686689643853,0.16361297123015872,0.38591988318583403,0.4260711892467185,0.20100577947909629,0.16456541455295653,0.2503133642386741,0.5073308897034321,0.056796236378717564,0.0063145855930211965,0.0801419070592483,0.0797898569965482,0.4499084635966765,0.13280506158051536,0.05423600138858699,0.3152456673872422,0.2419176150669755,0.29220807566387774,0.5774578529633277,0.251504329004329,0.14603057653343157,0.17427868821685338,0.006905781455726214
1,0.27602158828064766,0.08190518886828466,0.33546692926308874,0.1548859126984127,0.178145385972843,0.3849974378178092,0.19832870474617828,0.2923148987910741,0.45629812379379636,0.40819726757747415,0.033932110451900484,0.0020477547046846003,0.039165720445186306,0.08477790843227251,0.40464723278411496,0.1440154795908965,0.04436989621285611,0.1789103433114718,0.3481720213515963,0.39461622408148417,0.9405741266438793,0.2703571428571429,0.11239638975870328,0.3561975558934504,0.0104344937645776
1,0.2081013164282247,0.09023291830538177,0.3142540620384047,0.17174324156746032,0.00541892139821412,0.1261382001655564,0.2519202381845931,0.07255548800542173,0.5610811563637811,0.6818282794624014,0.026911200741242595,0.006480697972965934,0.07741051012238961,0.13799643439669235,0.15959723982537669,0.22175128228753957,0.04759965869310605,0.24795735170190156,0.4087017826568637,0.4001746089487086,0.41660390475638726,0.07261363636363637,0.2569349788174618,0.4145407444951286,0.20602288126821827
1,0.11430937491076273,0.12092868447686779,0.49975381585425904,0.030381944444444448,0.044520269414018834,0.26390476565887505,0.445970627236108,0.3481766447073362,0.5972224985575297,0.16122403643230032,0.048113229449618926,0.003290993004758801,0.035393043833165015,0.10768880628153094,0.34555696380791434,0.18851930341840964,0.19156984949404174,0.5142710585131719,0.27736932218753146,0.4121207711895234,0.4946845489832571,0.37930735930735926,0.19767913059495304,0.49944622777871633,0.01767003892174491
1,0.7138125017847455,0.1968394025227722,0.261980961759396,0.19325861855158732,0.2171086602497054,0.2030233749852182,0.24358878130551176,0.04814275890249858,0.8963510475318835,0.16305675885815837,3.165899463696751e-06,0.005262347590444428,0.03646833515600881,0.16547813223077798,0.14221940571750458,0.04855800239565095,0.046936186641663456,0.7421866412633276,0.8697250478396615,0.20462713714077846,0.2987660042871213,0.14769480519480518,0.25240375759808437,0.5589720485817798,0.014739474640689953
1,0.1586281732773637,0.23412535066805237,0.27099376333497455,0.047050626240079364,0.05934333642895917,0.5614844889431984,0.5962120643498711,0.17666763008660813,0.3036415908955254,0.7047095412640231,0.01999090331554098,0.005562932282870283,0.04252502472385159,0.11285381026438569,0.25002957329953523,0.045967935133142894,0.6632481904570333,0.42502839555930094,0.20038976734817204,0.4571553292106221,0.5203493424482939,0.3337954545454545,0.2076625529563456,0.5020799309192618,0.009003102667234728
1,0.45204032096861707,0.11363343046753477,0.43615624487116367,0.09305245535714286,0.018089551222520015,0.2744688399227404,0.4984613075133228,0.29209563770094776,0.6728278386820795,0.3205598133955348,0.06132769381108867,0.0038200059499486614,0.07612853263286781,0.163012555475477,0.2907759470497113,0.21447218894929207,0.020290240634337677,0.2516029751218261,0.5318763218853861,0.5853765005456529,0.6631423440125138,0.2666017316017316,0.1678762202983975,0.3273263126278838,0.012085719306100147
1,0.2941260458608184,0.11572555172905671,0.3119973740357787,0.10832093253968253,0.029366203709833307,0.17647522566912374,0.34942080112086865,0.07247575669992126,0.5815443385527547,0.19860046651116298,0.006219937146342647,0.003179865558942113,0.01831396413602566,0.16657815878314305,0.2075763976904661,0.21917135047145184,0.032965963397106675,0.6360238889092441,0.40537818511431156,0.2767697344488905,0.4024679914257575,0.2000865800865801,0.1218640633634187,0.18141202530457468,0.349686724483631
1,0.10525714612067734,0.1554351000889831,0.4657804037419991,0.08272879464285714,0.276501173626781,0.3386022310694155,0.25602341814906554,0.12708173455455116,0.41905254571138656,0.2771853826502277,0.006872112435864154,0.005798306000997832,0.05288026330247867,0.19819443917611804,0.2742430643571328,0.21981633342547371,0.044905215960963835,0.3618143846407504,0.5066975526236277,0.34370316478719537,0.6289467585887261,0.2384199134199134,0.14544114938294347,0.22488783766026543,0.00873512753671329
1,0.22503498101030872,0.190087556633315,0.3658296405711472,0.11178540426587301,0.24530029146798862,0.2578934920572352,0.2733368360479371,0.12876107517665467,0.6901275342711048,0.30453737643007883,0.017898940267919522,0.00664565277535008,0.11949076714579486,0.11491484277206691,0.3205604844388114,0.10508615129457291,0.04859730004185227,0.41039827061883993,0.13828180078557759,0.23908330301927974,0.38920833091941376,0.1764339826839827,0.13346841038865354,0.3412926357680539,0.007241562742960026
1,0.1906964790542277,0.05943526311141904,0.3619727556212047,0.07463727678571429,0.010179628260100663,0.027159131223146366,0.7503315069178613,0.059080897375843405,0.4511848152643202,0.23070087748528265,0.01453358913801,0.008552183017642639,0.07669888180167547,0.17257140689602854,0.07607379242360232,0.06984243987837464,0.05379476814166183,0.747187923643425,0.38040084600664714,0.2805529283375773,0.3807137477550548,0.060248917748917746,0.1841591453306318,0.3251112237427493,0.012463623693883005
1,0.15371655387075586,0.09249485460436493,0.4609387822090924,0.11847408234126983,0.032331951965470215,0.31128542709606216,0.2248992969551402,0.09411283973010953,0.3281669684248224,0.29023658780406525,0.023750577776652126,0.007996545788559198,0.05258200731512054,0.24192997762014945,0.30159132516546966,0.234589514419976,0.019810075042095598,0.2762613124244312,0.4187732903615671,0.1599272462713714,0.5598458953710678,0.29579004329004327,0.27714127832013263,0.38658932627508397,0.024477131970470505
2,0.22679117050743883,0.9626338991570381,0.9682422451994093,0.0703125,1.0,0.44767235602507005,0.9103805449223148,0.4158685230772297,0.6752551680229203,0.1362323669887815,0.013685128081739304,0.004557382856044812,0.1618064894223776,0.07499146531123164,0.37315871004083934,0.4432875702570718,0.5061075116715927,0.446488110504525,0.3836237284721522,0.6969225172790106,0.42493192746654307,0.9580735930735931,0.21282004052311662,0.4740290214187831,0.00823927846739311
1,0.24943602044604357,0.16571230615613475,0.1406532086000328,0.07356770833333333,0.09928447540490598,0.21829792266151604,0.07380720058044984,0.19111593928461085,0.2957959451662323,0.7103187826280128,0.015553008765320316,0.0022757974841209295,0.07489888075516322,0.1546485604824944,0.08283340374595126,0.14321692926686938,0.015900618699854326,0.1472538746198659,0.31705106254406284,0.35658057475445615,0.7025230287932333,0.14669913419913422,0.0710259716338184,0.2035253702765107,0.018690621472190333
