Type,34046_at,35900_at,39631_at,41038_at,41641_at,32052_at,32626_at,34224_at,36894_at,37247_at,37976_at,38671_at,39026_r_at,40808_at,41214_at,32254_at,33823_at,34317_g_at,34847_s_at,36105_at,36139_at,37363_at,39105_at,39182_at,40165_at,41337_at,1955_s_at,1910_s_at,1814_at,1555_f_at,607_s_at
1,0.07021902395842257,0.600799147575919,0.18992793049810147,0.2695716395864106,0.04642547123015873,0.6255894140944916,0.2595071788901824,0.2844704646100728,0.19696809583737618,0.2617994100294985,0.39340815842121324,0.34038319969757863,0.03640362263322632,0.004166121640565222,0.019260678248994766,0.12689484121793093,0.5875887336844515,0.28593742451812365,0.03573189697682358,0.7802229005466033,0.1508031573451273,0.16019981412639406,0.2427233356833518,0.35356857038923245,0.07405071645424813,0.10182854641503426,0.1268005157487567,0.0,0.38060597398885243,0.03151078882831381,0.2498420859346309
2,0.2396127816328279,0.22040490143846564,0.7827182632676488,0.5544066962087641,0.08187624007936507,0.7752499985814342,0.1874757469926271,0.8359228402011559,0.3326160260536251,0.8255162241887906,0.8335989510924237,0.3787031694554426,0.06238299363232088,0.010322119107785518,0.6252655337227828,0.14584194525694494,0.2155560644225632,0.11605824919620182,0.20779122254675114,0.1591572101261886,0.5418163948524217,0.13464219330855018,0.5693423305468828,0.5823935976718807,0.08924511975125764,0.2951391306943104,0.4335236691840118,0.4276349541127515,0.6540374446191225,0.4808129995236331,0.7990892398090342
1,0.3820211884976727,0.2945657964837507,0.07049361835089221,0.2294436238306253,0.12247333829365079,0.14683101854916655,0.64081296080714,0.36418224123695864,0.053557876129999134,0.19026548672566373,0.18012274931334984,0.6865959690416028,0.03397854364403471,0.0028291195580831905,0.027473256960776876,0.025466875271439107,0.5699564918708495,0.275980526346865,0.0978833971854493,0.09458568690484641,0.19917687889677196,0.008983890954151178,0.08359351394903818,0.2490796653328483,0.06791037844232922,0.193927395365958,0.10418124884877511,0.6610043892150715,0.1908246391310562,0.1706452125125708,0.14022769004774147
3,0.5092663982409549,0.2944059669685669,0.11367418607652546,0.1406532086000328,0.2445126488095238,0.045849938434243794,0.6924233604967016,0.22865220545923087,0.0784778995705763,0.22411504424778764,0.19880641551659828,0.425837130180458,0.020958254449671698,0.01029896755657371,0.16670776117138306,0.013384891502843896,0.4245477444469888,0.37101388598143875,0.08126920304972879,0.003380354058284064,0.11594336435394204,1.0,0.20666733810051363,0.2508694070571117,0.0146126356032051,0.11286648029686523,0.10373917848590902,0.17836173972524652,0.09093897384593397,0.14682686709363257,0.09060594932060227
1,0.26829721008595336,0.5693393713372403,0.11703992011900638,0.2519694731659281,0.12041170634920634,0.016427937802509156,0.7563542879317036,0.20060546923865993,0.0807931369064202,0.2682890855457227,0.1730697500932488,0.6329659179085175,0.13365477765888067,0.06458819757070774,0.04056501782869282,0.0817770824285363,0.3552782230364095,0.44810872610747005,0.1983177180138831,0.06594056661494725,0.16600632697564421,0.33739931846344484,0.37073219861013185,0.20651145871225898,0.0732342861612621,0.27352338410418137,0.14895929268741942,0.6372342244769993,0.1012290981849364,0.665502214223963,0.12235769372016159
4,0.04854507553042634,0.5539158231220033,0.2720640678173334,0.339652059740686,0.2009083581349206,0.05345155976039477,0.34521730694606123,0.302484425429708,0.5663301086528393,0.09203539823008851,0.0720897901054559,0.4734485983167864,0.9353312269548902,0.4951885288694056,0.0312381458159472,0.8980697081800629,0.21967788718418443,0.2614074920962088,0.3326632022152259,0.02169511234606713,0.33579041125341685,0.35153345724907065,0.3350790613354819,0.06739905420152782,0.5782624212291432,1.0,0.10528642475594034,0.8497406372912272,0.024424753465771047,0.31281426983538874,0.11466764597869997
4,0.2512350438333476,0.8985082578582845,0.06116737649352325,0.8078943049400952,0.28425719246031744,0.45274568141281596,0.5724679860302677,0.4763441667292151,0.8308243589866753,0.71047197640118,0.262351225797701,0.12894689719663358,0.5904909043708407,0.4331053291398157,0.10370988544116531,0.4378816499311919,1.0,0.20174124946994948,0.6797595114364829,0.022056810230303522,0.7209066617525108,0.42340458488228,0.5614865545372142,0.13622408148417606,0.6815432976939511,0.9829730294378065,0.3648185669552404,0.5879268084136122,0.08819494068886667,0.5847668448631769,0.13933161953727508
2,0.1645106941945801,0.22226957911561002,0.7725769092304661,0.35417692433940584,0.010029141865079364,0.8297380570944367,0.08862048894062866,1.0,0.4364846819670871,0.9949115044247788,0.48813762390785886,0.8385825988340859,0.015922363702751588,0.006685010412410158,0.019877095819740537,0.19372511263087946,0.032363941683840936,0.4766643585986268,0.09989379053977165,0.11608473871553306,0.1624742774655241,0.20256350681536556,0.14210897371336487,0.5071516915241906,0.057751443419425175,0.41438761602514995,1.0,0.16046286268027132,0.729741317707589,0.33991425395649183,0.7452662504590526
1,0.23934150032839316,0.649200852424081,0.17185281791073162,0.3353028064992614,0.16455853174603174,0.14734170224114485,0.44836534730306554,0.41236958642948285,0.09786440971054729,0.4785766961651917,0.1485933561651577,0.8803346531107618,0.023196545370505216,0.008614113417134231,0.3765837189894545,0.008196807091166916,0.4015723990535074,0.46037905991851974,0.15313128247923227,0.11896311019616193,0.1503731687091127,0.19094640644361835,0.43347769161043403,0.19020007275372863,0.06306068472590919,0.18754787747346222,0.24324921716706577,0.4424271789317676,0.2233600114334715,0.5261384286949312,0.15230260741828866
1,0.24386761472343588,0.45135855087906235,0.09343902621264918,0.5135401280157558,0.14915054563492064,0.2979309744790553,0.5034439270469538,0.2254497235357402,0.08020712247701574,0.3398230088495575,0.5393057769036881,0.26666799307614253,0.020432715138698057,0.007893521385666643,0.043860480995372125,0.02530466587480575,0.6623921838027632,0.2505542047095322,0.10416113492394645,0.6907854928725236,0.17998095764611935,0.09378872366790582,0.5272434283412226,0.41591851582393596,0.0466929684329916,0.2546335445745496,0.18493276846564746,0.9027532349085106,0.2984707731885094,0.09178002434764199,0.0997576202717591
1,0.33647448527941975,0.0,0.20090477451959327,0.35770556376169377,0.0,0.37431412343035697,0.3231470702367093,0.4762941279491606,0.12195824887360339,0.25693215339233044,0.8014422479174438,0.3658900539185452,0.014618013123708576,0.0013370020824820313,0.0,0.07381050802936513,0.5772841767803985,0.6225610967080507,0.026040283730986612,0.1607696390119901,0.1625357044135262,0.011578376703841388,0.17463994359955684,0.4725209166969807,0.003964820165339358,0.17008068286956438,0.17045496408178304,0.23029128427292936,0.3167500357295984,0.18098413874627287,0.10942343004039663
1,0.19426596990205316,0.36979222163026104,0.1453548794652864,0.3478581979320532,0.06312003968253968,0.06975939232423498,0.2436457120682965,0.43333583527233605,0.1510860480531832,0.3418141592920354,0.17354447119460176,0.5710391755038697,0.01329677774752585,0.0054475600001389094,0.0478150367953873,0.09806866166782656,0.30257232272345624,0.606028888423697,0.11428896559572128,0.06784708630381947,0.14447618170091217,0.29956629491945475,0.23184610736227212,0.34734085121862496,0.06087050046688079,0.22229075678740914,0.19959476883403945,0.47546029755458014,0.24188938116335576,0.3597452319201115,0.10886522218141756
1,0.3749678745823696,0.36318593500266383,0.124161962790129,0.7894304940095191,0.17537822420634921,0.04231108959094236,0.6585176561893674,0.31309264680127097,0.15861777449011938,0.4296460176991151,0.12692007731172222,0.5413342352917769,0.022169738644446272,0.009156438504270881,0.4675859191260147,0.017068614574775917,0.5295015647660485,0.6401185166100384,0.20029966240564429,0.21066366491226288,0.4346570840627783,0.302160780669145,0.6951354617786283,0.18440160058202984,0.06339312340808315,0.1353353164141389,0.3668815619819488,0.5158752778886165,0.29048163498642277,0.4761551897528185,0.10085934630921779
1,0.4160884091493189,0.4277570591369207,0.061775314327634334,0.5660183817495487,0.051223028273809514,0.014876026805219567,0.6890279394644935,0.5385673897270384,0.088536212809699,0.35306047197640117,0.42347382817356705,0.5079684049262848,0.047678445923271265,0.002994074360467337,0.038597223275927475,0.0300872267948993,0.2817342187619266,0.2936399306506068,0.12539354398209615,0.05408059440145761,0.05775668785896372,0.13357729244114003,0.7668445966361164,0.2971262277191706,0.031542564373328634,0.06307888217913388,0.164247559403205,0.49444222766915574,0.1778405030727455,0.31226733005169466,0.05360264414248989
1,0.33974413889602784,0.4211507725093234,0.2464831305741786,0.4147382241916953,0.13798983134920634,0.5790226270703969,0.3594053162592161,0.32682829192624285,0.23962226086288219,0.5533185840707965,0.16302148678127792,0.3976940371262012,0.009451265198955675,0.008988589757985261,0.04560067521432365,0.06652155030322693,0.4554995801847188,0.7226668384298695,0.15584341691006334,0.43977392192058196,0.21318222304124818,0.21805297397769516,0.3941988115620908,0.409094216078574,0.06916191230463117,0.1446471741098521,0.19449254006262665,0.4653423017727868,0.22591110475918252,0.4947687856172481,0.1544619904517077
1,0.16365401639110197,0.4426744805540757,0.14936251434937067,0.32570162481536186,0.09105282738095237,0.0694794620041876,0.5025708187815289,0.795791738597413,0.15498640638659658,0.46025073746312684,0.17330711064392523,0.4103380354549253,0.026585113096481844,0.007935194177847901,0.9253755405507929,0.04502618896871453,0.47706281963208924,0.6777561284574055,0.12424610249212913,0.38152366078823097,0.17730888540802847,0.16968711276332094,0.7396515258334172,0.14133139323390323,0.05433905812299252,0.19780236178954805,0.20898876404494385,0.6130080373938323,0.15389452622552524,0.1945694172444821,0.05173705471905986
4,0.18469973442988094,0.48582844965370275,0.030111602442619498,0.6592811422944362,0.15352182539682538,0.013179422095202791,0.6799573147070237,0.5515274337611649,0.4179051425167879,0.2748525073746313,0.1157189198964656,0.0,0.7027452569549535,0.5241592224783042,0.04315871329944618,0.8562772420216525,0.5391191512098313,0.0961498204537769,0.6544968326821682,0.014285376250308457,0.3294941490832028,0.3468091697645601,0.18007855776009665,0.0,0.9013537098690289,0.729672592695763,0.1925584822250875,0.26426494898250014,0.06135486637130199,0.16182360309814922,0.15747337495409475
1,0.18498529369770697,0.008151305274373999,0.13191911370135648,0.14114557689151486,0.07195560515873015,0.3247910452560322,0.30248350795498646,0.34421676799519624,0.29766650975569925,0.21408554572271388,0.16104348219230727,0.44897634348699783,0.0433875968501411,0.007899309273469596,0.02217206585236325,0.12424716525997981,0.21609037478055113,0.303623666822327,0.06442741721351894,0.6467124366606158,0.17015264596578517,0.155591697645601,0.09275858596031826,0.3289341578755911,0.052931082527902844,0.1192634081797109,0.0,0.5688878755058997,0.2682864084607689,0.07085516681663402,0.1889092912229159
1,0.18015934207144693,0.3700586041555674,0.3179073353303582,0.3372722796651895,0.09371899801587301,0.05847328273151467,0.5266783081102057,0.5526032675323376,0.18492117625584814,0.4186578171091445,0.197043165711573,0.35980183442430513,0.010852703361552052,0.003919557620159445,0.060228738335482895,0.14560124744258574,0.2496755972826502,0.3747282652453261,0.15811933391495658,0.5770331984572064,0.1961976719186707,0.6044764560099133,0.47033940980964845,0.17225172790105492,0.07443204317791824,0.23531342956912762,0.24369128752993188,0.4585304679929316,0.3536944404744891,0.5553379558566666,0.09585016525890562
1,0.26893971843856196,0.3689397975492808,0.3591044634184446,0.09642212374856393,0.05527653769841269,0.0182351906457879,0.4855937136204889,0.2855963371613,0.08825761578588376,0.25420353982300886,0.27386886394719295,0.6788364736077674,0.03443865436609195,0.006469700986140324,0.018985661178969732,0.08509190993715694,0.4556140752614305,0.49546169412194113,0.0823312976520123,0.6674880927028297,0.11588193740593997,0.030049566294919453,0.065263369926478,0.24130956711531468,0.03245677074930701,0.08827859963986193,0.15446675262479279,0.30490794048908393,0.20483064170358725,0.03659203585102063,0.13183988248255601
1,0.09623347325737458,0.5354288758657433,0.1866980484855895,0.17204168718201215,0.07972935267857142,0.1083131739369741,0.467452464105549,0.31076584352873476,0.09692294390593027,0.32540560471976404,0.09542459281362675,0.5579176697638328,0.021016295939839467,0.004676034556005339,0.03102002882937562,0.037329091470402025,0.3038699335928555,0.434619947075463,0.1314057580700224,0.5207131194921356,0.12147178967413004,0.07173559479553902,0.18148856883875514,0.24258275736631502,0.10477196173044111,0.18671468507814598,0.1463068705102229,0.3263694921051131,0.11648563670144348,1.0,0.1500183621006243
1,0.13546931665667208,0.43542887586574325,0.08410599175378178,0.3623010011488593,0.09254092261904762,0.16753073086402007,0.5218277066356228,0.2513698116039931,0.03653463729549537,0.36998525073746313,0.11886112147208754,0.2100435725512823,0.053759083493211256,0.008901771440940972,0.6477126166451711,0.083192490228192,0.30707579574078314,0.43385774786235315,0.2066722300193453,0.10231655663614206,0.29764427654411985,0.10753562577447336,0.010272937858797461,0.10617679156056747,0.0489124855169177,0.2843349881114637,0.2463437097071284,0.795473978224933,0.19338287837644708,0.7866758411404577,0.09881748071979436
1,0.3016648105314258,0.9519978689397975,0.05205849788410463,0.34900705727884457,0.12844122023809523,0.20639943408681247,0.3867869615832363,0.2500437839325477,0.17790821669084375,0.4095132743362832,0.3340567178687283,0.35070929746722107,0.06727325300391095,0.0024112340587100186,0.47727790000758663,0.11789483598536976,0.5113350125944586,0.18029768710112018,0.08950043621742594,0.11492189691948333,0.2504376670045148,0.25472428748451054,0.3464598650417967,0.7493634048744998,0.08916689888486376,0.07955370733308795,0.10705470620740469,0.3758194151513424,0.3491210518793769,0.2564265424584061,0.18492838780756518
1,0.1645963619749279,0.14407725093233886,0.304704555797825,0.08271787296898078,0.04383680555555556,0.28543813823640113,0.3616768529297633,0.4144044134204008,0.09165842083521465,0.18203023598820062,0.2757259276841522,0.40604703448001433,0.019560340988478236,0.0016352750925193865,0.5374848266444124,0.06663143408804308,0.6769712235707198,0.4721018985201525,0.04158612449266017,0.6731975107072715,0.09068675327866334,0.1503125,0.10618722932823044,0.22379483448526735,0.01314599435832001,0.13945253041774028,0.19960692576901826,0.47139428832012764,0.2923824496212663,0.09587325111593357,0.1465839147998531
1,0.030326394243125162,0.5237080447522643,0.27895855833825794,0.2676021664204825,0.09303695436507936,0.041781491688150055,0.36612339930151333,0.23092896995171258,0.137444400680161,0.37293510324483775,0.28002893538141577,0.14619685243031377,0.0,0.013015802091279621,0.6691260147181549,0.05782503361920559,0.28967254408060455,0.5865122944880115,0.16841785836209838,0.5387371673309063,0.2536318683006235,0.4387004337050805,0.20898378487259542,0.1866860676609676,0.10646348796620857,0.20523394052747296,0.29508196721311475,0.69720116285698,0.1990996141203373,0.469697771661462,0.13402864487697394
1,0.20871526885405067,0.3853489611081513,0.07088079663630373,0.553175775480059,0.17153397817460317,0.10883047760273729,0.4513969732246798,0.41261978032975555,0.06889031923376211,0.267330383480826,0.3502198410814598,0.2958755297347844,0.0076023799121568425,0.007873842567136604,0.46399173052120474,0.0198471045622701,0.5490420578581788,0.2285041035302705,0.15813829988999734,0.011689264333546294,0.3721244509966522,0.1193850681536555,0.6523315540336387,0.2997017097126228,0.08034749619895477,0.14575146492633087,0.20302081414625162,0.4997434874308841,0.17801915106474206,0.23454895111064064,0.08083731178846859
1,0.2580884662611725,0.7845498135322323,0.13370556789544827,0.35704907270638436,0.16338045634920634,0.060877278925975456,0.29307334109429567,0.556606369936701,0.2738224472346844,0.48097345132743363,0.24114701660393567,0.21481864666441175,0.060485564553745375,0.011693848517085267,0.21988088915863743,0.0905285410049657,0.5400351118235249,0.42737368695082734,0.09864203618708038,0.13214818120049893,0.22073773764550508,0.26471499380421315,0.2619599153993353,0.31742451800654786,0.06927924360422195,0.2552802013589741,0.25861116227666237,0.44576184233027416,0.3587251679291125,0.6388609537924099,0.12459786999632759
1,0.3289499985722037,0.29363345764517845,0.12498047127069196,0.5124322993599212,0.11216517857142858,0.5693177455017279,0.2314464493597206,0.32824188746278365,0.21193548077200194,0.4400073746312685,0.36112147208752954,0.6570004576112691,0.08352698085052945,0.004123870059603669,0.037663113572566576,0.08620644546886365,0.3451263262346386,0.6753729140164142,0.09901187270037552,0.49738191578185903,0.0905126078810774,0.16161322800495662,0.3354315641051465,0.5692906511458712,0.07115654439767488,0.18497119890167832,0.13293424203352366,0.4870603659579319,0.2919679862798342,0.40619982709645547,0.13293426367976496
1,0.09000828121876696,0.4587639850825786,0.1918909923311529,0.06269489578204496,0.04134114583333333,0.40223906427616263,0.7062960807140085,0.18654457204333355,0.09381034267433928,0.2910029498525074,0.2694155279011676,0.2605001890133503,0.024352098674754484,0.0019447303017920455,0.01785714285714286,0.07198957673812602,0.780551102969239,0.5395082204795414,0.05727724462314608,0.400801819982625,0.30341840965631617,0.09138785625774473,0.0614361969986907,0.20053837759185159,0.038509110286532804,0.18139220231403644,0.0868668263031866,0.5155902639229322,0.3094040302986995,0.36179184530425734,0.25724568490635324
1,0.32139695593820494,0.27874267448055406,0.14145592620517733,0.41416379451829965,0.25610739087301587,0.4026230227556871,0.2849728366317424,0.18439290450098825,0.24142833812071893,0.3893805309734513,0.3453369954675437,0.3683969678279381,0.013332657941447746,0.007799757603258812,0.41697329489416585,0.09400296162962885,0.3099000076330051,0.2519229427330746,0.09860410423699884,0.16981208611789997,0.15964863785742803,0.1217859355638166,0.24584550307180983,0.6085849399781739,0.0699538985768691,0.14876588039834057,0.11928531958003318,0.5002565125691159,0.4172359582678291,0.433141022248099,0.342959970620639
3,0.39612781632827904,0.4187000532765051,0.18223870560185845,0.20375841129164615,0.5149739583333333,0.07909733820311214,0.4795304617772604,0.22337311416347666,0.07284831833072349,0.30715339233038347,0.16329275598205104,0.1437496269473349,0.041572481157621695,0.006051815486767153,0.7055136180866399,0.03468141551245088,0.21288451263262348,0.6761512160298009,0.1512726169252361,0.0324547793135853,0.6532448785282102,0.2322645600991326,0.40497532480612347,0.14261185885776648,0.01821079545732318,0.2283792791269139,0.18578006999447416,0.41480932565695716,0.19358296412748321,0.0716667548827608,0.025986044803525524
1,0.60769867786059,0.5498135322322856,0.06830640066839198,0.4268012473330051,0.15578497023809523,0.20966402687331073,0.34778812572759016,0.3810953488953939,0.12626209255185267,0.4465339233038348,0.28170176211951664,0.39945484570541767,0.03703258132668072,0.009468984445630319,1.0,0.0707023666874225,0.5140828944355392,0.22140813620821986,0.15297955467890603,0.013754660663157859,0.3180687367548143,0.027106567534076826,0.6551515761909558,0.17043288468534012,0.013771761289470982,0.2183809703831193,0.18467489408730892,0.5163313002337114,0.1446619979991425,0.27456377141445687,0.12824091076019095
4,0.10605671207059025,0.4215237080447523,0.00859943349703503,0.33636960446413916,0.09714471726190477,0.26680764058460044,0.4353899883585564,0.255422952788411,0.7790245261448896,0.441519174041298,0.013427825438269305,0.41807763474662263,0.8611900827144,0.5339847408125963,0.06552044609665428,0.7458283405978724,0.6158308526066714,0.0,0.7833327011341653,0.008643565327032353,0.2916858625879173,0.2924411400247831,0.4165575586665323,0.07343761367770098,0.5753975819974676,0.8459663539500781,0.09685024866457913,0.951490623040529,0.07053022724024582,0.3351152984350465,0.1216746235769372
1,0.32959250692481223,0.15079914757591903,0.07674281172946426,0.25808304611849664,0.05064949156746031,0.0925547991972809,0.3917103220799379,0.26729465335635116,0.0,0.20685840707964603,0.4081301640048376,0.7330236167207178,0.023756909575579518,0.005823772707330823,0.7638693953417799,0.021660187011736633,0.2841386153728723,0.395898080009447,0.12186587262451162,0.16354490969384133,0.11165883473079638,0.09785470879801735,0.1518783361869272,0.5026555110949436,0.024067582828564305,0.0823567157794204,0.13186590532326398,0.33873909821581255,0.34701300557381737,0.24409393249704478,0.06237238340066103
1,0.16341129101344984,0.3098827916888653,0.09144539767285473,0.3506893156080748,0.11226593501984126,0.013035674093016304,0.37456344586728757,0.4528259401035803,0.03167359956961563,0.2682153392330384,0.13241327862737784,0.33292214639581386,0.030124588696894675,0.0052559809138611815,0.04728396934982171,0.011904076688416679,0.4126020914434013,0.4623006607515712,0.17990175624928875,0.8885902909470739,0.27983046162351427,0.20750077447335807,0.5546882868365394,0.3942670061840669,0.0489124855169177,0.38396738860093316,0.15888745625345368,0.6244941002109103,0.12011576389881379,0.38306956721184215,0.034924715387440325
1,0.08903737970815843,0.354075652637187,0.11381003810649441,0.11324470704086656,0.0880766369047619,0.02276703555682491,0.4727881257275902,0.21686807275638617,0.06022499111371561,0.3589233038348083,0.17486690854837067,0.4472652752631265,0.007019854410836662,0.00294256215902106,0.6837398528184508,0.10536808451632822,0.38058163498969544,0.5126004412167274,0.09577817395592307,0.4763392117690407,0.2230412481955834,0.030359355638166045,0.3373955081075637,0.21182975627500908,0.039662868065842405,0.15960484296188707,0.16640265242217722,0.6528529897965,0.2200657424610548,0.3967254185853667,0.14569225119353654
1,0.15277420828692995,0.6006925945657965,0.13450709487226514,0.45018874117840146,0.14891803075396826,0.05187033173634347,0.8023379899107489,0.47046461007280643,0.043317033806307824,0.3526548672566372,0.45719032925299247,0.5063369212709655,0.002532719570957305,0.00696745933719424,0.029929443896517718,0.05188084411676984,0.7530722845584307,0.6724905127668367,0.09966619883928232,0.11290382554668776,0.10393439601953375,0.07783457249070633,0.3613656964447577,0.5425682066205892,0.027841739632068596,0.14330909199438902,0.14138883772333766,0.7756940090064411,0.13099899957124483,0.2782335609308562,0.038589790672052884
1,0.25057825751734775,0.6182205647309538,0.23208281539746908,0.23912686689643853,0.16361297123015872,0.38591988318583403,0.1919383003492433,0.20100577947909629,0.0659698538806644,0.25501474926253687,0.1924541950651611,0.2503133642386741,0.056796236378717564,0.0063145855930211965,0.023272134132463398,0.0801419070592483,0.48133730249599266,0.40179170491081734,0.0797898569965482,0.4263099717064366,0.13280506158051536,0.0533224907063197,0.2419176150669755,0.29220807566387774,0.08605761944570739,0.3928589193867704,0.14603057653343157,0.3481730604799635,0.14714877804773477,0.4614407452495633,0.20383400661035622
1,0.27602158828064766,0.3315929675013319,0.08190518886828466,0.33546692926308874,0.1548859126984127,0.178145385972843,0.30825572370974,0.19832870474617828,0.0565936230101928,0.2531710914454277,0.4690470539034507,0.45629812379379636,0.033932110451900484,0.0020477547046846003,0.030422577953114337,0.039165720445186306,0.3944737042973819,0.4160319479557495,0.08477790843227251,0.3658557197280844,0.1440154795908965,0.14622057001239155,0.3481720213515963,0.39461622408148417,0.02839906330512493,0.10432563645950438,0.11239638975870328,0.508521917573961,0.2181363441474918,0.29718237795303376,0.09069408740359898
