Type,31740_s_at,35900_at,38952_s_at,39631_at,40304_at,32052_at,34224_at,35183_at,36894_at,36908_at,40808_at,32254_at,34847_s_at,34849_at,36989_at,37363_at,39182_at,40165_at,40607_at,41337_at,41792_at,1955_s_at,1910_s_at,1817_at,1555_f_at,613_at
1,0.047673052776540166,0.600799147575919,0.3396289208752808,0.18992793049810147,0.05646336459969157,0.6255894140944916,0.2844704646100728,0.0333446966393683,0.19696809583737618,0.401885645375086,0.004166121640565222,0.12689484121793093,0.03573189697682358,0.36203351640613995,0.032938848789066784,0.16019981412639406,0.35356857038923245,0.07405071645424813,0.6340640809443507,0.10182854641503426,0.057323782139711135,0.1268005157487567,0.0,0.19111711813181656,0.03151078882831381,0.012632116096079182
2,0.576491554943497,0.22040490143846564,0.5177635410599883,0.7827182632676488,0.02952619441732807,0.7752499985814342,0.8359228402011559,0.5930773682583221,0.3326160260536251,0.5625940580244576,0.010322119107785518,0.14584194525694494,0.20779122254675114,0.2545838614279679,0.27318360019052507,0.13464219330855018,0.5823935976718807,0.08924511975125764,0.7669668140888989,0.2951391306943104,0.07383615603237655,0.4335236691840118,0.4276349541127515,0.4848228867488877,0.4808129995236331,0.007100751235410364
1,0.14941876949248653,0.2945657964837507,0.4309010733006074,0.07049361835089221,0.05745370173874906,0.14683101854916655,0.36418224123695864,0.03026074823406296,0.053557876129999134,0.05960911727478398,0.0028291195580831905,0.025466875271439107,0.0978833971854493,0.23185466835656948,0.40112849448576554,0.008983890954151178,0.2490796653328483,0.06791037844232922,0.12856491350875518,0.193927395365958,0.05482241095617199,0.10418124884877511,0.6610043892150715,0.2172664301402264,0.1706452125125708,0.02770496498968586
3,0.06687188626513833,0.2944059669685669,0.1864547799317747,0.11367418607652546,0.22496215497361458,0.045849938434243794,0.22865220545923087,0.02729571814772826,0.0784778995705763,0.08035918953127959,0.01029896755657371,0.013384891502843896,0.08126920304972879,0.15634417687649624,0.15615725643938008,1.0,0.2508694070571117,0.0146126356032051,0.055829541718370505,0.11286648029686523,0.04580584041085644,0.10373917848590902,0.17836173972524652,0.14261042593531184,0.14682686709363257,0.897809358068018
1,0.27546680708007615,0.5693393713372403,0.2974041101589151,0.11703992011900638,0.053662125263500414,0.016427937802509156,0.20060546923865993,0.13848038244131378,0.0807931369064202,0.09003159352980457,0.06458819757070774,0.0817770824285363,0.1983177180138831,0.24143078439656385,0.2530685523760671,0.33739931846344484,0.20651145871225898,0.0732342861612621,0.2941709885774285,0.27352338410418137,0.18578290424983793,0.14895929268741942,0.6372342244769993,0.49824482363762645,0.665502214223963,0.00919246405696006
4,0.7728948114544938,0.5539158231220033,0.3236542141609119,0.2720640678173334,0.03787332173224113,0.05345155976039477,0.302484425429708,0.2754227546239406,0.5663301086528393,0.04168950636355482,0.4951885288694056,0.8980697081800629,0.3326632022152259,0.8058864948598788,0.6051734877074708,0.35153345724907065,0.06739905420152782,0.5782624212291432,0.5734194533710905,1.0,0.6297388934133328,0.10528642475594034,0.8497406372912272,0.6537891160293592,0.31281426983538874,0.005844279321890293
4,0.5109968001944185,0.8985082578582845,0.43705799151343705,0.06116737649352325,0.1314743290465883,0.45274568141281596,0.4763441667292151,0.23907338845858073,0.8308243589866753,0.08581081754487377,0.4331053291398157,0.4378816499311919,0.6797595114364829,0.828784678214336,0.5893818927930239,0.42340458488228,0.13622408148417606,0.6815432976939511,0.7199932122137729,0.9829730294378065,0.34356873369122604,0.3648185669552404,0.5879268084136122,0.7118507255354696,0.5847668448631769,0.01667352671447037
2,0.5316132690671959,0.22226957911561002,0.7231882852150762,0.7725769092304661,0.02058486481898052,0.8297380570944367,1.0,0.47900298881375003,0.4364846819670871,0.271485095229078,0.006685010412410158,0.19372511263087946,0.09989379053977165,0.3045486551189973,0.501483896969919,0.20256350681536556,0.5071516915241906,0.057751443419425175,0.6347110418191267,0.41438761602514995,0.03995545731048581,1.0,0.16046286268027132,0.7716393534943964,0.33991425395649183,0.01691904421481337
1,0.469277816031431,0.649200852424081,0.3034362259755387,0.17185281791073162,0.05505567109488844,0.14734170224114485,0.41236958642948285,0.09443303709458761,0.09786440971054729,0.16537269402114874,0.008614113417134231,0.008196807091166916,0.15313128247923227,0.33198141106886353,0.549261715458176,0.19094640644361835,0.19020007275372863,0.06306068472590919,0.24335804511756656,0.18754787747346222,0.07515747835192049,0.24324921716706577,0.4424271789317676,0.3812111655497362,0.5261384286949312,0.015708305953317975
1,0.5828911661063632,0.45135855087906235,0.0,0.09343902621264918,0.04745129663426849,0.2979309744790553,0.2254497235357402,0.13655786961795507,0.08020712247701574,0.22593858696193825,0.007893521385666643,0.02530466587480575,0.10416113492394645,0.3424588086185044,0.5658227384310995,0.09378872366790582,0.41591851582393596,0.0466929684329916,0.23057261340375662,0.2546335445745496,0.07579736400352352,0.18493276846564746,0.9027532349085106,0.21801730772840752,0.09178002434764199,0.013043718964301274
1,0.3220867592855118,0.0,0.26815874864797407,0.20090477451959327,0.006352305363382994,0.37431412343035697,0.4762941279491606,0.3845580598872654,0.12195824887360339,0.4645145858457,0.0013370020824820313,0.07381050802936513,0.026040283730986612,0.29004365582312347,0.09540907925109,0.011578376703841388,0.4725209166969807,0.003964820165339358,0.4510483947946164,0.17008068286956438,0.0,0.17045496408178304,0.23029128427292936,0.4429239173283775,0.18098413874627287,0.001470697967740926
1,0.5971080238162745,0.36979222163026104,0.9453365504617689,0.1453548794652864,0.04873873491504322,0.06975939232423498,0.43333583527233605,0.601798044982836,0.1510860480531832,0.13712787904760956,0.0054475600001389094,0.09806866166782656,0.11428896559572128,0.2939022672862977,0.4994320888139816,0.29956629491945475,0.34734085121862496,0.06087050046688079,0.27051449298418656,0.22229075678740914,0.060772516495753486,0.19959476883403945,0.47546029755458014,0.7069512492725873,0.3597452319201115,0.016844426150983634
1,0.25732107416258254,0.36318593500266383,0.5366503036858308,0.124161962790129,0.07359619710538601,0.04231108959094236,0.31309264680127097,0.0232842068544519,0.15861777449011938,0.06898751208427599,0.009156438504270881,0.017068614574775917,0.20029966240564429,0.4156879312772849,0.5403583336386619,0.302160780669145,0.18440160058202984,0.06339312340808315,0.1557160584173852,0.1353353164141389,0.08862831784865458,0.3668815619819488,0.5158752778886165,0.3139982354376677,0.4761551897528185,0.023923514077540203
1,0.0913767264773786,0.4277570591369207,0.5194691738081372,0.061775314327634334,0.04780498846964616,0.014876026805219567,0.5385673897270384,0.08275129422770479,0.088536212809699,0.4475069017411324,0.002994074360467337,0.0300872267948993,0.12539354398209615,0.39428249542317984,0.23584801963873522,0.13357729244114003,0.2971262277191706,0.031542564373328634,0.14443666677272582,0.06307888217913388,0.07118935629165489,0.164247559403205,0.49444222766915574,0.2712075988811924,0.31226733005169466,0.006767376982493639
1,0.5507108428854955,0.4211507725093234,0.7366669440053248,0.2464831305741786,0.0570221976995883,0.5790226270703969,0.32682829192624285,0.28970088078834916,0.23962226086288219,0.12549209165113567,0.008988589757985261,0.06652155030322693,0.15584341691006334,0.3221236445571046,0.1943538636280365,0.21805297397769516,0.409094216078574,0.06916191230463117,0.2826847815711604,0.1446471741098521,0.08360064487177356,0.19449254006262665,0.4653423017727868,0.6535356948433481,0.4947687856172481,0.008588298443370905
1,0.6575802989185467,0.4426744805540757,0.3913803145020384,0.14936251434937067,0.03437884639870973,0.0694794620041876,0.795791738597413,0.5903026074823405,0.15498640638659658,0.08091730866978283,0.007935194177847901,0.04502618896871453,0.12424610249212913,0.5021827911561753,0.3881581357857326,0.16968711276332094,0.14133139323390323,0.05433905812299252,0.15335093915386003,0.19780236178954805,0.06704671996277028,0.20898876404494385,0.6130080373938323,0.5573952056465994,0.1945694172444821,0.015691456713098358
4,0.26606990967637406,0.48582844965370275,0.27606290040768783,0.030111602442619498,0.06850303467594754,0.013179422095202791,0.5515274337611649,0.10466397647002859,0.4179051425167879,0.060844952510041156,0.5241592224783042,0.8562772420216525,0.6544968326821682,0.9047176454020561,0.9056534642582347,0.3468091697645601,0.0,0.9013537098690289,0.4983083564012006,0.729672592695763,0.11477221732843586,0.1925584822250875,0.26426494898250014,0.8815302885247133,0.16182360309814922,0.02387537339119844
1,0.1777309733079509,0.008151305274373999,0.12996089524918883,0.13191911370135648,0.05818938075633462,0.3247910452560322,0.34421676799519624,0.09683122319382892,0.29766650975569925,0.09725225988419028,0.007899309273469596,0.12424716525997981,0.06442741721351894,0.2621884241656105,0.4278752793756641,0.155591697645601,0.3289341578755911,0.052931082527902844,0.1769172844612725,0.1192634081797109,0.04583908122392673,0.0,0.5688878755058997,0.34619211203093614,0.07085516681663402,0.09097145498003366
1,0.7521973348454777,0.3700586041555674,0.34952991097429076,0.3179073353303582,0.05851477724488208,0.05847328273151467,0.5526032675323376,0.26598064009767153,0.18492117625584814,0.12910491643162542,0.003919557620159445,0.14560124744258574,0.15811933391495658,0.2802140543585411,0.21990986699886417,0.6044764560099133,0.17225172790105492,0.07443204317791824,0.2522511056667409,0.23531342956912762,0.08626822012066414,0.24369128752993188,0.4585304679929316,0.5635711738093896,0.5553379558566666,0.018709877746727034
1,0.479970837214954,0.3689397975492808,0.7132872951160663,0.3591044634184446,0.035454069578257856,0.0182351906457879,0.2855963371613,0.17597532841275754,0.08825761578588376,0.1270219360754258,0.006469700986140324,0.08509190993715694,0.0823312976520123,0.24258555133079845,0.2924559410837944,0.030049566294919453,0.24130956711531468,0.03245677074930701,0.43028201130590643,0.08827859963986193,0.03553442917213755,0.15446675262479279,0.30490794048908393,0.06130915507499389,0.03659203585102063,0.009187649988325884
1,0.3394224148406173,0.5354288758657433,0.26183542724020303,0.1866980484855895,0.017076241812034012,0.1083131739369741,0.31076584352873476,0.42761441924256954,0.09692294390593027,0.12584091611270018,0.004676034556005339,0.037329091470402025,0.1314057580700224,0.10014082523588229,0.3239841717656542,0.07173559479553902,0.24258275736631502,0.10477196173044111,0.2090107862165516,0.18671468507814598,0.057764222912892446,0.1463068705102229,0.3263694921051131,0.43197987648063674,1.0,0.007336640598485013
1,0.5194216047632549,0.43542887586574325,0.3860554122639155,0.08410599175378178,0.03357242901404864,0.16753073086402007,0.2513698116039931,0.383559146007912,0.03653463729549537,0.07244585746035859,0.008901771440940972,0.083192490228192,0.2066722300193453,0.10483030559076185,0.326640530538966,0.10753562577447336,0.10617679156056747,0.0489124855169177,0.17966421670007532,0.2843349881114637,0.1039523326740572,0.2463437097071284,0.795473978224933,0.38818494114996904,0.7866758411404577,0.0119316691098065
1,0.10923893231803637,0.9519978689397975,0.5324070222148265,0.05205849788410463,0.034958901008729115,0.20639943408681247,0.2500437839325477,0.05422675345061321,0.17790821669084375,0.384344758164984,0.0024112340587100186,0.11789483598536976,0.08950043621742594,0.3195324602168708,0.21782141941157074,0.25472428748451054,0.7493634048744998,0.08916689888486376,0.44203336621167283,0.07955370733308795,0.04589725264679973,0.10705470620740469,0.3758194151513424,0.2197630981209288,0.2564265424584061,0.020069852135881902
1,0.2953947101948236,0.14407725093233886,0.12569015725101926,0.304704555797825,0.00904984225344142,0.28543813823640113,0.4144044134204008,0.34157542988972306,0.09165842083521465,0.28838514207121996,0.0016352750925193865,0.06663143408804308,0.04158612449266017,0.270412617941135,0.3433371194079068,0.1503125,0.22379483448526735,0.01314599435832001,0.45395759754791226,0.13945253041774028,0.024855817973307624,0.19960692576901826,0.47139428832012764,0.1968557000994913,0.09587325111593357,0.007775515165519714
1,0.5566446595649884,0.5237080447522643,0.19785339878525668,0.27895855833825794,0.02246650538318973,0.041781491688150055,0.23092896995171258,0.18786716030982184,0.137444400680161,0.15026361162881088,0.013015802091279621,0.05782503361920559,0.16841785836209838,0.16586396282213775,0.30817425713552926,0.4387004337050805,0.1866860676609676,0.10646348796620857,0.2722644691208756,0.20523394052747296,0.06578356906609936,0.29508196721311475,0.69720116285698,0.35035948264534167,0.469697771661462,0.004821289737127783
1,0.5162217991818219,0.3853489611081513,0.2001830435144355,0.07088079663630373,0.05540228909355856,0.10883047760273729,0.41261978032975555,0.03586576500154594,0.06889031923376211,0.12678274215892443,0.007873842567136604,0.0198471045622701,0.15813829988999734,0.24185326010421068,1.0,0.1193850681536555,0.2997017097126228,0.08034749619895477,0.13377241825490258,0.14575146492633087,0.06547609154519919,0.20302081414625162,0.4997434874308841,0.4619774361284752,0.23454895111064064,0.0316741645785644
1,0.5607355502450484,0.7845498135322323,0.7015558698727015,0.13370556789544827,0.042216657470678945,0.060877278925975456,0.556606369936701,0.5636411203691224,0.2738224472346844,0.22130420482972382,0.011693848517085267,0.0905285410049657,0.09864203618708038,0.4311787072243346,0.3143663210346975,0.26471499380421315,0.31742451800654786,0.06927924360422195,0.24412697402611178,0.2552802013589741,0.0661824588229428,0.25861116227666237,0.44576184233027416,0.4172439038125809,0.6388609537924099,0.01333978418530313
1,0.219004414921625,0.29363345764517845,0.25638572260587406,0.12498047127069196,0.03894854491178926,0.5693177455017279,0.32824188746278365,0.06647930424855514,0.21193548077200194,0.19056778655929515,0.004123870059603669,0.08620644546886365,0.09901187270037552,0.33093930432333474,0.14311361887663504,0.16161322800495662,0.5692906511458712,0.07115654439767488,0.25268064526392825,0.18497119890167832,0.06421709575016205,0.13293424203352366,0.4870603659579319,0.5475680952112781,0.40619982709645547,0.010569287686334543
1,0.5280084248045689,0.4587639850825786,0.2883767368333472,0.1918909923311529,0.03607656720852256,0.40223906427616263,0.18654457204333355,0.24081752380348348,0.09381034267433928,0.21913152675483621,0.0019447303017920455,0.07198957673812602,0.05727724462314608,0.39721166032953104,0.19323636097167776,0.09138785625774473,0.20053837759185159,0.038509110286532804,0.3208077465610318,0.18139220231403644,0.03292502534611996,0.0868668263031866,0.5155902639229322,0.34114246025041767,0.36179184530425734,0.0363077056389593
1,0.4365506905909514,0.27874267448055406,0.5795823279806972,0.14145592620517733,0.11018208055685241,0.4026230227556871,0.18439290450098825,0.26502929354590643,0.24142833812071893,0.3297786459631043,0.007799757603258812,0.09400296162962885,0.09860410423699884,0.2864385297845373,0.25849118821675887,0.1217859355638166,0.6085849399781739,0.0699538985768691,0.3651828990210739,0.14876588039834057,0.0378280452739874,0.11928531958003318,0.5002565125691159,0.36941300144543937,0.433141022248099,0.10178866720102829
3,0.08323544898537812,0.4187000532765051,0.09801148182045097,0.18223870560185845,0.5201250654329895,0.07909733820311214,0.22337311416347666,0.028239136811562027,0.07284831833072349,0.03047729152755215,0.006051815486767153,0.03468141551245088,0.1512726169252361,0.19487396141388535,0.2878760121642912,0.2322645600991326,0.14261185885776648,0.01821079545732318,0.06690211800142119,0.2283792791269139,0.05667558628484052,0.18578006999447416,0.41480932565695716,0.23205871862739577,0.0716667548827608,0.7745956784105872
1,0.9891449633439994,0.5498135322322856,0.5092769781179799,0.06830640066839198,0.04774839777598574,0.20966402687331073,0.3810953488953939,0.1153190578497982,0.12626209255185267,0.11880961160887808,0.009468984445630319,0.0707023666874225,0.15297955467890603,0.2792001126601887,0.6713443007364526,0.027106567534076826,0.17043288468534012,0.013771761289470982,0.11166968935272094,0.2183809703831193,0.08291089800056509,0.18467489408730892,0.5163313002337114,0.43395093014961234,0.27456377141445687,0.016377461493468512
4,0.7852484912309126,0.4215237080447523,0.2025126882436143,0.00859943349703503,0.04122632033162146,0.26680764058460044,0.255422952788411,0.1415762226785162,0.7790245261448896,0.02994907162861158,0.5339847408125963,0.7458283405978724,0.7833327011341653,0.8291226587804534,0.4546220642655626,0.2924411400247831,0.07343761367770098,0.5753975819974676,0.7378217569760414,0.8459663539500781,0.45702793890338544,0.09685024866457913,0.951490623040529,0.877588181186762,0.3351152984350465,0.003942722211390567
1,0.15818785694033782,0.15079914757591903,0.3699559031533406,0.07674281172946426,0.04196199934920702,0.0925547991972809,0.26729465335635116,0.10900053116849137,0.0,0.3099255508934889,0.005823772707330823,0.021660187011736633,0.12186587262451162,0.7280523869877482,0.21875572491114936,0.09785470879801735,0.5026555110949436,0.024067582828564305,0.2037873725964343,0.0823567157794204,0.03170758056742068,0.13186590532326398,0.33873909821581255,0.6038557564153103,0.24409393249704478,0.009411504179815091
1,0.21645267123010248,0.3098827916888653,0.4596888260254597,0.09144539767285473,0.06678409235601204,0.013035674093016304,0.4528259401035803,0.20166168531041642,0.03167359956961563,0.06304254661789768,0.0052559809138611815,0.011904076688416679,0.17990175624928875,0.22074355724545838,0.403107023778991,0.20750077447335807,0.3942670061840669,0.0489124855169177,0.18313235122551358,0.38396738860093316,0.07080708694134659,0.15888745625345368,0.6244941002109103,0.27707383003885794,0.38306956721184215,0.0047887947738470904
1,0.44473247195107135,0.354075652637187,0.05441384474581911,0.11381003810649441,0.02618734349136284,0.02276703555682491,0.21686807275638617,0.22454156988036816,0.06022499111371561,0.11617847852736278,0.00294256215902106,0.10536808451632822,0.09577817395592307,0.1799464864103648,0.6999230571941524,0.030359355638166045,0.21182975627500908,0.039662868065842405,0.3063730949123421,0.15960484296188707,0.05264513770006814,0.16640265242217722,0.6528529897965,0.272718740027407,0.3967254185853667,0.018524536104311238
1,0.39539876058163553,0.6006925945657965,0.3828105499625593,0.13450709487226514,0.04803135124428788,0.05187033173634347,0.47046461007280643,0.030340027113376723,0.043317033806307824,0.6406011740434736,0.00696745933719424,0.05188084411676984,0.09966619883928232,0.6195465427404592,0.22654160407430476,0.07783457249070633,0.5425682066205892,0.027841739632068596,0.1485464592149501,0.14330909199438902,0.05166453371449465,0.14138883772333766,0.7756940090064411,0.17885904150475862,0.2782335609308562,0.006607309200407269
1,0.5087285835797318,0.6182205647309538,0.17555537066311674,0.23208281539746908,0.03809968450688284,0.38591988318583403,0.20100577947909629,0.11780841466025034,0.0659698538806644,0.16456541455295653,0.0063145855930211965,0.0801419070592483,0.0797898569965482,0.4499084635966765,0.3152456673872422,0.0533224907063197,0.29220807566387774,0.08605761944570739,0.3188562580207239,0.3928589193867704,0.04532384862133727,0.14603057653343157,0.3481730604799635,0.17427868821685338,0.4614407452495633,0.006905781455726214
1,0.27692494633237474,0.3315929675013319,0.26058740327814295,0.08190518886828466,0.08461723469575429,0.178145385972843,0.19832870474617828,0.023181144311344014,0.0565936230101928,0.2923148987910741,0.0020477547046846003,0.039165720445186306,0.08477790843227251,0.40464723278411496,0.1789103433114718,0.14622057001239155,0.39461622408148417,0.02839906330512493,0.2908036102537996,0.10432563645950438,0.051290574567453916,0.11239638975870328,0.508521917573961,0.3561975558934504,0.29718237795303376,0.0104344937645776
1,0.15577787678723318,0.0909962706446457,0.8434145935601964,0.09023291830538177,0.10385099670359209,0.00541892139821412,0.2519202381845931,0.028369946962429733,0.06778553793242581,0.07255548800542173,0.006480697972965934,0.07741051012238961,0.13799643439669235,0.15959723982537669,0.24795735170190156,0.3498296158612143,0.4001746089487086,0.03675402959682032,0.22382725084051883,0.18390918949033497,0.06395116924559975,0.2569349788174618,0.4941002109103346,0.4145407444951286,0.42578379999647137,0.20602288126821827
1,0.37239256348981326,0.3810868407032499,0.3646726017139529,0.12092868447686779,0.03518526378337082,0.044520269414018834,0.445970627236108,0.34513267320453156,0.09792205047409527,0.3481766447073362,0.003290993004758801,0.035393043833165015,0.10768880628153094,0.34555696380791434,0.5142710585131719,0.19129491945477078,0.4121207711895234,0.056040361967059235,0.27001601493312966,0.21921167563695695,0.06492761812953945,0.19767913059495304,0.6146041156016644,0.49944622777871633,0.1823955962525803,0.01767003892174491
1,0.16063834096156182,0.4044485881726159,0.2887511440219652,0.1968394025227722,0.08056392626232615,0.2171086602497054,0.24358878130551176,0.022764930194946766,0.09215797411929716,0.04814275890249858,0.005262347590444428,0.03646833515600881,0.16547813223077798,0.14221940571750458,0.7421866412633276,0.08949039653035935,0.20462713714077846,0.08448831331368033,0.055240913381484194,0.21156868987335475,0.05733624744461249,0.25240375759808437,0.5589978908966539,0.5589720485817798,0.2742638366943665,0.014739474640689953
1,0.5266446595649884,0.3785828449653703,0.3257067975705134,0.23412535066805237,0.048705728392965775,0.05934333642895917,0.5962120643498711,0.322086302988021,0.060513194931455516,0.17666763008660813,0.005562932282870283,0.04252502472385159,0.11285381026438569,0.25002957329953523,0.42502839555930094,0.09547967007434943,0.4571553292106221,0.09989977951493284,0.23349242207303234,0.16423092611200096,0.055260109362274996,0.2076625529563456,0.4689619791369777,0.5020799309192618,0.31777790716138254,0.009003102667234728
1,0.08813641702782617,1.0,0.3122555953074299,0.11363343046753477,0.04193370400237681,0.018089551222520015,0.4984613075133228,0.03507297620840832,0.2172960717819642,0.29209563770094776,0.0038200059499486614,0.07612853263286781,0.163012555475477,0.2907759470497113,0.2516029751218261,0.27788104089219334,0.5853765005456529,0.05073112066057521,0.22998928802486027,0.18205378194733227,0.08062559210198281,0.1678762202983975,0.7253605426665907,0.3273263126278838,0.28716102965825085,0.012085719306100147
1,0.41848596540969657,0.21358550879062332,0.16798402529328565,0.11572555172905671,0.21040419902946958,0.029366203709833307,0.34942080112086865,0.021754124483696295,0.014073953099632061,0.07247575669992126,0.003179865558942113,0.01831396413602566,0.16657815878314305,0.2075763976904661,0.6360238889092441,0.20194392812887238,0.2767697344488905,0.056206581308146215,0.1406662636418594,0.17725359889371947,0.049246264563631216,0.1218640633634187,0.4486689847802542,0.18141202530457468,0.16027099984121101,0.349686724483631
1,0.6754830086273239,0.3171550346297283,0.4041101589150512,0.1554351000889831,0.051766337025876095,0.276501173626781,0.25602341814906554,0.2175016053973061,0.1265695099574419,0.12708173455455116,0.005798306000997832,0.05288026330247867,0.19819443917611804,0.2742430643571328,0.3618143846407504,0.10559944237918215,0.34370316478719537,0.06673706544642113,0.2788295311124545,0.17087159385974515,0.09399670915950604,0.14544114938294347,0.7333409337057516,0.22488783766026543,0.2623546639848974,0.00873512753671329
1,0.33243549759001984,0.3423281832711774,0.3615109410100674,0.190087556633315,0.041502199963216045,0.24530029146798862,0.2733368360479371,0.054650895454941846,0.12286128750252176,0.12876107517665467,0.00664565277535008,0.11949076714579486,0.11491484277206691,0.3205604844388114,0.41039827061883993,0.16740241635687733,0.23908330301927974,0.06365711883216245,0.2572836127992194,0.12562302894037825,0.05906061462263367,0.13346841038865354,0.4259818731117825,0.3412926357680539,0.38490446197004186,0.007241562742960026
1,0.2644902588197173,0.011028236547682474,0.5278309343539396,0.05943526311141904,0.07967969667388197,0.010179628260100663,0.7503315069178613,0.06328832935617622,0.08616333471030713,0.059080897375843405,0.008552183017642639,0.07669888180167547,0.17257140689602854,0.07607379242360232,0.747187923643425,0.14649163568773232,0.2805529283375773,0.06505531681895291,0.08099738033875296,0.05800013927992281,0.0728472418435355,0.1841591453306318,0.711394858348059,0.3251112237427493,0.28229150126149016,0.012463623693883005
