Method,Dataset,Feature Selection method,Classification method,No. genes,No. selected genes,Iterations,Initialized particles,Accuracy,Precision,Sensitivity,F-measure
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,51,36,50,20,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,SVM,51,36,50,20,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,kNN,51,36,50,20,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,51,36,50,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,262,50,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,262,50,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,262,50,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,262,50,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,252,50,20,0.725,0.8247451963241437,0.725,0.7371026136983583
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,252,50,20,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,252,50,20,0.825,0.8120967741935484,0.825,0.810996771589992
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,252,50,20,0.75,0.6686274509803922,0.75,0.7013824884792627
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,51,28,50,20,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,SVM,51,28,50,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,kNN,51,28,50,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,51,28,50,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,483,100,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,SVM,501,483,100,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,kNN,501,483,100,10,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,483,100,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,371,100,10,0.675,0.8558080808080808,0.675,0.6989627039627039
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,371,100,10,0.9,0.9,0.9,0.9
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,371,100,10,0.8,0.7916666666666667,0.8,0.7927339901477832
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,371,100,10,0.875,0.8763440860215054,0.875,0.8644874899112187
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,51,21,100,10,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,SVM,51,21,100,10,0.9,0.9099999999999999,0.9,0.8806130268199233
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,kNN,51,21,100,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,51,21,100,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,255,100,10,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,255,100,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,255,100,10,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,255,100,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,361,100,10,0.7,0.8182539682539682,0.7,0.7139281008846227
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,361,100,10,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,361,100,10,0.8,0.7833333333333334,0.8,0.7867816091954023
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,361,100,10,0.825,0.833763440860215,0.825,0.8029808985741189
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,51,31,100,10,0.95,0.96,0.95,0.951851851851852
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,SVM,51,31,100,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,kNN,51,31,100,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,51,31,100,10,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,11,100,20,0.825,0.8745652173913043,0.825,0.8344771241830065
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,SVM,501,11,100,20,0.775,0.6297297297297297,0.775,0.6887912087912087
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,kNN,501,11,100,20,0.85,0.85,0.85,0.85
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,11,100,20,0.775,0.7812962962962963,0.775,0.7771212121212121
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,90,100,20,0.675,0.8059663865546218,0.675,0.6876479076479076
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,90,100,20,0.825,0.7477272727272728,0.825,0.7803864168618266
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,90,100,20,0.85,0.8764705882352942,0.85,0.8246390168970814
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,90,100,20,0.825,0.8120967741935484,0.825,0.810996771589992
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,51,47,100,20,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,SVM,51,47,100,20,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,kNN,51,47,100,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,51,47,100,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,248,100,20,0.9,0.9,0.9,0.9
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,248,100,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,248,100,20,0.925,0.9466666666666667,0.925,0.9292662473794551
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,248,100,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,505,100,20,0.65,0.8120580808080808,0.65,0.667144522144522
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,505,100,20,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,505,100,20,0.85,0.8316666666666667,0.85,0.8359195402298851
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,505,100,20,0.825,0.833763440860215,0.825,0.8029808985741189
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,51,23,100,20,0.9,0.913076923076923,0.9,0.9037037037037038
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,SVM,51,23,100,20,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,kNN,51,23,100,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,51,23,100,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,95,200,10,0.9,0.913076923076923,0.9,0.9037037037037038
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,SVM,501,95,200,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,kNN,501,95,200,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,95,200,10,0.9,0.8966666666666667,0.9,0.8960317460317461
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,194,200,10,0.625,0.8091025641025642,0.625,0.6445394436844506
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,194,200,10,0.9,0.905,0.9,0.8933908045977011
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,194,200,10,0.825,0.8201149425287356,0.825,0.8211779448621555
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,194,200,10,0.85,0.8466666666666667,0.85,0.846031746031746
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,51,10,200,10,0.9,0.8966666666666667,0.9,0.8960317460317461
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,SVM,51,10,200,10,0.775,0.7150000000000001,0.775,0.7150000000000001
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,kNN,51,10,200,10,0.9,0.9099999999999999,0.9,0.8929939792008756
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,51,10,200,10,0.875,0.8896774193548387,0.875,0.8629001883239171
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,245,200,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,245,200,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,245,200,10,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,245,200,10,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,500,200,10,0.675,0.8444444444444444,0.675,0.6944388944388944
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,500,200,10,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,500,200,10,0.75,0.7302083333333333,0.75,0.7309523809523809
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,500,200,10,0.85,0.8483333333333334,0.85,0.8454433497536946
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,51,26,200,10,0.85,0.8561538461538462,0.85,0.85
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,SVM,51,26,200,10,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,kNN,51,26,200,10,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,51,26,200,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,10,50,50,0.8,0.8416666666666666,0.8,0.8123076923076923
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,SVM,501,10,50,50,0.8,0.6444444444444445,0.8,0.7125000000000001
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,kNN,501,10,50,50,0.875,0.8981481481481481,0.875,0.8820779220779219
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,10,50,50,0.775,0.7833333333333333,0.775,0.7733333333333333
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,88,50,50,0.625,0.8502136752136753,0.625,0.6502639517345399
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,88,50,50,0.775,0.6297297297297297,0.775,0.6887912087912087
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,88,50,50,0.85,0.8483333333333333,0.85,0.8454433497536946
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,88,50,50,0.875,0.8763440860215054,0.875,0.8644874899112187
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,51,34,50,50,0.9,0.913076923076923,0.9,0.9037037037037038
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,SVM,51,34,50,50,0.9,0.9099999999999999,0.9,0.8806130268199233
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,kNN,51,34,50,50,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,51,34,50,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,247,50,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,247,50,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,247,50,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,247,50,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,511,50,50,0.725,0.841188197767145,0.725,0.7445035460992908
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,511,50,50,0.95,0.95,0.95,0.95
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,511,50,50,0.825,0.8120967741935484,0.825,0.810996771589992
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,511,50,50,0.825,0.833763440860215,0.825,0.8029808985741189
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,51,29,50,50,0.85,0.8875,0.85,0.8592307692307692
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,SVM,51,29,50,50,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,kNN,51,29,50,50,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,51,29,50,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,23,200,20,0.9,0.9147435897435898,0.9,0.9031481481481481
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,SVM,501,23,200,20,0.825,0.76,0.825,0.7622222222222222
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,kNN,501,23,200,20,0.95,0.95,0.95,0.95
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,23,200,20,0.9,0.913076923076923,0.9,0.9037037037037038
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,134,200,20,0.675,0.8083473389355742,0.675,0.6894660894660893
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,134,200,20,0.85,0.765625,0.85,0.8049999999999999
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,134,200,20,0.75,0.7350000000000001,0.75,0.7376436781609196
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,134,200,20,0.825,0.833763440860215,0.825,0.8029808985741189
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,51,36,200,20,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,SVM,51,36,200,20,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,kNN,51,36,200,20,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,51,36,200,20,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,248,200,20,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,248,200,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,248,200,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,248,200,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,471,200,20,0.7,0.8654761904761905,0.7,0.7266161616161615
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,471,200,20,0.95,0.95,0.95,0.95
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,471,200,20,0.85,0.8466666666666667,0.85,0.846031746031746
Hybrid approach,Ridge_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,471,200,20,0.85,0.8533333333333333,0.85,0.8402846195949645
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,51,28,200,20,0.875,0.8575862068965516,0.875,0.8608187134502924
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,SVM,51,28,200,20,0.9,0.9099999999999999,0.9,0.8806130268199233
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,kNN,51,28,200,20,0.9,0.8966666666666667,0.9,0.8960317460317461
Hybrid approach,SVM_RFE_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,51,28,200,20,0.9,0.9099999999999999,0.9,0.8806130268199233
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,18,50,100,0.825,0.8511428571428571,0.825,0.8302744425385935
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,SVM,501,18,50,100,0.8,0.6444444444444445,0.8,0.7125000000000001
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,kNN,501,18,50,100,0.8,0.7433333333333334,0.8,0.7701149425287357
Hybrid approach,chi2_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,18,50,100,0.9,0.8966666666666667,0.9,0.8945812807881772
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,73,50,100,0.6,0.8263636363636364,0.6,0.6143786295005806
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,73,50,100,0.8,0.6444444444444445,0.8,0.7125000000000001
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,73,50,100,0.75,0.746875,0.75,0.7333333333333334
Hybrid approach,Ridge_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,73,50,100,0.775,0.79,0.775,0.74
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,51,36,50,100,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,SVM,51,36,50,100,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,kNN,51,36,50,100,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,SVM_RFE_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,51,36,50,100,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,112,50,100,0.9,0.9,0.9,0.9
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,112,50,100,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,chi2_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,112,50,100,0.95,0.96,0.95,0.951851851851852
