Type,209311_at,212664_at,220990_s_at,242826_at,215423_at,208396_s_at,212731_at,226628_at
3.0,0.31183427637789596,0.11708159208359675,0.8074734680518517,0.2226068226854001,0.3017267107043262,0.09548922749900353,0.2270709764027647,0.8983158339854683
3.0,0.08228266209360004,0.15240019324057275,0.5578047222449486,0.3920719412604594,0.11646027063089716,0.4950478342672218,1.0,0.8273311863875304
4.0,0.9074945555434545,0.8037433543805435,0.2783700662688517,0.7288228043834521,0.9011589848392613,0.7193193661276543,0.8941580730590021,0.40044585398147586
4.0,0.5940609822090144,0.7841160965659233,0.2623251303545545,0.678971775036613,0.5959968825224251,0.6196048289757039,0.8383384150838598,0.6306596391099683
1.0,0.8396353125480527,0.9769234951134581,0.28371949559759885,0.8555801999522866,0.9295853674023838,0.823236668596451,0.8316823296590059,0.5144199182941631
3.0,0.3369587738933389,0.19046855680107294,0.5835239361308822,0.35990578324953515,0.3559498859844107,0.2326473887374483,0.3451794671264248,0.8498010108669417
3.0,0.8364719949117311,0.9544334407116688,0.26651686675396397,0.8487990556495824,0.9823826606852145,0.7683617981455529,0.8015714905148064,0.30526241704152296
3.0,0.6143989176024706,0.6904275953914544,0.5734923235831196,0.6461053678719986,0.5525247002827524,0.48787558437565776,0.5697267888987273,0.7942268171544256
3.0,0.1268309751598965,0.18352612715163807,0.6461327387712701,0.1261966668608204,0.49816459682294806,0.24981074543302836,0.1267196364180125,0.8501253957481147
3.0,0.11245282545441891,0.34380805181651747,0.7933216846223269,0.208854493886376,0.43052809183963753,0.19130183490953395,0.0,0.9899332236641906
3.0,0.6130573725005244,0.2904109086920309,0.6053860197062811,0.10263379156937072,0.2016753173481983,0.3433705762509163,0.667319626461647,0.577790134912331
4.0,0.5556763238735093,0.6924275211063968,0.22232706691476692,0.8013639586280993,0.6012131688495492,0.5449124287189853,0.8668724177010447,0.7421062922580468
3.0,0.37689518550860174,0.05477044282972539,0.819181137080624,0.2898987487400396,0.2889398267064899,0.2960637757474829,0.2888723777359242,0.9293112533625315
3.0,0.2934942392334864,0.5546783316755726,0.2828683925086007,0.4840137396688462,0.3438434729991147,0.2932882870581404,0.8576066948549467,0.7846112928203792
2.0,0.3943425204190546,0.08840389004289487,0.8444523003131712,0.0,0.13802212398428587,0.41208700991707337,0.0678192442212894,0.7692076279780634
3.0,0.252055710288605,0.46072625776262927,0.17879357002385435,0.3694437925668694,0.14864880402380556,0.4266958892837978,0.47056567069162514,0.6674329639494581
1.0,0.9283504452441158,0.883635565197541,0.3053550373605373,0.672276309063612,0.9327839328138432,0.7903267283855365,0.875160369440317,0.17134524849407365
4.0,0.5409979866493372,0.6823984836355533,0.21813463487570872,0.74097976004018,0.8460791167395676,0.5397422006110695,0.9566639086050269,0.4900096776357014
4.0,0.35934627676558917,0.2392112043010752,0.2713715747428202,0.6717004915683905,0.5064039717068664,0.26722722239466307,0.5899652796346105,0.6795827199472174
2.0,0.44783609952157144,0.3740747860102231,0.37408296777099026,0.3676121323880056,0.4498444320895617,0.38703300147773456,0.7475226545438818,0.7650541723840946
1.0,0.943544519116522,0.9132605125354653,0.31425719903217414,0.7115996410202686,0.8770134549390943,0.8081187911830056,0.9394947946905593,0.30564704805839116
4.0,0.41191325623913433,0.4835483381474009,0.11950841387980035,0.7320359833314094,0.4848203856166847,0.3670251495807317,0.7724593743477082,0.6908393475506233
4.0,0.6225546164665308,0.7511748398048067,0.28623998320355803,0.8340038414034594,0.7806878918765834,0.5095538727813863,0.7738835676784614,0.618231686271001
3.0,0.10237084498210537,0.062166942926870396,0.3078849411984477,0.03343616434433146,0.1530702970851289,1.0,0.07766601566962113,0.7451990341222954
3.0,0.0,0.1194808359557249,0.4922392198504794,0.36392817995042465,0.20287882072787697,0.0,0.2428655987463571,0.8725874154144926
4.0,0.7267359904434828,0.8199744829282686,0.3061223218936327,0.6236615379370132,0.8255020668564875,0.8113493293050869,0.7688205704604625,0.3803419132022646
3.0,0.331743785968851,0.22096012843233928,1.0,0.3112830265927317,0.7012759499496963,0.2911814017431841,0.3457633331388541,0.7831707418364754
3.0,0.8343898341701527,0.8119987125874342,0.3032564460810788,0.7682272220629977,0.8251577816564188,0.5789577322926083,0.8318784296476834,0.4309381934576991
1.0,0.7642285651534562,1.0,0.41028716521854736,0.9224074129107075,0.7625240954966692,0.7115397126708115,0.6877806332902905,0.5524483200283243
3.0,0.44613143425387847,0.567992585649416,0.3681863295150728,0.36807068857117725,0.49966011089795176,0.3597790107639518,0.6179340121747552,0.652973194583237
2.0,0.3982022526027783,0.38112500083268697,0.4948435973285901,0.46331592541982347,0.5312798592560739,0.4180828357517975,0.649697381834279,0.7816535295201872
2.0,0.5483856115803364,0.4179735002390572,0.1521813833630834,0.5260723613690731,0.6872543378209393,0.48090108870122983,0.7888673113416592,0.7156885426343447
3.0,0.5428565149106858,0.4515759287960659,0.7059104600014483,0.22281225661113924,0.4593421735211036,0.4370282413314718,0.538852755156705,0.7237278977824129
3.0,0.3930959650688101,0.5373207802920306,0.30686523395540527,0.4748813103625846,0.5686482352191584,0.36161501372959587,0.683657876791693,0.7399447918383679
3.0,0.3113194853123464,0.4569808793318729,0.675870978191059,0.2538509404647168,0.21840281440219506,0.3567382425328879,0.4223287286442021,0.6344466315638082
4.0,0.2854208429080007,0.21934420380800565,0.6161067597554957,0.29132989948666715,0.2880830848001777,0.32048645210765825,0.3385440849338893,0.7997883506672953
4.0,0.46652799855911276,0.663177670819859,0.16947912831884798,0.7909525150139849,0.6119739963635943,0.5073016500436027,0.8476754824086009,0.6505437134266652
3.0,0.37396251810483916,0.5226073313353359,0.5879231194091372,0.40215205640482654,0.4555264902857373,0.3827379920234956,0.51989767824069,0.8247973577488857
2.0,0.7897719905115558,0.7684282578001733,0.27917981163108685,0.49991902465049515,0.8132734783125928,0.6173634451613317,0.7448381460802631,0.640262251646532
4.0,0.7021429161827581,0.7794504253093683,0.22865910648759097,0.7960900224872072,0.7441945299079346,0.542683667670709,0.7779623491505121,0.5908833797429374
3.0,0.4693877977144376,0.5717829353320132,0.40438432192361556,0.5872132655034267,0.5660789538838544,0.4411076312000437,0.7178211626570643,0.6128209580492678
3.0,0.36898080546399487,0.46686540863077863,0.5575517060650386,0.5268468888618246,0.5592941070390981,0.40737123433458877,0.6675813696668799,0.7327807129723595
3.0,0.26501989573311135,0.5343136577349967,0.4624725037693253,0.6580975556368632,0.5038501513352954,0.48016248856909005,0.49963264059568474,0.7799192954408111
3.0,0.18260874580486403,0.29434524328425765,0.8295852901115215,0.5968938071547564,0.4280685751331447,0.20436289631775323,0.4385732974140905,0.7170010686546454
4.0,0.8217133493516892,0.9321149309849955,0.2146882958613521,0.6481820895664754,0.9393043774687451,0.630585850178552,0.7802202996168915,0.36711026916395223
2.0,0.7466654417087583,0.8484329251908386,0.21452093422016083,0.5502704607709866,0.6590461092654878,0.5086720578281589,0.7525049425831327,0.7675391460503355
4.0,0.3386162570641695,0.3791625514675777,0.5707336270376187,0.4808670342885531,0.33185361324855694,0.16100286126943145,0.7455730651157482,0.6093688041917423
2.0,0.7635664161923601,0.6644726030652964,0.14264330142887544,0.5340901161088796,0.7392646323415878,0.5611060018514842,0.8769137750592934,0.6677458877573703
4.0,0.6530175682495887,0.5113320472327827,0.5422913062778189,0.4297269607082082,0.2808287841574284,0.1769258842601458,0.6597149067565294,0.8419554539604128
3.0,0.17548473800724862,0.2985738534036137,0.7501836374029363,0.5551997971059092,0.3483949520497772,0.3574179281812488,0.5092335192430685,0.7085815925381784
4.0,0.4780048497511917,0.4361257919232734,0.5517963252699964,0.38163189238935397,0.6363101575187631,0.3081029146384792,0.7047514148697738,0.8158950637036217
4.0,0.37530134001926985,0.5219029736825931,0.19174789788946284,0.6188269971421078,0.48097076615712764,0.4004966560790873,0.8868273418021877,0.8726870603829762
3.0,0.9505615877337528,0.889011484582554,0.16647872531470653,0.6265576192480908,0.8377590876421533,0.727166113609483,0.7988699505575827,0.4862258275182504
1.0,0.9351517534747275,0.9970119153153002,0.34506324858449033,1.0,0.8469974836019534,0.7964845550031469,0.8352798367558677,0.45818758383575015
1.0,0.8298246183247152,0.8698834691400597,0.2551484932652294,0.786282332615587,0.8977140572968316,0.7208175137910537,0.905743386535806,0.0
3.0,0.34054885084998165,0.5198344152527261,0.21149881725900313,0.512259537409282,0.5396954163034856,0.4758624165266302,0.6246290613056329,0.7519764874255955
4.0,0.3335433949337785,0.6990929485593504,0.08332192387023339,0.7422646115009175,0.5958268167295157,0.45943522095953554,0.9604170826451814,0.6903593072402213
3.0,0.6189983411338045,0.6482935686710398,0.6503556089226425,0.4921494697326276,0.6876100455710467,0.4917556828845902,0.5552911417405099,0.5381889146214839
3.0,0.4282847377650747,0.3542613107734921,0.6755267469726993,0.32731263919724657,0.05067488385036285,0.31740920764502484,0.6088502382488985,0.8040311345971566
2.0,0.6035285031506824,0.5444931146411586,0.10887276626093041,0.7756090808446199,0.6092456028330807,0.40362589682216965,0.7702032154026441,0.6970054635448769
2.0,0.3448665007945338,0.5111579449107189,0.1844542412993488,0.6930413991180782,0.6731660113598416,0.4929748203760923,0.8325814103149383,0.6310168731016873
1.0,0.9699450902225598,0.9991855841491628,0.354538062755222,0.8014271558420116,0.9093991025049801,0.788641754654257,0.9257452658978402,0.35803125777467587
4.0,1.0,0.900230609556719,0.300044939273742,0.598902690700133,0.8993395144465343,0.7826935935638919,0.9360140435206779,0.4374681708364106
3.0,0.2176096827637676,0.39271848060729203,0.49638703532637457,0.5829912117912562,0.3946568872179032,0.36815439402603883,0.6546655779298282,0.8293766612053466
3.0,0.23544900621224177,0.49129265730976296,0.4984481262032703,0.4330841366876091,0.4037034397995699,0.2923546004581694,0.6570130676207477,0.7846797043169035
3.0,0.3646275216061046,0.10818062471522712,0.6823448806783703,0.08500492888959756,0.1559757275344042,0.29468078942070985,0.4936109333612902,0.8954854596358999
4.0,0.5799702428118634,0.6325573823673756,0.21624764561667423,0.6965749337114345,0.7013320805004222,0.6128048018500062,0.8017805515552167,0.5776459357746383
3.0,0.511211213760698,0.3278792533244476,0.4251590489123837,0.7042603206252439,0.6911399632027411,0.27219857517535706,0.8466819061219217,0.5340006184876578
2.0,0.8032724439395579,0.8407213771533709,0.13720328012721827,0.7064123143700225,0.8076885678913674,0.5594874815356768,0.8240989471140232,0.6079499660665679
3.0,0.30391773066602734,0.2391556151423754,0.7038992740382568,0.33390843017816435,0.5357381973491954,0.313442966186083,0.42685220027106185,0.7811690354104146
3.0,0.1764179685049862,0.22060190859244674,0.6967638647080764,0.22013488615642737,0.4033404380874123,0.4198350216892935,0.3055485198094825,0.9244762978081018
3.0,0.2645906529302724,0.0,0.8467852129438015,0.1848196322408072,0.04551892393874803,0.3855622376528916,0.3590905707946807,0.9633660189641237
4.0,0.5181168247591538,0.5510406081374837,0.10151485577672383,0.6859770508444571,0.6719716514395431,0.4420031026237609,0.8084582770549287,0.7402660783972594
2.0,0.6569393743404865,0.8744234805979038,0.25573978622539567,0.7075612991148984,0.6500023560905644,0.674889678496452,0.7318660936729972,0.694081783737462
1.0,0.9852515739954056,0.8860462477906587,0.18127426672037686,0.9949987173767204,0.7694405032059995,0.9116221115808181,0.6477737888963273,0.5247322204716668
3.0,0.4472686088069281,0.6871540259200308,0.3733928398198443,0.43201233635266706,0.40801943023937165,0.4232945283515022,0.5014288787628847,0.7840633928709417
4.0,0.9578858399780023,0.8666932461489684,0.2710726456588479,0.6381503408546302,0.8987215198560278,0.6947972512477177,0.9076419219443717,0.4774669477615334
4.0,0.38557808076667816,0.47878753394138523,0.0,0.762172303926484,0.6536179898279868,0.45393016548274,0.9488597007236329,0.53094541807807
3.0,0.5038074621388307,0.7074944870348653,0.5115497926515713,0.3148717532905706,0.5198361463892907,0.4576857081078959,0.5810471439592585,0.824501219385232
3.0,0.9249100908201001,0.8776040645697157,0.28913255610738553,0.7201749153024589,0.8026941480432433,0.6835704503531834,0.7930943569844606,0.5761998083007815
3.0,0.3698839278817915,0.314951214730106,0.7175248795012715,0.2701583708350083,0.47073525015672274,0.4654918189508124,0.5555817491819096,0.8958064674614511
4.0,0.4664977966649366,0.6941648160165328,0.12740584689080672,0.6842952527190714,0.5310603625697893,0.6039201219879136,0.7729432997259371,0.3633893924037365
1.0,0.864721638454091,0.9995902051109535,0.4567961664095774,0.8447659455110003,0.7601760870985069,0.7260714458339644,0.7715424756429101,0.5081916819849157
4.0,0.4039119064031069,0.48404326629499406,0.19250643702296577,0.6296160986648399,0.7405662273197968,0.4973548711624951,0.8176411238739896,0.5856078697491344
4.0,0.602908047632086,0.7122562983686598,0.044667079504633646,0.6275492141022629,0.4867888838800919,0.617832451655301,0.8706365405051735,0.6786821959523162
3.0,0.3710477332945899,0.16574889191631417,0.6916809777785884,0.3580381169823924,0.3392088573299225,0.31864572602281177,0.23595665211006708,0.8331932959536242
3.0,0.5287623573271328,0.7255559493223889,0.1285996627771211,0.5296031249541309,0.6616844294066837,0.597962208570767,0.6117319794352897,0.5087468897077784
4.0,0.40076847089830664,0.2960896015606389,0.15265512860308583,0.6234799642865654,0.6198327277498668,0.36359911012739216,0.8161051560654701,0.7681206260624436
3.0,0.20040080867351542,0.13799313853370895,0.4075247212357672,0.18214935716092712,0.0,0.04276393384687986,0.3400558923270478,0.828793776651115
4.0,0.8961832781112692,0.796125951481321,0.25476249081125985,0.5715179324356027,0.7854057110399267,0.6533590125118728,0.8777514199377309,0.40958063994320054
4.0,0.5092690928837235,0.48731164438408753,0.12347270369343667,0.6190102997425899,0.6471000906672546,0.6218216603969743,0.6859125614335407,0.6333867528690715
2.0,0.3233447072668388,0.29136608878457326,0.561514958294178,0.22013488615642737,0.4804351709112515,0.3119619000033906,0.4828353654547794,0.7393011006614093
1.0,0.9942162873114235,0.9512427176424414,0.3467798608374884,0.8672678091631808,0.8605982492299894,0.7576399456242029,0.9104900708507949,0.15264403785063274
3.0,0.2664001792627717,0.556258908522847,0.46609752564453577,0.5671580922691873,0.32846069340145234,0.3198747351333831,0.5063622559833971,0.7346710677977862
4.0,0.3809464678532132,0.6265061726471449,0.13622559628462735,0.5441184155159589,0.6871356576721332,0.5085917019757745,0.7580021093967747,0.7886189901361385
4.0,0.9181650947370806,0.8643198732678227,0.1684402081532847,0.6421002586577904,0.902381698917879,0.6780452966665088,0.8611528890536891,0.32314852455046605
3.0,0.40540590508080704,0.4204065845736961,0.5389754410617081,0.3723300155835673,0.27336096576929064,0.2521072377248139,0.5825387598042289,0.8534553556802598
4.0,0.39256064769032867,0.26565428401179586,0.36921149074683984,0.6118102872587937,0.4087316781555251,0.4180828357517975,0.8123092789662909,0.8070134493423223
3.0,0.24870483129492674,0.2945246961258418,0.578452353334913,0.3228098463965715,0.39820311994302454,0.24748789397418344,0.4413063880767035,0.7774028035284857
3.0,0.4075511811614334,0.29817621002315,0.7005503704904823,0.33895989885787337,0.25869715241463237,0.14126611716134765,0.20477200768223947,0.7978381582827877
3.0,0.8129407005288862,0.9334868694206292,0.18899585771520355,0.7576334136941584,0.7709806484718883,0.7203099516177592,0.7921415584662049,0.4636786857062371
4.0,0.6217054194017313,0.5133737848459705,0.11615805158783021,0.68059105527252,0.859968290731323,0.41065770167904725,0.9665113052535659,0.4557366457232364
3.0,0.8908908502398449,0.8252168938929623,0.19651340145682716,0.7324725190279313,0.8483216668319116,0.6510664449735452,0.8209932589088754,0.4377070957192238
1.0,0.8562088437334194,0.9586067491137654,0.19683142128417475,0.7006267006252783,0.8654648534648139,0.7657848642155769,0.8740334845829832,0.44894011253280536
