Type,34046_at,40304_at,41107_at,41641_at,32052_at,36894_at,36908_at,37247_at,38702_at,40808_at,41214_at,36133_at,36139_at,36156_at,37363_at,39105_at,39556_at,40607_at,41792_at,32562_at,1910_s_at,1814_at,1555_f_at,607_s_at
1,0.07021902395842257,0.05646336459969157,0.004918480735950443,0.04642547123015873,0.6255894140944916,0.19696809583737618,0.401885645375086,0.2617994100294985,0.23581028546040206,0.004166121640565222,0.019260678248994766,0.11287236355729506,0.1508031573451273,0.10198003419557664,0.16019981412639406,0.2427233356833518,0.5705234934157891,0.6340640809443507,0.057323782139711135,0.35022727272727266,0.0,0.38060597398885243,0.03151078882831381,0.2498420859346309
2,0.2396127816328279,0.02952619441732807,0.3146006011476455,0.08187624007936507,0.7752499985814342,0.3326160260536251,0.5625940580244576,0.8255162241887906,0.09735643674330777,0.010322119107785518,0.6252655337227828,0.025331593824744512,0.5418163948524217,0.38221830014891617,0.13464219330855018,0.5693423305468828,0.6659242761692651,0.7669668140888989,0.07383615603237655,0.8760822510822511,0.4276349541127515,0.6540374446191225,0.4808129995236331,0.7990892398090342
1,0.3820211884976727,0.05745370173874906,0.06466891338008926,0.12247333829365079,0.14683101854916655,0.053557876129999134,0.05960911727478398,0.19026548672566373,0.34927246473397755,0.0028291195580831905,0.027473256960776876,0.3184279191128506,0.19917687889677196,0.022486673782634223,0.008983890954151178,0.08359351394903818,0.05191688109498994,0.12856491350875518,0.05482241095617199,0.15154761904761904,0.6610043892150715,0.1908246391310562,0.1706452125125708,0.14022769004774147
3,0.5092663982409549,0.22496215497361458,0.053283541306129875,0.2445126488095238,0.045849938434243794,0.0784778995705763,0.08035918953127959,0.22411504424778764,0.5985782516938798,0.01029896755657371,0.16670776117138306,0.8331050228310503,0.11594336435394204,0.02131870342312646,1.0,0.20666733810051363,0.0704694358552987,0.055829541718370505,0.04580584041085644,0.08429653679653679,0.17836173972524652,0.09093897384593397,0.14682686709363257,0.09060594932060227
1,0.26829721008595336,0.053662125263500414,0.38507605428545405,0.12041170634920634,0.016427937802509156,0.0807931369064202,0.09003159352980457,0.2682890855457227,0.4379651227368655,0.06458819757070774,0.04056501782869282,0.4224070450097847,0.16600632697564421,0.03514779691590938,0.33739931846344484,0.37073219861013185,0.24101022769044472,0.2941709885774285,0.18578290424983793,0.13115800865800867,0.6372342244769993,0.1012290981849364,0.665502214223963,0.12235769372016159
4,0.04854507553042634,0.03787332173224113,0.6754713544038619,0.2009083581349206,0.05345155976039477,0.5663301086528393,0.04168950636355482,0.09203539823008851,0.3509385760302121,0.4951885288694056,0.0312381458159472,0.0957055881713416,0.33579041125341685,0.06318395208726037,0.35153345724907065,0.3350790613354819,0.1532856185266071,0.5734194533710905,0.6297388934133328,0.15481601731601732,0.8497406372912272,0.024424753465771047,0.31281426983538874,0.11466764597869997
4,0.2512350438333476,0.1314743290465883,0.7299845158939794,0.28425719246031744,0.45274568141281596,0.8308243589866753,0.08581081754487377,0.71047197640118,1.0,0.4331053291398157,0.10370988544116531,0.1721678625788215,0.7209066617525108,0.033137914588923095,0.42340458488228,0.5614865545372142,0.4007827534759011,0.7199932122137729,0.34356873369122604,0.11716450216450218,0.5879268084136122,0.08819494068886667,0.5847668448631769,0.13933161953727508
2,0.1645106941945801,0.02058486481898052,0.14259039985426722,0.010029141865079364,0.8297380570944367,0.4364846819670871,0.271485095229078,0.9949115044247788,0.10229923358880372,0.006685010412410158,0.019877095819740537,0.05848010437051533,0.1624742774655241,0.580435847605823,0.20256350681536556,0.14210897371336487,0.5581118775271909,0.6347110418191267,0.03995545731048581,1.0,0.16046286268027132,0.729741317707589,0.33991425395649183,0.7452662504590526
1,0.23934150032839316,0.05505567109488844,0.2477229255852081,0.16455853174603174,0.14734170224114485,0.09786440971054729,0.16537269402114874,0.4785766961651917,0.27821281794957237,0.008614113417134231,0.3765837189894545,0.30959447706023047,0.1503731687091127,0.21141399033828964,0.19094640644361835,0.43347769161043403,0.23761541289164698,0.24335804511756656,0.07515747835192049,0.2395779220779221,0.4424271789317676,0.2233600114334715,0.5261384286949312,0.15230260741828866
1,0.24386761472343588,0.04745129663426849,0.2298934329173877,0.14915054563492064,0.2979309744790553,0.08020712247701574,0.22593858696193825,0.3398230088495575,0.5444296345662557,0.007893521385666643,0.043860480995372125,0.06781909110676235,0.17998095764611935,0.4817293747789778,0.09378872366790582,0.5272434283412226,0.21270568901766596,0.23057261340375662,0.07579736400352352,0.2188744588744589,0.9027532349085106,0.2984707731885094,0.09178002434764199,0.0997576202717591
1,0.33647448527941975,0.006352305363382994,0.033108661991073866,0.0,0.37431412343035697,0.12195824887360339,0.4645145858457,0.25693215339233044,0.2556370098855937,0.0013370020824820313,0.0,0.03411611219830398,0.1625357044135262,0.1563685206033216,0.011578376703841388,0.17463994359955684,0.13153285618526606,0.4510483947946164,0.0,0.375,0.23029128427292936,0.3167500357295984,0.18098413874627287,0.10942343004039663
1,0.19426596990205316,0.04873873491504322,0.24014026778395114,0.06312003968253968,0.06975939232423498,0.1510860480531832,0.13712787904760956,0.3418141592920354,0.1839386871042986,0.0054475600001389094,0.0478150367953873,0.07302674494455316,0.14447618170091217,0.26250458266148,0.29956629491945475,0.23184610736227212,0.34724414556619887,0.27051449298418656,0.060772516495753486,0.09740259740259741,0.47546029755458014,0.24188938116335576,0.3597452319201115,0.10886522218141756
1,0.3749678745823696,0.07359619710538601,0.33377356772019307,0.17537822420634921,0.04231108959094236,0.15861777449011938,0.06898751208427599,0.4296460176991151,0.9783405531489503,0.009156438504270881,0.4675859191260147,0.3040226136116547,0.4346570840627783,0.04061616925188254,0.302160780669145,0.6951354617786283,0.5333751378467791,0.1557160584173852,0.08862831784865458,0.06319264069264069,0.5158752778886165,0.29048163498642277,0.4761551897528185,0.10085934630921779
1,0.4160884091493189,0.04780498846964616,0.23579105565169867,0.051223028273809514,0.014876026805219567,0.088536212809699,0.4475069017411324,0.35306047197640117,0.38642674664000887,0.002994074360467337,0.038597223275927475,0.3425038051750381,0.05775668785896372,0.14819272808676723,0.13357729244114003,0.7668445966361164,0.0,0.14443666677272582,0.07118935629165489,0.20742965367965366,0.49444222766915574,0.1778405030727455,0.31226733005169466,0.05360264414248989
1,0.33974413889602784,0.0570221976995883,0.3284907550778759,0.13798983134920634,0.5790226270703969,0.23962226086288219,0.12549209165113567,0.5533185840707965,0.2827113184494058,0.008988589757985261,0.04560067521432365,0.12116220917590781,0.21318222304124818,0.17023654644142144,0.21805297397769516,0.3941988115620908,0.34363310052543944,0.2826847815711604,0.08360064487177356,0.25154220779220776,0.4653423017727868,0.22591110475918252,0.4947687856172481,0.1544619904517077
1,0.16365401639110197,0.03437884639870973,0.176291101193187,0.09105282738095237,0.0694794620041876,0.15498640638659658,0.08091730866978283,0.46025073746312684,0.20276574475174944,0.007935194177847901,0.9253755405507929,0.04196564470537074,0.17730888540802847,0.04095682727340564,0.16968711276332094,0.7396515258334172,0.19791554046748977,0.15335093915386003,0.06704671996277028,0.08659090909090908,0.6130080373938323,0.15389452622552524,0.1945694172444821,0.05173705471905986
4,0.18469973442988094,0.06850303467594754,0.5937699244011294,0.15352182539682538,0.013179422095202791,0.4179051425167879,0.060844952510041156,0.2748525073746313,0.3727646340108852,0.5241592224783042,0.04315871329944618,0.08542074363992172,0.3294941490832028,0.061071872353817155,0.3468091697645601,0.18007855776009665,0.5069085562306743,0.4983083564012006,0.11477221732843586,0.13143939393939397,0.26426494898250014,0.06135486637130199,0.16182360309814922,0.15747337495409475
1,0.18498529369770697,0.05818938075633462,0.08406958739411603,0.07195560515873015,0.3247910452560322,0.29766650975569925,0.09725225988419028,0.21408554572271388,0.24119737865156055,0.007899309273469596,0.02217206585236325,0.16370950206566648,0.17015264596578517,0.1264619906757033,0.155591697645601,0.09275858596031826,0.24591865418297398,0.1769172844612725,0.04583908122392673,0.2545454545454546,0.5688878755058997,0.2682864084607689,0.07085516681663402,0.1889092912229159
1,0.18015934207144693,0.05851477724488208,0.25995081519264046,0.09371899801587301,0.05847328273151467,0.18492117625584814,0.12910491643162542,0.4186578171091445,0.3980339886704432,0.003919557620159445,0.060228738335482895,0.2699391171993912,0.1961976719186707,0.2158603886096935,0.6044764560099133,0.47033940980964845,0.3509633057279391,0.2522511056667409,0.08626822012066414,0.22911255411255413,0.4585304679929316,0.3536944404744891,0.5553379558566666,0.09585016525890562
1,0.26893971843856196,0.035454069578257856,0.044812824483104106,0.05527653769841269,0.0182351906457879,0.08825761578588376,0.1270219360754258,0.25420353982300886,0.31906031322892364,0.006469700986140324,0.018985661178969732,0.27442922374429224,0.11588193740593997,0.2703624276912795,0.030049566294919453,0.065263369926478,0.25071896555452244,0.43028201130590643,0.03553442917213755,0.16455627705627707,0.30490794048908393,0.20483064170358725,0.03659203585102063,0.13183988248255601
1,0.09623347325737458,0.017076241812034012,0.14445760087439657,0.07972935267857142,0.1083131739369741,0.09692294390593027,0.12584091611270018,0.32540560471976404,0.11693324447406418,0.004676034556005339,0.03102002882937562,0.10182648401826484,0.12147178967413004,0.0946575089138849,0.07173559479553902,0.18148856883875514,0.33933011871040275,0.2090107862165516,0.057764222912892446,0.2786363636363636,0.3263694921051131,0.11648563670144348,1.0,0.1500183621006243
1,0.13546931665667208,0.03357242901404864,0.18899717642772565,0.09254092261904762,0.16753073086402007,0.03653463729549537,0.07244585746035859,0.36998525073746313,0.2600244362990114,0.008901771440940972,0.6477126166451711,0.08003913894324854,0.29764427654411985,0.048837382837973314,0.10753562577447336,0.010272937858797461,0.25785456353925656,0.17966421670007532,0.1039523326740572,0.11994588744588745,0.795473978224933,0.19338287837644708,0.7866758411404577,0.09881748071979436
1,0.3016648105314258,0.034958901008729115,0.09185718189270424,0.12844122023809523,0.20639943408681247,0.17790821669084375,0.384344758164984,0.4095132743362832,0.3478285016105742,0.0024112340587100186,0.47727790000758663,0.03511632963687758,0.2504376670045148,0.05353846353499206,0.25472428748451054,0.3464598650417967,0.46988993880684143,0.44203336621167283,0.04589725264679973,0.36326839826839824,0.3758194151513424,0.3491210518793769,0.2564265424584061,0.18492838780756518
1,0.1645963619749279,0.00904984225344142,0.05077875944985881,0.04383680555555556,0.28543813823640113,0.09165842083521465,0.28838514207121996,0.18203023598820062,0.2763339997778518,0.0016352750925193865,0.5374848266444124,0.44468036529680366,0.09068675327866334,0.16134764313314537,0.1503125,0.10618722932823044,0.21937985166605395,0.45395759754791226,0.024855817973307624,0.16522402597402597,0.47139428832012764,0.2923824496212663,0.09587325111593357,0.1465839147998531
1,0.030326394243125162,0.02246650538318973,0.21368066308406958,0.09303695436507936,0.041781491688150055,0.137444400680161,0.15026361162881088,0.37293510324483775,0.3553815394868377,0.013015802091279621,0.6691260147181549,0.3695477277669059,0.2536318683006235,0.06048464281195353,0.4387004337050805,0.20898378487259542,0.48775055679287294,0.2722644691208756,0.06578356906609936,0.21941558441558442,0.69720116285698,0.1990996141203373,0.469697771661462,0.13402864487697394
1,0.20871526885405067,0.05540228909355856,0.26400400765097004,0.17153397817460317,0.10883047760273729,0.06889031923376211,0.12678274215892443,0.267330383480826,0.4218038431633899,0.007873842567136604,0.46399173052120474,0.2380952380952381,0.3721244509966522,0.044152523951503264,0.1193850681536555,0.6523315540336387,0.02372045754319197,0.13377241825490258,0.06547609154519919,0.17786796536796537,0.4997434874308841,0.17801915106474206,0.23454895111064064,0.08083731178846859
1,0.2580884662611725,0.042216657470678945,0.32379998178340463,0.16338045634920634,0.060877278925975456,0.2738224472346844,0.22130420482972382,0.48097345132743363,0.20676441186271244,0.011693848517085267,0.21988088915863743,0.05864318330071755,0.22073773764550508,0.31448575238379506,0.26471499380421315,0.2619599153993353,0.454537591627565,0.24412697402611178,0.0661824588229428,0.17327922077922078,0.44576184233027416,0.3587251679291125,0.6388609537924099,0.12459786999632759
1,0.3289499985722037,0.03894854491178926,0.1486246470534657,0.11216517857142858,0.5693177455017279,0.21193548077200194,0.19056778655929515,0.4400073746312685,0.18777074308563813,0.004123870059603669,0.037663113572566576,0.09689606436181779,0.0905126078810774,0.1803800445775354,0.16161322800495662,0.3354315641051465,0.33411896987912726,0.25268064526392825,0.06421709575016205,0.31909090909090904,0.4870603659579319,0.2919679862798342,0.40619982709645547,0.13293426367976496
1,0.09000828121876696,0.03607656720852256,0.03411057473358228,0.04134114583333333,0.40223906427616263,0.09381034267433928,0.21913152675483621,0.2910029498525074,0.5254359657891814,0.0019447303017920455,0.01785714285714286,0.2525440313111546,0.30341840965631617,0.11277727129680398,0.09138785625774473,0.0614361969986907,0.22481458256751788,0.3208077465610318,0.03292502534611996,0.19563852813852814,0.5155902639229322,0.3094040302986995,0.36179184530425734,0.25724568490635324
1,0.32139695593820494,0.11018208055685241,0.19291374442116768,0.25610739087301587,0.4026230227556871,0.24142833812071893,0.3297786459631043,0.3893805309734513,0.42024880595357106,0.007799757603258812,0.41697329489416585,0.06861274190041314,0.15964863785742803,0.13063748471094358,0.1217859355638166,0.24584550307180983,0.22148463684130856,0.3651828990210739,0.0378280452739874,0.4909848484848484,0.5002565125691159,0.4172359582678291,0.433141022248099,0.342959970620639
3,0.39612781632827904,0.5201250654329895,0.0945896711904545,0.5149739583333333,0.07909733820311214,0.07284831833072349,0.03047729152755215,0.30715339233038347,0.6479506831056314,0.006051815486767153,0.7055136180866399,0.42316808001739514,0.6532448785282102,0.03874092795245063,0.2322645600991326,0.40497532480612347,0.2719095292667632,0.06690211800142119,0.05667558628484052,0.09426406926406926,0.41480932565695716,0.19358296412748321,0.0716667548827608,0.025986044803525524
1,0.60769867786059,0.04774839777598574,0.3054467620001821,0.15578497023809523,0.20966402687331073,0.12626209255185267,0.11880961160887808,0.4465339233038348,0.39259135843607684,0.009468984445630319,1.0,0.15416394868449665,0.3180687367548143,0.06494888507496098,0.027106567534076826,0.6551515761909558,0.4401366575129197,0.11166968935272094,0.08291089800056509,0.2143290043290043,0.5163313002337114,0.1446619979991425,0.27456377141445687,0.12824091076019095
4,0.10605671207059025,0.04122632033162146,0.9689407049822388,0.09714471726190477,0.26680764058460044,0.7790245261448896,0.02994907162861158,0.441519174041298,0.2626902143729868,0.5339847408125963,0.06552044609665428,0.21459012828875842,0.2916858625879173,0.053655260570942845,0.2924411400247831,0.4165575586665323,0.6386792656820983,0.7378217569760414,0.45702793890338544,0.2244805194805195,0.951490623040529,0.07053022724024582,0.3351152984350465,0.1216746235769372
1,0.32959250692481223,0.04196199934920702,0.0739366062482922,0.05064949156746031,0.0925547991972809,0.0,0.3099255508934889,0.20685840707964603,0.41477840719760073,0.005823772707330823,0.7638693953417799,0.22372254838008263,0.11165883473079638,0.063644651506844,0.09785470879801735,0.1518783361869272,0.23988583043224423,0.2037873725964343,0.03170758056742068,0.2752056277056277,0.33873909821581255,0.34701300557381737,0.24409393249704478,0.06237238340066103
1,0.16341129101344984,0.06678409235601204,0.22900537389561887,0.11226593501984126,0.013035674093016304,0.03167359956961563,0.06304254661789768,0.2682153392330384,0.2966788848161724,0.0052559809138611815,0.04728396934982171,0.34028049575994784,0.27983046162351427,0.08081706015371788,0.20750077447335807,0.5546882868365394,0.12351071420848919,0.18313235122551358,0.07080708694134659,0.10699675324675326,0.6244941002109103,0.12011576389881379,0.38306956721184215,0.034924715387440325
1,0.08903737970815843,0.02618734349136284,0.24073230713179705,0.0880766369047619,0.02276703555682491,0.06022499111371561,0.11617847852736278,0.3589233038348083,0.07808508275019437,0.00294256215902106,0.6837398528184508,0.20691454664057404,0.2230412481955834,0.03310547096782566,0.030359355638166045,0.3373955081075637,0.22317123272860936,0.3063730949123421,0.05264513770006814,0.19482683982683985,0.6528529897965,0.2200657424610548,0.3967254185853667,0.14569225119353654
1,0.15277420828692995,0.04803135124428788,0.18658347754804624,0.14891803075396826,0.05187033173634347,0.043317033806307824,0.6406011740434736,0.3526548672566372,0.40769743418860377,0.00696745933719424,0.029929443896517718,0.18292020004348772,0.10393439601953375,0.03334230940183696,0.07783457249070633,0.3613656964447577,0.10428784569809932,0.1485464592149501,0.05166453371449465,0.23895021645021644,0.7756940090064411,0.13099899957124483,0.2782335609308562,0.038589790672052884
1,0.25057825751734775,0.03809968450688284,0.22401858092722468,0.16361297123015872,0.38591988318583403,0.0659698538806644,0.16456541455295653,0.25501474926253687,0.5073308897034321,0.0063145855930211965,0.023272134132463398,0.1403239834746684,0.13280506158051536,0.05423600138858699,0.0533224907063197,0.2419176150669755,0.24366985966657295,0.3188562580207239,0.04532384862133727,0.251504329004329,0.3481730604799635,0.14714877804773477,0.4614407452495633,0.20383400661035622
1,0.27602158828064766,0.08461723469575429,0.08557245650787867,0.1548859126984127,0.178145385972843,0.0565936230101928,0.2923148987910741,0.2531710914454277,0.40819726757747415,0.0020477547046846003,0.030422577953114337,0.13747553816046967,0.1440154795908965,0.04436989621285611,0.14622057001239155,0.3481720213515963,0.4752092027590979,0.2908036102537996,0.051290574567453916,0.2703571428571429,0.508521917573961,0.2181363441474918,0.29718237795303376,0.09069408740359898
1,0.2081013164282247,0.10385099670359209,0.16126241005556058,0.17174324156746032,0.00541892139821412,0.06778553793242581,0.07255548800542173,0.2935840707964602,0.6818282794624014,0.006480697972965934,0.0394033077915181,0.47439660795825184,0.22175128228753957,0.04759965869310605,0.3498296158612143,0.4087017826568637,0.18777434211948882,0.22382725084051883,0.06395116924559975,0.07261363636363637,0.4941002109103346,0.07726882949835644,0.42578379999647137,0.06293793609988983
1,0.11430937491076273,0.03518526378337082,0.18380544676200017,0.030381944444444448,0.044520269414018834,0.09792205047409527,0.3481766447073362,0.4844395280235988,0.16122403643230032,0.003290993004758801,0.3192853349518246,0.24284627092846273,0.18851930341840964,0.19156984949404174,0.19129491945477078,0.27736932218753146,0.20682422643630932,0.27001601493312966,0.06492761812953945,0.37930735930735926,0.6146041156016644,0.38392168072030874,0.1823955962525803,0.33714285714285713
1,0.7138125017847455,0.08056392626232615,0.25774205301029235,0.19325861855158732,0.2171086602497054,0.09215797411929716,0.04814275890249858,0.32684365781710917,0.16305675885815837,0.005262347590444428,0.5956585236325014,0.14081865622961515,0.04855800239565095,0.046936186641663456,0.08949039653035935,0.8697250478396615,0.5138711700218392,0.055240913381484194,0.05733624744461249,0.14769480519480518,0.5589978908966539,0.09926397027297414,0.2742638366943665,0.06024237972824091
1,0.1586281732773637,0.048705728392965775,0.17885645322889152,0.047050626240079364,0.05934333642895917,0.060513194931455516,0.17666763008660813,0.2860865044247788,0.7047095412640231,0.005562932282870283,0.04088270996130794,0.14484996738421396,0.045967935133142894,0.6632481904570333,0.09547967007434943,0.20038976734817204,0.24535645555387375,0.23349242207303234,0.055260109362274996,0.3337954545454545,0.4689619791369777,0.1728597970558811,0.31777790716138254,0.08070995225853837
1,0.45204032096861707,0.04193370400237681,0.19737681027415974,0.09305245535714286,0.018089551222520015,0.2172960717819642,0.29209563770094776,0.2921828908554573,0.3205598133955348,0.0038200059499486614,0.03775320537136788,0.09421613394216134,0.21447218894929207,0.020290240634337677,0.27788104089219334,0.5318763218853861,0.4107293446061366,0.22998928802486027,0.08062559210198281,0.2666017316017316,0.7253605426665907,0.3034300414463342,0.28716102965825085,0.11744399559309586
1,0.2941260458608184,0.21040419902946958,0.07327625466800253,0.10832093253968253,0.029366203709833307,0.014073953099632061,0.07247575669992126,0.12839233038348083,0.19860046651116298,0.003179865558942113,0.028611258629845992,0.44384648836703633,0.21917135047145184,0.032965963397106675,0.20194392812887238,0.40537818511431156,0.12984626029796525,0.1406662636418594,0.049246264563631216,0.2000865800865801,0.4486689847802542,0.1060311562098042,0.16027099984121101,0.09344105765699595
1,0.10525714612067734,0.051766337025876095,0.2691957373166955,0.08272879464285714,0.276501173626781,0.1265695099574419,0.12708173455455116,0.39476401179941006,0.2771853826502277,0.005798306000997832,0.032935664972308626,0.04019352033050663,0.21981633342547371,0.044905215960963835,0.10559944237918215,0.5066975526236277,0.1980020325642744,0.2788295311124545,0.09399670915950604,0.2384199134199134,0.7333409337057516,0.1891096184078891,0.2623546639848974,0.22212265883217036
1,0.22503498101030872,0.041502199963216045,0.18403315420347935,0.11178540426587301,0.24530029146798862,0.12286128750252176,0.12876107517665467,0.34911504424778766,0.30453737643007883,0.00664565277535008,0.46435209771640995,0.12118938899760819,0.10508615129457291,0.04859730004185227,0.16740241635687733,0.13828180078557759,0.1891582156680433,0.2572836127992194,0.05906061462263367,0.1764339826839827,0.4259818731117825,0.2472631127626126,0.38490446197004186,0.16171869261843555
1,0.1906964790542277,0.07967969667388197,0.38273066763821834,0.07463727678571429,0.010179628260100663,0.08616333471030713,0.059080897375843405,0.24837758112094396,0.23070087748528265,0.008552183017642639,0.05637849935513239,0.24356381822135248,0.06984243987837464,0.05379476814166183,0.14649163568773232,0.38040084600664714,0.3641101044392068,0.08099738033875296,0.0728472418435355,0.060248917748917746,0.711394858348059,0.12463913105616695,0.28229150126149016,0.058641204553800945
1,0.15371655387075586,0.07584567717838801,0.28723016668184714,0.11847408234126983,0.032331951965470215,0.11185190166485738,0.09411283973010953,0.5733038348082596,0.29023658780406525,0.007996545788559198,0.08203095364539868,0.30205479452054795,0.234589514419976,0.019810075042095598,0.28245043370508055,0.4187732903615671,0.16176184401150345,0.12216954617285522,0.08218791031628633,0.29579004329004327,0.5981303083851108,0.13201372016578536,0.150602515923005,0.07055453543885419
2,0.22679117050743883,0.05045060339827115,0.18453411057473357,0.0703125,1.0,0.34164641234280885,0.4158685230772297,0.8334070796460178,0.1362323669887815,0.004557382856044812,0.642430392231242,0.0393889976081757,0.4432875702570718,0.5061075116715927,0.13231877323420074,0.3836237284721522,0.3955067355720371,0.5796663378832714,0.04232386524174381,0.9580735930735931,0.33027418343498827,0.6409032442475348,0.33758534907108456,0.9632757987513771
1,0.24943602044604357,0.01740163830058147,0.05984151562073048,0.07356770833333333,0.09928447540490598,0.07050426061310558,0.19111593928461085,0.2146755162241888,0.7103187826280128,0.0022757974841209295,0.021422881420226084,0.2932702761469885,0.14321692926686938,0.015900618699854326,0.04999225526641883,0.31705106254406284,0.34586027201764435,0.1591523751948837,0.05340967640068476,0.14669913419913422,0.5865587413783275,0.14813491496355582,0.22202226574216202,0.09388174807197944
1,0.1048288072189383,0.029229093275610823,0.20571090263229802,0.04351128472222223,0.1540070701320023,0.05715081705782329,0.6916989744560831,0.3205014749262537,0.13656558924802845,0.0023591430684834457,0.034244366891738105,0.12831050228310503,0.13203722473048926,0.1870569417993881,0.14594950433705078,0.32178467116527343,0.2844076372521461,0.22560904472514767,0.06573370784649392,0.4218073593073593,0.593456079347888,0.239531227669001,0.4285537853525997,0.29332354021300033
1,0.2044318798366601,0.06672042782564407,0.46037890518262137,0.14769345238095238,0.12668738403224497,0.1727589751472241,0.10779672503662656,0.2963864306784661,0.6753859824502944,0.011406769282058821,0.25422008952279795,0.1323439878234399,0.23247028471390396,0.05497571594960857,0.2811338289962825,0.4443549199315137,0.5591065366402145,0.17669456022569388,0.09591636611431514,0.26777056277056277,0.5578863364304851,0.3138773760182936,0.37572998817904335,0.21019463826661772
