Type,35343_at,35349_at,35330_at,35753_at,35741_at,35734_at,35299_at,35273_at,36147_at,36207_at,36107_at,35805_at,35806_at,35790_at,36096_at,35815_at,34841_at,33850_at,33835_at,33910_at,33885_at,33359_at,33366_at,34389_at,34396_at,34833_at,34796_at,34310_at,38054_at,38065_at,38378_at,37747_at,37755_at,37733_at,37725_at,38025_r_at,38023_at,38015_at,38743_f_at,38793_at,38825_at,38826_at
2,0.019635802188819766,0.1516062971969794,0.08855860040253909,0.3922584010133373,0.1734505537206139,0.3700956937799043,0.38848003708639967,0.1812355253945171,0.3511013294683916,0.4134295306807629,0.12760570512279518,0.111022750847106,0.2510513935419488,0.5705219531148815,0.3629434684530726,0.4877436206550131,0.11068074060122671,0.1192707445902198,0.08724244789818561,0.2732431592039801,0.1352953744258092,0.17326732673267328,0.4894263490520175,0.4712883530411933,0.3653386734120292,0.5890534586186761,0.33916609201063935,0.27975740628778717,0.26051909195218664,0.12909944044363036,0.7196732157753934,0.5635200374187729,0.16176005064893953,0.4250164077882302,0.11151362984218079,0.2806516627477326,0.4967499303556505,0.44896077774052967,0.5209373193926339,0.15895924382559204,0.022681253825990046,0.26514317180616737
1,0.04944371281958131,0.34468194035581723,0.17389688806316767,0.12038347862802076,0.10650216954860435,0.21716507177033487,0.24262618068030367,0.11407335595411211,0.3751319627104693,0.04338881348667762,0.1523757279095282,0.3590346449069912,0.6891439161736401,0.17076803522859735,0.5690751247522045,0.47689371107092626,0.15002006272672927,0.23828590901346056,0.0573888770610082,0.23546330845771146,0.2920094007050529,0.1291941694169417,0.45304650785934214,0.36216090888012986,0.3173130972456436,0.43382704252269466,0.17745788592256923,0.3667812877871826,0.14627238529578365,0.2838933079065566,0.19310761441762797,0.3223527053438685,0.0722450845907636,0.2207394443229053,0.33016499282639883,0.2948438024857239,0.16319992571269384,0.3912168957425411,0.4687122366416224,0.2793983128366704,0.056138065265504085,0.21737334801762115
3,0.09018664002543028,0.28094201971073857,0.02003406100015482,0.26225070163673847,0.06944174600090666,0.5598086124401913,0.0677985744915107,0.15716055367049062,0.411401578184551,0.23951710836488316,0.10465018144991138,0.2751884378673674,0.3891225318982108,0.3478176402020463,0.4533460933761705,0.4971870604781997,0.2635505294103196,0.11156074288635202,0.06628344333262366,0.1400031094527363,1.0,0.06985698569856987,0.07146329606222654,0.36548419506917074,0.06583754918493535,0.575940967245315,0.10711998817850457,0.5678468863361549,0.058691957996252785,0.14091787318395102,0.35031499007565514,0.1348078111688355,0.09433364988920544,0.10965871800481293,0.34264705882352947,0.2308532079274437,0.41665892840560875,0.3396748240026819,0.6450901066568592,0.28986685638784426,0.011113029556263634,0.1435159691629956
1,0.15984741837337088,0.8802316651734291,0.15827527481034215,0.6348136005762114,0.13319247458066186,0.5632177033492823,0.26119835429101235,0.1896644584477837,0.4185141446132374,0.31275805414672475,0.5483163136129632,0.20351289675679413,0.43303157744671744,0.052001036135215645,0.3423508100348622,0.49090817761703837,0.605349787498874,0.20429374680524792,0.14293993802190524,0.25800684079601993,0.30882117295160777,0.30452420242024203,0.29037028034354234,0.37483576783368117,0.3546058178752107,0.5240749588575675,0.21005935375825047,0.4700064238210399,0.324948076280664,0.3821920558050837,0.35737709633806064,0.218306800527872,0.6571348176286448,0.2630715379566834,0.5670373027259685,0.35833053409472626,0.3615238183675365,0.3597888032182367,0.43243314243682035,0.33606057526171357,0.09043855656186722,0.3450922356828194
4,0.23301394123790928,0.7436324075259184,0.10239975228363524,0.8804361324292775,0.26988213198627026,0.366566985645933,0.23341252824940606,0.4736898798944363,0.5023529622273516,0.5829559254232445,0.8922271921681155,0.25603346933130483,0.11191104141421339,0.3968397875922808,0.5355116549319844,0.5741410488245932,0.5412759894199825,0.27436530925200203,0.6459442197147115,0.42436256218905477,0.24604743083003952,0.40621562156215624,0.5010938259601361,0.334879047839864,0.2051714446318156,0.9025322503583373,0.116577184513841,0.2670042321644498,0.446689227462201,0.11630241136175445,0.03981244426545465,0.49817082338005114,0.4122612641131159,0.3334609494640123,0.6426111908177906,0.4614544843802486,0.6618070387222583,0.5781930942004693,0.5464719171964484,0.10021343632482975,0.017768290194478016,1.0
4,0.12522592071204758,0.8738000767950853,0.20687412912215514,0.27620892630951493,0.31604170714331964,0.5534688995215312,0.48699078634756915,0.5306726988743469,0.34644908476031994,0.41791556539752833,0.8491011899738374,0.45595048751815226,0.8627842326609166,1.0,0.6733201175746804,0.8966244725738397,0.28545575145147684,1.0,0.9373358881555602,1.0,0.5403268881529751,0.7855473047304731,0.7938745746232377,0.9449725635675092,0.4071810005621135,0.3821733821733822,0.038678455324598536,0.11457073760580411,0.7139910821919798,0.30291320603216826,0.22400253142709203,0.3970064981708234,0.6020892687559355,0.589695908991468,0.6561334289813486,0.9065334229089688,0.30035286470424366,1.0,0.5034413912677981,1.0,0.06799667236968089,0.48884911894273136
2,0.035257254438944646,0.23486496864200695,0.13246632605666514,0.4485383602811514,0.2512466809144485,0.004904306220095695,0.24871066813467002,0.26697904885011037,0.046361407840821704,0.4621187227659118,0.11958815089881002,0.0,0.0021384275429467453,0.2011397487372102,0.21706883587394896,0.8264014466546112,0.2726565506849988,0.48590049412165615,0.0711801859342843,0.17669465174129356,0.1347879500053413,0.1331133113311331,0.4277669745584184,0.33031919004559857,0.3800941540191118,0.8669639539204756,0.13370603881390994,0.3463951027811366,0.229757011517625,0.08551426492359421,0.3720622500934902,0.2463792325810601,0.14828883964686432,0.39701378254211334,0.23579626972740314,0.3395196506550219,0.3581576748073173,0.2943345625209521,0.4286239688961278,0.3301148490700274,0.03738875198166664,0.15473568281938327
1,0.08287543708278462,0.4702739024702419,0.15341384115188111,0.18859126244939525,0.14772359303153937,0.2927332535885167,0.3546966448397752,0.17474551623848758,0.5029792259380536,0.184934638188442,0.3116296733901595,0.4875527280271073,0.6525055242711526,0.4598173811682424,0.37615353065828144,0.2847598955193892,0.38689944888918,0.3056525813596865,0.12079814538830932,0.39975901741293535,0.20688227753445146,0.3450563806380638,0.3866472208718198,0.3834144833449262,0.396377880831928,0.35809842331581465,0.7970643286375726,0.5342162938331319,0.525816618495011,0.3167892003111435,0.11732301585018554,0.4798122379433039,0.18710210685519324,0.4482881207613214,0.20157819225251075,0.5182650319113201,0.3930262791345529,0.5941166610794503,0.5107444964009877,0.5682488057729443,0.04402439215809383,0.23292951541850224
1,0.16691340084464829,0.1711250479969282,0.1896268772255767,0.05429302337133348,0.07562657858946957,0.5009569377990429,0.5182824361128817,0.37550492809823877,0.5711346109113032,0.08894921065790413,0.21533462739471684,0.46428324458889425,0.8118183762206856,0.5091309415878772,0.5776881536673729,0.6146272855133615,0.07083370865645243,0.28565343329357645,0.10387244813474322,0.23491915422885573,0.2925168251255208,0.3701870187018702,0.2936720142602496,0.3715897673699668,0.1785061832490163,0.5993523384827733,0.4332208649394148,0.29931227327690446,0.46696489520849377,0.3812510977843575,0.8053390098668124,0.5487863956032941,0.14994196475677957,0.4782870269087726,0.2461979913916786,0.36017803157541156,0.16533568576469496,0.4814783774723433,0.46992066410970423,0.5477182640512247,0.016936382614701217,0.3907626651982379
1,0.11305571954043867,0.17995648278510176,0.3958507508902307,0.20431910190497476,0.16422187682144934,0.527870813397129,0.3023121052326592,0.09549200193892389,0.5140909334907938,0.1498107007643403,0.21706473120094524,0.6300394163612474,0.13842754294675313,0.6073047532703016,0.0,0.2824994976893711,0.23849259316884627,0.0,0.0355782650864618,0.0,0.05541608802478368,0.0,0.15426997245179064,0.023108431872633086,0.2408305227655986,0.20932207888729626,0.2869175450694513,0.37354519347037485,0.25006172749851124,0.2756881539658244,0.6496274774904353,0.6723685749127174,0.01501881748795329,0.3744257274119449,0.3068866571018652,0.17299294591871012,0.1645463831367815,0.21211867247737173,0.4441233646823938,0.21252159772334583,0.02953271908207631,0.24607654185022027
1,0.08433767767131377,0.36989632663509536,0.1630902616504103,0.22767801703797527,0.1549770092610582,0.25005980861244015,0.2747870429390972,0.23460979156568104,0.19582371571206184,0.0654618187013358,0.2502320870959575,0.2042389876218795,0.2965999002067146,0.19738375858049476,0.28470845580695875,0.8138436809322885,0.27344268201806465,0.21937297665701141,0.09230478082937099,0.334110696517413,0.12487982053199446,0.20675192519251925,0.4406903257170637,0.6342839477548496,0.2244589657110736,0.2836438923395445,0.11987735198502611,0.4794248790810157,0.29860132750432095,0.05184051388854038,0.35796680378563417,0.26323438517949316,0.14839435827090147,0.3246007438197331,0.21631994261119086,0.45708767215317436,0.26441638035100756,0.4694099899430104,0.47995586612725266,0.530744994410001,0.04620226341647177,0.34182268722466963
1,0.09354706870714319,0.3962626391910918,0.21229292460133148,0.25358269378834164,0.14759406774172654,0.3529306220095693,0.36785072724111956,0.15899175957343673,0.22756633922021222,0.10222158725623258,0.292092159675922,0.416395823248738,0.4678879463967495,0.29031213573371323,0.5023583293458198,0.6705846895720314,0.5927512139996888,0.3450332254217073,0.2191469732453339,0.5692630597014925,0.40949150731759426,0.6238311331133114,0.6396046021714471,0.3164077594868228,0.5819631815626755,0.6148006582789192,0.19254260663973993,0.5016437424425635,0.3571916166794963,0.2237472712217399,0.11517993268705234,0.09839132686300385,0.23263339312722028,1.0,0.6305954088952654,0.7672992945918712,0.446327421301885,0.8674153536708012,0.6861241002469396,0.5582884439475556,0.07883501546092388,0.3210352422907489
1,0.09686208619045457,0.32180340458210677,0.14661712339371422,0.1337890867545886,0.2911890421604818,0.4583133971291865,0.7000057947499565,0.3177411536597188,0.13982679335086867,0.07245517536966926,0.143028947590514,0.4812945162851808,0.34549861002209703,0.6442818287786555,0.2697552806070134,0.4682539682539683,0.4725304421169862,0.24618759584256264,0.08889835119343317,0.2987795398009951,0.4509133639568422,0.27901540154015403,0.4872994652406417,0.5150707164386737,0.18486509274873522,0.22522163826511654,0.39592158408038614,0.5067261185006046,0.1677535547777084,0.32693900082804306,0.29177573857262035,0.3743464243355662,0.11960536034610107,0.4655436447166922,0.3625896700143473,0.4024605307356399,0.36291670535797194,0.4060509554140127,0.29425208847790685,0.5132635430429922,0.02618546830118193,0.18660517621145373
1,0.0819762953544344,0.23480097273774478,0.19922588636011768,0.31678588282045544,0.10009876303348228,0.4222188995215311,0.28431940661760446,0.3244465988043302,0.22456027340884285,0.08871347953425245,0.3283610431260022,0.2691376806583224,0.3649226602038634,0.23500841859862703,0.4435197211019207,0.6399437412095641,0.4258579886502289,0.2539614925881752,0.12881744848957966,0.3350435323383085,0.29593526332656767,0.30765264026402644,0.43222330254415814,0.4352345621763661,0.2759801854974705,0.35512555077772473,0.5840803861688504,0.3302883162031439,0.2899740018300388,0.18949639926730735,0.6494261139717515,0.35446770125119026,0.15245682529633148,0.4850415663968497,0.18177905308464845,0.5095733960362782,0.4180053858296964,0.6057660073751258,0.39586507644617247,0.5319138123793068,0.05103282110847761,0.6516382158590307
1,0.16417056446119613,0.1980673236912838,0.15674252980337514,0.1390730944042918,0.04951104203095654,0.19754784688995208,0.12910702903169727,0.2265848009910055,0.6774741889884947,0.03635973998142724,0.2663937885053591,0.1937625337113616,0.5177133081474088,0.2635021370288822,0.31755417321758145,0.9120956399437412,0.535584726123308,0.30861305162719377,0.04482766777848745,0.30985696517412936,0.34763914111740196,0.1861936193619362,0.4968400583373845,0.3365020480717212,0.10799606520517142,0.4918511440250571,0.6341616589498571,0.46740855501813783,0.36003834366966353,0.15494442074624246,0.18815982510140092,0.15436914287623407,0.16369455875628713,0.5642091446073069,0.20498565279770442,0.39847161572052403,0.22824774816603216,0.5282433791485083,0.48116429359533447,0.47606464071551985,0.03344896325479916,0.2553001101321586
4,0.41360519504109716,0.6985792909253808,0.04180213655364608,1.0,0.2687973576840878,0.25095693779904304,0.510517471171119,0.30591910378628745,0.4070535187073917,0.26566183298807056,0.9108785551523336,0.4348938524306756,0.5728847387554351,0.15211760134697574,0.8971905119967187,0.6014667470363673,0.40892750395112876,0.6174816834213666,1.0,0.3714241293532339,0.2311451767973507,1.0,0.7798979095770541,0.6134168019166861,0.2364741427768409,0.5134575569358177,0.03534134568022855,0.2899032648125756,0.6208043456158953,0.045743105914234805,0.0302620602364583,0.19870370679718688,0.5083887306109528,0.5378472981842047,0.3612266857962697,0.5034430634867316,0.6033057851239669,0.5239691585652028,0.10770766563337363,0.4783006403089745,0.03763989389254265,0.3501514317180617
1,0.07994187366604606,0.2835018558812236,0.09722867316922124,0.40942055981918885,0.2561686419273363,0.38427033492822965,0.14730254389523093,0.11224215005116604,0.5742301429670584,0.35093935281091504,0.1791712380791628,0.2955535578452389,0.15895644735904194,0.17912187540474028,0.32121129263791093,0.5016073940124574,0.1910872360113661,0.12399897767933209,0.10839069855463297,0.21626243781094528,0.5296709753231492,0.19155665566556657,0.2000891265597148,0.06151943735991958,0.5158094435075884,0.5809842331581462,0.2603068663185893,0.2361509975816203,0.09645466296785812,0.30569844177351774,0.5458677329344418,0.3142174632076575,0.11371390383736062,0.535003281557646,0.0990674318507891,0.38184413839435677,0.4558919119695422,0.22385182701977874,0.8623443492880787,0.0,0.013114316658556877,0.6509498898678413
1,0.15436174560646657,0.21189043901190324,0.23331785106053568,0.7588853289620743,0.2068680784923256,0.15149521531100477,0.2926348728052385,0.37916733990413093,0.621468320002863,0.06724766054718194,0.11355388640391594,0.5341262706590139,0.35576306222824144,0.15095194922937444,0.7867249982910656,0.5614828209764919,0.8059402048854787,0.20007667405009372,0.11160788209968538,0.37235696517412936,0.1595716269629313,0.30459295929592956,0.4969615945551774,0.5502743643249093,0.6452712197863967,0.6510059988320858,0.4213254851738745,0.6519044740024184,0.24921932869529856,0.08363234888214187,0.21678221097143516,0.22705176820406592,0.17614575639266997,0.23840516298402972,0.16284074605451934,0.5115048706751764,0.5177825239112267,0.6430606771706335,0.30079335890295805,0.7327980485821729,0.07664537192547363,0.26989262114537443
1,0.05245901639344262,0.11263279150134393,0.11153429323424678,0.3009338598713459,0.20588044815750273,0.7126196172248803,0.3082806976878948,0.28243658103086117,0.325191905094208,0.1397099792842346,0.48333192674487296,1.0,0.8490982963860574,0.6152700427405776,0.2971494975733132,0.5426964034558971,0.3115454850675991,0.12438234792980064,0.045229815721619,0.09919154228855724,0.2017412669586583,0.08663366336633664,0.36947010209042297,0.05201329314475615,0.5830522765598649,0.2976057758666454,0.7391513151413653,0.643572400241838,0.27666991038619626,0.34945926279075606,0.30256306993067345,0.4504451831682341,0.07537547043719883,0.38591117917304746,0.2266857962697274,0.2210278804165267,0.4554276163060637,0.2938317130405632,0.34871013502863446,0.23793068401260287,0.04934938548713682,0.41223843612334804
1,0.20507697198129057,0.17467682068347629,0.15250038705681995,0.17971835183667384,0.1680347775403147,0.264084928229665,0.3561163585791274,0.26859481876447455,0.4415964356648236,0.08382027287663404,0.2686513629842181,0.4156351566281723,0.2598189464680305,0.2670314726071752,0.24046414655820622,0.3492063492063492,0.5047249768664477,0.24361049582552394,0.031225604996096796,0.20386349502487566,0.34751896164939644,0.20575495049504952,0.5620239831469778,0.2463096066156581,0.31961424957841483,0.1534745447788926,0.17314180868879914,0.6486075423216444,0.45518583608081226,0.1550698818156726,0.171791847654115,0.23331607169704155,0.09788611023178924,0.3101071975497703,0.2046987087517934,0.29572556264696004,0.2782059615563191,0.425117331545424,0.19334839489308045,0.400752108954162,0.021229339653738088,0.3205189977973568
1,0.15307206757186323,0.20408293869192373,0.13971202972596378,0.17712291682189604,0.11759277248882842,0.20293062200956935,0.28458017036564875,0.007217105617493401,0.5610607117934402,0.05073219515679691,0.12351253270318169,0.41715648986930365,0.6639817520849668,0.2375987566377412,0.34448697792056865,0.3553345388788427,0.31136532997043814,0.27853978531265977,0.07108556288884156,0.31009017412935325,0.185797457536588,0.2632700770077008,0.22828552908766814,0.5695185099312158,0.19104834176503654,0.6603493125232255,0.1395921584080386,0.7792850665054414,0.3943443087246373,0.07530173387197953,0.08661507925092772,0.2502881579606768,0.13713903837360625,0.6711332312404287,0.3577116212338594,0.41459523009741356,0.3494753459002693,0.49044585987261147,0.0941522618609783,0.3846935664193515,0.0341082107708487,0.13911068281938327
1,0.050987693565233194,0.1811724049660822,0.11633379780151727,0.20142562650572485,0.1301891069231267,0.6332535885167463,0.41444051689169614,0.10497118543652716,0.4241773578828708,0.3243517394099578,0.32331842349565365,0.3668487656455293,0.3689500320764131,0.17070327677761946,0.08722400710916672,0.14084790034157124,0.25808855441912265,0.2543448628386437,0.19109124027156812,0.29671952736318413,0.1507584659758573,0.3338833883388339,0.0,0.158435736919391,0.41016722878021356,0.39114508679726073,0.48593734607427835,0.3069074969770254,0.129802036281245,0.14448096755576745,0.7823548025199205,1.0,0.12145193626675109,0.4240866331218551,0.2123027259684362,0.22959355055424924,0.5385365400687158,0.25075427422058333,0.3071507381915621,0.21750177863604023,0.0262443296865435,0.6102009911894274
1,0.049474047500113534,0.08383463458338668,0.026340610001548213,0.27955318779027893,0.23088368628974806,0.46848086124401916,0.09874253925943095,0.2348613130823504,0.45175622237729696,0.07048117722694477,0.18991771457506965,0.46556254754166376,0.39895929859576584,0.528254112161637,0.12887654658554923,0.5661040787623066,0.29323763276202325,0.07664563809848356,0.02765358503063421,0.06151508084577115,0.3066445892532849,0.05358429592959296,0.21582117971155404,0.32624855089265015,0.18151594997189432,0.38990815947337687,0.7299650280760516,0.4253457527206772,0.30473050500355836,0.2634180613755552,0.28055691396024507,0.47226667557589824,0.047448207942035095,0.5149310872894334,0.18992109038737445,0.2116787033926772,0.32085941127309875,0.3541459939658062,0.586560184941943,0.1528946031100721,0.009237313409408402,0.2697088381057269
1,0.17688570001362336,0.28618968386023297,0.14671001703050007,0.3247646722797606,0.18509163914254254,0.2879784688995215,0.3191168801066234,0.14278020143264933,0.3912179934510709,0.05731837988427745,0.05684023968267364,0.4705414563308208,0.4740181053531969,0.4239088201010231,0.5199945314102125,0.5470162748643762,0.4000589598499799,0.2462514908843074,0.14985924821990396,0.3687033582089553,0.4128031193248584,0.24133663366336636,0.5216334467671365,0.39477548496792647,0.18746486790331643,0.3024897807506503,0.23958230716185597,0.45473095525997587,0.14362899594777126,0.30858404637041126,0.24549089549233383,0.30294171692030136,0.1152615103232387,0.5036644060380661,0.5253228120516499,0.5513100436681224,0.4819388986906863,0.4596882333221589,0.326958440603163,0.44862282752312227,0.2656218116749596,0.4529873348017621
1,0.07865219563144271,0.25815947779342124,0.22796098467254997,0.20814395350570003,0.05430347775403148,0.561244019138756,0.4686214289853393,0.21592071955620187,0.26802297493155836,0.10050717908422031,0.3962781669339185,0.4475140031809695,0.5996150830422695,0.7646030306955057,0.5059129127076354,0.625778581474784,0.12220247795147278,0.31483216902368377,0.12196910557566296,0.2995180348258707,0.32309582309582313,0.31373762376237624,0.3408280667638956,0.41888863126980447,0.15802417088251827,0.568561872909699,0.17807358880898436,0.5374470979443773,0.24884170164558247,0.17961006699621107,0.4594827834191525,0.44361291615856197,0.13844043473673104,0.5723036534675124,0.5079268292682927,0.3428787369835405,0.32751416101773606,0.28654039557492456,0.3837545316030054,0.4883626384795203,0.02510634290288656,0.4956635462555065
