Method,Dataset,Feature Selection method,Classification method,No. genes,No. selected genes,Iterations,Initialized particles,Accuracy,Precision,Sensitivity,F-measure
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,kNN,501,9,50,20,0.8,0.7383333333333334,0.8,0.7673371647509579
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,9,50,20,0.875,0.8763440860215054,0.875,0.8644874899112187
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,96,50,20,0.825,0.844,0.825,0.8297693920335428
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,96,50,20,0.9,0.905,0.9,0.8933908045977011
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,96,50,20,0.95,0.95,0.95,0.95
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,96,50,20,0.85,0.8764705882352942,0.85,0.8246390168970814
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,264,50,20,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,264,50,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,264,50,20,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,264,50,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,254,50,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,254,50,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,254,50,20,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,254,50,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,490,50,20,0.875,0.8831481481481482,0.875,0.8780303030303029
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,490,50,20,0.95,0.95,0.95,0.95
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,490,50,20,0.95,0.95,0.95,0.95
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,490,50,20,0.85,0.8572916666666668,0.85,0.8271428571428571
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,78,100,10,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,SVM,501,78,100,10,0.875,0.8763440860215054,0.875,0.8644874899112187
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,kNN,501,78,100,10,0.95,0.95,0.95,0.95
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,78,100,10,0.9,0.905,0.9,0.8933908045977011
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,149,100,10,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,SVM,501,149,100,10,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,kNN,501,149,100,10,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,149,100,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,96,100,10,0.9,0.9,0.9,0.9
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,96,100,10,0.825,0.8227272727272726,0.825,0.7930054644808744
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,96,100,10,0.9,0.905,0.9,0.8933908045977011
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,96,100,10,0.825,0.7393939393939395,0.825,0.7768149882903981
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,263,100,10,0.95,0.96,0.95,0.951851851851852
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,263,100,10,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,263,100,10,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,263,100,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,257,100,10,0.9,0.913076923076923,0.9,0.9037037037037038
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,257,100,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,257,100,10,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,257,100,10,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,478,100,10,0.9,0.905,0.9,0.8996031746031747
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,478,100,10,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,478,100,10,0.95,0.95,0.95,0.95
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,478,100,10,0.875,0.8763440860215054,0.875,0.8644874899112187
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,435,100,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,SVM,501,435,100,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,kNN,501,435,100,20,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,435,100,20,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,90,100,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,SVM,501,90,100,20,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,kNN,501,90,100,20,0.9,0.913076923076923,0.9,0.9037037037037038
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,90,100,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,57,100,20,0.775,0.8088571428571429,0.775,0.7856775300171526
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,57,100,20,0.8,0.6444444444444445,0.8,0.7125000000000001
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,57,100,20,0.875,0.8846774193548388,0.875,0.855677966101695
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,57,100,20,0.9,0.9125,0.9,0.8866666666666667
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,239,100,20,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,239,100,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,239,100,20,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,239,100,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,245,100,20,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,245,100,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,245,100,20,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,245,100,20,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,510,100,20,0.85,0.8611538461538462,0.85,0.8527777777777779
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,510,100,20,0.95,0.95,0.95,0.95
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,510,100,20,0.9,0.905,0.9,0.8933908045977011
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,510,100,20,0.875,0.8763440860215054,0.875,0.8644874899112187
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,401,200,10,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,SVM,501,401,200,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,kNN,501,401,200,10,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,401,200,10,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,22,200,10,0.825,0.8539999999999999,0.825,0.8342138364779872
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,SVM,501,22,200,10,0.875,0.7896774193548387,0.875,0.8295668549905837
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,kNN,501,22,200,10,0.925,0.9317241379310344,0.925,0.9234753550543026
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,22,200,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,499,200,10,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,499,200,10,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,499,200,10,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,499,200,10,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,228,200,10,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,228,200,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,228,200,10,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,228,200,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,275,200,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,275,200,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,275,200,10,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,275,200,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,520,200,10,0.875,0.8781481481481481,0.875,0.8752525252525253
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,520,200,10,0.95,0.95,0.95,0.95
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,520,200,10,0.9,0.905,0.9,0.8933908045977011
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,520,200,10,0.9,0.9125,0.9,0.8790476190476191
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,5,50,50,0.725,0.8298245614035087,0.725,0.7423240589198036
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,SVM,501,5,50,50,0.7,0.48999999999999994,0.7,0.5764705882352941
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,kNN,501,5,50,50,0.825,0.8451149425287356,0.825,0.8090350877192982
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,5,50,50,0.775,0.796,0.775,0.770020964360587
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,175,50,50,0.95,0.96,0.95,0.951851851851852
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,SVM,501,175,50,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,kNN,501,175,50,50,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,175,50,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,899,50,50,0.85,0.8611538461538462,0.85,0.8527777777777779
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,899,50,50,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,899,50,50,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,899,50,50,0.875,0.8763440860215054,0.875,0.8644874899112187
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,249,50,50,0.9,0.913076923076923,0.9,0.9037037037037038
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,249,50,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,249,50,50,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,249,50,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,112,50,50,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,112,50,50,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,112,50,50,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,112,50,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,509,50,50,0.875,0.8781481481481481,0.875,0.8752525252525253
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,509,50,50,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,509,50,50,0.9,0.905,0.9,0.8933908045977011
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,509,50,50,0.9,0.9125,0.9,0.8790476190476191
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,43,200,20,0.9,0.9,0.9,0.9
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,SVM,501,43,200,20,0.85,0.765625,0.85,0.8049999999999999
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,kNN,501,43,200,20,0.9,0.905,0.9,0.8981527093596059
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,43,200,20,0.9,0.905,0.9,0.8933908045977011
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,41,200,20,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,SVM,501,41,200,20,0.875,0.7896774193548387,0.875,0.8295668549905837
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,kNN,501,41,200,20,0.9,0.8966666666666667,0.9,0.8960317460317461
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,41,200,20,0.9,0.9099999999999999,0.9,0.8806130268199233
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,31,200,20,0.825,0.8667080745341614,0.825,0.8322043969102791
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,31,200,20,0.775,0.62,0.775,0.6888888888888889
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,31,200,20,0.875,0.8898148148148147,0.875,0.877077922077922
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,31,200,20,0.775,0.7265151515151514,0.775,0.7383879781420765
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,248,200,20,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,248,200,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,248,200,20,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,248,200,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,248,200,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,248,200,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,248,200,20,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,248,200,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,509,200,20,0.9,0.9,0.9,0.9
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,509,200,20,0.95,0.95,0.95,0.95
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,509,200,20,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,509,200,20,0.9,0.905,0.9,0.8933908045977011
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,437,50,100,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,SVM,501,437,50,100,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,kNN,501,437,50,100,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,437,50,100,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,15,50,100,0.8,0.8445238095238095,0.8,0.8135198135198134
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,SVM,501,15,50,100,0.8,0.6444444444444445,0.8,0.7125000000000001
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,kNN,501,15,50,100,0.85,0.8416666666666668,0.85,0.8383333333333333
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,15,50,100,0.825,0.8272222222222222,0.825,0.8247979797979799
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,97,50,100,0.85,0.8711538461538462,0.85,0.8572222222222223
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,97,50,100,0.875,0.8846774193548388,0.875,0.855677966101695
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,97,50,100,0.95,0.95,0.95,0.95
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,97,50,100,0.85,0.765625,0.85,0.8049999999999999
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,254,50,100,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,254,50,100,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,254,50,100,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,254,50,100,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,250,50,100,0.9,0.9,0.9,0.9
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,250,50,100,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,250,50,100,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,250,50,100,0.975,0.9800000000000001,0.975,0.9761616161616162
