Type,607_s_at,38886_i_at,41620_at,40456_at,39031_at,39704_s_at,34407_at
1,0.0997576202717591,0.04233148811462065,0.3782705962455014,0.34531852486570214,0.04306805621348491,0.32544975962061384,0.08222164397027786
1,0.10942343004039663,0.011323410468377438,0.2578056609279253,0.8108295158685693,0.11830885836096636,0.5813134938763079,0.13473270303871399
1,0.10886522218141756,0.04843436518523965,0.2408812372337321,0.5072833932043634,0.04237065108689931,0.0,0.2827536357591003
1,0.10085934630921779,0.07194252161216795,0.2539149888143177,0.10389546188577266,0.07393810200536871,0.23514977484826724,0.013606268251076995
1,0.05360264414248989,0.04193233264356467,0.16793113510358915,0.08433576113106812,0.07850413179641035,0.37662555200243636,0.19742967010726575
1,0.1544619904517077,0.056548775748153916,0.3854926563563856,0.3269123026727746,0.10011053213327016,0.06540494681198197,0.2349697863359066
1,0.05173705471905986,0.04727891513744604,0.18830853029860908,0.5758494545694229,0.025277646191904837,0.028841175574843916,0.09810044236273743
4,0.15747337495409475,0.1682020146847197,0.3172843108647018,0.05177470915861978,0.6336780883204379,0.02650481846461746,0.0028854772024170987
1,0.1889092912229159,0.020367433115198376,0.29894951852932594,0.13629173120653856,0.08593873361755881,0.10206008396963172,0.12460172897331369
1,0.09585016525890562,0.05449522589048435,0.2785234899328859,0.2739346801568731,0.07481972735407126,0.09137897278600797,0.008529216179489403
1,0.13183988248255601,0.015504038823121612,0.2045034529715008,0.44649507299871477,0.06279277856729301,0.22177554438860972,0.1662069563708908
1,0.1500183621006243,0.02402285690276363,0.269404727166618,0.12915664238868932,0.17091689036265068,0.1730340011747047,0.13892213837569029
1,0.09881748071979436,0.049274692492725924,0.21865577278474857,0.09433806808819167,0.0912679614716564,0.11838847919249929,0.07099199121057044
1,0.18492838780756518,0.02515729876787009,0.372969555490711,0.1622285205813532,0.23463077004052843,0.03204333355087124,0.746158961459508
1,0.1465839147998531,0.020644005840274794,0.23207859157669486,0.512062090103154,0.0438795462919101,0.2594648567512889,0.10570272067539829
1,0.13402864487697394,0.04121805443220135,0.2701585448886295,0.13131529512572915,0.09182062213800726,0.20827949270160323,0.12693786682857724
1,0.08083731178846859,0.042152918561779815,0.24331290730473687,0.13200738226279538,0.11937470393178587,0.48951249755269854,0.5213288229681673
1,0.12459786999632759,0.0438545813594395,0.32705962455014104,0.48816860560920144,0.09586030843728616,0.06385172616328394,0.13140775435857405
1,0.13293426367976496,0.03761515110135398,0.28812858671335473,0.1519048874534489,0.11783514921837991,0.08330179033696619,0.10468094948969268
1,0.25724568490635324,0.0605770947784162,0.3023538566287326,0.17559239363279833,0.06281909574188115,0.19654114729491612,0.16875704744557207
1,0.342959970620639,0.027625760233610998,0.34529715008267675,0.16977556602840851,0.10033422811726933,0.09924514346624899,0.3718217827507445
3,0.025986044803525524,0.03728952426970305,0.15679408617838733,0.05510331872260488,0.036515079741039,0.3588766342535186,0.006326076271431461
1,0.12824091076019095,0.05225785443430216,0.19769477677268746,0.15288534423095937,0.05389757355650297,0.16482847136113468,0.07575100471275335
4,0.1216746235769372,0.5743532105755191,0.5114774827351425,0.04116270639027123,0.10778198852571187,0.07387152211272814,0.0024286581663630863
1,0.06237238340066103,0.024889444438608844,0.19460655578251143,0.22193751441848203,0.04127848834149165,0.5942395962496465,0.14958799548963483
1,0.034924715387440325,0.04733143559416393,0.3228042019258827,0.4023250832152391,0.035258434654455495,0.08765254845656853,0.053040159597536655
1,0.14569225119353654,0.031638323126857916,0.20601108841552376,0.10664733216886926,0.10766356124006525,0.21088994757336463,0.07169745858270449
1,0.038589790672052884,0.04365500362391152,0.24929481567940862,0.13869755792110205,0.07235907153008053,0.4289542952859535,0.15109145054500248
1,0.20383400661035622,0.03554584510666905,0.3169925104561813,0.2095870546748838,0.0787673035422917,0.28137657986904213,0.08868650070835864
1,0.09069408740359898,0.02916986166111701,0.20197451609765588,0.07797515077612628,0.08471498499921047,0.3828449607344079,0.2134674877844277
1,0.06293793609988983,0.046674929885190286,0.40565120124501514,0.09094354546353359,0.05024606558239907,0.3830907785681654,0.10166247434006997
1,0.33714285714285713,0.02903330847365049,0.25882696235774727,0.39420953761987937,0.12698036738775725,0.17359959973025296,0.17429091855321366
1,0.06024237972824091,0.04934822113213097,0.21063126155043285,0.06040932010677915,0.07918837833570187,0.16012312645478474,0.19273137305924193
1,0.08070995225853837,0.04163821808594448,0.1436304834160101,0.15464308077645586,0.029624322332754357,0.10474319650199046,0.004722410154104147
1,0.11744399559309586,0.03932731799035725,0.37788152903414063,0.0711366707313054,0.16402179062055897,0.12618938850094627,0.664602307225258
1,0.09344105765699595,0.023571180974989763,0.1931232370391985,0.16458491250041193,0.02588294120743197,0.29517283386630117,0.231948419926562
1,0.22212265883217036,0.04239451266268211,0.2629608014784554,0.19086774544375967,0.07834622874888152,0.10276490678500727,0.14252753924885075
1,0.16171869261843555,0.0317906324513398,0.2180235385662873,0.13084566456843424,0.1610150534238644,0.11064195436054731,0.17877237112209793
1,0.058641204553800945,0.04465289230155146,0.26743507440910413,0.16063012886003358,0.05191062687509869,0.2519959102873675,0.17961083644143755
1,0.07055453543885419,0.07124925158349177,0.3400933761307266,0.11346933394852189,0.10526869835254486,0.25619004111466415,0.1639633388267268
2,0.9632757987513771,0.022919927311687908,0.7078105242680672,0.706950532247965,0.34354439707353013,0.05470208183776022,0.6180530257032989
1,0.09388174807197944,0.023350595056774618,0.2649061375352592,0.18658339650001646,0.0471209011000579,0.14200004350758116,0.12342209500679446
1,0.29332354021300033,0.03200596632388315,0.21880167298900882,0.34250074152193255,0.28119901047423546,0.1093389023037264,0.5022522913233296
1,0.21019463826661772,0.05976827974496067,0.32866452679700414,0.18577596150677256,0.15702142218011472,0.145010768126346,0.21127591291525719
1,0.15115681233933162,0.034505940063654796,0.34242777939889113,0.1544343011567742,0.10696615611347964,0.07699971720072223,0.10039610258189494
1,0.25280940139551966,0.04856566632703438,0.33671335473202996,0.6376017532874139,0.09582083267540395,0.09544258086971653,0.24737618180241133
1,0.14716121924348147,0.056548775748153916,0.24066238692734168,0.23779784464291598,0.08453734407074057,0.10021318714786052,0.12570908144678639
1,0.12934263679764965,0.042489049484774326,0.32915086081120515,0.9549484230300234,0.034672877519869465,0.05039048054123431,0.04342093850290573
1,0.11737054719059861,0.020714068129536457,0.1499124598774438,0.12132122730118973,0.04750250013158587,0.17939916030368291,0.042643189637725155
1,0.07322805728975394,0.04142813625907291,0.28752066919560354,0.1964209208054576,0.10640033685983472,0.19142030498814416,0.22565125625234916
4,0.6068307014322439,0.3399228999695382,0.5860811205135688,0.01866987443561942,0.2395915574503921,0.03926559202941113,0.05048717726313356
3,0.12746235769372016,0.023403115513492508,0.0643906234802062,0.054889101275417726,0.07163534922890678,0.47588592312210404,0.18498279700465495
1,0.09464561145795079,0.01630234976523356,0.11239179068184028,0.2392973667732261,0.040765303437023,0.178468098066088,0.33289964437505426
1,0.20346676459786997,0.04449533093139778,0.3189864799144052,0.3737764888112579,0.08432022738038844,0.14140398964519565,0.10173186457339464
3,0.04327579875137716,0.007121773930946109,0.200515514055053,0.032050225752232805,0.019303647560397916,0.602680067001675,0.13552490820250385
3,0.03199412412780022,0.01649142340941797,0.07149110008754012,0.011551263882938404,0.07317490394231276,0.4797711501229089,0.1362592881718565
1,0.15319867792875505,0.043739036354660144,0.18373699056512013,0.11417789935075635,0.11691404810779514,0.09502490809023473,0.2772486772486773
2,0.7062357693720163,0.025346372412054497,0.8898939791849043,0.6225818145865604,0.3527290910047897,0.016902695294655094,0.4464336311330847
1,0.11339698861549763,0.04124956670623208,0.23543429627468143,0.19842303002339912,0.08445181325332911,0.21700493811046573,0.13771937433139622
1,0.08342269555637165,0.04907511475719793,0.24773854683396554,0.3017664700260356,0.10317648297278803,0.28632339185102995,0.13854916587157026
1,0.070106500183621,0.05279881513849644,0.2348993288590604,0.12586922848762483,0.05389757355650297,0.3242750549283212,0.10150923757481135
1,0.09445464561145794,0.026575351099253165,0.24491780955160003,0.037949444682463834,0.1013737565135007,0.30927799169005193,0.11843756324630642
1,0.04207124495042233,0.021086963372233487,0.4164478163602763,0.17167056652275647,0.10426864571819568,0.148336922708782,0.32145314713620726
3,0.0656188027910393,0.017772922553334524,0.1580099212138897,0.0883399795669512,0.12841465340281066,0.27933607431094865,0.21257119727065085
4,0.2841718692618435,0.10282455016228821,0.5487793016243556,0.06204066835843522,0.10065003421232695,0.0637516587265331,0.06952901379130888
1,0.20866691149467498,0.06878079011775087,0.44791362707907795,0.1892363971921036,0.09557081951681666,0.08279927777415214,0.22189840113337383
1,0.1129305912596401,0.027027027027027032,0.2740492170022371,0.278512342220611,0.06506263487551976,0.5461332637212033,0.17869546361349645
3,0.07623944179214102,0.026438797911786643,0.20391985215445968,0.0307484428039416,0.02831727985683457,0.35738432421849503,0.05524040824587274
1,0.23507895703268455,0.048812512473608474,0.3883377103394612,0.5868404574366411,0.09401810621611664,0.04642693989427657,0.3240870847428225
2,0.5629379360998898,0.011144840915536604,0.8848847388386344,0.6890386580100848,0.24543397020895832,0.006486980356327091,0.33447827218319026
1,0.21903782592728607,0.030871524458776698,0.19356093765197935,0.07512441090202024,0.07720143165429759,0.172516260958472,0.12364183074565588
1,0.15562247521116415,0.02897028392558902,0.13597899037058653,0.0447055334014435,0.06212169061529554,0.19455285083425786,0.13605689999132625
1,0.127947117150202,0.03881261751452191,0.2965178484583212,0.3457634380252447,0.051107953050160526,0.08119819878613847,0.12094139416543791
1,0.15633492471538743,0.0494322538628796,0.2921408423305126,0.2740500280130508,0.039173114374440765,0.8239161173834539,0.2452886922832278
1,0.14190231362467867,0.094011617525026,0.5923548292967611,0.16367860791615857,0.10065003421232695,0.20523396201788158,0.031393298059964735
1,0.06381197208960705,0.10774046491108287,0.4168612002723471,0.06753616979204428,0.044351018474656556,0.17602079662381168,0.24839968774395005
1,0.07477781858244582,0.028056427978697705,0.7399815193074604,0.17727317667995912,0.04822622243275961,0.061454458439383054,0.09262150518981122
1,0.07526992287917737,0.06570834339975422,0.3052718607139383,0.2028474442210724,0.07302358018843097,0.335075811960234,0.0887992598375112
2,0.5919059860448035,0.01563008791924455,0.48404824433420873,1.0,0.32984630770040524,0.023620265831321107,0.38181975886893926
1,0.20540580242379725,0.028413567084379372,0.29569108063417954,0.06728075668193652,0.09500500026317174,0.2780003915682307,0.20891664498221876
1,0.122453176643408,0.03866556023571181,0.2570518432059138,0.21126783772204463,0.1447510395283962,0.15921816876590747,0.481076705120421
4,0.1459419757620272,0.7559899580886756,0.5799533119346367,0.1192037702270705,0.12374335491341648,0.0790315212425765,0.03482811460953538
1,0.11809034153507161,0.03680633606789845,0.19832701099114872,0.05406518801700557,0.11007158271487971,0.23855641845591588,0.0667244918611039
1,0.09008446566287183,0.04343966975136816,0.15757222060110884,0.05282931812938734,0.11380862150639506,0.20432900432900433,0.035362997658079626
4,0.2095629820051414,1.0,0.5435755276724055,0.028573311801733513,0.14821832728038317,0.07297091518197046,0.03732616300922312
1,0.09376423062798382,0.026323252907007284,0.3302207956424473,0.12572916323369476,0.07655666087688826,0.11624355543953532,0.08819498655564229
4,0.15381564450973192,0.24008151174882617,0.386197840676977,0.07044458359423919,0.37198010421601135,0.06726707128717178,0.032902535634776076
2,0.5463826661770107,0.0,0.4063807022663165,0.41068780278812245,0.30526606663508604,0.039557092823424476,0.2757336571544222
1,0.1658024237972824,0.03035682398294136,0.24039490321953116,0.2022707049401839,0.09521553765987684,0.09817920772694642,0.14857027206753984
1,0.28865222181417555,0.015031354712660584,0.10042797393249683,0.1047852882048578,0.11400600031580609,0.25784767995823266,0.0927400468384075
1,0.09988982739625413,0.04281992836209704,0.28888240443536617,0.06609432158982302,0.08690588978367282,0.12563249146163716,0.30945441929048484
1,0.15092177745134044,0.024705622840096222,0.6475537399085692,0.02007052697492008,0.0538054634454445,0.041336552894341835,1.0
1,0.11390378259272861,0.04703732103654373,0.303569691664235,0.30100023069571236,0.07824096005052897,0.314977484826731,0.10075751004712755
2,0.9509658464928388,0.031218159473114782,0.7066919560354051,0.5892133276208682,0.30764777093531237,0.015736692118601667,0.35139214155607607
1,0.10306279838413517,0.055051942731694,0.41941445384690207,0.14082325412780541,0.08710984788673087,0.09040005220909744,0.13384219504438086
1,0.06395886889460155,0.049264188401382344,0.2201634082287715,0.29435125070032625,0.059687351965892935,0.1254497596206139,0.07580304738774686
1,0.04771208226221079,0.020798100860285086,0.13529812275070519,0.13513825264476154,0.043910205800305274,0.13007461550175117,0.05691155636510828
1,0.16117517443995594,0.01887585214441025,0.1849041921992024,0.16835843522393962,0.05766092952260645,0.20102242815810653,0.13021655535316737
3,0.19744399559309583,0.02308799277318516,0.2140355996498395,0.1818541343967307,0.12490131059529447,0.24896343187800468,0.39319975713418337
4,0.07161219243481454,0.756903814035567,0.5263593035696916,0.010315393995320173,0.07910942681193747,0.15657943396636864,0.0004105588805042403
1,0.09950789570326847,0.037384061091795255,0.2554226242583406,0.127508815871865,0.10938733617558818,0.06294676847440667,0.08665683638361235
1,0.1174586852735953,0.04253106585014864,0.31018383425736795,0.1657878258576937,0.0972024843412811,0.25568100241467073,0.10058114320409403
1,0.2033198677928755,0.065713595445426,0.36528547806633593,0.1817717430708895,0.10680825306595082,0.09857512671583021,0.24573972879983813
2,0.5368637532133677,0.0215648995283663,0.2641766365139578,0.5772830636390601,0.35537396705089747,0.12728577954708606,0.24900685228554081
1,0.273360264414249,0.01756284072646296,0.3992315922575625,0.22881719012622354,0.1111111111111111,0.028288629293654416,0.17215716887848037
1,0.14861549761292692,0.05760443692818353,0.40056901079661517,0.06691823484823517,0.09505763461234801,0.0721507972764254,0.24188567959059765
1,0.05025339698861549,0.030871524458776698,0.3732127224978115,0.11239824671258608,0.02936996684036002,0.29807478953207595,0.23532541128169546
1,0.07259640102827762,0.041911324460877517,0.4411292675809746,0.10990178953959726,0.06287173009105743,0.10970436598577302,0.14523954086795618
2,1.0,0.011134336824193028,0.6244042408326037,0.5614474508123785,0.42179851571135324,0.015571363310056778,0.4533148292711135
1,0.16653690782225486,0.028833730738122502,0.17512887851376324,0.11515011699568269,0.09333385967682509,0.16026887685179142,0.49012634804984534
1,0.09786265148733016,0.030241278978161996,0.18475829199494212,0.3071054279405464,0.05200273698615717,0.3546912049424612,0.24287738167519593
1,0.16230627983841353,0.0655665381666159,0.43828421359789904,0.40253106152984214,0.1398626243486499,0.48719789423307014,0.2092404660710672
2,0.8833492471538744,0.02990514805516749,0.33965567551794573,0.3084072108888376,0.19111532185904517,0.05747786551806652,0.17856420042212393
1,0.09468968049944915,0.028140460709446334,0.21277113121291702,0.1201595096068286,0.11086109795252382,0.43068154625943567,0.19928296758897854
1,0.11215571061329417,0.06975767061270365,0.33746717245404145,0.1761526546485186,0.09633401757987262,0.09099175531336334,0.07495301702951977
3,0.0,0.011491475929874692,0.0,0.15298421382196883,0.0,1.0,0.020013299794720562
3,0.13407271391847228,0.027541727502862372,0.19035113315825308,0.11505124740467322,0.06454287067740408,0.33351171441623695,0.08725243588631566
3,0.13410209327947117,0.019926261278768082,0.14701877249294815,0.02321787562205451,0.09678140954787093,0.35317279035871996,0.19020441206233557
1,0.08662504590525157,0.03097656537221248,0.21841260577764807,0.32612134594469894,0.059332070108953104,0.28297330809893617,0.13517217451643682
1,0.0867572530297466,0.00584027478702955,0.42106798949518526,0.2828329433477243,0.05212116427180378,0.08028889033914159,0.10221759620666725
4,0.10898273962541315,0.3170134767491938,0.29914405213500633,0.02470091948719639,0.13908626769829988,0.04013574365333159,0.01142047590135022
1,0.19643040763863387,0.05435867270301783,0.3811886003307072,0.45768381504795175,0.16529817358808357,0.04245034697296004,0.44239743256136704
4,0.10523687109805362,0.5754666442579385,0.7189962065946892,0.0,1.0,0.08253388152885639,0.0
1,0.12484024972456849,0.03322444091973824,0.2437749246182278,0.06503147348647134,0.24078240960050526,0.14118427636015574,0.9685430942261544
4,0.2754902680866691,0.09969433094190187,0.511234315728042,0.1367201661009129,0.5337517764092846,0.036890078096108246,0.05008818342151675
1,0.08109438119720896,0.023560676883646183,0.42994358525435267,0.05651221039448967,0.02628427811990105,0.19661293480388956,0.12461040275247927
4,0.05793609988982739,0.2642094095650256,0.45204746619978603,0.030847312394951056,0.11388757303015948,0.064299854249603,0.03248619423482812
3,0.0681013587954462,0.03382317412632221,0.1870440618616866,0.0470784035856705,0.03813358597820937,0.5177489177489176,0.11056755428340127
3,0.06494307748806463,0.014506150145481667,0.08846415718315338,0.04938536070922453,0.007500394757618821,0.31390284757118925,0.05174776650186486
1,0.08176276165993389,0.047940672892091474,0.26018869759750995,0.15209438750288368,0.12226959313648085,0.16404968565772585,0.3861624309711742
1,0.18050679397723102,0.03577693511622777,0.36154070615698863,0.19506970306166166,0.06804305489762619,0.11843633753181491,0.20520426749934947
1,0.06320969518912962,0.05364439449165451,0.39466005252407355,0.1813185907787628,0.16393625980314752,0.1697165481085079,0.4651892329487958
1,0.09919206757253031,0.044947006859171655,0.4449956229938722,0.15308308341297827,0.07935943997052476,0.18652352672453174,0.1669239887819123
2,0.20988615497612925,0.03544080419323327,0.5525240735337029,0.8844049698447746,0.191852202747513,0.021222998107420215,0.2546679388209443
1,0.22557473374954096,0.03519921009233097,0.4455305904094932,0.10725702798009426,0.06584557081951681,0.14149535556570733,0.13967675716309597
2,0.48871098053617335,0.045346162330227625,0.7082482248808482,0.7089608805984906,0.32106952997526184,0.04446474798233592,0.16373782056842168
1,0.3744399559309585,0.036963897438052125,0.28406769769477674,0.05307649210691098,0.31999052581714826,0.019521851682655703,0.4736114725185763
4,0.10630921777451341,0.9854833457631749,0.817381577667542,0.021603005635566688,0.12725669772093268,0.05041223433183231,0.01658426576459364
