Type,AFFX-MurIL2_at,35814_at,35815_at,35816_at,35817_at,35818_at,35819_at,35820_at,35821_at,35822_at,35813_at,35823_at,35825_s_at,35826_at,35827_at,35828_at,35829_at,35830_at,35831_at,35832_at,35833_at,35824_at,35834_at,35812_at,35810_at,35790_at,35791_at,35792_at,35793_at,35794_at,35795_at,35796_at,35797_at,35798_at,35811_at,35799_at,35801_at,35802_at,35803_at,35804_at,35805_at,35806_at,35807_at,35808_at,35809_g_at,35800_at,35835_at,35836_at,35837_at,36103_at
1,0.13330267393732342,0.3294986829107672,0.4485633916013663,0.6285113682561403,0.06088351897300361,0.27055679287305123,0.06303078137332283,0.15233999207741497,0.13482216708023162,0.06291766303758876,0.17496846717266715,0.19468275831912196,0.18832821412900394,0.4300138364309488,0.7452830188679246,0.6053067573891158,0.18790031442878768,0.22793842612573736,0.19324765846220868,0.13813019945875515,0.3696634000852151,0.3065987124463519,0.020168375160905392,0.3717210818519839,0.2870625816756207,0.5981090532314466,0.259898758754594,0.23141767938002256,0.3083900816135572,0.44071118577628454,0.02383695808728215,0.5312096427034008,0.20815257428173856,0.18423930211649217,0.6803385416666667,0.14245490541135064,0.1941335274668608,0.657759175788796,0.397769011018909,0.20118869077375992,0.41812461102275084,0.5457267089600113,0.4531372007729621,0.3831418773682053,0.28323684347780725,0.21260067401610785,0.10000953379731144,0.3755132512131392,0.11245551601423487,0.36127035908752914
2,0.3056960777872676,0.21577625946657888,0.4877436206550131,0.4145075408275575,0.24296771757598642,0.14517340120903593,0.15164956590370954,0.2899504434222333,0.29841007260362096,0.04078197357299214,0.2048195437144564,0.12528750710568895,0.27898200965335673,0.28746120189970464,0.2734501347708895,0.5045403381856353,0.45472225457086285,0.30368771879345907,0.09778915269004576,0.027976846747519293,0.38815509160630585,0.10675965665236051,0.023654267164024842,0.05190240920898488,0.3021220104129934,0.5705219531148815,0.2378475833853409,0.3880944284359172,0.16998492488433747,0.253954920901582,0.5136108310528589,0.660783469651313,0.3263485307358599,0.44292032172624113,0.560763888888889,0.3131544214694237,0.0687354020687354,0.28892466194462335,0.40203146964131864,0.4525912347942009,0.111022750847106,0.2510513935419488,0.36427022124068303,0.47076172480329526,0.3953345850936212,0.16524818643970984,0.30584421775193055,0.3470044792833147,0.3099135739705135,0.9965698385665284
1,0.318047434465541,0.17490533421139282,0.47689371107092626,0.35000644515175855,0.19935812724183502,0.43889277760101814,0.2959747434885556,0.11177312303451174,0.30907085745795426,0.9308765415152543,0.3950122812064349,0.2841838296383752,0.195787626151821,0.1407576380838413,0.5919811320754718,0.42746209007322716,0.06328170490275999,0.2681628542655733,0.08684382487475498,0.19905783301593666,0.34588836812952706,0.042583154506437765,0.014634169258378826,0.31126165130138034,0.394055051961252,0.17076803522859735,0.32008875944802717,0.14058668766667265,0.19847169517076463,0.15014699706005882,0.203514330980844,0.5953508394317693,0.18114103298682166,0.8743712487546473,0.21408420138888887,0.22032556093268807,0.5387205387205387,0.15994848679974244,0.10089330249852628,0.1609176248403044,0.3590346449069912,0.6891439161736401,0.2752612690775723,0.2665486938004259,0.2710191415010692,0.43045638887302223,0.3725092954523787,0.29535274356103025,0.20732079308591767,0.16198517594569312
3,0.2241639839695158,1.0,0.4971870604781997,0.6326908012810979,0.16669813101755715,0.6707986000636336,0.09183898973954224,0.4754682813649482,0.2099990809668229,0.06289598971239498,0.16797592440972764,0.0,0.17025010969723564,0.3738454059309675,0.19198113207547174,0.06612578886795077,0.10213112844998253,0.07206636934733616,0.05936615116532347,0.25775533727573424,0.1531316574350234,0.08845225321888411,0.011378477670559715,0.6069372994448123,0.24702856313136548,0.3478176402020463,0.40080438249774636,0.03470370304082473,0.20608722773821278,0.08749825003499931,0.13776465504825003,0.6470081790787775,0.13898665793566342,0.32845722061575106,0.8712022569444445,0.2699516058073031,0.13455880122546787,0.560785576303928,0.3729651294608443,0.1871354774204299,0.2751884378673674,0.3891225318982108,0.2826911700910991,0.20644251822080922,0.1349423668700777,0.15353858456617356,0.37076937744303556,0.2603583426651736,0.18759532282663954,0.0817961572597088
1,0.34160042047171674,0.43029716825814956,0.49090817761703837,0.07256992989658011,0.37308854068340574,0.6688259624562519,0.7791160220994475,0.15001980646256577,0.25608859479827223,0.09158786004811477,0.1383461308667655,0.35913682277318654,0.3164107064501975,0.5248494820687335,0.2595013477088949,0.12829617169813706,0.48670082683125654,0.22368963698268846,0.18705075147026792,0.1762491229828606,0.3307626757562846,0.17423886802575106,0.024311982636311534,0.40363164060510365,0.4491277562280902,0.052001036135215645,0.7549753831218362,0.07714817532618616,0.16067993969953734,0.22452050958980824,0.3179101253060636,0.565368058544985,0.34104117213718593,0.42289140524384616,0.3010525173611111,0.33946326440827096,0.38424788424788425,0.3993238892466195,0.13410873804017592,0.26923290562683994,0.20351289675679413,0.43303157744671744,0.5820838427258745,0.3610769523009708,0.2662533249882647,0.5565488090478095,0.6937267613690532,0.7747760358342665,0.3523131672597865,0.2848713089783876
4,0.4345312397345772,0.25882861376358246,0.5741410488245932,0.07627589215773764,0.4662072871436662,0.31065860642698057,0.4805840568271507,0.08013128855186463,0.43185368991820605,0.026752107730875097,0.28047620101347615,0.5133412042502953,0.3636682755594559,0.5503533899255825,0.772978436657682,0.15436517472081346,0.3572609758937929,0.3463482472545918,0.7417556087998257,0.04338729076876817,0.2233489561141883,0.1141362660944206,0.020666359732779596,0.20027504711455202,0.4510775996183285,0.3968397875922808,0.6026627834408155,0.0888980366187604,0.36921037583822836,0.38744225115497694,0.5234048682125882,0.5721911321566939,0.3236473766063682,0.35819988822200083,0.05197482638888889,0.42683677958644967,0.2858312858312858,0.456084996780425,0.22278148097764477,0.24368160862078542,0.25603346933130483,0.11191104141421339,0.06792601648459992,0.7179248772782261,0.7587623220153341,0.6853829896612784,0.6529459433692442,0.9239921612541994,0.33380782918149465,0.1201276116001823
4,1.0,0.34028235100428056,0.8966244725738397,0.08674182705178926,1.0,0.2013617562838053,0.3056037884767167,0.10254088619772507,0.8467971693778146,0.05406049747505761,0.2511340753689894,0.0974594429139884,0.8020184291355859,0.5646011742268428,0.8399595687331536,0.17714274873844363,0.6466752067078142,0.6003356831151394,0.3301241559573078,0.09961661822191038,0.9710268427780144,0.3258449570815451,0.05138167228856797,1.0,0.5908025472422161,1.0,0.6419111018653353,0.13661339108334974,0.7659718251286585,0.639717205655887,0.795837534207115,0.20103314679294024,0.7492019317344684,0.30251743493791466,0.6695963541666667,0.9333919929608446,0.3151939818606485,1.0,0.39885729832675826,0.549408431928012,0.45595048751815226,0.8627842326609166,0.02404069882083843,0.763634364096258,0.7286679184269544,0.8487462157993946,0.8596625035751739,0.9707913400522583,1.0,0.3307107390438725
2,0.20458576966033767,0.1745966414224564,0.8264014466546112,0.18832237657534381,0.25561638663394376,0.017333757556474694,0.11026045777426992,0.12003524741909667,0.1407958827313666,0.05884307790115518,0.2850788873890819,0.3115046569592025,0.0974989030276437,0.4108298118993306,0.16960916442048515,0.5496654820473257,0.306346803307325,0.18339807221982454,0.060836419080810285,0.04145785306204271,0.2261610566680869,0.07708556866952788,0.029592498285241804,0.03499210512911935,0.13122031156008213,0.2011397487372102,0.4512863185632065,0.4060100585255848,0.0553360711129594,0.21146577068458633,0.5707187094915742,0.5130865260439088,0.207825161659982,0.31585789614365906,0.2703993055555556,0.18433787945446545,0.11851245184578516,0.013393432066967173,0.15752958781118215,0.17763706048991834,0.0,0.0021384275429467453,0.27459478644950114,0.4389490417204043,0.48582642257341047,0.0,0.4455143483649538,0.40644830160507645,0.24026436197254702,0.17445849024922644
1,0.3641679258918599,0.25578284491274283,0.2847598955193892,0.27341573211966164,0.47253162167264495,0.31513203945275214,0.41754538279400155,0.06477117472533692,0.39045124528995495,0.22147248571366646,0.0881591467327565,0.22568979841707124,0.46336112329969287,0.23970681724692422,0.6154312668463612,0.5380869873148769,0.19680330732502616,0.2223085407375438,0.08413199738619039,0.054299889746416766,0.4246697912228376,0.21482698497854075,0.022778096195585792,0.4021036010798146,0.18409425625920472,0.4598173811682424,0.6220442410373761,0.3425357507203837,0.0961688412954203,0.30998880022399555,0.33829036439579424,0.48273783900129147,0.3596218384218712,0.6384224722377468,0.39534505208333337,0.33136823581170255,0.49904449904449905,0.47234385061171935,0.19371514079717045,0.2744542576237294,0.4875527280271073,0.6525055242711526,0.3554343968135032,0.13987782809953714,0.11553356282271943,0.5078825612612099,0.3517494518066547,0.4061683463979096,0.4948652770716828,0.13190529875986473
1,0.34183036594179095,0.6563631873559433,0.6146272855133615,0.4449683196002023,0.3398149896167642,0.27816735602927145,0.14964483030781375,0.2985844442468289,0.2529179303372852,0.17283031953705777,0.11674891018123079,0.17826752372206922,0.35480473892057923,0.6653079540780076,0.797978436657682,0.23991703448886412,0.07915453592640037,0.2373183714573443,0.060019603572206495,0.18067805953693497,0.5028547081380486,0.14109442060085836,0.02660459085399656,0.3050476238985382,0.619178991474621,0.5091309415878772,0.2724498994521878,0.22944892882071838,0.21695170764672245,0.21909561808763825,0.028301886792452824,0.670727507533362,0.3904395514447082,0.7768935436055695,0.6810980902777778,0.2344918609766828,0.3787423787423787,0.5586606567933033,0.31406157892350245,0.23790479364550352,0.46428324458889425,0.8118183762206856,0.3099538588949797,0.1489757355808164,0.1288791529755385,0.7682641229222597,0.10515778434550484,0.4773702874206794,0.3249618708693442,0.8084386768691982
1,0.16871427632875632,0.3094130721106355,0.2824994976893711,0.9109775807874985,0.053143288653955095,0.2541775373846643,0.131965272296764,0.4494854361868113,0.059829059829059845,0.07412999660451239,0.02914297094554226,0.2964537146355329,0.0,0.2624060431547062,0.11859838274932613,0.13331394098825075,0.23590310935134504,0.05058264997842039,0.09916140274450011,0.011802144933346696,0.14810396250532595,0.09505767167381975,0.030480414172828832,0.04614679366372943,0.3981206828600469,0.6073047532703016,0.5686152139241384,0.13970969878116443,0.2601497114934761,0.006649867002659955,0.09232320322627106,0.6651743435213087,0.029139723336334633,0.23500109348042675,0.6539713541666667,0.09115706115266169,0.04583371250037916,0.1535737282678687,0.254931301863692,0.13131144809198467,0.6300394163612474,0.13842754294675313,0.3626651417754467,0.23859512312168205,0.2078834819798675,0.12115153938424632,0.027934026122604635,0.0914053751399776,0.002033553634977079,1.0
1,0.4001708166349123,0.23987487652288444,0.8138436809322885,0.19928905018294313,0.39248631300736264,0.08031816735602926,0.17130228887134966,0.15491079007574962,0.4856171307784211,0.10197299503680853,0.4686331349162445,0.23917967554331196,0.4223782360684511,0.253431060917692,0.2598382749326146,0.19729603257913972,0.8741236753231629,0.01768570469476814,0.05357220649096058,0.04806053924025258,0.31342138900724326,0.16765021459227467,0.027976397410480226,0.36764630978454643,0.11771660893194218,0.19738375858049476,0.8881492268219957,0.3117427021996313,0.17034880698653634,0.22098558028839427,0.5285899467089155,0.48794662074903145,0.28206597364328395,0.10798726702792022,0.5439453125,0.3827540695116586,0.1635574968908302,0.22762395363811985,0.22786015508094137,0.26101205354663115,0.2042389876218795,0.2965999002067146,0.23908191032062154,0.27434690021295105,0.26327387471965785,0.2303649968583995,0.09357422061206978,0.3230216498693542,0.4126080325368582,0.26762455323946366
1,0.5677025162604297,0.34038524860059277,0.6705846895720314,0.33695253393620284,0.7256937889371342,0.38197900095450205,0.4372375690607735,0.10407689758037786,0.5026192445547284,0.13800851039235942,0.3000154898099179,0.2450216450216451,0.6524791575252303,0.2199618563254927,0.20141509433962262,0.07196878675587146,0.10230581110981717,0.3617321248741189,1.0,0.10936403728575723,0.5333617383894333,0.24071217811158796,0.06362457600841877,0.5318596241022767,0.3817959302204983,0.29031213573371323,0.8001525553012967,0.16763016125856856,0.22992150543223996,0.46472070558588835,0.6181765807287916,0.8824795523030563,0.5430956863387084,0.9031540835419045,0.45941840277777785,0.5199296084469863,0.5107835107835107,0.4976175144880876,0.5583820795356641,0.4225962339610065,0.416395823248738,0.4678879463967495,0.14824308869345743,0.8083440808614019,0.5362749700099096,0.49528759924601595,0.27752883973686715,0.11286860768943638,0.6383324860193188,0.1187123701695891
1,0.3357532356612575,0.30755062561738555,0.4682539682539683,0.2189864255188347,0.31012837455163306,0.24868596881959912,0.4586977111286503,0.11179737584581681,0.36572925282602703,0.32216314234317545,0.5789980305813105,0.17130613494249863,0.2741553312856516,0.33901125612355565,0.577190026954178,0.29922283069218025,0.07109584255269592,0.2194408478396394,0.04335112175996515,0.26902500751728975,0.4309757136770345,0.2061762339055794,0.20263509006004002,0.2649365863597005,0.40797361488518746,0.6442818287786555,0.6204840163650233,0.24528842195693806,0.300137755367261,0.378097438051239,0.49499495895146184,0.6947481704692209,0.19440124416796267,0.1947610137778534,0.4020724826388889,0.23893532776066873,0.23098856432189763,0.3102382485511913,0.1805423298417449,0.211464755874021,0.4812945162851808,0.34549861002209703,0.3266632488070355,0.039290963078491954,0.048857768737286804,0.422602387616382,0.5896653637143675,0.46607876073161625,0.36141331977630914,0.44907529564153614
1,0.4296366861572827,0.29895867632532097,0.6399437412095641,0.1337418567986435,0.5085425712667547,0.07851734012090358,0.149715864246251,0.12476454562358018,0.5332230493520815,0.23066558781670143,0.05896085503750746,0.2265468538195811,0.46845107503290917,0.3509965969859018,0.44241913746630734,0.3712959566960503,0.07034470711540701,0.2708291372943942,0.12765737312132433,0.053410343790718656,0.47098423519386445,0.18376140021459228,0.0551259525129429,0.23414658992512608,0.2632392291895704,0.23500841859862703,0.6542542126066154,0.3127270774792834,0.16122576285283569,0.37529749405011903,0.28751980411925676,0.550107619457598,0.3393631824506835,0.27078220299856637,0.3840060763888889,0.40972283326000875,0.11678345011678344,0.37994204764971035,0.24339092187004038,0.28473032272399046,0.2691376806583224,0.3649226602038634,0.3359565406002288,0.2175299681073353,0.17983622802899907,0.3369509339121494,0.21418867384879395,0.33753266144083616,0.5050330452465684,0.14026481805752117
1,0.31489389659023714,0.25072028317418504,0.9120956399437412,0.22938295108625598,0.33632244666792527,0.13561565383391663,0.15439621152328334,0.11649433696856029,0.3796526054590571,0.14592649852982612,0.010953508441946412,0.15321177139358963,0.6573935936814392,0.4173740697804869,0.6892857142857144,0.1484273229710759,0.0788866891813206,0.08384405121565246,0.06959268133304292,0.04620627443119175,0.3540690242863229,0.5526086373390557,0.023696548872957558,0.09208984872408701,0.20292891368831545,0.2635021370288822,0.7114624505928854,1.0,0.1695430680459531,0.34810303793924124,0.5447213020308224,0.6702539819199311,0.2327085209134812,0.46800962262775503,0.5221354166666667,0.30215574131104267,0.2994206327539661,0.1392788151963941,0.09971432458168956,0.34422040770982615,0.1937625337113616,0.5177133081474088,0.3200851835784991,0.24399388140727632,0.2098784749387159,0.33940709430513505,0.10720755076747067,0.3123833519970138,0.38312150482968993,0.17769675453956682
4,0.5007555351159582,0.19597876193612118,0.6014667470363673,0.03165561075249624,0.5265244478006419,0.32773783009863183,0.9928176795580111,0.11979271930604622,0.484054774377355,0.04717560450516186,0.1423956097453033,0.7120993484629851,0.43922773146116717,0.37691185819528067,0.6651617250673854,0.7348202203139029,0.2576918597880517,0.14658802090826265,0.13463297756480072,0.01842988874411146,0.5169152109075414,0.10749731759656653,0.025697883095772766,0.1570315285488718,0.6280570018046423,0.15211760134697574,0.2890229526385133,0.07866053371037889,0.9103810365441598,0.632297354052919,0.6022612703442316,0.0,0.5196038307276746,0.5321483245449907,0.4518229166666667,0.7960404751429828,0.13322413322413323,0.5402446877012236,0.5123112501700449,0.31578070321613066,0.4348938524306756,0.5728847387554351,0.009070473636471192,0.6043509992701679,0.4081390497053147,0.7806020448963272,0.469539517589856,1.0,0.5252669039145907,0.13104176161577397
1,0.25320281190460553,0.3127263747118867,0.5016073940124574,0.36255961765376643,0.23230130262412688,0.2751893095768374,0.07018153117600633,0.27632036346879874,0.1816009557945042,0.47044842109825963,0.12925139961496762,0.4279505006777735,0.15699868363317246,0.8299614823678997,0.502088948787062,0.41400548887680383,0.10671945964830558,0.21543183235026145,0.10346329775648008,0.15703618322140925,0.17477631018321257,0.126475321888412,0.09702712606526417,0.1671675240666225,0.1702171793648489,0.17912187540474028,0.35947576451008945,0.14334293844969842,0.15132297135728026,0.21104577908441832,0.33162897882759607,0.5478260869565218,0.1121388229516248,0.14030568852817535,0.2368706597222222,0.1392872855257369,0.2534049200715867,0.6737282678686415,0.3399990930939101,0.20418819085707937,0.2955535578452389,0.15895644735904194,0.35562566549670704,0.3999780050588365,0.3925181244458352,0.11892385902781745,0.44305939555725055,0.7701567749160134,0.24412811387900354,0.11269159730384513
1,0.4224426778792457,0.0370019756338492,0.5614828209764919,0.49653449147752626,0.5587124787615632,0.0823162583518931,0.1824625098658248,0.23859915761902065,0.5243084275342339,0.06483936453810532,0.2415082649200062,0.06170798898071629,0.49767441860465117,0.5535694252271793,0.16873315363881403,0.27574649989249894,0.722918364970304,0.5796576032225581,0.20198213896754522,0.044903277538338185,0.5921602045164038,0.33224919527896996,0.03347771753939246,0.6291957418631896,0.22539359870563583,0.15095194922937444,0.8097912766104985,0.4170529593900453,0.15550761553256745,0.47263054738905225,0.7147486677228863,0.48325441239776157,0.41581402963084224,0.42791534031540845,0.38313802083333337,0.40378354597448307,0.4285800952467619,0.21584030907920154,0.1210266176937378,0.2757873687718713,0.5341262706590139,0.35576306222824144,0.2312418661513586,0.16269258070643752,0.14366557137641475,0.5698292111726738,0.36459624368385934,0.45889324374766705,0.5057447890188104,0.4204946148864209
1,0.0972340844885356,0.2914265722752717,0.5426964034558971,0.4361731663543247,0.12261657542004911,0.33882278078269173,0.2655722178374112,0.09411707640443988,0.18408234537266796,0.1923435366532051,0.2546082184505764,0.45849840395294955,0.12514260640631855,0.3003253431060918,0.9919811320754717,0.4154472675764206,0.4857575404681495,0.30710209562173313,0.11868873883685473,0.06889596070963216,0.6427780144865787,0.10092542918454936,0.01874019299251144,0.2756583303621453,0.2905059221307225,0.6152700427405776,0.39484085708342004,0.26001825568700443,0.09920985600665383,0.09470810583788326,0.4257525565317586,0.19479121825226006,0.16567078660882378,0.45028308993269023,0.7026909722222223,0.2831500219973603,0.30782297448964113,0.407662588538313,0.2711195755679499,0.15780703216130645,1.0,0.8490982963860574,0.2545766455022282,0.4394089359447327,0.401254368121838,0.1996344319415091,0.19501382400610165,0.5104516610675626,0.13889171326893748,0.13600710019429588
