Type,32801_at,38314_at,34304_s_at,41685_at,37801_at,807_at,37113_at,41648_at,39805_at,35490_at,39197_s_at,1757_i_at,32688_at,31841_at,32467_at,36549_at,34470_at,31399_at,39363_at,39642_at,40704_at,31723_at,33111_at,1924_at,34051_at,33959_at,32513_at,39826_f_at,32168_s_at,32053_at,34669_at,38664_at,1397_at,39447_f_at,40289_at,32280_at,33859_at,38895_i_at,40707_at,38306_at,526_s_at,34131_at,1935_at,31666_f_at,35867_at,35082_at,37132_at,31415_at,34437_at,31332_at
1,0.33321019578869593,0.5456430417923308,0.7611162289078123,0.01911282270717444,0.2264139444173574,0.019488536155202827,0.19820062977957728,0.1935922070835196,0.23583280640167456,0.24245628877608572,0.028146468351897543,0.10298640738168467,0.09675243326587647,0.026162000543625982,0.0,0.250760098450847,0.1187352118735212,0.08198233181244541,0.04616645206601899,0.05973826020015398,0.14764737696051924,0.09880575686434623,0.07763622603430878,0.10543247788257658,0.21201058683946333,0.08699324324324327,0.1201694191811406,0.12793300721333223,0.3176402020463671,0.27976130272074445,0.3336925882938153,0.5342623059426275,0.0,0.09004316118470011,0.07681966583445363,0.27424302005505313,0.3190297507370678,0.19434587177667373,0.03426501996471354,0.34712711026476717,5.4827567300847434e-05,0.10705447003087658,0.08538794801102796,0.13836159622036615,0.03687734029274935,0.09586623316302834,0.06749020789394396,0.04891107078039928,0.030025553662691693,0.1428451742627346
2,0.3229282108114764,0.484516372253339,0.8860965690790213,0.20232491798602195,0.32898586055582646,0.2297178130511464,0.32640575798470545,0.20790785967641748,0.247301746505898,0.4423293852227862,0.09130927766290933,0.2243278102986407,0.4034884841476342,0.09214460451209569,0.5200522155341214,0.005284493991602751,0.47386534738653474,0.2374526744976216,0.21020718717078313,0.13138311521683346,0.5047052460789616,0.2169031336123303,0.3212663975782038,0.46187029319295164,0.38550698183809434,0.30058183183183185,0.11764126473388711,0.303374512892795,0.7586452532055434,0.3272984727419844,0.7882606532913282,0.3050813771172405,0.7639684477415719,0.35764250632534605,0.2658920683695026,0.40180888714117186,0.2232913428035379,0.4346463212680388,0.22574055158324824,0.12374116526897865,0.1409068479631559,0.22980649114950386,0.35179204411185505,0.24044545684636798,0.27697719278338817,0.18597306084533208,0.32549964848850055,0.26987295825771324,0.3604131175468484,0.2855227882037533
1,0.4255017854943972,0.42102003446790176,0.5734940571146112,0.1466980459278277,0.34166260360799616,0.3144620811287478,0.31354026090868203,0.24682600038314398,0.358371672154024,0.3520163564579808,0.2806643100113386,0.21986308165492607,0.2809097041534162,0.12693666757270997,0.2216259337152803,0.2878239467207182,0.26672402667240264,0.12450247548781672,0.14058293339576264,0.09278932512188863,0.2602487831260141,0.11819944881086045,0.144803229061554,0.0,0.2554531349822032,0.2799361861861862,0.17867813638900745,0.4337948760467623,0.09707291801580108,0.3239607565490038,0.25368927209418013,0.3329505553960648,0.5482674429523899,0.3941806816490549,0.39888611484540043,0.4577270939834841,0.1812918788528545,0.3659214572983203,0.20549726065558552,0.32786465008972054,0.14989856900049345,0.22132132839936836,0.1885781803859787,0.3296211929469332,0.2348802904799728,0.21876451463074775,0.25499648488500554,0.22023593466424682,0.2608603066439523,0.30018431635388737
3,0.12726265238271148,0.27388517880224034,0.5441166558069518,0.16509770360861503,0.2512798634812287,0.13395061728395063,0.417948717948718,0.19688956745365987,0.3817892418725334,0.28377044557247605,0.28026412325752015,0.20547673380295664,0.258167100318011,0.06842892090241914,0.17071578794691422,0.2234689445490083,0.28167347816734783,0.08455489758275897,0.1311717195364626,0.14169874262253015,0.577285018929151,0.1740328672042462,0.16656155398587286,0.07296921839584704,0.18800766633202518,0.20542417417417422,0.10214400630396953,0.3895199403034574,0.11015412511332728,0.2436532820875898,0.19946940805836516,0.3523838968266237,0.5182646257864588,0.273850275338592,0.3590359131937776,0.3488792764451435,0.09409005628517828,0.3557487579843861,0.2659485560404866,0.10400263668656387,0.3590109106858929,0.127136021872864,0.244505710909807,0.2117607356787311,0.18007488936797914,0.15903390617742683,0.2519835291754544,0.14618874773139745,0.22646933560477003,0.326323726541555
1,0.3229897795837951,0.3596644765187419,0.2905554182488148,0.3734132078162887,0.3607691370063384,0.3804673721340388,0.3597390913180388,0.24078857998711242,0.22139851296251883,0.4508248730964467,0.2118988861468685,0.34978668518702255,0.3329478654717163,0.16550013590649634,0.2056349263906012,0.3758867815259882,0.30415143041514303,0.39042325987768184,0.2941940770221234,0.24570182191429302,0.2917252568956193,0.27493110135755844,0.2968907669021191,0.36557724647217954,0.4388518755133704,0.5213963963963965,0.20041369800045966,0.47935494569272863,0.159953373915296,0.3717002124001214,0.20929364947769855,0.25009385420577257,0.5743027514320593,0.3957434141985415,0.3396389475705781,0.48509634290208414,0.13636424551058696,0.34255973503666903,0.4375058036957935,0.3235800344234079,0.16566149459948462,0.192848893393358,0.3459629775502166,0.40652155572428916,0.34477476455236583,0.33831862517417555,0.45510695992768907,0.32967332123411974,0.38777683134582625,0.38861427613941024
4,0.7092722571111932,0.6726626454114606,0.2590603725256701,0.17515333048067322,0.4258288639687957,0.28809523809523807,0.5673414304993254,0.27738463592613444,0.23897259228572051,0.2344895657078398,0.24744880944440734,0.16281377120746104,0.21605473643634962,0.41325767871704266,0.6322430923199653,0.46771391342116697,0.2503764250376425,0.5164547131346472,0.6628350696476647,0.2898639979471388,0.3821525148729043,0.24089006838828214,0.25542381432896066,0.11749652701615851,0.49247056676097467,0.4314001501501502,0.1073644810716748,0.7156952159854074,0.2778785131459656,0.31404875088500056,0.36685458464599574,1.0,0.5438069302281904,0.35079624944188126,0.2636835029767621,0.5051513959889894,0.05217099973197535,0.0,0.27802024329092767,0.44398872084081,0.17528373266078184,0.14259787399533316,0.3747932256794013,0.356702944402261,0.272438443208896,0.2215513237343242,0.24917143717987347,0.2628856624319419,0.22284923339011925,0.3205428954423593
4,0.6821204285186553,0.85994722102542,0.12639584784415933,0.9597061760091284,1.0,0.7642857142857142,0.022537112010796435,0.37384403717657716,0.4947779255609097,1.0,1.0,1.0,1.0,0.34238244088067415,0.3188773660163899,0.3085275807152165,1.0,1.0,0.3219477935151586,0.5430331023864511,0.9280692266089781,0.829437582933551,0.8630802219979817,0.9276888206478029,0.9981746828511455,1.0,0.3649407361197754,0.817013514633944,1.0,1.0,0.9105455148399935,0.6957798732416138,0.8610198140670484,0.891427295728531,1.0,0.995674400314589,0.6358080943446798,0.6049207475751124,0.8841118023957657,0.4813417804958435,0.4046822742474917,0.3966342187757796,1.0,0.7684974268117777,1.0,0.8183929400836042,1.0,1.0,1.0,0.8928451742627347
2,0.11944341829823911,0.28686449806118053,0.2549935965129081,0.11859934388817572,0.25682593856655295,0.3118165784832451,0.5652271704903286,0.15468567680063164,0.09301615681486168,0.2459108855047941,0.4758887480824384,0.1939676555213811,0.23715910185988243,0.07685512367491165,0.5766190441656392,0.2516287823946721,0.1677780167778017,0.35035433453062814,0.4257286667447033,0.12866307415960995,0.06576527852893459,0.19291619883637848,0.29294904137235117,0.3990641222490312,0.16026284566943505,0.28153153153153154,0.125094395377089,0.0,0.1786685662478954,0.13654293516739155,0.5205604377383519,0.16966632069430032,0.669170814160954,0.22488465545468075,0.15411945458037257,0.23090837593393632,0.1639104797641383,0.3405488526141472,0.1456031200668586,0.038268575823049024,0.01738033883436593,0.019892992669762175,0.05569121701457267,0.12334430102083858,0.02961534097356178,0.19489084997677655,0.17455056743999192,0.29010889292196007,0.3229344122657581,0.2265415549597855
1,0.3048885605221031,0.22707076691081426,0.4423967016424382,0.3880687491085437,0.39075450999512434,0.4501322751322751,0.537471884840306,0.19111338159399513,0.2596428493556898,0.48061195713479976,0.5396184886280264,0.5107649568409564,0.4929170280427869,0.1411388964392498,0.4386467474073537,0.34077747212972354,0.43729834372983434,0.48733132705562576,0.17490342970853331,0.24434180138568126,0.42677122769064363,0.40925793610288863,0.5073789101917255,0.35296483146888935,0.4671899242493383,0.4849380630630631,0.23209771152772762,0.6726225022800763,0.20023313042352028,0.45337311621320936,0.4432929862377715,0.15926506636044432,0.5903840736219363,0.3723396338740884,0.5144516996351066,0.584506488399528,0.12679576521039937,0.4061686775490892,0.431469960070573,0.3675980517815944,0.27457645704260103,0.2026775402455983,0.45277668373375346,0.4251244410697714,0.5137864518325201,0.4406409660938226,0.4057949181480366,0.43738656987295826,0.5150660136286201,0.5028485254691689
1,0.6403768008865903,0.6149827660491167,0.7215606533803672,0.24133504492939664,0.41138469039492936,0.30626102292768964,0.13940620782726063,0.24206572660934988,0.22981488345725315,0.3962210941906373,0.10384846261588736,0.31838476039289604,0.34046448877324853,0.1188842076651264,0.48400899267532094,0.17482264369480244,0.7736072273607227,0.46345015047082816,0.23776191033594754,0.15134719014626635,0.36441319632233643,0.28131060528733287,0.40602926337033296,0.3843679169408496,0.4497581454777768,0.34450075075075076,0.16180188462422432,0.467954564298151,0.12893407589690456,0.4793162738950137,0.33419001823909805,0.16971048737936972,0.7217579115409897,0.2850870665277571,0.4486268484732091,0.4574125049154542,0.16198070222460467,0.4481310622190679,0.28405608691614825,0.2619108653458819,0.12719995613794616,0.18742781719188253,0.3757384797164238,0.4013329958660255,0.36639055940088505,0.34825824431026475,0.332329014763483,0.3411978221415608,0.3251703577512777,0.38488605898123324
1,0.10515946312030536,0.30767987936234376,0.6268339811715011,0.0,0.0,0.05758377425044092,0.49226270805218186,0.10485373768569423,0.14961951900224582,0.14939368302312464,0.1691456012805976,0.0,0.0,0.006829301440608854,0.3225034447748205,0.33364702475749247,0.3117874811787481,0.02781283370546549,0.08802528385812944,0.0,0.09724175229853979,0.020924772889660073,0.0804112008072654,0.15990348760693132,0.0,0.05396021021021021,0.0,0.12785009534864442,0.26984846522471184,0.059370891069080625,0.0,0.2528763553651481,0.49309794346887026,0.050379520762018154,0.0,0.20723554856468737,0.49335298847493964,0.27064111663118046,0.0,0.23429889771853363,0.09391962278633699,0.0,0.005120126033871591,0.10005905677887454,0.010212186542607495,0.02740362285183461,0.07592648388068694,0.00181488203266787,0.06462947189097108,0.07062667560321716
1,0.17245413126462256,0.5240467470917707,0.32464556137236844,0.5234631293681359,0.2732813261823501,0.41208112874779546,0.5877642825011247,0.15005311768906127,0.38200728255892547,0.4175831923293852,0.4802241045821383,0.39636868736977876,0.34345186470078054,0.183677629790704,0.44332438900572924,0.4202258578253946,0.4775220477522048,0.37384719930103877,0.28395177338171607,0.21313831152168333,0.3577068685776096,0.4851485148514852,0.20087033299697277,0.29136506543832713,0.42602902254266684,0.41441441441441446,0.175952982893916,0.3352955807976121,0.48037818935371074,0.3978962273692729,0.39437904161830545,0.16856215356756402,0.6176636303878299,0.4514808751302277,0.31851353946610333,0.5452615021627998,0.23335566872152236,0.42902767920511,0.38248676757359085,0.11194931702493863,0.20944130708920447,0.21462747778537253,0.3096494682946042,0.39390871509322534,0.45512311358220814,0.37677659080353,0.43075223460881795,0.355989110707804,0.6296848381601363,0.42367627345844505
1,0.5520871813816032,0.2811826798793623,0.2728222526793538,0.47268577948937385,0.5551560214529497,0.5672839506172839,0.8001349527665317,0.4393848797450351,0.40337526982534944,0.6809080654258319,0.5796705129060228,0.5842841551741244,0.7048279849667534,0.14932726284316392,0.4795851765900355,0.43571738815694233,0.790600129060013,0.5452868653528784,0.270022240430762,0.3089556068770849,0.6742022714981072,0.679493722568133,0.6905272452068617,0.3642611683848797,0.7836086520032857,0.641234984984985,0.1729323308270677,0.5338694967249814,0.2967232223805207,0.5908769090725196,0.49975128502735877,0.2540246891769538,0.7167339656305756,0.3531031403482661,0.6607451507585942,0.6639402280770743,1.0,0.5749349420392713,0.5836196489924784,0.4004467718899915,0.4142222709578376,0.34152780069295496,0.4782197715636077,0.5626423690205011,0.7561556791104052,0.5660938225731537,0.6627498242442502,0.7383847549909256,0.6796209540034072,0.6036360589812332
1,0.3516192587119812,0.1706430417923309,0.4565236929022401,0.26294394522892595,0.34531935641150663,0.4212522045855379,0.4809266756635179,0.24805670531002733,0.4237838780716482,0.37027636773829664,0.3228506636430334,0.36893541025895427,0.33974173653271655,0.1301304702364773,0.6291246645877149,0.47690748515998266,0.547698429769843,0.3341423162799729,0.34513636895704086,0.18314087759815242,0.30248783126014067,0.3465856894967847,0.372130423814329,0.24270673393288,0.3857351464817012,0.3894988738738739,0.2020225235578028,0.5035237542492331,0.1103807796917498,0.3289673308384748,0.5505720444370751,0.14888589536912308,0.6343788149121984,0.44876469712754874,0.36086038025734585,0.46342902084152576,0.10471723398552664,0.3629347054648687,0.3055994057015508,0.3633134361152817,0.2303580240144745,0.11916939684634785,0.2925561244584482,0.36151185353918835,0.3075570180415296,0.35884811890385504,0.38972582103043085,0.2669691470054446,0.25899701873935266,0.4129943029490617
1,0.02826006649427411,0.516830030159414,0.4324544453681444,0.3801882755669662,0.4311311555338859,0.5924603174603175,0.648178137651822,0.24745296327042418,0.35056581558118743,0.5094472645234066,0.4514440072033616,0.489681516023415,0.442420738170955,0.1489705082902963,0.4544564507941113,0.47940495149847984,0.4630027963002796,0.5697019706824581,0.07750204846072811,0.2604054400821144,0.3918875067604111,0.44033887924874965,0.365539858728557,0.414125904803685,0.47453682577347817,0.4558464714714715,0.2777194076895295,0.5973799850758643,0.21078875793291024,0.4245473854556489,0.4301939976786603,0.14040589183578828,0.7078598929476945,0.5839038547402888,0.37708853466487424,0.6008651199370822,0.09697802197802198,0.42533120416370945,0.44354164732101403,0.17991723733841133,0.19858544876363837,0.3005161807339666,0.3690429302875147,0.4531342276216991,0.5738114149551798,0.4468648397584765,0.49633423722004627,0.44877495462794914,0.4867972742759795,0.4664041554959786
1,0.18039650289373227,0.5140564411891425,0.2792482081470331,0.3298388247040365,0.3420282788883472,0.41111111111111115,0.4802069275753487,0.14571081917345394,0.3652617578440137,0.4104624929498026,0.4426065497232041,0.4255382478420478,0.3452828370434615,0.12377684153302528,0.38646747407353693,0.4410742724771971,0.3696493869649387,0.4411222211435783,0.16081001989933277,0.22797023351295867,0.28263926446727966,0.4165560885985506,0.18907669021190718,0.33750091394311615,0.36351191019439627,0.3968656156156157,0.20517450832320977,0.4095016996932261,0.1576220696800933,0.2977647415798524,0.39371580169126186,0.2110063379193075,0.592168278711616,0.45795505283524335,0.3264835797964279,0.565316555249705,0.12625301527740557,0.45966406434823753,0.337171510818089,0.21104478705093926,0.2452985361039531,0.26747118580149437,0.4048050413548641,0.3723951742174977,0.49722001588562353,0.368973525313516,0.419704730340464,0.35499092558983664,0.43015332197614997,0.3993800268096515
4,1.0,0.4685211115898319,0.10570247376817131,0.8980174012266439,0.43838371526084835,0.39462081128747795,0.29388214125056233,0.47171991013531944,0.38353356736367006,0.6092780597856738,0.2785966784499433,0.5056057148526639,0.6172304134142816,0.5112802391954335,0.31278555370222644,0.3345157087013175,0.30329103032910304,0.5903310358217649,0.45513285731007846,0.25419553502694375,0.37717685235262316,0.32795753802184346,0.5882315842583249,0.6146815822183227,0.5462261567947431,0.33549174174174173,0.20973831959812192,0.798275433214493,0.3164745499287658,0.4200465257408719,0.5550489139446194,0.6130998387915995,0.49309794346887026,0.47722875427891054,0.583061263683503,0.4774675580023594,0.659769498793889,0.3782233262361013,0.4358807688736187,0.2609221078844252,0.23340095399967106,0.22311264053550806,0.5904686884600235,0.5201214882308276,0.5047089526835358,0.46660473757547605,0.48177161795721607,0.42931034482758623,0.33326235093696766,0.4940516085790885
1,0.1880310306612486,0.3819474364498061,0.9830139079245961,0.1771501925545571,0.22903461725987326,0.14514991181657852,0.6889788573999102,0.21813664307815558,0.14752632841288188,0.24316130851663842,0.037684252651237184,0.06409366008532592,0.17962802351353954,0.031326447404185914,0.16883022699253028,0.13667294049514994,0.10357066035706604,0.34142316279972823,0.07437668266416951,0.12465999486784705,0.18301784748512714,0.09288557721751559,0.2977421796165489,0.1412590480368502,0.2056219768184722,0.10707582582582585,0.05013625767475456,0.6048420528977697,0.24828390104908696,0.23222413269950443,0.48433095672359483,0.2833955347481395,0.4234669922058409,0.1463015329662152,0.1673708469368158,0.34754227290601647,0.32354596622889303,0.18642062928791103,0.10910948091744824,0.20024169626835603,0.11859202807171448,0.046574115539632775,0.2201654194564789,0.19058466211085798,0.17440145239986385,0.05722248026010218,0.17153761173044088,0.08956442831215972,0.20687819420783646,0.17082774798927614
1,0.3652259573944095,0.5239121068504955,0.20924798346327544,0.353373270574811,0.40998293515358364,0.5462962962962963,0.1693657219973011,0.22210740803093018,0.40350609423718464,0.506979695431472,0.28626692456479685,0.4844726659390812,0.6789052712730076,0.16397118782277792,0.6528392196678512,0.3263356015636312,0.39556893955689393,0.6060091253276382,0.772187756057591,0.242802155504234,0.40789616008653334,0.6547922833520466,0.5334258324924319,0.3695985961833735,0.5829150314867209,0.4791666666666667,0.20737433102406672,0.35759887239864024,0.4393213314337522,0.49327399615656925,0.6600066323992705,0.1343329726387386,0.6076626913325195,0.5730763506474178,0.349625504129057,0.5895399134880063,0.1564727954971857,0.42831795599716105,0.40338007243012347,0.1931006701578349,0.36783814902132794,0.20722653027553212,0.4417487199684915,0.43676706319075337,0.5350051060932713,0.49196470041802126,0.6018881189113187,0.4301270417422867,0.7134795570698467,0.5476709115281502
1,0.3293313631326191,0.5758563119345109,0.4047453209607477,0.06518328341178146,0.25438810336421264,0.18042328042328046,0.47507872244714355,0.22066771547495342,0.28598216427185313,0.2681190073322053,0.03474954978990191,0.17660482190693522,0.14898332851498508,0.0513726556129383,0.3959678004206252,0.4007528594179818,0.10453861045386106,0.11338704980099021,0.1371883413320847,0.09438029253271749,0.2232558139534884,0.10870674696335611,0.05896821392532796,0.15654017693938732,0.09217851601715797,0.21096096096096098,0.06264569721246346,0.4474753337202554,0.10244786944696284,0.4160008091433195,0.1160669872326314,0.4481814367422653,0.7328857169687294,0.1685518678374758,0.15248703668139044,0.28832088084939045,0.4502412221924417,0.3398982730068607,0.10660228433466432,0.6270919544439154,0.09764789736279403,0.06924835599971717,0.10649862150452934,0.24727916983042267,0.10337002155906047,0.09521597770552717,0.11589836296073114,0.11760435571687841,0.13820272572402048,0.1913538873994638
